X.1,SNP,Chromosome,Position,P.value,MAF,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P.values,effect,Adj.P.P.value,Ind.SNP,PS,Software,Method,Trait.name,PVE,QTN.effect,LOD.score,Genotype.for.code.1,Var_error,Var_phen..total.,X,P.value.1,MAF.1,PVE.1
5693,PstI.TP651320,5,35481232,6.04E-05,0.254716981,NA,NA,NA,NA,-0.307290578,0.02774858,C106+4202,PS_N,FarmCPU,FarmCPU,CCirc_cm,7.718537725,NA,NA,NA,NA,NA,233,6.00E-05,0.2547,7.719
5694,PstI.TP65527,10,60139620,3.38E-07,0.235849057,NA,NA,NA,NA,1.141410484,0.000322846,C106+4202,PS_N,FarmCPU,FarmCPU,Bcirc_cm,20.78193493,NA,NA,NA,NA,NA,229,3.00E-07,0.2358,20.78
5695,PstI.TP704244,3,50687892,7.61E-06,0.051886792,NA,NA,NA,NA,-0.519087267,0.01047774,C106+4202,PS_N,FarmCPU,FarmCPU,CCirc_cm,10.11090111,NA,NA,NA,NA,NA,232,8.00E-06,0.05189,10.11
5696,PstI.TP704244,3,50687892,3.91E-06,0.051886792,NA,NA,NA,NA,-0.201040092,0.003587502,C106+4202,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,12.84018585,NA,NA,NA,NA,NA,244,4.00E-06,0.05189,12.84
5697,PstI.TP704244,3,50687892,2.94E-06,0.051886792,NA,NA,NA,NA,-0.277986455,0.002702672,C106+4202,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,12.15891834,NA,NA,NA,NA,NA,250,3.00E-06,0.05189,12.16
5698,PstI.TP704244,3,50687892,2.93E-06,0.051886792,NA,NA,NA,NA,-0.62708687,0.003514258,C106+4202,PS_N,FarmCPU,FarmCPU,CmDW_g,10.29779757,NA,NA,NA,NA,NA,239,3.00E-06,0.05189,10.3
5699,PstI.TP737962,11,5096,3.81E-07,0.41509434,NA,NA,NA,NA,0.366695649,0.001049662,C106+4202,PS_N,FarmCPU,FarmCPU,CmDW_g,20.20232997,NA,NA,NA,NA,NA,240,4.00E-07,0.4151,20.2
5700,PstI.TP737962,11,5096,5.20E-05,0.41509434,NA,NA,NA,NA,9.717746991,0.040203782,C106+4202,PS_N,FarmCPU,FarmCPU,Cml_cm,18.22663045,NA,NA,NA,NA,NA,261,5.00E-05,0.4151,18.23
5701,PstI.TP745785,6,45615805,2.70E-06,0.377358491,NA,NA,NA,NA,-11.21672931,0.003722527,C106+4202,PS_N,FarmCPU,FarmCPU,Cml_cm,6.991420593,NA,NA,NA,NA,NA,259,3.00E-06,0.3774,6.991
5704,PstI.TP771967,10,52242723,0.000124434,0.231132075,NA,NA,NA,NA,9.931102459,0.048973601,C106+4202,PS_N,FarmCPU,FarmCPU,Cml_cm,2.157336896,NA,NA,NA,NA,NA,260,1.00E-04,0.2311,2.157
5705,PstI.TP774963,6,1911989,6.19E-07,0.169811321,NA,NA,NA,NA,-1.244848854,0.000426293,C106+4202,PS_N,FarmCPU,FarmCPU,Bcirc_cm,0.710334485,NA,NA,NA,NA,NA,224,6.00E-07,0.1698,0.7103
5707,PstI.TP788586,6,57442567,1.75E-05,0.358490566,NA,NA,NA,NA,-1.182010151,0.006905176,C106+4202,PS_N,FarmCPU,FarmCPU,Bcirc_cm,0.006795313,NA,NA,NA,NA,NA,226,2.00E-05,0.3585,0.006795
5709,PstI.TP84880,1,63680478,5.20E-06,0.146226415,NA,NA,NA,NA,-0.271745108,0.003578364,C106+4202,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,17.17698532,NA,NA,NA,NA,NA,247,5.00E-06,0.1462,17.18
5710,PstI.TP961110,1,65184135,4.51E-05,0.160377358,NA,NA,NA,NA,0.151134498,0.01773441,C106+4202,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,1.095551783,NA,NA,NA,NA,NA,248,5.00E-05,0.1604,1.096
5711,PstI.TP969142,1,70558586,3.52E-07,0.169811321,NA,NA,NA,NA,-1.203991992,0.000322846,C106+4202,PS_N,FarmCPU,FarmCPU,Bcirc_cm,0.022358436,NA,NA,NA,NA,NA,221,4.00E-07,0.1698,0.02236
5712,NsiI.TP164112,2,75774037,5.63E-06,0.103448276,NA,NA,NA,NA,18.01394307,0.001486597,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,0.139514939,NA,NA,NA,NA,NA,308,6.00E-06,0.1034,0.1395
5713,NsiI.TP218789,3,51796050,4.70E-08,0.25,NA,NA,NA,NA,12.50509992,3.31E-05,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,2.607206836,NA,NA,NA,NA,NA,309,5.00E-08,0.25,2.607
5714,NsiI.TP39740,2,186613,1.05E-06,0.068965517,NA,NA,NA,NA,2.205460073,0.002214702,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,0.27888752,NA,NA,NA,NA,NA,281,1.00E-06,0.06897,0.2789
5715,NsiI.TP434679,3,11842346,8.15E-08,0.099137931,NA,NA,NA,NA,0.298284791,5.74E-05,C116+3293,PS_N,FarmCPU,FarmCPU,CmN,3.812439611,NA,NA,NA,NA,NA,305,8.00E-08,0.09914,3.812
5716,NsiI.TP445017,9,55901846,1.49E-06,0.487068966,NA,NA,NA,NA,9.315646973,0.000450602,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,7.028042633,NA,NA,NA,NA,NA,314,1.00E-06,0.4871,7.028
5717,NsiI.TP578256,11,16314,1.53E-06,0.155172414,NA,NA,NA,NA,0.203242742,0.003240276,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,22.98915636,NA,NA,NA,NA,NA,299,2.00E-06,0.1552,22.99
5718,NsiI.TP658897,11,17214,3.92E-06,0.327586207,NA,NA,NA,NA,0.929736474,0.002758991,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,13.5553122,NA,NA,NA,NA,NA,287,4.00E-06,0.3276,13.56
5719,PstI.TP105605,3,54845915,7.14E-08,0.086206897,NA,NA,NA,NA,-28.63256991,3.77E-05,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,18.41229568,NA,NA,NA,NA,NA,310,7.00E-08,0.08621,18.41
5720,PstI.TP10996,6,57974096,9.86E-05,0.120689655,NA,NA,NA,NA,-0.16391185,0.034682151,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,3.19359915,NA,NA,NA,NA,NA,296,1.00E-04,0.1207,3.194
5721,PstI.TP10996,6,57974096,3.28E-06,0.120689655,NA,NA,NA,NA,-0.276985008,0.003466822,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,1.856822056,NA,NA,NA,NA,NA,302,3.00E-06,0.1207,1.857
5722,PstI.TP10996,6,57974096,2.10E-07,0.120689655,NA,NA,NA,NA,-0.629361375,0.00044424,C116+3293,PS_N,FarmCPU,FarmCPU,CmDW_g,2.580645322,NA,NA,NA,NA,NA,292,2.00E-07,0.1207,2.581
5723,PstI.TP10996,6,57974096,2.53E-10,0.120689655,NA,NA,NA,NA,-26.03748497,2.67E-07,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,1.715796914,NA,NA,NA,NA,NA,311,3.00E-10,0.1207,1.716
5724,PstI.TP10996,6,57974096,4.73E-07,0.120689655,NA,NA,NA,NA,-0.897767689,0.000997673,C116+3293,PS_N,FarmCPU,FarmCPU,Yld_kg,1.454851224,NA,NA,NA,NA,NA,331,5.00E-07,0.1207,1.455
5725,PstI.TP1148558,2,62049812,1.71E-05,0.051724138,NA,NA,NA,NA,0.771188161,0.009012941,C116+3293,PS_N,FarmCPU,FarmCPU,CmDW_g,17.12679714,NA,NA,NA,NA,NA,291,2.00E-05,0.05172,17.13
5726,PstI.TP1155086,9,50004653,2.00E-05,0.237068966,NA,NA,NA,NA,0.194978799,0.011584887,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,15.89290713,NA,NA,NA,NA,NA,297,2.00E-05,0.2371,15.89
5727,PstI.TP1155086,9,50004653,7.27E-07,0.237068966,NA,NA,NA,NA,0.558643089,0.000767196,C116+3293,PS_N,FarmCPU,FarmCPU,CmDW_g,18.14778758,NA,NA,NA,NA,NA,293,7.00E-07,0.2371,18.15
5728,PstI.TP1155086,9,50004653,8.89E-13,0.237068966,NA,NA,NA,NA,28.18012201,1.88E-09,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,16.10891801,NA,NA,NA,NA,NA,312,9.00E-13,0.2371,16.11
5729,PstI.TP1155086,9,50004653,9.26E-06,0.237068966,NA,NA,NA,NA,0.491119277,0.009777496,C116+3293,PS_N,FarmCPU,FarmCPU,SDW_kg,16.0553617,NA,NA,NA,NA,NA,328,9.00E-06,0.2371,16.06
5731,PstI.TP142256,11,1187,3.31E-05,0.202586207,NA,NA,NA,NA,-0.353180784,0.023304265,C116+3293,PS_N,FarmCPU,FarmCPU,SDW_kg,0.510635956,NA,NA,NA,NA,NA,329,3.00E-05,0.2026,0.5106
5734,PstI.TP217199,1,78396312,1.70E-06,0.056034483,NA,NA,NA,NA,-0.363855384,0.000899617,C116+3293,PS_N,FarmCPU,FarmCPU,CmN,15.82221842,NA,NA,NA,NA,NA,304,2.00E-06,0.05603,15.82
5737,PstI.TP292268,5,3450082,1.76E-06,0.077586207,NA,NA,NA,NA,0.586409355,0.003724416,C116+3293,PS_N,FarmCPU,FarmCPU,CCirc_cm,1.049171414,NA,NA,NA,NA,NA,289,2.00E-06,0.07759,1.049
5738,PstI.TP292268,5,3450082,7.90E-09,0.077586207,NA,NA,NA,NA,0.471590557,1.60E-05,C116+3293,PS_N,FarmCPU,FarmCPU,CmN,2.796292681,NA,NA,NA,NA,NA,306,8.00E-09,0.07759,2.796
5740,PstI.TP308053,1,8330660,6.36E-06,0.107758621,NA,NA,NA,NA,-0.426158262,0.006712946,C116+3293,PS_N,FarmCPU,FarmCPU,CCirc_cm,15.72250291,NA,NA,NA,NA,NA,288,6.00E-06,0.1078,15.72
5741,PstI.TP324568,1,72175111,8.92E-05,0.107758621,NA,NA,NA,NA,-0.172466091,0.034682151,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,3.729657791,NA,NA,NA,NA,NA,294,9.00E-05,0.1078,3.73
5742,PstI.TP384804,2,65029446,1.53E-05,0.426724138,NA,NA,NA,NA,-0.133056247,0.011584887,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,1.148406459,NA,NA,NA,NA,NA,295,2.00E-05,0.4267,1.148
5744,PstI.TP426528,2,75226780,1.76E-05,0.387931034,NA,NA,NA,NA,1.108119383,0.007418862,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,20.02000036,NA,NA,NA,NA,NA,284,2.00E-05,0.3879,20.02
5745,PstI.TP457393,1,60097068,1.52E-08,0.219827586,NA,NA,NA,NA,-0.334053556,1.60E-05,C116+3293,PS_N,FarmCPU,FarmCPU,CmN,25.8045115,NA,NA,NA,NA,NA,303,2.00E-08,0.2198,25.8
5746,PstI.TP457393,1,60097068,2.69E-05,0.219827586,NA,NA,NA,NA,-0.754758442,0.028352222,C116+3293,PS_N,FarmCPU,FarmCPU,Yld_kg,26.83622985,NA,NA,NA,NA,NA,330,3.00E-05,0.2198,26.84
5749,PstI.TP510424,10,7091437,2.20E-05,0.129310345,NA,NA,NA,NA,-0.164489183,0.011584887,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,10.0626554,NA,NA,NA,NA,NA,298,2.00E-05,0.1293,10.06
5751,PstI.TP663427,1,70529598,2.99E-06,0.077586207,NA,NA,NA,NA,1.831812923,0.002758991,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,0.251291747,NA,NA,NA,NA,NA,280,3.00E-06,0.07759,0.2513
5752,PstI.TP703969,1,80877289,1.27E-06,0.11637931,NA,NA,NA,NA,21.278747,0.00044512,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,1.467899572,NA,NA,NA,NA,NA,307,1.00E-06,0.1164,1.468
5753,PstI.TP710636,6,45894338,4.76E-05,0.193965517,NA,NA,NA,NA,0.222959498,0.033497476,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,18.18080781,NA,NA,NA,NA,NA,301,5.00E-05,0.194,18.18
5755,PstI.TP751721,9,50513395,1.96E-07,0.159482759,NA,NA,NA,NA,13.88688862,8.26E-05,C116+3293,PS_N,FarmCPU,FarmCPU,Cml_cm,7.405869465,NA,NA,NA,NA,NA,313,2.00E-07,0.1595,7.406
5756,PstI.TP774963,6,1911989,4.69E-05,0.163793103,NA,NA,NA,NA,-1.217267692,0.012367034,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,1.019351774,NA,NA,NA,NA,NA,286,5.00E-05,0.1638,1.019
5757,PstI.TP790069,2,699673,1.03E-05,0.275862069,NA,NA,NA,NA,1.42986914,0.005443436,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,22.44900004,NA,NA,NA,NA,NA,282,1.00E-05,0.2759,22.45
5758,PstI.TP797083,3,58432596,1.51E-08,0.099137931,NA,NA,NA,NA,-0.739755197,3.20E-05,C116+3293,PS_N,FarmCPU,FarmCPU,SDW_kg,4.684771692,NA,NA,NA,NA,NA,327,2.00E-08,0.09914,4.685
5759,PstI.TP805461,1,71344044,1.44E-05,0.422413793,NA,NA,NA,NA,0.275203139,0.009012941,C116+3293,PS_N,FarmCPU,FarmCPU,CmDW_g,0.845163255,NA,NA,NA,NA,NA,290,1.00E-05,0.4224,0.8452
5760,PstI.TP834454,11,5776,4.83E-05,0.077586207,NA,NA,NA,NA,-1.082951242,0.033991019,C116+3293,PS_N,FarmCPU,FarmCPU,Yld_kg,10.78820862,NA,NA,NA,NA,NA,332,5.00E-05,0.07759,10.79
5761,PstI.TP838455,2,64681502,3.90E-05,0.448275862,NA,NA,NA,NA,-0.69526603,0.011770281,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,6.613939027,NA,NA,NA,NA,NA,283,4.00E-05,0.4483,6.614
5763,PstI.TP852023,4,51121423,3.60E-05,0.064655172,NA,NA,NA,NA,1.830639897,0.011770281,C116+3293,PS_N,FarmCPU,FarmCPU,Bcirc_cm,8.732586172,NA,NA,NA,NA,NA,285,4.00E-05,0.06466,8.733
5764,PstI.TP961110,1,65184135,1.27E-07,0.155172414,NA,NA,NA,NA,0.262706077,0.000267601,C116+3293,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,1.236181824,NA,NA,NA,NA,NA,300,1.00E-07,0.1552,1.236
5765,NsiI.TP34193,6,47900218,4.25E-05,0.141129032,NA,NA,NA,NA,13.15085065,0.029386407,C124+2560,PS_N,FarmCPU,FarmCPU,Cml_cm,7.783960913,NA,NA,NA,NA,NA,371,4.00E-05,0.1411,7.784
5766,NsiI.TP39895,11,9610,4.76E-07,0.274193548,NA,NA,NA,NA,-0.530642453,0.000385323,C124+2560,PS_N,FarmCPU,FarmCPU,Yld_kg,0.582290615,NA,NA,NA,NA,NA,395,5.00E-07,0.2742,0.5823
5767,NsiI.TP434679,3,11842346,8.33E-05,0.108870968,NA,NA,NA,NA,0.204840202,0.019282615,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,4.918319441,NA,NA,NA,NA,NA,363,8.00E-05,0.1089,4.918
5768,NsiI.TP51047,2,13453548,0.000109122,0.064516129,NA,NA,NA,NA,-0.20881748,0.029462863,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,17.77741124,NA,NA,NA,NA,NA,348,1.00E-04,0.06452,17.78
5769,NsiI.TP648509,10,41353679,2.76E-05,0.056451613,NA,NA,NA,NA,-1.73809079,0.041682506,C124+2560,PS_N,FarmCPU,FarmCPU,Bcirc_cm,0.927915576,NA,NA,NA,NA,NA,334,3.00E-05,0.05645,0.9279
5770,NsiI.TP648509,10,41353679,1.14E-05,0.056451613,NA,NA,NA,NA,-0.281757477,0.00534019,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,5.056146247,NA,NA,NA,NA,NA,359,1.00E-05,0.05645,5.056
5771,NsiI.TP648509,10,41353679,6.59E-05,0.056451613,NA,NA,NA,NA,-0.54105433,0.021365793,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,7.403103611,NA,NA,NA,NA,NA,345,7.00E-05,0.05645,7.403
5772,NsiI.TP766057,7,61710211,1.51E-06,0.10483871,NA,NA,NA,NA,-0.290931737,0.002445487,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,0.322187817,NA,NA,NA,NA,NA,358,2.00E-06,0.1048,0.3222
5773,NsiI.TP827851,4,12330408,1.22E-05,0.056451613,NA,NA,NA,NA,0.878421437,0.009905675,C124+2560,PS_N,FarmCPU,FarmCPU,CCirc_cm,21.42397504,NA,NA,NA,NA,NA,336,1.00E-05,0.05645,21.42
5774,NsiI.TP827851,4,12330408,4.12E-09,0.056451613,NA,NA,NA,NA,1.018045907,3.34E-06,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,20.46983314,NA,NA,NA,NA,NA,342,4.00E-09,0.05645,20.47
5775,NsiI.TP827851,4,12330408,6.98E-11,0.056451613,NA,NA,NA,NA,0.673469333,3.77E-08,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,26.72009208,NA,NA,NA,NA,NA,364,7.00E-11,0.05645,26.72
5776,NsiI.TP827851,4,12330408,6.51E-08,0.056451613,NA,NA,NA,NA,1.45481921,0.000105485,C124+2560,PS_N,FarmCPU,FarmCPU,Yld_kg,23.93213397,NA,NA,NA,NA,NA,392,7.00E-08,0.05645,23.93
5778,PstI.TP1025634,2,71277610,0.000152205,0.068548387,NA,NA,NA,NA,0.243421578,0.029370951,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,6.533782112,NA,NA,NA,NA,NA,362,2.00E-04,0.06855,6.534
5779,PstI.TP1032333,3,3528771,5.15E-05,0.141129032,NA,NA,NA,NA,1.268800656,0.041682506,C124+2560,PS_N,FarmCPU,FarmCPU,Bcirc_cm,22.21274822,NA,NA,NA,NA,NA,333,5.00E-05,0.1411,22.21
5780,PstI.TP105605,3,54845915,6.85E-05,0.080645161,NA,NA,NA,NA,-17.52035994,0.029386407,C124+2560,PS_N,FarmCPU,FarmCPU,Cml_cm,17.94389337,NA,NA,NA,NA,NA,370,7.00E-05,0.08065,17.94
5781,PstI.TP1064534,3,1870807,0.000200817,0.068548387,NA,NA,NA,NA,-0.177473762,0.04066544,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,1.294604796,NA,NA,NA,NA,NA,350,2.00E-04,0.06855,1.295
5782,PstI.TP1071296,11,7466,1.25E-05,0.149193548,NA,NA,NA,NA,11.93974113,0.020276981,C124+2560,PS_N,FarmCPU,FarmCPU,Cml_cm,17.8005761,NA,NA,NA,NA,NA,372,1.00E-05,0.1492,17.8
5783,PstI.TP1155086,9,50004653,6.36E-07,0.233870968,NA,NA,NA,NA,0.220378998,0.000343265,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,17.98161817,NA,NA,NA,NA,NA,353,6.00E-07,0.2339,17.98
5784,PstI.TP1155086,9,50004653,6.72E-10,0.233870968,NA,NA,NA,NA,0.701102138,1.09E-06,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,20.48725039,NA,NA,NA,NA,NA,344,7.00E-10,0.2339,20.49
5787,PstI.TP292268,5,3450082,4.38E-11,0.088709677,NA,NA,NA,NA,0.491052138,3.55E-08,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,0.016906506,NA,NA,NA,NA,NA,365,4.00E-11,0.08871,0.01691
5788,PstI.TP292777,7,64227793,1.40E-05,0.052419355,NA,NA,NA,NA,0.279530634,0.004527945,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,5.346044103,NA,NA,NA,NA,NA,368,1.00E-05,0.05242,5.346
5789,PstI.TP315072,8,3139123,0.000119227,0.366935484,NA,NA,NA,NA,0.258285307,0.038629596,C124+2560,PS_N,FarmCPU,FarmCPU,SDW_kg,0.603340671,NA,NA,NA,NA,NA,387,1.00E-04,0.3669,0.6033
5790,PstI.TP31637,11,249,1.49E-05,0.286290323,NA,NA,NA,NA,-0.263861002,0.008064907,C124+2560,PS_N,FarmCPU,FarmCPU,SDW_kg,0.980043192,NA,NA,NA,NA,NA,388,1.00E-05,0.2863,0.98
5792,PstI.TP350262,8,2905616,0.000241228,0.483870968,NA,NA,NA,NA,0.263614526,0.048848764,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,1.01524103,NA,NA,NA,NA,NA,343,2.00E-04,0.4839,1.015
5793,PstI.TP384804,2,65029446,1.45E-05,0.419354839,NA,NA,NA,NA,-0.362012409,0.00588744,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,0.001304916,NA,NA,NA,NA,NA,341,1.00E-05,0.4194,0.001305
5794,PstI.TP401147,11,3119,8.24E-05,0.096774194,NA,NA,NA,NA,-0.451017924,0.044487721,C124+2560,PS_N,FarmCPU,FarmCPU,CCirc_cm,4.107566944,NA,NA,NA,NA,NA,337,8.00E-05,0.09677,4.108
5795,PstI.TP401147,11,3119,4.06E-06,0.096774194,NA,NA,NA,NA,-0.910629343,0.00219507,C124+2560,PS_N,FarmCPU,FarmCPU,Yld_kg,0.905229563,NA,NA,NA,NA,NA,394,4.00E-06,0.09677,0.9052
5797,PstI.TP418863,6,59970341,5.88E-05,0.100806452,NA,NA,NA,NA,0.223456113,0.015868147,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,0.152896624,NA,NA,NA,NA,NA,366,6.00E-05,0.1008,0.1529
5798,PstI.TP454285,2,63153549,0.000138908,0.064516129,NA,NA,NA,NA,0.267153759,0.032147333,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,11.44556777,NA,NA,NA,NA,NA,349,1.00E-04,0.06452,11.45
5799,PstI.TP457393,1,60097068,1.32E-05,0.245967742,NA,NA,NA,NA,-0.183240509,0.00534019,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,21.26087309,NA,NA,NA,NA,NA,355,1.00E-05,0.246,21.26
5800,PstI.TP457393,1,60097068,8.41E-05,0.245967742,NA,NA,NA,NA,-0.328313624,0.02270534,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,23.30760614,NA,NA,NA,NA,NA,338,8.00E-05,0.246,23.31
5801,PstI.TP457393,1,60097068,1.89E-11,0.245967742,NA,NA,NA,NA,-0.333594434,3.06E-08,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,30.21649171,NA,NA,NA,NA,NA,360,2.00E-11,0.246,30.22
5802,PstI.TP459121,1,78162835,8.91E-12,0.068548387,NA,NA,NA,NA,-0.456508592,1.44E-08,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,8.527049824,NA,NA,NA,NA,NA,347,9.00E-12,0.06855,8.527
5803,PstI.TP459121,1,78162835,0.000182109,0.068548387,NA,NA,NA,NA,-0.513620784,0.04214531,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,8.623979814,NA,NA,NA,NA,NA,339,2.00E-04,0.06855,8.624
5805,PstI.TP474390,7,15569290,3.63E-06,0.302419355,NA,NA,NA,NA,0.15010802,0.001471656,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,8.466316538,NA,NA,NA,NA,NA,352,4.00E-06,0.3024,8.466
5806,PstI.TP478050,3,63462498,0.000261382,0.064516129,NA,NA,NA,NA,-0.195880219,0.047048744,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,21.54856288,NA,NA,NA,NA,NA,351,3.00E-04,0.06452,21.55
5807,PstI.TP55941,6,51146867,3.31E-06,0.245967742,NA,NA,NA,NA,-0.430270052,0.003804298,C124+2560,PS_N,FarmCPU,FarmCPU,SDW_kg,5.595636689,NA,NA,NA,NA,NA,386,3.00E-06,0.246,5.596
5808,PstI.TP55941,6,51146867,2.68E-05,0.245967742,NA,NA,NA,NA,-0.49371983,0.008693256,C124+2560,PS_N,FarmCPU,FarmCPU,Yld_kg,3.353357097,NA,NA,NA,NA,NA,393,3.00E-05,0.246,3.353
5809,PstI.TP617554,7,3245920,0.000163172,0.10483871,NA,NA,NA,NA,0.181831386,0.029370951,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,13.51079829,NA,NA,NA,NA,NA,367,2.00E-04,0.1048,13.51
5813,PstI.TP69823,1,70805200,3.11E-08,0.237903226,NA,NA,NA,NA,0.221845354,1.26E-05,C124+2560,PS_N,FarmCPU,FarmCPU,CmN,3.058734858,NA,NA,NA,NA,NA,361,3.00E-08,0.2379,3.059
5814,PstI.TP705377,11,4888,6.21E-05,0.245967742,NA,NA,NA,NA,-0.118312286,0.020123251,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,21.36378139,NA,NA,NA,NA,NA,354,6.00E-05,0.246,21.36
5815,PstI.TP745785,6,45615805,4.70E-06,0.423387097,NA,NA,NA,NA,-0.348729708,0.003804298,C124+2560,PS_N,FarmCPU,FarmCPU,SDW_kg,15.57479515,NA,NA,NA,NA,NA,385,5.00E-06,0.4234,15.57
5816,PstI.TP761935,1,22258955,1.18E-07,0.056451613,NA,NA,NA,NA,0.327585699,9.59E-05,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_BI_mm,17.91200344,NA,NA,NA,NA,NA,346,1.00E-07,0.05645,17.91
5818,PstI.TP844985,2,58637331,2.19E-06,0.096774194,NA,NA,NA,NA,-0.705662847,0.001182048,C124+2560,PS_N,FarmCPU,FarmCPU,CmDW_g,0.444437503,NA,NA,NA,NA,NA,340,2.00E-06,0.09677,0.4444
5819,PstI.TP869093,1,11187262,0.000142008,0.221774194,NA,NA,NA,NA,-0.548619799,0.032864619,C124+2560,PS_N,FarmCPU,FarmCPU,Yld_kg,2.249760129,NA,NA,NA,NA,NA,389,1.00E-04,0.2218,2.25
5820,PstI.TP906726,3,3716611,5.84E-05,0.060483871,NA,NA,NA,NA,0.2654742,0.01891634,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,2.901177343,NA,NA,NA,NA,NA,357,6.00E-05,0.06048,2.901
5821,PstI.TP961110,1,65184135,4.59E-06,0.14516129,NA,NA,NA,NA,0.218767811,0.003720997,C124+2560,PS_N,FarmCPU,FarmCPU,CmD_LI_mm,0.593151595,NA,NA,NA,NA,NA,356,5.00E-06,0.1452,0.5932
5822,PstI.TP965825,3,63530528,2.94E-05,0.076612903,NA,NA,NA,NA,-0.588879717,0.011906902,C124+2560,PS_N,FarmCPU,FarmCPU,SDW_kg,10.09503498,NA,NA,NA,NA,NA,384,3.00E-05,0.07661,10.1
5823,PstI.TP965825,3,63530528,5.88E-06,0.076612903,NA,NA,NA,NA,-0.965391225,0.002381692,C124+2560,PS_N,FarmCPU,FarmCPU,Yld_kg,10.6387538,NA,NA,NA,NA,NA,391,6.00E-06,0.07661,10.64
5824,PstI.TP972953,1,7984963,7.26E-05,0.435483871,NA,NA,NA,NA,7.781191698,0.029386407,C124+2560,PS_N,FarmCPU,FarmCPU,Cml_cm,3.512414731,NA,NA,NA,NA,NA,369,7.00E-05,0.4355,3.512
5825,PstI.TP993272,2,58286678,2.04E-06,0.451612903,NA,NA,NA,NA,-1.076061671,0.003311574,C124+2560,PS_N,FarmCPU,FarmCPU,CCirc_cm,23.45058631,NA,NA,NA,NA,NA,335,2.00E-06,0.4516,23.45
5826,PstI.TP993272,2,58286678,0.000168544,0.451612903,NA,NA,NA,NA,-0.752130005,0.04550689,C124+2560,PS_N,FarmCPU,FarmCPU,SDW_kg,16.66901356,NA,NA,NA,NA,NA,383,2.00E-04,0.4516,16.67
