,SNP,ID,Chromosome,Position,Trait.name,PS,Ind.SNP,SUPER,FarmCPU,mrMLM,rrBLUP,GLM,MAF.1.x,PVE.1.y,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
1593,PstI.TP773172,Yld_kg.51,3,55061314,Yld_kg,Yld_kg(PS_N(3)),Yld_kg(124+36088im(3)),,,Yld_kg(ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1)),,,0.1475,5.028,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1594,PstI.TP773172,Yld_kg.51,3,55061314,Yld_kg,Yld_kg(PS_N(3)),Yld_kg(124+36088im(3)),,,Yld_kg(ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1)),,,0.1475,5.028,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1595,PstI.TP773172,Yld_kg.51,3,55061314,Yld_kg,Yld_kg(PS_N(3)),Yld_kg(124+36088im(3)),,,Yld_kg(ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1)),,,0.1475,5.028,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1596,PstI.TP773172,Yld_kg.51,3,55061314,Yld_kg,Yld_kg(PS_N(3)),Yld_kg(124+36088im(3)),,,Yld_kg(ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1)),,,0.1475,5.028,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1597,PstI.TP773172,Yld_kg.51,3,55061314,Yld_kg,Yld_kg(PS_N(3)),Yld_kg(124+36088im(3)),,,Yld_kg(ISIS EM-BLASSO(1)mrMLM(1)pKWmEB(1)),,,0.1475,5.028,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1598,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1599,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1600,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1601,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1602,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1603,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1604,PstI.TP773172,CCirc_cm.43,3,55061314,CCirc_cm,CCirc_cm(PS_N(3);PS_Y(2)),CCirc_cm(124+36088im(5)),,,CCirc_cm(FASTmrMLM(2)mrMLM(1)pKWmEB(2)),,,0.1538,8.05,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1605,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1606,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1607,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1608,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1609,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1610,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1611,PstI.TP773172,CmDW_g.55,3,55061314,CmDW_g,CmDW_g(PS_N(1);PS_Y(2)),CmDW_g(124+36088im(3)),,,CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(1)mrMLM(1)),,,0.1475,4.743,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1612,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1613,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1614,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1615,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1616,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1617,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1618,PstI.TP773172,SDW_kg.45,3,55061314,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(124+36088im(1)),,,SDW_kg(mrMLM(1)),,,0.1475,5.319,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1619,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1620,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1621,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1622,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1623,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1624,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1625,PstI.TP773172,CmD_BI_mm.67,3,55061314,CmD_BI_mm,CmD_BI_mm(PS_N(2);PS_Y(2)),CmD_BI_mm(124+36088im(4)),,,CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1)),,,0.1475,10.7,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1626,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1627,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1628,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1629,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1630,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1631,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1632,PstI.TP773172,CmD_LI_mm.54,3,55061314,CmD_LI_mm,CmD_LI_mm(PS_N(1)),CmD_LI_mm(124+36088im(1)),,,CmD_LI_mm(mrMLM(1)),,,0.1475,2.965,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1633,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1634,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1635,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1636,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1637,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1638,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1639,PstI.TP773172,Cml_cm.63,3,55061314,Cml_cm,Cml_cm(PS_N(3);PS_Y(1)),Cml_cm(124+36088im(4)),,,Cml_cm(FASTmrMLM(1)mrMLM(2)pKWmEB(1)),,,0.1475,7.877,Sobic.003G215600.1,Chr03,55053821,55062277,8457,-,-7493,-963
1640,PstI.TP774504,CmD_LI_mm.55,4,7549373,CmD_LI_mm,CmD_LI_mm(PS_Y(2)),CmD_LI_mm(C106+4202(2)),,,CmD_LI_mm(FASTmrMLM(1)pKWmEB(1)),,,0.283,3.312,Sobic.004G088900.1,Chr04,7548556,7550015,1460,-,-817,-642
1641,PstI.TP774963,Bcirc_cm.68,6,1911989,Bcirc_cm,Bcirc_cm(PS_N(2);PS_Y(1)),Bcirc_cm(C106+4202(1);C116+3293(1);C124+2560(1)),Bcirc_cm(CMLM+SUPER(1)),Bcirc_cm(FarmCPU(2)),,,,0.1698,1.019,Sobic.006G013300.1,Chr06,1909956,1914230,4275,+,-2033,-2241
1642,PstI.TP774963,Bcirc_cm.68,6,1911989,Bcirc_cm,Bcirc_cm(PS_N(2);PS_Y(1)),Bcirc_cm(C106+4202(1);C116+3293(1);C124+2560(1)),Bcirc_cm(CMLM+SUPER(1)),Bcirc_cm(FarmCPU(2)),,,,0.1698,1.019,Sobic.006G013300.1,Chr06,1909956,1914230,4275,+,-2033,-2241
1643,PstI.TP774963,CmD_LI_mm.56,6,1911989,CmD_LI_mm,CmD_LI_mm(PS_Y(1)),CmD_LI_mm(C106+4202(1)),,,CmD_LI_mm(ISIS EM-BLASSO(1)),,,0.1698,20.42,Sobic.006G013300.1,Chr06,1909956,1914230,4275,+,-2033,-2241
1644,PstI.TP774963,CmD_LI_mm.56,6,1911989,CmD_LI_mm,CmD_LI_mm(PS_Y(1)),CmD_LI_mm(C106+4202(1)),,,CmD_LI_mm(ISIS EM-BLASSO(1)),,,0.1698,20.42,Sobic.006G013300.1,Chr06,1909956,1914230,4275,+,-2033,-2241
1645,PstI.TP775752,CmN.217,10,41350986,CmN,CmN(PS_Y(2)),CmN(C106+4202(2)),CmN(CMLM+SUPER(1)MLM+SUPER(1)),,,,,0.08019,2.748,Sobic.010G146000.1,Chr10,41350269,41353669,3401,-,-717,-2683
1646,PstI.TP77980,CmN.218,10,10346907,CmN,CmN(PS_Y(1)),CmN(124+36088im(1)),,,,,CmN(GLM(1)),0.317,8.152,Sobic.010G106900.1,Chr10,10334516,10347396,12881,+,-12391,-489
1647,PstI.TP788586,Bcirc_cm.69,6,57442567,Bcirc_cm,Bcirc_cm(PS_N(1)),Bcirc_cm(C106+4202(1)),,Bcirc_cm(FarmCPU(1)),,,,0.3585,0.006795,Sobic.006G231400.1,Chr06,57443138,57445069,1932,+,571,-2502
1648,PstI.TP788586,Bcirc_cm.69,6,57442567,Bcirc_cm,Bcirc_cm(PS_N(1)),Bcirc_cm(C106+4202(1)),,Bcirc_cm(FarmCPU(1)),,,,0.3585,0.006795,Sobic.006G231266.1,Chr06,57439537,57442937,3401,+,-3030,-370
1650,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1651,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1652,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1653,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1654,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1655,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1656,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1657,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1658,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1659,PstI.TP789647,CmDW_g.56,3,69354547,CmDW_g,CmDW_g(PS_Y(4)),CmDW_g(C116+3293(3);C124+2560(1)),,,CmDW_g(FASTmrEMMA(1)FASTmrMLM(1)ISIS EM-BLASSO(2)),,,0.3589,5.38,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1660,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1661,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1662,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1663,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1664,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1665,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1666,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1667,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1668,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1669,PstI.TP789647,Yld_kg.52,3,69354547,Yld_kg,Yld_kg(PS_N(1);PS_Y(7)),Yld_kg(C116+3293(5);C124+2560(3)),,,Yld_kg(FASTmrMLM(2)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2)),,,0.3589,8.16,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1670,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1671,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1672,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1673,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1674,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1675,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
1676,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3002,-1590
1677,PstI.TP789647,CmD_LI_mm.57,3,69354547,CmD_LI_mm,CmD_LI_mm(PS_Y(5)),CmD_LI_mm(C116+3293(3);C124+2560(2)),,,CmD_LI_mm(FASTmrMLM(2)ISIS EM-BLASSO(1)pKWmEB(2)),,,0.3589,5.791,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3002,-1593
