"","X","SNP","Gene","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"165",644,"PstI.TP1200270","Sobic.002G111000","Yld_kg.27",2,13518060,"Yld_kg","Yld_kg(PS_N(3))","Yld_kg(C124+2560(3))","","","Yld_kg(FASTmrMLM(1)mrMLM(1)pKWmEB(1))","","",0.1107,1.318,1,"Chr02",13510967,13526982,16016,"-",-7093,-8922,37953260,"Sobic.002G111000","Sobic.002G111000.1","Sobic.002G111000.1.p","PF01546","PTHR12147,PTHR12147:SF22","KOG2194","","","GO:0016787,GO:0008152","AT1G67420.1","","Zn-dependent exopeptidases superfamily protein","LOC_Os07g19530.1",NA,"peptidase, putative, expressed"
"166",646,"PstI.TP1212724","Sobic.001G444000","CmN.112",1,72123046,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.07685,8.667,1,"Chr01",72120795,72124345,3551,"+",-2251,-1299,37944689,"Sobic.001G444000","Sobic.001G444000.1","Sobic.001G444000.1.p","PF00854","PTHR11654:SF180,PTHR11654","","","K14638","GO:0005215,GO:0006810,GO:0016020","AT2G02040.1","ATPTR2,ATPTR2-B,NTR1,PTR2,PTR2-B","peptide transporter 2","LOC_Os03g13240.1",NA,"peptide transporter, putative, expressed"
"167",648,"PstI.TP1214992","Sobic.003G220200","CCirc_cm.19",3,55546977,"CCirc_cm","CCirc_cm(PS_Y(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(ISIS EM-BLASSO(1))","","",0.1975,2.03,2,"Chr03",55538595,55546807,8213,"+",-8382,170,37916649,"Sobic.003G220200","Sobic.003G220200.2","Sobic.003G220200.2.p","PF00069","PTHR12984,PTHR12984:SF6","KOG2137","2.7.11.22","K17541","GO:0006468,GO:0005524,GO:0004672","AT1G71410.1","","ARM repeat superfamily protein","LOC_Os01g42950.1",NA,"protein kinase family protein, putative, expressed"
"168",650,"PstI.TP1214992","Sobic.003G220266","CCirc_cm.19",3,55546977,"CCirc_cm","CCirc_cm(PS_Y(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(ISIS EM-BLASSO(1))","","",0.1975,2.03,1,"Chr03",55546852,55547957,1106,"+",-125,-980,37913792,"Sobic.003G220266","Sobic.003G220266.1","Sobic.003G220266.1.p","","","","","","","","","","",NA,""
"170",655,"PstI.TP1225179","Sobic.006G219400","CmN.114",6,56654494,"CmN","CmN(PS_Y(1))","CmN(C116+3293(1))","CmN(CMLM+SUPER(1))","","","","",0.07759,3.076,1,"Chr06",56654817,56655429,613,"+",323,-935,37947185,"Sobic.006G219400","Sobic.006G219400.1","Sobic.006G219400.1.p","","","","","","","","","","",NA,""
"171",656,"PstI.TP1225179","Sobic.006G219300","CmN.114",6,56654494,"CmN","CmN(PS_Y(1))","CmN(C116+3293(1))","CmN(CMLM+SUPER(1))","","","","",0.07759,3.076,1,"Chr06",56642644,56655858,13215,"-",-11850,-1364,37946727,"Sobic.006G219300","Sobic.006G219300.1","Sobic.006G219300.1.p","PF00005,PF00664","PTHR24223,PTHR24223:SF251","","3.6.3.44","","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT2G34660.1","ATMRP2,EST4,MRP2","multidrug resistance-associated protein 2","LOC_Os04g52900.1",NA,"ABC transporter family protein, putative, expressed"
"172",659,"PstI.TP1226186","Sobic.003G085100","CmN.115",3,7342289,"CmN","CmN(PS_Y(2))","CmN(C124+2560(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.3024,2.003,1,"Chr03",7340557,7343742,3186,"+",-1732,-1453,37915652,"Sobic.003G085100","Sobic.003G085100.1","Sobic.003G085100.1.p","PF11805","PTHR36891,PTHR36891:SF1","","","","","","","","LOC_Os01g03660.3",NA,"MYB family transcription factor, putative, expressed"
"174",661,"PstI.TP1235909","Sobic.004G303800","CmN.117",4,64295006,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.1575,8.152,1,"Chr04",64295772,64297291,1520,"-",766,-2285,37932172,"Sobic.004G303800","Sobic.004G303800.1","Sobic.004G303800.1.p","PF00106","PTHR24322,PTHR24322:SF453","KOG1208","1.1.1.208","K15095","GO:0016491,GO:0008152","AT1G01800.1","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os02g42810.1",NA,"oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed"
"175",662,"PstI.TP1235909","Sobic.004G303700","CmN.117",4,64295006,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.1575,8.152,1,"Chr04",64293408,64295083,1676,"+",-1598,-77,37930179,"Sobic.004G303700","Sobic.004G303700.1","Sobic.004G303700.1.p","PF00412","PTHR24206,PTHR24206:SF22","KOG1700","","K09377","GO:0008270","AT3G61230.1","","GATA type zinc finger transcription factor family protein","LOC_Os02g42820.1",NA,"OsPLIM2a - LIM domain protein, putative actin-binding protein and transcription factor, expressed"
"176",665,"PstI.TP1246584","Sobic.001G011800","Cml_cm.36",1,1015480,"Cml_cm","Cml_cm(PS_Y(3))","Cml_cm(C116+3293(3))","","","Cml_cm(FASTmrMLM(1)ISIS EM-BLASSO(1)pLARmEB(1))","","",0.4386,17.62,1,"Chr01",1015540,1016301,762,"+",60,-821,37938488,"Sobic.001G011800","Sobic.001G011800.1","Sobic.001G011800.1.p","PF00536","PTHR10627","","","","GO:0005515","AT3G48800.1","","Sterile alpha motif (SAM) domain-containing protein","LOC_Os03g63320.1",NA,"SAM domain containing protein, putative, expressed"
"177",666,"PstI.TP1248844","Sobic.008G012300","CmD_LI_mm.26",8,1028461,"CmD_LI_mm","CmD_LI_mm(PS_N(1);PS_Y(2))","CmD_LI_mm(124+36088im(3))","","","CmD_LI_mm(FASTmrMLM(2)pKWmEB(1))","","",0.1613,19.26,1,"Chr08",1026398,1029238,2841,"-",-2063,-777,37928022,"Sobic.008G012300","Sobic.008G012300.1","Sobic.008G012300.1.p","PF00072","PTHR26402,PTHR26402:SF574","","","K14492","GO:0000160","AT3G57040.1","ARR9,ATRR4","response regulator 9","LOC_Os11g04720.2",NA,"OsRR10 type-A response regulator, expressed"
"178",670,"PstI.TP1249212","Sobic.003G246100","CmDW_g.28",3,58498950,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(124+36088im(1))","","","CmDW_g(pKWmEB(1))","","",0.1573,7.868,1,"Chr03",58494624,58499601,4978,"+",-4326,-651,37918754,"Sobic.003G246100","Sobic.003G246100.1","Sobic.003G246100.1.p","PF01398","PTHR12947,PTHR12947:SF9","","3.4.19.12","K11866","GO:0005515","AT1G10600.1","AMSH2","associated molecule with the SH3 domain of STAM 2","LOC_Os01g47262.2",NA,"AMSH-like protease, putative, expressed"
"179",673,"PstI.TP1250993","Sobic.004G007500","CmN.121",4,666401,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.1086,7.53,1,"Chr04",665105,667038,1934,"+",-1296,-637,37930283,"Sobic.004G007500","Sobic.004G007500.1","Sobic.004G007500.1.p","PF00067","PTHR24286,PTHR24286:SF49","","","K10528","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT4G15440.1","CYP74B2,HPL1","hydroperoxide lyase 1","LOC_Os02g02000.1",NA,"cytochrome P450, putative, expressed"
"180",674,"PstI.TP1254872","Sobic.007G137750","CmN.122",7,56573064,"CmN","CmN(PS_Y(3))","CmN(C106+4202(1);C116+3293(2))","CmN(CMLM+SUPER(1)MLM+SUPER(2))","","","","",0.07759,9.303,2,"Chr07",56573347,56575999,2653,"+",283,-2935,37935690,"Sobic.007G137750","Sobic.007G137750.2","Sobic.007G137750.2.p","","","","","","","","","","",NA,""
"181",675,"PstI.TP1254872","Sobic.007G137700","CmN.122",7,56573064,"CmN","CmN(PS_Y(3))","CmN(C106+4202(1);C116+3293(2))","CmN(CMLM+SUPER(1)MLM+SUPER(2))","","","","",0.07759,9.303,1,"Chr07",56571473,56573346,1874,"-",-1591,-282,37936979,"Sobic.007G137700","Sobic.007G137700.1","Sobic.007G137700.1.p","PF00445","PTHR11240,PTHR11240:SF19","KOG1642","3.1.27.1","K01166","GO:0033897,GO:0003723","AT2G02990.1","ATRNS1,RNS1","ribonuclease 1","LOC_Os08g33710.1",NA,"ribonuclease T2 family domain containing protein, expressed"
"182",677,"PstI.TP126085","Sobic.006G273400","CmD_LI_mm.27",6,60503682,"CmD_LI_mm","CmD_LI_mm(PS_Y(2))","CmD_LI_mm(124+36088im(2))","","","CmD_LI_mm(FASTmrMLM(1)ISIS EM-BLASSO(1))","","",0.1008,17.25,1,"Chr06",60495764,60503240,7477,"+",-7918,442,37946051,"Sobic.006G273400","Sobic.006G273400.1","Sobic.006G273400.1.p","PF00076,PF01535,PF12854,PF13041","PTHR24015,PTHR24015:SF274","KOG0107","","","GO:0003676","AT5G04810.1","","pentatricopeptide (PPR) repeat-containing protein","LOC_Os04g58780.1",NA,"pentatricopeptide repeat protein, putative, expressed"
"183",678,"PstI.TP1263163","Sobic.009G071600","CmN.123",9,8556161,"CmN","CmN(PS_Y(1))","CmN(C106+4202(1))","","","","","CmN(GLM(1))",0.1179,12.41,1,"Chr09",8553616,8560111,6496,"-",-2545,-3950,37919114,"Sobic.009G071600","Sobic.009G071600.1","Sobic.009G071600.1.p","PF02365","PTHR31079","","","","GO:0006355,GO:0003677","AT4G29230.1","anac075,NAC075","NAC domain containing protein 75","LOC_Os01g09550.1",NA,"no apical meristem protein, putative, expressed"
"184",684,"PstI.TP1268585","Sobic.001G040200","CCirc_cm.21",1,2988383,"CCirc_cm","CCirc_cm(PS_Y(1))","CCirc_cm(C106+4202(1))","","","CCirc_cm(mrMLM(1))","","",0.375,34.33,1,"Chr01",2987435,2989263,1829,"-",-948,-880,37940986,"Sobic.001G040200","Sobic.001G040200.1","Sobic.001G040200.1.p","PF02365","PTHR31719,PTHR31719:SF16","","","","GO:0006355,GO:0003677","AT5G08790.1","anac081,ATAF2","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os03g60080.1",NA,"NAC domain-containing protein 67, putative, expressed"
"186",687,"PstI.TP1280049","Sobic.003G049600","Bcirc_cm.33",3,4545043,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(124+36088im(1))","Bcirc_cm(MLM+SUPER(1))","","","","",0.164,3.709,2,"Chr03",4541987,4548948,6962,"+",-3056,-3905,37917608,"Sobic.003G049600","Sobic.003G049600.2","Sobic.003G049600.2.p","PF13632,PF14569","PTHR13301,PTHR13301:SF33","KOG3990","2.4.1.12","K10999","","AT4G32410.1","AtCESA1,CESA1,RSW1","cellulose synthase 1","LOC_Os05g08370.1",NA,"CESA1 - cellulose synthase, expressed"
"188",693,"PstI.TP132940","Sobic.003G098401","CmN.127",3,8690384,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.0658,7.132,1,"Chr03",8688877,8692011,3135,"+",-1507,-1627,37916806,"Sobic.003G098401","Sobic.003G098401.1","Sobic.003G098401.1.p","PF00318","","","","","GO:0003735,GO:0005622,GO:0005840,GO:0006412","ATCG00160.1","","ribosomal protein S2","LOC_Os02g24612.1",NA,"ribosomal protein S2, putative, expressed"
"190",695,"PstI.TP134453","Sobic.002G226700","CmDW_g.30",2,61861955,"CmDW_g","CmDW_g(PS_Y(1))","CmDW_g(124+36088im(1))","","","CmDW_g(mrMLM(1))","","",0.4303,5.746,2,"Chr02",61861317,61863067,1751,"-",-638,-1112,37951979,"Sobic.002G226700","Sobic.002G226700.2","Sobic.002G226700.2.p","","PTHR33312,PTHR33312:SF1","","","K14499","","AT5G42750.1","BKI1","BRI1 kinase inhibitor 1","LOC_Os09g28550.1",NA,"expressed protein"
"191",696,"PstI.TP137261","Sobic.001G072900","CmD_BI_mm.30",1,5540981,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C106+4202(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.2264,5.351,2,"Chr01",5539713,5545111,5399,"+",-1268,-4130,37945198,"Sobic.001G072900","Sobic.001G072900.2","Sobic.001G072900.2.p","PF14432,PF01535,PF13041","PTHR24015,PTHR24015:SF43","","","","","AT2G22070.1","","pentatricopeptide (PPR) repeat-containing protein","LOC_Os03g56400.1",NA,"pentatricopeptide, putative, expressed"
"192",698,"PstI.TP139651","Sobic.002G320900","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C106+4202(1))","","CmD_LI_mm(FarmCPU(1))","","","",0.08962,0.6118,1,"Chr02",69223562,69233455,9894,"-",-905,-8988,37950461,"Sobic.002G320900","Sobic.002G320900.1","Sobic.002G320900.1.p","PF00514,PF13855,PF01734","PTHR24185,PTHR24185:SF1","","3.1.1.32","","GO:0005515,GO:0006629","AT1G61850.2","","phospholipases;galactolipases","LOC_Os07g33670.1",NA,"patatin-like phospholipase family protein, expressed"
"193",700,"PstI.TP139651","Sobic.002G320700","CmD_LI_mm.29",2,69224467,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C106+4202(1))","","CmD_LI_mm(FarmCPU(1))","","","",0.08962,0.6118,1,"Chr02",69217722,69224768,7047,"+",-6745,-301,37950948,"Sobic.002G320700","Sobic.002G320700.1","Sobic.002G320700.1.p","","PTHR24151,PTHR24151:SF1","","","","","AT1G50900.1","","Ankyrin repeat family protein","LOC_Os07g33660.1",NA,"expressed protein"
"194",701,"PstI.TP139937","Sobic.002G281300","CmDW_g.31",2,66298184,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(124+36088im(1))","","","CmDW_g(ISIS EM-BLASSO(1))","","",0.379,2.531,1,"Chr02",66296138,66299132,2995,"-",-2046,-948,37950851,"Sobic.002G281300","Sobic.002G281300.1","Sobic.002G281300.1.p","PF04099","PTHR12403","KOG3444","","","GO:0006888,GO:0005801,GO:0005622","AT2G20930.1","","SNARE-like superfamily protein","LOC_Os09g36976.1",NA,"trafficking protein particle complex subunit, putative, expressed"
"196",722,"PstI.TP148994","Sobic.006G110500","Cml_cm.38",6,47930110,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(124+36088im(1))","","","Cml_cm(ISIS EM-BLASSO(1))","","",0.121,3.469,2,"Chr06",47927268,47929907,2640,"-",-2842,203,37947445,"Sobic.006G110500","Sobic.006G110500.2","Sobic.006G110500.2.p","PF00161","","","","","GO:0017148,GO:0030598","","","","LOC_Os11g35425.1",NA,"expressed protein"
"197",723,"PstI.TP148994","Sobic.006G110600","Cml_cm.38",6,47930110,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(124+36088im(1))","","","Cml_cm(ISIS EM-BLASSO(1))","","",0.121,3.469,1,"Chr06",47929464,47932464,3001,"+",-646,-2354,37948568,"Sobic.006G110600","Sobic.006G110600.1","Sobic.006G110600.1.p","","","","","","","","","","",NA,""
"198",730,"PstI.TP150197","Sobic.001G258200","Bcirc_cm.37",1,30650620,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","Bcirc_cm(FarmCPU(1))","","","",0.06132,3.85,2,"Chr01",30649723,30655105,5383,"+",-897,-4485,37944864,"Sobic.001G258200","Sobic.001G258200.2","Sobic.001G258200.2.p","PF00149","PTHR11668,PTHR11668:SF267","KOG0374","","","GO:0016787","AT1G07010.1","","Calcineurin-like metallo-phosphoesterase superfamily protein","LOC_Os10g25430.1",NA,"Ser/Thr protein phosphatase family protein, putative, expressed"
"199",732,"PstI.TP153500","Sobic.002G416000","CmN.130",2,76322220,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.495,0.1573,1,"Chr02",76322888,76329198,6311,"-",668,-6978,37953079,"Sobic.002G416000","Sobic.002G416000.1","Sobic.002G416000.1.p","PF04043,PF01095","PTHR31707,PTHR31707:SF14","","3.1.1.11","K01051","GO:0004857,GO:0042545,GO:0030599,GO:0005618","AT1G53830.1","ATPME2,PME2","pectin methylesterase 2","LOC_Os07g47830.1",NA,"pectinesterase, putative, expressed"
"200",733,"PstI.TP153500","Sobic.002G415900","CmN.130",2,76322220,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.495,0.1573,1,"Chr02",76316326,76322556,6231,"+",-5894,-336,37950876,"Sobic.002G415900","Sobic.002G415900.1","Sobic.002G415900.1.p","PF08028,PF02771,PF02770,PF01636","PTHR10909,PTHR10909:SF282","","","K00249","GO:0055114,GO:0050660,GO:0016627,GO:0008152,GO:0003995","AT3G06810.1","IBR3","acyl-CoA dehydrogenase-related","LOC_Os07g47820.1",NA,"acyl-CoA dehydrogenase family member 10, putative, expressed"
"203",742,"PstI.TP161086","Sobic.008G185200","Bcirc_cm.39",8,61954442,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(124+36088im(1))","","Bcirc_cm(FarmCPU(1))","","","",0.1977,0.831,2,"Chr08",61950585,61955905,5321,"+",-3857,-1463,37927607,"Sobic.008G185200","Sobic.008G185200.2","Sobic.008G185200.2.p","PF00931","PTHR23155,PTHR23155:SF486","KOG4658","","","GO:0043531","AT3G46730.1","","NB-ARC domain-containing disease resistance protein","LOC_Os12g37740.1",NA,"resistance protein LR10, putative, expressed"
"204",744,"PstI.TP166501","Sobic.001G205700","SDW_kg.23",1,18793961,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(C106+4202(1))","","SDW_kg(FarmCPU(1))","","","",0.1509,1.297,1,"Chr01",18792767,18794927,2161,"-",-1194,-966,37938543,"Sobic.001G205700","Sobic.001G205700.1","Sobic.001G205700.1.p","PF00561","PTHR10992,PTHR10992:SF869","KOG4178","","","","AT3G51000.1","","alpha/beta-Hydrolases superfamily protein","LOC_Os10g35520.1",NA,"hydrolase, alpha/beta fold family domain containing protein, expressed"
"205",746,"PstI.TP18098","Sobic.002G143000","CmD_LI_mm.32",2,23769344,"CmD_LI_mm","CmD_LI_mm(PS_N(2))","CmD_LI_mm(C116+3293(2))","","","CmD_LI_mm(FASTmrMLM(1)mrMLM(1))","","",0.0833,0,1,"Chr02",23766685,23770440,3756,"-",-2659,-1096,37953091,"Sobic.002G143000","Sobic.002G143000.1","Sobic.002G143000.1.p","PF10260","PTHR13527,PTHR13527:SF0","KOG3249","","","","AT2G35360.1","","ubiquitin family protein","LOC_Os09g39980.1",NA,"ubiquitin family protein, putative, expressed"
"206",747,"PstI.TP188641","Sobic.003G071600","Bcirc_cm.41",3,6088178,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","","Bcirc_cm(ISIS EM-BLASSO(1))","","",0.1415,1.194,1,"Chr03",6087430,6092352,4923,"+",-748,-4174,37918733,"Sobic.003G071600","Sobic.003G071600.1","Sobic.003G071600.1.p","PF02544","PTHR10556,PTHR10556:SF28","KOG1639","1.3.1.93,1.3.1.38","K10258","GO:0016627,GO:0016021,GO:0006629,GO:0005737","AT3G55360.1","ATTSC13,CER10,ECR,TSC13","3-oxo-5-alpha-steroid 4-dehydrogenase family protein","LOC_Os01g05670.1",NA,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
"207",751,"PstI.TP190549","Sobic.007G142100","CmN.132",7,57197488,"CmN","CmN(PS_Y(2))","CmN(124+36088im(2))","CmN(CMLM+SUPER(1))","","","","CmN(GLM(1))",0.1003,9.476,1,"Chr07",57193804,57198082,4279,"-",-3684,-594,37936749,"Sobic.007G142100","Sobic.007G142100.1","Sobic.007G142100.1.p","PF02458","PTHR31642,PTHR31642:SF25","","2.3.1.99","K13065","GO:0016747","AT5G48930.1","HCT","hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase","LOC_Os09g25460.1",NA,"transferase family protein, putative, expressed"
"208",754,"PstI.TP19694","Sobic.001G249600","Cml_cm.41",1,26927564,"Cml_cm","Cml_cm(PS_Y(1))","Cml_cm(124+36088im(1))","","","Cml_cm(ISIS EM-BLASSO(1))","","",0.2661,6.459,1,"Chr01",26926368,26928145,1778,"-",-1196,-581,37941071,"Sobic.001G249600","Sobic.001G249600.1","Sobic.001G249600.1.p","PF13417","PTHR11260,PTHR11260:SF231","KOG0406","2.5.1.18","K00799","GO:0005515","AT1G10370.1","ATGSTU17,ERD9,GST30,GST30B","Glutathione S-transferase family protein","LOC_Os10g25590.1",NA,"glutathione S-transferase, putative, expressed"
"209",755,"PstI.TP197493","Sobic.007G033700","CCirc_cm.23",7,2953287,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(mrMLM(1))","","",0.0342,3.428,1,"Chr07",2950375,2954296,3922,"-",-2912,-1009,37936092,"Sobic.007G033700","Sobic.007G033700.1","Sobic.007G033700.1.p","","PTHR33207,PTHR33207:SF7","","","","","","","","LOC_Os09g08620.1",NA,"OsFBX309 - F-box domain containing protein, expressed"
"210",756,"PstI.TP197570","Sobic.005G118400","CmD_BI_mm.33",5,51810245,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(124+36088im(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.05633,7.039,1,"Chr05",51808626,51820846,12221,"-",-1619,-10601,37922759,"Sobic.005G118400","Sobic.005G118400.1","Sobic.005G118400.1.p","","PTHR36330,PTHR36330:SF1","","","","","AT1G55280.1","","Lipase/lipooxygenase, PLAT/LH2 family protein","LOC_Os11g29900.1",NA,"expressed protein"
"211",758,"PstI.TP217199","Sobic.001G517800","CmN.134",1,78396312,"CmN","CmN(PS_N(1))","CmN(C116+3293(1))","","CmN(FarmCPU(1))","","","",0.05603,15.82,1,"Chr01",78394663,78400035,5373,"+",-1649,-3723,37941691,"Sobic.001G517800","Sobic.001G517800.1","Sobic.001G517800.1.p","PF00564,PF02042","PTHR32002,PTHR32002:SF9","","","","GO:0005515","AT1G76350.1","","Plant regulator RWP-RK family protein","LOC_Os03g03900.1",NA,"NIN, putative, expressed"
"212",760,"PstI.TP217994","Sobic.004G266400","CmDW_g.33",4,61088428,"CmDW_g","CmDW_g(PS_N(2))","CmDW_g(124+36088im(2))","","","CmDW_g(FASTmrMLM(1)mrMLM(1))","","",0.0533,20.55,1,"Chr04",61087870,61092609,4740,"+",-558,-4181,37933000,"Sobic.004G266400","Sobic.004G266400.1","Sobic.004G266400.1.p","PF00070","PTHR22912,PTHR22912:SF170","KOG1336","1.6.5.4","K08232","GO:0055114,GO:0016491","AT3G27820.1","ATMDAR4,MDAR4","monodehydroascorbate reductase 4","LOC_Os02g47800.1",NA,"monodehydroascorbate reductase, putative, expressed"
"215",786,"PstI.TP228722","Sobic.006G176600","CmN.135",6,53186052,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","CmN(FASTmrMLM(1))","","",0.25,1.677,2,"Chr06",53182512,53187346,4835,"-",-3540,-1294,37946525,"Sobic.006G176600","Sobic.006G176600.2","Sobic.006G176600.2.p","PF01063","PTHR11825,PTHR11825:SF41","KOG0975","2.6.1.42","","GO:0008152,GO:0003824","AT5G65780.1","ATBCAT-5","branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)","LOC_Os04g47190.2",NA,"aminotransferase domain containing protein, putative, expressed"
"216",790,"PstI.TP233305","Sobic.003G417900","CmN.138",3,72380511,"CmN","CmN(PS_N(1))","CmN(124+36088im(1))","","","CmN(mrMLM(1))","","",0.0615,5.776,1,"Chr03",72376391,72380819,4429,"+",-4120,-308,37914054,"Sobic.003G417900","Sobic.003G417900.1","Sobic.003G417900.1.p","PF00888","PTHR11932,PTHR11932:SF94","","","","GO:0031625,GO:0006511","AT1G43140.1","","Cullin family protein","LOC_Os01g70920.2",NA,"cullin-1, putative, expressed"
"217",791,"PstI.TP238422","Sobic.003G277600","CmN.139",3,61336314,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","CmN(pKWmEB(1))","","",0.129,8.106,1,"Chr03",61330543,61337175,6633,"+",-5771,-861,37916029,"Sobic.003G277600","Sobic.003G277600.1","Sobic.003G277600.1.p","PF03372","PTHR11200,PTHR11200:SF128","KOG0565","3.1.3.56","","","AT1G71710.1","","DNAse I-like superfamily protein","LOC_Os01g51890.1",NA,"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
"218",792,"PstI.TP238422","Sobic.003G277700","CmN.139",3,61336314,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","CmN(pKWmEB(1))","","",0.129,8.106,1,"Chr03",61337288,61341144,3857,"-",974,-4830,37916103,"Sobic.003G277700","Sobic.003G277700.1","Sobic.003G277700.1.p","PF01636","PTHR22603,PTHR22603:SF34","KOG2686","2.7.1.82,2.7.1.32","K14156","","AT1G74320.1","","Protein kinase superfamily protein","LOC_Os01g51920.1",NA,"phosphotransferase, putative, expressed"
"219",794,"PstI.TP246674","Sobic.004G057500","CmN.141",4,4598220,"CmN","CmN(PS_Y(1))","CmN(C116+3293(1))","","","","","CmN(GLM(1))",0.07328,8.35,1,"Chr04",4599194,4602709,3516,"+",974,-4489,37930926,"Sobic.004G057500","Sobic.004G057500.1","Sobic.004G057500.1.p","PF01486","PTHR11945,PTHR11945:SF206","","","","GO:0006355,GO:0005634,GO:0003700","","","","LOC_Os03g11614.1",NA,"OsMADS1 - MADS-box family gene with MIKCc type-box, expressed"
"220",799,"PstI.TP251038","Sobic.007G044100","CmN.142",7,4460512,"CmN","CmN(PS_N(1))","CmN(124+36088im(1))","","CmN(FarmCPU(1))","","","",0.349,3.335,1,"Chr07",4452815,4462263,9449,"+",-7697,-1751,37936658,"Sobic.007G044100","Sobic.007G044100.1","Sobic.007G044100.1.p","PF05001,PF05000,PF04983,PF04990,PF04992,PF00623,PF04998,PF04997","PTHR19376,PTHR19376:SF37","","2.7.7.6","K03006","GO:0006366,GO:0005665,GO:0003677,GO:0006351,GO:0003899","AT4G35800.1","NRPB1,RNA_POL_II_LS,RNA_POL_II_LSRNA_POL_II_LS,RPB1","RNA polymerase II large subunit","LOC_Os05g05860.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"221",803,"PstI.TP258621","Sobic.001G470800","CCirc_cm.25",1,74361721,"CCirc_cm","CCirc_cm(PS_Y(1))","CCirc_cm(C106+4202(1))","","","CCirc_cm(mrMLM(1))","","",0.08,32.04,1,"Chr01",74358530,74362956,4427,"+",-3191,-1235,37943260,"Sobic.001G470800","Sobic.001G470800.1","Sobic.001G470800.1.p","PF01740,PF00916","PTHR11814,PTHR11814:SF61","","","K17469","GO:0016021,GO:0015116,GO:0008272,GO:0055085,GO:0016020,GO:0008271","AT5G10180.1","AST68,SULTR2;1","slufate transporter 2;1","LOC_Os03g09940.1",NA,"sulfate transporter, putative, expressed"
