Chrom,Start,End,Start.1,End.1,ID,ID.2,ID.1,Name,Trait.name,Group2,Group,Colors,Group3,New ID
2,56907410,56907410,56907410,56907410,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP383939,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,58871698,58871698,58871698,58871698,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP806172,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,62417756,62417756,62417756,62417756,Current Study.A.OWA19,OWA19(Current Study.T),OWA19(Current Study.T),NsiI.TP614629,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,63225229,63225229,63225229,63225229,Current Study.A.OWA19,OWA19(Current Study.T),OWA19(Current Study.T),PstI.TP181967,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,64265265,64265265,64265265,64265265,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP268085,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,65965770,65965770,65965770,65965770,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP204910,overwintering ability ,OWA19,"OWA18,19(Current Study.A)",Red,Current Study.A,Current Study.A.OWA19
2,68227771,68227771,68227771,68227771,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP195995,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,69620402,69620402,69620402,69620402,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP444479,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,69677727,69677727,69677727,71521811,,OWA2(Dong_et_al_(2018),OWA2(Dong.et.al.(2018),OWA2(72.29),overwintering ability ,OWA2,OWA2(Dong_et_al_(2018),Green,Dong_et_al_(2018),Dong_et_al_(2018).OWA2
2,71246128,71246128,71246128,71246128,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP483920,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,72193245,72193245,72193245,72193245,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP408031,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,73159281,73159281,73159281,73159281,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP65061,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
2,75774037,75774037,75774037,75774037,(3)Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP164112,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,76163097,76163097,76163097,76163097,,OWA19(Current Study.T),OWA19(Current Study.T),NsiI.TP486731,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,76620224,76620224,76620224,76620224,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP881184,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
2,77204376,77204376,77204376,77204376,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus020585,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,1603696,1603696,1603696,1603696,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118369,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,2603844,2603844,2603844,2603844,(2)Current Study.A.OWA19/18,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1010623,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,2656013,2656013,2656013,2656013,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP65271,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,2916484,2916484,2916484,2916484,,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP1257104,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
3,3436667,3436667,3436667,3436667,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP207713,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,4243452,4243452,4243452,4243452,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP224586,overwintering ability ,OWA18,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
3,7227095,7227095,7227095,7227095,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus008958,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,8632016,8632016,8632016,8632016,Current Study.A.OWA18,OWA18(Current Study.T),OWA18(Current Study.T),NsiI.TP718157,overwintering ability ,OWA18,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
3,9603539,9603539,9603539,9603539,Current Study.A.OWA19,OWA19(Current Study.T),OWA19(Current Study.T),GFSSContig17769_257,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,19161424,19161424,19161424,57646278,Dong_et_al_(2018).OWA3,OWA3(Dong_et_al_(2018),OWA3(Dong.et.al.(2018),OWA3(64.65),overwintering ability ,OWA3,OWA3(Dong_et_al_(2018),Green,Dong_et_al_(2018),Dong_et_al_(2018).OWA3
3,50563424,50563424,50563424,50563424,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP554032,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,51321773,51321773,51321773,51321773,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118370,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,54726050,54726050,54726050,54726050,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP141051,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,59531363,59531363,59531363,59531363,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP841525,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
3,61885782,61885782,61885782,61885782,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP512189,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
3,64085542,64085542,64085542,64085542,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118371,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,65126133,65126133,65126133,65126133,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP729855,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,65413138,65413138,65413138,65413138,(2)Current Study.A.OWA19,OWA19(Current Study.T),OWA19(Current Study.T),NsiI.TP501941,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,66638290,66638290,66677935,66682300,,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118372,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,67125342,67125342,67125342,67125342,(2)Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus017647,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
3,67523376,67523376,67523376,67523376,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP770204,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,67910785,67910785,67910785,67910785,(2)Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP198015,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,68268137,68268137,68268137,68268137,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP410505,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,69354547,69354547,69354547,69354547,Current Study.A.OWA18/19,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP789647,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
3,70187996,70187996,70187996,70187996,,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP468343,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,70832262,70832262,70832262,70832262,(2)Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP422411,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
3,72078520,72078520,72136141,72140648,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus019389,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,446677,446677,446677,446677,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus096439,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,2161341,2161341,2161341,2161341,Current Study.A.OWA19/18,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP671324,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,2828636,2828636,2828636,2828636,,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP727705,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
4,3252258,3252258,3252258,3252258,,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118373,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,3460776,3460776,3471971,3475507,(2)Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus091689,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,4932783,4932783,4932783,4932783,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1040489,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,5948390,5948390,5948390,5948390,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus100262,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,7436056,7436056,7436056,7436056,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118374,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,41445278,41445278,41445278,41445278,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP982139,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,42752899,42752899,42752899,42752899,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1084308,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,51739537,51739537,51739537,51739537,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP349355,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
4,59577953,59577953,59577953,59577953,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus005328,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,60455775,60455775,60455775,60455775,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP624872,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
4,62207466,62207466,62207466,62207466,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus022071,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,62266318,62266318,62266318,62266318,Current Study.A.OWA19/Dong_et_al_(2019).OWA,OWA19(Current Study.T),OWA19(Current Study.T),NsiI.TP460633,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,62602070,62602070,62602070,62602070,,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus021451,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,62611853,62611853,62611853,62611853,Current Study.A.OWA19/Dong_et_al_(2019).OWA,OWA19(Current Study.T),OWA19(Current Study.T),NsiI.TP523625,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,62928690,62928690,62928690,62928690,,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus016552,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,65644782,65644782,65644782,65644782,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus107624,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
4,67156223,67156223,67156223,67156223,Current Study.A.OWA19/18,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1098875,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
4,67177683,67177683,67177683,67177683,,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP504649,overwintering ability ,OWA18,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
4,68146066,68146066,68146066,68146066,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP724799,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
5,18101943,18102815,18101943,18102815,Dong_et_al_(2018).OWA5,OWA5(Dong_et_al_(2018),OWA5(Dong.et.al.(2018),OWA5(39.746),overwintering ability ,OWA5,OWA5(Dong_et_al_(2018),Green,Dong_et_al_(2018),Dong_et_al_(2018).OWA5
5,18806244,18806244,18806244,18806244,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP532325,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
5,41255313,41255313,41255313,41255313,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP124945,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
5,55219391,55219391,55219391,55219391,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1220022,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
5,61371701,61371701,61371701,61371701,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP111617,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
8,61954442,61954442,61954442,61954442,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP161086,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
9,5056498,5056498,5056498,5056498,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP250072,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
9,42418711,42418738,42408711,42428738,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),NsiI.TP243719,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CC/BC
9,49933625,49933625,49933625,49933625,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP296932,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
9,51572610,51572610,51572610,51572610,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP134129,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
9,51662064,51662076,51652064,51672076,Clark_et_al_(2019).CC/BC,NA,NA,NsiI.TP427326,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Dong_et_al_(2017).CC
9,55207270,55207278,55197270,55217278,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),PstI.TP1126093,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CC/BC
9,55961556,55961556,55961556,55961556,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP387329,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Clark_et_al_(2019).CC/BC
9,57621267,57621267,57621267,57621267,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP976305,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
5,9422605,57378861,4062218,57378861,Dong_et_al_(2017).CmDW,CmDW(Dong(2017)),CmDW(Dong.et.al.(2017)),CmDW LG10 31 cM,culm dry weight,CmDW,CmDW(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmDW
3,2714797,4004654,2697915,4004654,Dong_et_al_(2017).CmDW,CmDW(Dong(2017)),CmDW(Dong.et.al.(2017)),CmDW LG5 28 cM,culm dry weight,CmDW,CmDW(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmDW
4,42900683,62920410,6406176,62920410,Dong_et_al_(2017).CmDW,CmDW(Dong(2017)),CmDW(Dong.et.al.(2017)),CmDW LG8 31.4 cM,culm dry weight,CmDW,CmDW(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmDW
5,9422605,53786857,7350789,53786857,Dong_et_al_(2017).CmNN,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG10 31 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmNN
8,59969276,62554114,56933272,62554114,Dong_et_al_(2017).CmNN,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG14 67.9 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmNN
1,79272726,80734104,76999156,80734104,Dong_et_al_(2017).CmNN,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG2 120.9 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmNN
2,65092519,72328855,59238183,72328855,Dong_et_al_(2017).CmNN,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG3 67.8 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmNN
3,1322119,3132204,717646,3132204,Dong_et_al_(2017).CmNN,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG5 25.1 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmNN
7,2177272,63712891,2187272,63712891,Dong_et_al_(2017).CmNN,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG7 58.3 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmNN
5,9422605,53786857,5606944,53786857,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG10 31 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
8,61375266,62554114,58554798,62554114,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG14 78.5 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
1,58505817,59668786,17078109,59668786,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG2 69.3 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
2,70520827,71447584,69444701,71447584,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG4 77.3 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
3,2633665,4170944,1597272,4170944,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG5 26.7 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
3,68025196,72071645,66289314,72071645,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG6 98.1 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
5,3481302,57378741,3135389,57378741,Dong_et_al_(2017).CmVol,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG9 52.1 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CmVol
9,57094909,57094929,57084909,57104929,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP440846,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Dong_et_al_(2017).DBI
9,57790410,57790410,57790410,57790410,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP14229,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Dong_et_al_(2017).DBI
10,6643969,6643993,6633969,6653993,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP443003,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Dong_et_al_(2017).DBI
10,7091437,7091437,7091437,7091437,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP510424,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Dong_et_al_(2017).DBI
10,41353679,41353679,41353679,41353679,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP648509,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Dong_et_al_(2017).DBI
10,43096195,43096238,43086195,43106238,Clark_et_al_(2019).DBI,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),NsiI.TP789052,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Dong_et_al_(2017).DBI
5,9422605,53786857,5606944,53786857,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG10 31 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
6,57020839,58396562,54629080,58396562,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG12 64.1 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
7,4484606,5569725,1002730,5569725,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG13 35.6 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
8,61375266,62554114,60392766,62554114,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG14 78.5 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
2,60153866,64143030,16093969,64143030,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG3 70.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
3,68025196,71284481,66699411,71284481,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG6 98 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
7,830822,61080477,147056,61080477,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 57.7 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
4,63604358,62908236,63604358,62908236,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 77.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
7,60935564,60955564,63604358,62908236,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 77.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
5,3481302,57378845,3135389,57378845,Dong_et_al_(2017).DTI,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG9 52.1 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).DTI
6,49820945,49820945,49820945,49820945,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP823356,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,50333660,50333660,50333660,50333660,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP592655,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
