Chrom,Start,End,Start.1,End.1,ID,ID.1,Name,Trait.name,Group2,Group,Colors,Group3
4,666401,666401,666401,666401,CmN(Current Study),CmN(Current Study),PstI.TP1250993,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,4598220,4598220,4598220,4598220,CmN(Current Study),CmN(Current Study),PstI.TP246674,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,14228269,14228269,14228269,14228269,CmN(Current Study),CmN(Current Study),PstI.TP257951,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,66042591,66042591,66042591,66042591,CmN(Current Study),CmN(Current Study),PstI.TP317521,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,61064043,61064043,61064043,61064043,CmN(Current Study),CmN(Current Study),PstI.TP480983,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,5155593,5155593,5155593,5155593,CmN(Current Study),CmN(Current Study),PstI.TP504809,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,53924496,53924496,53924496,53924496,CmN(Current Study),CmN(Current Study),PstI.TP521834,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,4364673,4364673,4364673,4364673,CmN(Current Study),CmN(Current Study),PstI.TP570804,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,51215387,51215387,51215387,51215387,CmN(Current Study),CmN(Current Study),PstI.TP802133,Culm node number ,CmN,CmN(Current Study),Red,Current Study
4,9701801,9701801,9701801,9701801,CmN(Current Study),CmN(Current Study),PstI.TP998275,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,2299991,2299991,2299991,2299991,CmN(Current Study),CmN(Current Study),PstI.TP1181476,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,3450082,3450082,3450082,3450082,CmN(Current Study),CmN(Current Study),PstI.TP292268,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,53907385,53907385,53907385,53907385,CmN(Current Study),CmN(Current Study),PstI.TP609962,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,2641756,2641756,2641756,2641756,CmN(Current Study),CmN(Current Study),PstI.TP714651,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,64652954,64652954,64652954,64652954,CmN(Current Study),CmN(Current Study),PstI.TP719892,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,191126,191126,191126,191126,CmN(Current Study),CmN(Current Study),PstI.TP747686,Culm node number ,CmN,CmN(Current Study),Red,Current Study
5,69228848,69228848,69228848,69228848,CmN(Current Study),CmN(Current Study),PstI.TP841498,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,57820247,57820247,57820247,57820247,CmN(Current Study),CmN(Current Study),NsiI.TP159695,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,59462133,59462133,59462133,59462133,CmN(Current Study),CmN(Current Study),NsiI.TP255006,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,53961287,53961287,53961287,53961287,CmN(Current Study),CmN(Current Study),NsiI.TP338280,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,555824,555824,555824,555824,CmN(Current Study),CmN(Current Study),NsiI.TP352026,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,42784766,42784766,42784766,42784766,CmN(Current Study),CmN(Current Study),NsiI.TP358081,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,53064783,53064783,53064783,53064783,CmN(Current Study),CmN(Current Study),NsiI.TP359278,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,57075072,57075072,57075072,57075072,CmN(Current Study),CmN(Current Study),NsiI.TP616137,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,44593939,44593939,44593939,44593939,CmN(Current Study),CmN(Current Study),PstI.TP104645,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,47330022,47330022,47330022,47330022,CmN(Current Study),CmN(Current Study),PstI.TP1090311,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,57974096,57974096,57974096,57974096,CmN(Current Study),CmN(Current Study),PstI.TP10996,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,50717397,50717397,50717397,50717397,CmN(Current Study),CmN(Current Study),PstI.TP1187427,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,56654494,56654494,56654494,56654494,CmN(Current Study),CmN(Current Study),PstI.TP1225179,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,53186052,53186052,53186052,53186052,CmN(Current Study),CmN(Current Study),PstI.TP228722,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,59970341,59970341,59970341,59970341,CmN(Current Study),CmN(Current Study),PstI.TP418863,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,57995101,57995101,57995101,57995101,CmN(Current Study),CmN(Current Study),PstI.TP607682,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,40243524,40243524,40243524,40243524,CmN(Current Study),CmN(Current Study),PstI.TP629514,Culm node number ,CmN,CmN(Current Study),Red,Current Study
6,57757179,57757179,57757179,57757179,CmN(Current Study),CmN(Current Study),PstI.TP737551,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,14339016,14339016,14339016,14339016,CmN(Current Study),CmN(Current Study),NsiI.TP11666,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,3778581,3778581,3778581,3778581,CmN(Current Study),CmN(Current Study),NsiI.TP575618,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,823818,823818,823818,823818,CmN(Current Study),CmN(Current Study),NsiI.TP762015,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,62490129,62490129,62490129,62490129,CmN(Current Study),CmN(Current Study),PstI.TP116046,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,56573064,56573064,56573064,56573064,CmN(Current Study),CmN(Current Study),PstI.TP1254872,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,57197488,57197488,57197488,57197488,CmN(Current Study),CmN(Current Study),PstI.TP190549,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,4460512,4460512,4460512,4460512,CmN(Current Study),CmN(Current Study),PstI.TP251038,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,59945480,59945480,59945480,59945480,CmN(Current Study),CmN(Current Study),PstI.TP285646,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,64227793,64227793,64227793,64227793,CmN(Current Study),CmN(Current Study),PstI.TP292777,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,61484903,61484903,61484903,61484903,CmN(Current Study),CmN(Current Study),PstI.TP344899,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,7619505,7619505,7619505,7619505,CmN(Current Study),CmN(Current Study),PstI.TP543083,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,64850518,64850518,64850518,64850518,CmN(Current Study),CmN(Current Study),PstI.TP58391,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,3245920,3245920,3245920,3245920,CmN(Current Study),CmN(Current Study),PstI.TP617554,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,53864081,53864081,53864081,53864081,CmN(Current Study),CmN(Current Study),PstI.TP713758,Culm node number ,CmN,CmN(Current Study),Red,Current Study
7,37735277,37735277,37735277,37735277,CmN(Current Study),CmN(Current Study),PstI.TP729133,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,47079973,47079973,47079973,47079973,CmN(Current Study),CmN(Current Study),NsiI.TP241831,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,62544570,62544570,62544570,62544570,CmN(Current Study),CmN(Current Study),NsiI.TP42003,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,1326292,1326292,1326292,1326292,CmN(Current Study),CmN(Current Study),NsiI.TP667008,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,13866107,13866107,13866107,13866107,CmN(Current Study),CmN(Current Study),NsiI.TP744668,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,62622087,62622087,62622087,62622087,CmN(Current Study),CmN(Current Study),PstI.TP107240,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,1028461,1028461,1028461,1028461,CmN(Current Study),CmN(Current Study),PstI.TP1248844,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,15754213,15754213,15754213,15754213,CmN(Current Study),CmN(Current Study),PstI.TP53685,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,5124822,5124822,5124822,5124822,CmN(Current Study),CmN(Current Study),PstI.TP771300,Culm node number ,CmN,CmN(Current Study),Red,Current Study
8,47698137,47698137,47698137,47698137,CmN(Current Study),CmN(Current Study),PstI.TP815977,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,58912474,58912474,58912474,58912474,CmN(Current Study),CmN(Current Study),GFSSContig15563_263,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,53976945,53976945,53976945,53976945,CmN(Current Study),CmN(Current Study),GFSSContig18315_975,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,49933625,49933625,49933625,49933625,CmN(Current Study),CmN(Current Study),NsiI.TP296932,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,53923129,53923129,53923129,53923129,CmN(Current Study),CmN(Current Study),NsiI.TP415575,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,47862370,47862370,47862370,47862370,CmN(Current Study),CmN(Current Study),NsiI.TP509742,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,41089177,41089177,41089177,41089177,CmN(Current Study),CmN(Current Study),NsiI.TP753743,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,58754094,58754094,58754094,58754094,CmN(Current Study),CmN(Current Study),NsiI.TP90957,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,1671674,1671674,1671674,1671674,CmN(Current Study),CmN(Current Study),PstI.TP1150566,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,53101439,53101439,53101439,53101439,CmN(Current Study),CmN(Current Study),PstI.TP1218439,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,8556161,8556161,8556161,8556161,CmN(Current Study),CmN(Current Study),PstI.TP1263163,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,56211895,56211895,56211895,56211895,CmN(Current Study),CmN(Current Study),PstI.TP15780,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,583262,583262,583262,583262,CmN(Current Study),CmN(Current Study),PstI.TP26215,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,57032697,57032697,57032697,57032697,CmN(Current Study),CmN(Current Study),PstI.TP485114,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,59327122,59327122,59327122,59327122,CmN(Current Study),CmN(Current Study),PstI.TP53013,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,38275195,38275195,38275195,38275195,CmN(Current Study),CmN(Current Study),PstI.TP532345,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,57639787,57639787,57639787,57639787,CmN(Current Study),CmN(Current Study),PstI.TP69959,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,1942972,1942972,1942972,1942972,CmN(Current Study),CmN(Current Study),PstI.TP723544,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,3829005,3829005,3829005,3829005,CmN(Current Study),CmN(Current Study),PstI.TP752361,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,55177255,55177255,55177255,55177255,CmN(Current Study),CmN(Current Study),PstI.TP828064,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,773151,773151,773151,773151,CmN(Current Study),CmN(Current Study),PstI.TP862775,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,50250813,50250813,50250813,50250813,CmN(Current Study),CmN(Current Study),PstI.TP866959,Culm node number ,CmN,CmN(Current Study),Red,Current Study
9,50625938,50625938,50625938,50625938,CmN(Current Study),CmN(Current Study),PstI.TP995394,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,497104,497104,497104,497104,CmN(Current Study),CmN(Current Study),NsiI.TP459060,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,450727,450727,450727,450727,CmN(Current Study),CmN(Current Study),NsiI.TP525011,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,781197,781197,781197,781197,CmN(Current Study),CmN(Current Study),PstI.TP1044533,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,9880843,9880843,9880843,9880843,CmN(Current Study),CmN(Current Study),PstI.TP110898,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,17579080,17579080,17579080,17579080,CmN(Current Study),CmN(Current Study),PstI.TP1160897,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,7243969,7243969,7243969,7243969,CmN(Current Study),CmN(Current Study),PstI.TP123530,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,59027538,59027538,59027538,59027538,CmN(Current Study),CmN(Current Study),PstI.TP1272828,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,4269426,4269426,4269426,4269426,CmN(Current Study),CmN(Current Study),PstI.TP1294713,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,7791807,7791807,7791807,7791807,CmN(Current Study),CmN(Current Study),PstI.TP241242,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,53477961,53477961,53477961,53477961,CmN(Current Study),CmN(Current Study),PstI.TP541255,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,5628757,5628757,5628757,5628757,CmN(Current Study),CmN(Current Study),PstI.TP604956,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,10804856,10804856,10804856,10804856,CmN(Current Study),CmN(Current Study),PstI.TP758246,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,41350986,41350986,41350986,41350986,CmN(Current Study),CmN(Current Study),PstI.TP775752,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,10346907,10346907,10346907,10346907,CmN(Current Study),CmN(Current Study),PstI.TP77980,Culm node number ,CmN,CmN(Current Study),Red,Current Study
10,60309696,60309696,60309696,60309696,CmN(Current Study),CmN(Current Study),PstI.TP994751,Culm node number ,CmN,CmN(Current Study),Red,Current Study
1,8153076,8153110,8143076,8163110,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),NsiI.TP137978,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,72330951,72330993,72320951,72340993,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP279809,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,16499950,16499951,16489950,16509951,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP603951,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
5,1808298,1808304,1798298,1818304,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP1140941,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
7,14386519,14386558,14376519,14396558,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),NsiI.TP750071,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,60122682,60122723,60112682,60132723,CmNdN(Clark(2019)),CmNdN(Clark.et.al.(2019)),PstI.TP993513,Culm node number,CmNdN,CmNdN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,76999156,80734104,76999156,80734104,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG2 120.9 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
2,59238183,72328855,59238183,72328855,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG3 67.8 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,717646,3132204,717646,3132204,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG5 25.1 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,7350789,53786857,7350789,53786857,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG10 31 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,2187272,63712891,2187272,63712891,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG7 58.3 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
8,56933272,62554114,56933272,62554114,CmNN(Dong(2017)),CmNN(Dong.et.al.(2017)),CmNN LG14 67.9 cM,culm node number,CmNN,CmNN(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
2,63992445,63992469,63982445,64002469,CmV(Clark(2019)),CmV(Clark.et.al.(2019)),PstI.TP213479,Culm volume,CmV,CmV(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,17078109,59668786,17078109,59668786,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG2 69.3 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
2,69444701,71447584,69444701,71447584,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG4 77.3 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,1597272,4170944,1597272,4170944,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG5 26.7 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,66289314,72071645,66289314,72071645,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG6 98.1 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,5606944,53786857,5606944,53786857,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG10 31 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,3135389,57378741,3135389,57378741,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG9 52.1 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
8,58554798,62554114,58554798,62554114,CmVol(Dong(2017)),CmVol(Dong.et.al.(2017)),CmVol LG14 78.5 cM,culm volume,CmVol,CmVol(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,9570135,9570148,9560135,9580148,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),PstI.TP1193219,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,63992445,63992469,63982445,64002469,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),PstI.TP213479,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,57894675,57894680,57884675,57904680,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),NsiI.TP78904,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,58243820,58243864,58233820,58253864,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),NsiI.TP2617,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,9087139,9087147,9077139,9097147,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),PstI.TP1071406,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,43096195,43096238,43086195,43106238,DBI(Clark(2019)),DBI(Clark.et.al.(2019)),NsiI.TP789052,Diameter of basal internode,DBI,DBI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,64716124,70861060,64716124,70861060,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG3 97.3 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
2,69444701,72795235,69444701,72795235,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG4 78.4 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,1195524,4215398,1195524,4215398,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG5 29.6 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,10456048,67504081,10456048,67504081,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG6 73.4 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,7350789,53786857,7350789,53786857,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG10 31 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,3491302,56036826,3491302,56036826,DBI(Dong(2017)),DBI(Dong.et.al.(2017)),DBI LG9 52.1 cM,diameter of basal internode,DBI,DBI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,21845522,21845560,21835522,21855560,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP834121,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,9570135,9570148,9560135,9580148,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP1193219,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,3765042,3765100,3755042,3775100,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP391602,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,65378296,65378339,65368296,65388339,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP563232,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,10065198,10065212,10055198,10075212,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP755529,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,68567949,68567976,68557949,68577976,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP167782,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,70870909,70870928,70860909,70880928,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP44584,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,68562475,68562524,68552475,68572524,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP259300,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,9160201,9160208,9150201,9170208,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP408444,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,45061320,45061369,45051320,45071369,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP17846,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Green,Clark_et_al_(2019)
6,52472440,52472448,52462440,52482448,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP711779,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,9087139,9087147,9077139,9097147,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP1071406,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
7,57293639,57293650,57283639,57303650,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP326785,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,58500611,58500616,58490611,58510616,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP324486,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,43096195,43096238,43086195,43106238,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),NsiI.TP789052,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,61172978,61173000,61162978,61183000,DTI(Clark(2019)),DTI(Clark.et.al.(2019)),PstI.TP1280479,Diameter of topmost internode,DTI,DTI(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,16093969,64143030,16093969,64143030,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG3 70.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,66699411,71284481,66699411,71284481,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG6 98 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
4,63604358,62908236,63604358,62908236,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 77.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,5606944,53786857,5606944,53786857,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG10 31 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,3135389,57378845,3135389,57378845,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG9 52.1 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
6,54629080,58396562,54629080,58396562,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG12 64.1 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,1002730,5569725,1002730,5569725,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG13 35.6 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,147056,61080477,147056,61080477,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 57.7 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,63604358,62908236,63604358,62908236,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 77.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,60945564,60945564,60945564,60945564,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG7 77.9 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
8,60392766,62554114,60392766,62554114,DTI(Dong(2017)),DTI(Dong.et.al.(2017)),DTI LG14 78.5 cM,diameter of topmost internode,DTI,DTI(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,50867486,50867486,9796136,57972761,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(28.6cM),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
3,1938537,1938537,714600,2724777,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(6.8cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,1938537,1938537,1938537,1938537,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(6.8cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
7,63728450,63728450,146989,64081260,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(20.8cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,42340874,42340874,10464402,50287837,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(29.5cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,11591539,11591539,11591539,11591539,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(3.3cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
