,SNP,Chromosome,Position,P.value,MAF,Ind.SNP,PS,Software,Method,Trait.name,PVE,P.value.1
13325,PstI.TP69959,9,57639787,6.16E-05,0.069469404,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.074313821,6.00E-05
13326,PstI.TP700186,7,64454411,0.001299624,0.38002982,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,6.916661639,0.001
13327,PstI.TP700622,7,7629673,0.001220422,0.090334806,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.209488366,0.001
13328,PstI.TP703729,3,68112941,0.000210148,0.211288482,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,1.192388714,2.00E-04
13329,PstI.TP703729,3,68112941,0.000496708,0.211288482,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,1.175295149,5.00E-04
13330,PstI.TP703729,3,68112941,0.000135648,0.211288482,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.240105926,1.00E-04
13332,PstI.TP704102,3,72097083,0.000770636,0.062641627,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,1.690624633,8.00E-04
13333,PstI.TP704102,3,72097083,0.000320028,0.062641627,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.076540889,3.00E-04
13334,PstI.TP704596,2,3325739,0.00050604,0.083143255,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.069168837,5.00E-04
13335,PstI.TP704596,2,3325739,0.000481689,0.083143255,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.055847976,5.00E-04
13336,PstI.TP704596,2,3325739,0.000245198,0.083143255,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HW_1,0.05382111,2.00E-04
13337,PstI.TP706479,2,14264983,0.000147837,0.385846786,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,1.333829974,1.00E-04
13338,PstI.TP706479,2,14264983,0.0005425,0.385846786,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,1.065969374,5.00E-04
13339,PstI.TP706479,2,14264983,0.000477464,0.385846786,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.897381973,5.00E-04
13340,PstI.TP706479,2,14264983,0.000843458,0.385846786,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.927492783,8.00E-04
13341,PstI.TP706641,3,74303182,0.000641524,0.447283354,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.357479263,6.00E-04
13342,PstI.TP707030,4,55665489,0.000152919,0.273068514,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.561278775,2.00E-04
13343,PstI.TP707030,4,55665489,0.000298357,0.273068514,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,0.620692996,3.00E-04
13344,PstI.TP707030,4,55665489,0.000234119,0.273068514,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.621474961,2.00E-04
13345,PstI.TP707030,4,55665489,0.000367303,0.273068514,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,0.683806222,4.00E-04
13346,PstI.TP708980,1,78991790,0.0002174,0.191311343,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,3.622788463,2.00E-04
13347,PstI.TP708980,1,78991790,0.000150436,0.191311343,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,3.678704028,2.00E-04
13348,PstI.TP708980,1,78991790,0.000357145,0.191311343,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,2.759080463,4.00E-04
13351,PstI.TP713417,10,19939847,0.000833134,0.146954144,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.002837399,8.00E-04
13352,PstI.TP713417,10,19939847,0.000779258,0.146954144,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.000112546,8.00E-04
13353,PstI.TP714039,10,55773042,0.001062162,0.2281949,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.001665945,0.001
13354,PstI.TP714039,10,55773042,0.000685694,0.2281949,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.007274467,7.00E-04
13355,PstI.TP714039,10,55773042,0.001441086,0.2281949,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.063676243,0.001
13357,PstI.TP717531,8,162336,0.000800857,0.403463139,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,6.040186912,8.00E-04
13358,PstI.TP71825,3,57464060,0.00074401,0.162347285,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,6.561436708,7.00E-04
13360,PstI.TP719892,5,64652954,0.000109091,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,0.021455086,1.00E-04
13361,PstI.TP719892,5,64652954,0.000191523,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.001049639,2.00E-04
13362,PstI.TP719892,5,64652954,0.000164165,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,0.002947501,2.00E-04
13363,PstI.TP719892,5,64652954,9.73E-06,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.008146771,1.00E-05
13364,PstI.TP719892,5,64652954,0.000184037,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,0.014365676,2.00E-04
13365,PstI.TP719892,5,64652954,4.63E-05,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.000883416,5.00E-05
13366,PstI.TP719892,5,64652954,0.000451012,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.004280889,5.00E-04
13367,PstI.TP719892,5,64652954,0.000193274,0.160162049,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HW_1,0.008181968,2.00E-04
13372,PstI.TP724345,5,71593518,3.00E-05,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,2.158609726,3.00E-05
13373,PstI.TP724345,5,71593518,8.81E-05,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,1.644085253,9.00E-05
13374,PstI.TP724345,5,71593518,4.27E-05,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,1.63404293,4.00E-05
13375,PstI.TP724345,5,71593518,2.20E-06,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,1.486677383,2.00E-06
13376,PstI.TP724345,5,71593518,4.88E-05,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,1.411804079,5.00E-05
13377,PstI.TP724345,5,71593518,1.78E-05,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,1.425928784,2.00E-05
13378,PstI.TP724345,5,71593518,1.67E-05,0.365823636,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.090993038,2.00E-05
13380,PstI.TP724579,6,33982965,0.001084992,0.086807914,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,1.871921897,0.001
13381,PstI.TP726225,6,58406812,0.000385511,0.473856209,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.003295616,4.00E-04
13382,PstI.TP726225,6,58406812,0.000998355,0.473856209,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.087865395,0.001
13383,PstI.TP726235,11,5012,5.67E-05,0.353845904,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,4.926471427,6.00E-05
13384,PstI.TP726235,11,5012,0.001030496,0.353845904,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,5.163442226,0.001
13386,PstI.TP728172,3,5787468,0.000234613,0.355370043,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.169389391,2.00E-04
13387,PstI.TP728172,3,5787468,0.000598479,0.355370043,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.326829991,6.00E-04
13390,PstI.TP730477,11,5034,0.000312139,0.179192155,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.788100609,3.00E-04
13391,PstI.TP730477,11,5034,0.000755968,0.179192155,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.465729852,8.00E-04
13392,PstI.TP731358,8,62664658,9.04E-05,0.170874062,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.553663234,9.00E-05
13393,PstI.TP731358,8,62664658,0.000103782,0.170874062,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.632930294,1.00E-04
13395,PstI.TP731358,8,62664658,0.000805458,0.170874062,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.714506161,8.00E-04
13396,PstI.TP731882,3,19716780,0.000390424,0.088235294,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,10.01027856,4.00E-04
13397,PstI.TP731882,3,19716780,3.47E-05,0.088235294,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,10.77030185,3.00E-05
13398,PstI.TP731882,3,19716780,0.000306159,0.088235294,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,9.538734573,3.00E-04
13399,PstI.TP731882,3,19716780,0.00080349,0.088235294,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,10.20939764,8.00E-04
13400,PstI.TP731882,3,19716780,0.000557087,0.088235294,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,10.32043324,6.00E-04
13401,PstI.TP732481,3,55304067,0.000898971,0.068627451,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.22223728,9.00E-04
13402,PstI.TP733510,11,5059,0.00086489,0.244813492,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,4.151837425,9.00E-04
13403,PstI.TP733510,11,5059,0.000583446,0.244813492,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,3.411902062,6.00E-04
13404,PstI.TP734017,1,61378048,0.000428735,0.061342167,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.554112869,4.00E-04
13405,PstI.TP734535,8,59703274,6.56E-05,0.183006536,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,0.108993488,7.00E-05
13406,PstI.TP734535,8,59703274,0.000160068,0.183006536,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.001124413,2.00E-04
13407,PstI.TP734535,8,59703274,0.001102666,0.183006536,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.001639601,0.001
13408,PstI.TP734535,8,59703274,0.00040306,0.183006536,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.02003109,4.00E-04
13412,PstI.TP736465,11,5084,0.000867111,0.343090943,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,13.76925915,9.00E-04
13414,PstI.TP737551,6,57757179,0.000335532,0.093644564,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.282495921,3.00E-04
13415,PstI.TP73847,11,621,0.000417356,0.109713351,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,1.490899611,4.00E-04
13416,PstI.TP73847,11,621,0.000262437,0.109713351,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.843316925,3.00E-04
13417,PstI.TP738688,11,5098,0.000291081,0.06452978,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.257326184,3.00E-04
13418,PstI.TP73962,8,6017334,5.24E-05,0.44294112,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,0.007278974,5.00E-05
13419,PstI.TP73962,8,6017334,0.000199287,0.44294112,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.016495367,2.00E-04
13420,PstI.TP73962,8,6017334,0.000986751,0.44294112,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.064315136,0.001
13421,PstI.TP73962,8,6017334,0.000711727,0.44294112,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.005221204,7.00E-04
13422,PstI.TP740140,9,1528558,6.43E-05,0.217971437,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,0.203711709,6.00E-05
13423,PstI.TP740140,9,1528558,0.000264753,0.217971437,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.453122995,3.00E-04
13424,PstI.TP740140,9,1528558,0.000353036,0.217971437,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,0.451439026,4.00E-04
13425,PstI.TP740140,9,1528558,3.36E-05,0.217971437,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.371584367,3.00E-05
13426,PstI.TP740140,9,1528558,0.000333671,0.217971437,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,0.343019797,3.00E-04
13427,PstI.TP740140,9,1528558,0.000782201,0.217971437,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.490711798,8.00E-04
13428,PstI.TP740447,7,54863441,0.000911014,0.284313725,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.003994804,9.00E-04
13430,PstI.TP742379,2,63540984,0.000194879,0.384822558,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,3.585579692,2.00E-04
13431,PstI.TP742379,2,63540984,0.000489432,0.384822558,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,3.372616447,5.00E-04
13432,PstI.TP742379,2,63540984,0.00019226,0.384822558,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,2.889964679,2.00E-04
13433,PstI.TP744262,4,48092727,0.000253998,0.110576446,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,0.000161417,3.00E-04
13434,PstI.TP744262,4,48092727,6.22E-05,0.110576446,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,3.93E-05,6.00E-05
13435,PstI.TP744262,4,48092727,0.000504101,0.110576446,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.036840418,5.00E-04
13436,PstI.TP744262,4,48092727,0.001073698,0.110576446,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.067250146,0.001
13438,PstI.TP746004,11,5153,0.00144447,0.313080111,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,9.998321317,0.001
13440,PstI.TP747313,2,53434843,0.000317789,0.450000028,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,5.848871401,3.00E-04
13441,PstI.TP747313,2,53434843,0.001047831,0.450000028,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,5.55563629,0.001
13442,PstI.TP747313,2,53434843,9.89E-05,0.450000028,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,5.189012977,1.00E-04
13443,PstI.TP747313,2,53434843,0.000214159,0.450000028,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,4.803176805,2.00E-04
13445,PstI.TP747686,5,191126,0.000189422,0.08549444,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.004294965,2.00E-04
13446,PstI.TP747686,5,191126,9.80E-05,0.08549444,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.00267424,1.00E-04
13447,PstI.TP748481,11,5175,9.34E-05,0.450754568,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,6.33092717,9.00E-05
13448,PstI.TP748481,11,5175,0.000939855,0.450754568,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,6.014117817,9.00E-04
13449,PstI.TP749093,2,74477521,8.93E-05,0.412106485,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.711640332,9.00E-05
13450,PstI.TP749093,2,74477521,0.000250016,0.412106485,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.271513763,3.00E-04
13451,PstI.TP750640,3,11819956,0.000124843,0.461433702,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.22809226,1.00E-04
13452,PstI.TP750640,3,11819956,0.001259135,0.461433702,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.034954234,0.001
13454,PstI.TP752309,11,5197,0.00058779,0.390800749,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.942309574,6.00E-04
13455,PstI.TP75401,11,632,0.00075041,0.136385484,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.067599545,8.00E-04
13456,PstI.TP754021,11,5204,0.000594285,0.359698303,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.317569955,6.00E-04
13457,PstI.TP760074,11,5247,0.00025742,0.135225242,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,3.382471574,3.00E-04
13458,PstI.TP760074,11,5247,0.00123275,0.135225242,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,3.493180461,0.001
13459,PstI.TP760791,9,56736412,0.000727384,0.167265218,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,4.35063664,7.00E-04
13460,PstI.TP761879,3,68191140,0.000350335,0.069780782,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_50,0.006608941,4.00E-04
13461,PstI.TP761879,3,68191140,0.000344325,0.069780782,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprind,0.01715647,3.00E-04
13462,PstI.TP761879,3,68191140,3.49E-05,0.069780782,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.041182795,3.00E-05
13463,PstI.TP761879,3,68191140,0.000457019,0.069780782,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.082715517,5.00E-04
13464,PstI.TP764114,11,5274,0.000102765,0.071048469,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.550146685,1.00E-04
13465,PstI.TP764114,11,5274,0.000206799,0.071048469,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.263976643,2.00E-04
13467,PstI.TP768230,4,48611784,0.000334436,0.213154128,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,2.273450997,3.00E-04
13468,PstI.TP768230,4,48611784,0.000292536,0.213154128,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,2.903072195,3.00E-04
13469,PstI.TP769101,3,68129008,0.001213422,0.146924756,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.553455197,0.001
13470,PstI.TP769160,2,60455158,0.000846023,0.274509804,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.297724796,8.00E-04
13471,PstI.TP769160,2,60455158,0.001074713,0.274509804,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.269659784,0.001
13472,PstI.TP77040,4,1147463,3.60E-05,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_1,1.054861295,4.00E-05
13473,PstI.TP77040,4,1147463,5.04E-05,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_50,0.924814499,5.00E-05
13474,PstI.TP77040,4,1147463,4.52E-05,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprind,0.939419964,5.00E-05
13475,PstI.TP77040,4,1147463,0.000151178,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.899245798,2.00E-04
13476,PstI.TP77040,4,1147463,0.000151078,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,0.94228645,2.00E-04
13477,PstI.TP77040,4,1147463,0.000354404,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.971484476,4.00E-04
13478,PstI.TP77040,4,1147463,0.000209774,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,0.93333938,2.00E-04
13479,PstI.TP77040,4,1147463,4.27E-05,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_50,0.998307545,4.00E-05
13480,PstI.TP77040,4,1147463,2.58E-05,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HD_1,1.079887211,3.00E-05
13481,PstI.TP77040,4,1147463,6.08E-06,0.438622778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HW_1,1.080932316,6.00E-06
13482,PstI.TP77161,7,62007705,0.00078319,0.12830832,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.528141055,8.00E-04
13483,PstI.TP77203,9,53724314,0.001202916,0.277777778,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.181479069,0.001
13484,PstI.TP772432,2,9820897,0.000636038,0.43274101,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.573799282,6.00E-04
13485,PstI.TP774514,3,2411196,0.000700532,0.291183924,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,3.265779616,7.00E-04
13486,PstI.TP774514,3,2411196,0.000485618,0.291183924,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,3.5695891,5.00E-04
13487,PstI.TP774685,3,2733446,0.001398041,0.208483315,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.005667195,0.001
13488,PstI.TP774963,6,1911989,0.000102785,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_1,0.889800096,1.00E-04
13489,PstI.TP774963,6,1911989,6.03E-05,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,1.141821219,6.00E-05
13490,PstI.TP774963,6,1911989,0.000203027,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,1.345880262,2.00E-04
13491,PstI.TP774963,6,1911989,0.000126616,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,1.283973544,1.00E-04
13492,PstI.TP774963,6,1911989,8.68E-05,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.991083282,9.00E-05
13493,PstI.TP774963,6,1911989,0.000136349,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,1.133899697,1.00E-04
13494,PstI.TP774963,6,1911989,0.000705512,0.215686275,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.99914653,7.00E-04
13495,PstI.TP774975,1,61157443,0.000870055,0.162035586,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,2.346849933,9.00E-04
13496,PstI.TP774975,1,61157443,0.000243236,0.162035586,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,3.021947823,2.00E-04
13500,PstI.TP77980,10,10346907,4.21E-05,0.352865663,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FM_50,0.655874945,4.00E-05
13501,PstI.TP77980,10,10346907,0.000358954,0.352865663,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,0.697098066,4.00E-04
13502,PstI.TP77980,10,10346907,7.79E-06,0.352865663,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.655972547,8.00E-06
13503,PstI.TP77980,10,10346907,0.000351677,0.352865663,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,0.703242521,4.00E-04
13504,PstI.TP77980,10,10346907,0.000105649,0.352865663,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.77214867,1.00E-04
13505,PstI.TP77980,10,10346907,6.22E-05,0.352865663,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.411136554,6.00E-05
13506,PstI.TP784632,3,4314116,0.000207222,0.395938596,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,1.151002907,2.00E-04
13507,PstI.TP784632,3,4314116,0.000231539,0.395938596,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.311431046,2.00E-04
13508,PstI.TP785259,11,5422,0.000701861,0.207547022,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,2.935406544,7.00E-04
13511,PstI.TP793469,11,5489,3.68E-05,0.064023787,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinGW,0.196416865,4.00E-05
13512,PstI.TP793469,11,5489,0.000383413,0.064023787,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.224691551,4.00E-04
13513,PstI.TP793469,11,5489,0.000311434,0.064023787,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.078551613,3.00E-04
13515,PstI.TP795437,11,5502,0.000317383,0.483209083,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,0.088634506,3.00E-04
13516,PstI.TP795437,11,5502,1.60E-05,0.483209083,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,0.204874152,2.00E-05
13517,PstI.TP795437,11,5502,0.000398431,0.483209083,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,0.162031633,4.00E-04
13518,PstI.TP795437,11,5502,0.000123741,0.483209083,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HW_1,0.232529916,1.00E-04
13520,PstI.TP79904,2,58722578,0.00010652,0.355759042,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,4.777835538,1.00E-04
13521,PstI.TP79904,2,58722578,0.000414034,0.355759042,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,4.758081402,4.00E-04
13522,PstI.TP800100,1,15471914,0.001047097,0.235887583,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,0.954666367,0.001
13523,PstI.TP803367,1,78963580,0.000780065,0.373572882,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,1.436912421,8.00E-04
13525,PstI.TP803702,11,5570,0.000292309,0.12624217,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,5.513199171,3.00E-04
13526,PstI.TP804124,11,5573,0.000156049,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_1,5.37366517,2.00E-04
13527,PstI.TP804124,11,5573,5.44E-05,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_50,5.753351029,5.00E-05
13528,PstI.TP804124,11,5573,6.60E-05,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprind,5.829471076,7.00E-05
13529,PstI.TP804124,11,5573,9.13E-05,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprinW,5.922428446,9.00E-05
13530,PstI.TP804124,11,5573,0.000149687,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FW_50,5.871353632,1.00E-04
13531,PstI.TP804124,11,5573,2.63E-05,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,5.165769266,3.00E-05
13532,PstI.TP804124,11,5573,0.000204997,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_50,5.778011587,2.00E-04
13533,PstI.TP804124,11,5573,0.000341934,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,5.135425196,3.00E-04
13534,PstI.TP804124,11,5573,6.23E-05,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HM_1,5.824999924,6.00E-05
13535,PstI.TP804124,11,5573,0.000133952,0.497777096,F116+36088im,PS_Y,GAPIT,MLM+SUPER,HW_1,5.281770744,1.00E-04
13536,PstI.TP806728,11,5588,0.000320358,0.265472674,F116+36088im,PS_Y,GAPIT,MLM+SUPER,FD_50,2.368247717,3.00E-04
13537,PstI.TP806728,11,5588,0.000368446,0.265472674,F116+36088im,PS_Y,GAPIT,MLM+SUPER,fprind,2.515505422,4.00E-04
13538,PstI.TP806728,11,5588,0.000492774,0.265472674,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GFW_1,2.130518248,5.00E-04
13539,PstI.TP806728,11,5588,0.00026999,0.265472674,F116+36088im,PS_Y,GAPIT,MLM+SUPER,GHW_1,2.384060183,3.00E-04
