"","SNP","Gene","chr","start","end","width","strand"
"PstI.TP4877451","PstI.TP487745","Sobic.006G106400.1","Chr06",47619157,47625037,5881,"+"
"PstI.TP4877452","PstI.TP487745","Sobic.006G106500.1","Chr06",47625203,47630311,5109,"+"
"PstI.TP4877453","PstI.TP487745","Sobic.006G106200.1","Chr06",47610470,47614542,4073,"-"
"PstI.TP4877454","PstI.TP487745","Sobic.006G106300.1","Chr06",47614884,47619144,4261,"-"
"PstI.TP4877455","PstI.TP487745","Sobic.006G106300.2","Chr06",47614884,47619144,4261,"-"
"PstI.TP4888001","PstI.TP488800","Sobic.006G240400.1","Chr06",58107163,58114954,7792,"+"
"PstI.TP4888002","PstI.TP488800","Sobic.006G240500.1","Chr06",58115847,58117557,1711,"-"
"PstI.TP4901031","PstI.TP490103","Sobic.001G382266.1","Chr01",67009367,67011174,1808,"+"
"PstI.TP4901032","PstI.TP490103","Sobic.001G382332.1","Chr01",67011976,67012645,670,"+"
"PstI.TP4901033","PstI.TP490103","Sobic.001G382400.1","Chr01",67013756,67018873,5118,"-"
"PstI.TP4901034","PstI.TP490103","Sobic.001G382500.1","Chr01",67020993,67029888,8896,"-"
"PstI.TP4901035","PstI.TP490103","Sobic.001G382500.2","Chr01",67020993,67029888,8896,"-"
"PstI.TP4919261","PstI.TP491926","Sobic.003G293000.1","Chr03",62539240,62546758,7519,"-"
"PstI.TP4919262","PstI.TP491926","Sobic.003G293100.1","Chr03",62553927,62556698,2772,"-"
"PstI.TP4919263","PstI.TP491926","Sobic.003G293200.1","Chr03",62559965,62571132,11168,"-"
"PstI.TP4941231","PstI.TP494123","Sobic.010G054700.1","Chr10",4289701,4295395,5695,"+"
"PstI.TP4941232","PstI.TP494123","Sobic.010G054800.1","Chr10",4290952,4292280,1329,"-"
"PstI.TP4941233","PstI.TP494123","Sobic.010G054900.2","Chr10",4293397,4298336,4940,"-"
"PstI.TP4941234","PstI.TP494123","Sobic.010G054900.3","Chr10",4293397,4298336,4940,"-"
"PstI.TP4941235","PstI.TP494123","Sobic.010G054900.1","Chr10",4293673,4298930,5258,"-"
"PstI.TP4941236","PstI.TP494123","Sobic.010G054900.4","Chr10",4293673,4298930,5258,"-"
"PstI.TP4941237","PstI.TP494123","Sobic.010G055000.2","Chr10",4300957,4305243,4287,"-"
"PstI.TP4941238","PstI.TP494123","Sobic.010G055000.1","Chr10",4300957,4305771,4815,"-"
"PstI.TP4941239","PstI.TP494123","Sobic.010G055100.3","Chr10",4308195,4313407,5213,"-"
"PstI.TP49412310","PstI.TP494123","Sobic.010G055100.7","Chr10",4308226,4313370,5145,"-"
"PstI.TP49412311","PstI.TP494123","Sobic.010G055100.1","Chr10",4308227,4313378,5152,"-"
"PstI.TP49412312","PstI.TP494123","Sobic.010G055100.2","Chr10",4308239,4313407,5169,"-"
"PstI.TP49412313","PstI.TP494123","Sobic.010G055100.6","Chr10",4308239,4313407,5169,"-"
"PstI.TP49412314","PstI.TP494123","Sobic.010G055100.8","Chr10",4308239,4313407,5169,"-"
"PstI.TP49412315","PstI.TP494123","Sobic.010G055100.4","Chr10",4308240,4313370,5131,"-"
"PstI.TP49412316","PstI.TP494123","Sobic.010G055100.5","Chr10",4308240,4313386,5147,"-"
"PstI.TP4954061","PstI.TP495406","Sobic.010G097700.1","Chr10",8849982,8853986,4005,"+"
"PstI.TP4954062","PstI.TP495406","Sobic.010G097600.1","Chr10",8834293,8842412,8120,"-"
"PstI.TP4954063","PstI.TP495406","Sobic.010G097800.1","Chr10",8855936,8856619,684,"-"
"PstI.TP4954064","PstI.TP495406","Sobic.010G097900.1","Chr10",8861054,8862120,1067,"-"
"PstI.TP5021311","PstI.TP502131","Sobic.001G308450.1","Chr01",59418597,59419148,552,"+"
"PstI.TP5021312","PstI.TP502131","Sobic.001G308500.1","Chr01",59419149,59427397,8249,"-"
"PstI.TP5021313","PstI.TP502131","Sobic.001G308600.1","Chr01",59432568,59437386,4819,"-"
"PstI.TP512607","PstI.TP512607","Sobic.007G064800.1","Chr07",6804223,6809411,5189,"-"
"PstI.TP5130101","PstI.TP513010","Sobic.009G184450.1","Chr09",53780893,53789519,8627,"+"
"PstI.TP5130102","PstI.TP513010","Sobic.009G184500.2","Chr09",53784290,53784891,602,"+"
"PstI.TP5139491","PstI.TP513949","Sobic.003G277800.1","Chr03",61364457,61370278,5822,"+"
"PstI.TP5139492","PstI.TP513949","Sobic.003G277850.1","Chr03",61378119,61381095,2977,"+"
"PstI.TP5152951","PstI.TP515295","Sobic.007G184500.1","Chr07",61769885,61774851,4967,"+"
"PstI.TP5152952","PstI.TP515295","Sobic.007G184600.2","Chr07",61776205,61778036,1832,"+"
"PstI.TP5152953","PstI.TP515295","Sobic.007G184400.1","Chr07",61767650,61769643,1994,"-"
"PstI.TP519951","PstI.TP51995","Sobic.002G396300.1","Chr02",74824748,74830247,5500,"-"
"PstI.TP519952","PstI.TP51995","Sobic.002G396400.1","Chr02",74830333,74832279,1947,"-"
"PstI.TP519953","PstI.TP51995","Sobic.002G396500.1","Chr02",74832322,74854314,21993,"-"
"PstI.TP520461","PstI.TP52046","Sobic.006G166000.1","Chr06",52348486,52350767,2282,"-"
"PstI.TP520462","PstI.TP52046","Sobic.006G166100.1","Chr06",52353442,52359462,6021,"-"
"PstI.TP5226281","PstI.TP522628","Sobic.007G132200.1","Chr07",55199011,55204752,5742,"+"
"PstI.TP5226282","PstI.TP522628","Sobic.007G132300.1","Chr07",55205000,55207456,2457,"-"
"PstI.TP5226283","PstI.TP522628","Sobic.007G132400.1","Chr07",55215979,55221527,5549,"-"
"PstI.TP530131","PstI.TP53013","Sobic.009G259900.1","Chr09",59321024,59328186,7163,"+"
"PstI.TP530132","PstI.TP53013","Sobic.009G260000.1","Chr09",59328338,59330173,1836,"-"
"PstI.TP530627","PstI.TP530627","Sobic.004G229200.1","Chr04",57912384,57914071,1688,"-"
"PstI.TP5308371","PstI.TP530837","Sobic.001G369600.2","Chr01",65822985,65828764,5780,"+"
"PstI.TP5308372","PstI.TP530837","Sobic.001G369600.3","Chr01",65824910,65828764,3855,"+"
"PstI.TP5308373","PstI.TP530837","Sobic.001G369800.1","Chr01",65831915,65835451,3537,"+"
"PstI.TP5308374","PstI.TP530837","Sobic.001G369900.1","Chr01",65836371,65840872,4502,"+"
"PstI.TP5308375","PstI.TP530837","Sobic.001G369900.2","Chr01",65836399,65840350,3952,"+"
"PstI.TP5308376","PstI.TP530837","Sobic.001G369701.1","Chr01",65829517,65830411,895,"-"
"PstI.TP5308377","PstI.TP530837","Sobic.001G370000.1","Chr01",65842191,65845642,3452,"-"
"PstI.TP5308378","PstI.TP530837","Sobic.001G370000.2","Chr01",65842191,65845972,3782,"-"
"PstI.TP5308379","PstI.TP530837","Sobic.001G370000.3","Chr01",65842191,65845972,3782,"-"
"PstI.TP5324261","PstI.TP532426","Sobic.007G221500.1","Chr07",64963005,64964415,1411,"-"
"PstI.TP5324262","PstI.TP532426","Sobic.007G221500.2","Chr07",64963005,64964415,1411,"-"
"PstI.TP5324263","PstI.TP532426","Sobic.007G221500.3","Chr07",64963005,64964415,1411,"-"
"PstI.TP5324264","PstI.TP532426","Sobic.007G221600.1","Chr07",64965309,64969188,3880,"-"
"PstI.TP5324265","PstI.TP532426","Sobic.007G221700.1","Chr07",64974420,64981799,7380,"-"
"PstI.TP5326691","PstI.TP532669","Sobic.004G042600.1","Chr04",3487415,3494553,7139,"-"
"PstI.TP5326692","PstI.TP532669","Sobic.004G042700.1","Chr04",3495211,3498878,3668,"-"
"PstI.TP5372921","PstI.TP537292","Sobic.001G514300.3","Chr01",78155741,78157975,2235,"+"
"PstI.TP5372922","PstI.TP537292","Sobic.001G514300.4","Chr01",78155987,78157975,1989,"+"
"PstI.TP5372923","PstI.TP537292","Sobic.001G514300.2","Chr01",78156023,78157975,1953,"+"
"PstI.TP5372924","PstI.TP537292","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"PstI.TP5372925","PstI.TP537292","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"PstI.TP5372926","PstI.TP537292","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"PstI.TP5372927","PstI.TP537292","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"PstI.TP5372928","PstI.TP537292","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"PstI.TP5372929","PstI.TP537292","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"PstI.TP53729210","PstI.TP537292","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"PstI.TP53729211","PstI.TP537292","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"PstI.TP53729212","PstI.TP537292","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"PstI.TP53729213","PstI.TP537292","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"PstI.TP5374241","PstI.TP537424","Sobic.003G201700.1","Chr03",53109856,53115116,5261,"-"
"PstI.TP5374242","PstI.TP537424","Sobic.003G201750.1","Chr03",53123333,53143026,19694,"-"
"PstI.TP5376651","PstI.TP537665","Sobic.001G078700.1","Chr01",6036955,6038097,1143,"+"
"PstI.TP5376652","PstI.TP537665","Sobic.001G078600.1","Chr01",6020100,6024416,4317,"-"
"PstI.TP5395201","PstI.TP539520","Sobic.001G526050.1","Chr01",79010667,79011508,842,"+"
"PstI.TP5395202","PstI.TP539520","Sobic.001G526000.1","Chr01",79003916,79006904,2989,"-"
"PstI.TP5415751","PstI.TP541575","Sobic.002G389000.1","Chr02",74267790,74269927,2138,"+"
"PstI.TP5415752","PstI.TP541575","Sobic.002G389100.1","Chr02",74272656,74275244,2589,"+"
"PstI.TP5415753","PstI.TP541575","Sobic.002G389200.3","Chr02",74275834,74281839,6006,"+"
"PstI.TP5415754","PstI.TP541575","Sobic.002G389200.5","Chr02",74275834,74281852,6019,"+"
"PstI.TP5415755","PstI.TP541575","Sobic.002G389200.2","Chr02",74275883,74281853,5971,"+"
"PstI.TP5415756","PstI.TP541575","Sobic.002G389200.6","Chr02",74275883,74281853,5971,"+"
"PstI.TP5415757","PstI.TP541575","Sobic.002G389200.4","Chr02",74275884,74281839,5956,"+"
"PstI.TP5415758","PstI.TP541575","Sobic.002G389200.1","Chr02",74275928,74281144,5217,"+"
"PstI.TP5415759","PstI.TP541575","Sobic.002G389301.1","Chr02",74281741,74284703,2963,"-"
"PstI.TP543083","PstI.TP543083","Sobic.007G068300.1","Chr07",7617494,7620027,2534,"+"
"PstI.TP5441101","PstI.TP544110","Sobic.007G165000.1","Chr07",59985843,59988226,2384,"+"
"PstI.TP5441102","PstI.TP544110","Sobic.007G165100.1","Chr07",59994953,59996526,1574,"+"
"PstI.TP5441103","PstI.TP544110","Sobic.007G164900.1","Chr07",59977348,59978348,1001,"-"
"PstI.TP5441104","PstI.TP544110","Sobic.007G165200.1","Chr07",59996143,59998135,1993,"-"
"PstI.TP5450571","PstI.TP545057","Sobic.003G214850.1","Chr03",54923188,54926309,3122,"-"
"PstI.TP5450572","PstI.TP545057","Sobic.003G214900.1","Chr03",54928110,54933783,5674,"-"
"PstI.TP5470231","PstI.TP547023","Sobic.002G405800.1","Chr02",75554537,75564924,10388,"-"
"PstI.TP5470232","PstI.TP547023","Sobic.002G405800.2","Chr02",75554537,75564924,10388,"-"
"PstI.TP5470233","PstI.TP547023","Sobic.002G405900.1","Chr02",75568784,75572962,4179,"-"
"PstI.TP5470234","PstI.TP547023","Sobic.002G405900.2","Chr02",75568784,75572962,4179,"-"
"PstI.TP5470235","PstI.TP547023","Sobic.002G405900.3","Chr02",75568784,75572963,4180,"-"
"PstI.TP5470236","PstI.TP547023","Sobic.002G406000.2","Chr02",75574179,75576235,2057,"-"
"PstI.TP5487091","PstI.TP548709","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"PstI.TP5487092","PstI.TP548709","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"PstI.TP5487093","PstI.TP548709","Sobic.002G221450.1","Chr02",61337408,61339673,2266,"+"
"PstI.TP5487094","PstI.TP548709","Sobic.002G221500.1","Chr02",61343147,61344844,1698,"+"
"PstI.TP5515511","PstI.TP551551","Sobic.009G215500.3","Chr09",56019847,56028337,8491,"+"
"PstI.TP5515512","PstI.TP551551","Sobic.009G215500.4","Chr09",56020413,56028337,7925,"+"
"PstI.TP5515513","PstI.TP551551","Sobic.009G215700.1","Chr09",56036800,56038103,1304,"+"
"PstI.TP5515514","PstI.TP551551","Sobic.009G215700.2","Chr09",56036800,56038103,1304,"+"
"PstI.TP5515515","PstI.TP551551","Sobic.009G215600.1","Chr09",56030010,56031239,1230,"-"
"PstI.TP56482","PstI.TP56482","Sobic.004G358800.2","Chr04",68537706,68539698,1993,"+"
"PstI.TP5684611","PstI.TP568461","Sobic.003G445100.2","Chr03",74310197,74312158,1962,"+"
"PstI.TP5684612","PstI.TP568461","Sobic.003G445100.1","Chr03",74310212,74312158,1947,"+"
"PstI.TP5684613","PstI.TP568461","Sobic.003G445000.1","Chr03",74305821,74310057,4237,"-"
"PstI.TP5684614","PstI.TP568461","Sobic.003G445000.2","Chr03",74305821,74310083,4263,"-"
"PstI.TP5684615","PstI.TP568461","Sobic.003G445200.1","Chr03",74312442,74315689,3248,"-"
"PstI.TP5684616","PstI.TP568461","Sobic.003G445300.2","Chr03",74316138,74319335,3198,"-"
"PstI.TP5684617","PstI.TP568461","Sobic.003G445400.3","Chr03",74320981,74326033,5053,"-"
"PstI.TP5684618","PstI.TP568461","Sobic.003G445400.4","Chr03",74320981,74326033,5053,"-"
"PstI.TP5684619","PstI.TP568461","Sobic.003G445400.1","Chr03",74320981,74326134,5154,"-"
"PstI.TP5699141","PstI.TP569914","Sobic.005G013901.1","Chr05",1250208,1253844,3637,"-"
"PstI.TP5699142","PstI.TP569914","Sobic.005G014000.1","Chr05",1261347,1263314,1968,"-"
"PstI.TP5708041","PstI.TP570804","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+"
"PstI.TP5708042","PstI.TP570804","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+"
"PstI.TP5708043","PstI.TP570804","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+"
"PstI.TP5708044","PstI.TP570804","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+"
"PstI.TP5708045","PstI.TP570804","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+"
"PstI.TP5708046","PstI.TP570804","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+"
"PstI.TP5708047","PstI.TP570804","Sobic.004G053500.1","Chr04",4351658,4361896,10239,"-"
"PstI.TP5708048","PstI.TP570804","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-"
"PstI.TP5724381","PstI.TP572438","Sobic.003G404050.1","Chr03",71176384,71177662,1279,"+"
"PstI.TP5724382","PstI.TP572438","Sobic.003G403900.2","Chr03",71164794,71170040,5247,"-"
"PstI.TP5724383","PstI.TP572438","Sobic.003G403900.3","Chr03",71164794,71170040,5247,"-"
"PstI.TP5724384","PstI.TP572438","Sobic.003G403900.1","Chr03",71164836,71170040,5205,"-"
"PstI.TP5724385","PstI.TP572438","Sobic.003G404000.1","Chr03",71173869,71178692,4824,"-"
"PstI.TP5724386","PstI.TP572438","Sobic.003G404100.1","Chr03",71182266,71186959,4694,"-"
"PstI.TP5763661","PstI.TP576366","Sobic.002G002700.1","Chr02",371186,376029,4844,"+"
"PstI.TP5763662","PstI.TP576366","Sobic.002G002800.1","Chr02",379435,383958,4524,"+"
"PstI.TP579301","PstI.TP57930","Sobic.002G296800.3","Chr02",67338433,67340417,1985,"+"
"PstI.TP579302","PstI.TP57930","Sobic.002G296900.2","Chr02",67340633,67343377,2745,"+"
"PstI.TP579303","PstI.TP57930","Sobic.002G297000.1","Chr02",67346020,67348981,2962,"+"
"PstI.TP579304","PstI.TP57930","Sobic.002G297100.1","Chr02",67348662,67351083,2422,"-"
"PstI.TP579305","PstI.TP57930","Sobic.002G297200.1","Chr02",67351666,67356303,4638,"-"
"PstI.TP579306","PstI.TP57930","Sobic.002G297300.1","Chr02",67354394,67359353,4960,"-"
"PstI.TP5797601","PstI.TP579760","Sobic.006G178000.1","Chr06",53256556,53258104,1549,"+"
"PstI.TP5797602","PstI.TP579760","Sobic.006G178100.1","Chr06",53259612,53264159,4548,"-"
"PstI.TP5797603","PstI.TP579760","Sobic.006G178200.1","Chr06",53265710,53267863,2154,"-"
"PstI.TP5797604","PstI.TP579760","Sobic.006G178300.2","Chr06",53272301,53274151,1851,"-"
"PstI.TP5797605","PstI.TP579760","Sobic.006G178400.1","Chr06",53275913,53280375,4463,"-"
"PstI.TP5817621","PstI.TP581762","Sobic.004G284800.1","Chr04",62728015,62732816,4802,"+"
"PstI.TP5817622","PstI.TP581762","Sobic.004G284800.2","Chr04",62728015,62732832,4818,"+"
"PstI.TP5817623","PstI.TP581762","Sobic.004G284900.1","Chr04",62735352,62737899,2548,"-"
"PstI.TP5817624","PstI.TP581762","Sobic.004G285000.1","Chr04",62738099,62742223,4125,"-"
"PstI.TP5828611","PstI.TP582861","Sobic.003G342900.1","Chr03",66509511,66511995,2485,"+"
"PstI.TP5828612","PstI.TP582861","Sobic.003G343200.1","Chr03",66518857,66523679,4823,"+"
"PstI.TP5828613","PstI.TP582861","Sobic.003G342800.1","Chr03",66501733,66504155,2423,"-"
"PstI.TP5828614","PstI.TP582861","Sobic.003G343000.1","Chr03",66513037,66513854,818,"-"
"PstI.TP5828615","PstI.TP582861","Sobic.003G343100.2","Chr03",66515714,66517073,1360,"-"
"PstI.TP5833311","PstI.TP583331","Sobic.004G016800.1","Chr04",1321951,1328531,6581,"-"
"PstI.TP5833312","PstI.TP583331","Sobic.004G016900.1","Chr04",1337266,1341010,3745,"-"
"PstI.TP5859131","PstI.TP585913","Sobic.008G130000.1","Chr08",55570744,55574859,4116,"+"
"PstI.TP5859132","PstI.TP585913","Sobic.008G130100.1","Chr08",55578940,55586253,7314,"+"
"PstI.TP5859133","PstI.TP585913","Sobic.008G130200.1","Chr08",55589116,55589800,685,"+"
"PstI.TP5873761","PstI.TP587376","Sobic.004G028600.1","Chr04",2276730,2279670,2941,"+"
"PstI.TP5873762","PstI.TP587376","Sobic.004G028600.2","Chr04",2276730,2279670,2941,"+"
"PstI.TP5873763","PstI.TP587376","Sobic.004G028600.3","Chr04",2276730,2279670,2941,"+"
"PstI.TP5873764","PstI.TP587376","Sobic.004G028700.1","Chr04",2279703,2284345,4643,"-"
"PstI.TP5873765","PstI.TP587376","Sobic.004G028700.2","Chr04",2279703,2284345,4643,"-"
"PstI.TP5873766","PstI.TP587376","Sobic.004G028700.3","Chr04",2279703,2284345,4643,"-"
"PstI.TP5873767","PstI.TP587376","Sobic.004G028700.4","Chr04",2279703,2284345,4643,"-"
"PstI.TP5873768","PstI.TP587376","Sobic.004G028800.1","Chr04",2285658,2289368,3711,"-"
"PstI.TP5873769","PstI.TP587376","Sobic.004G028800.2","Chr04",2286395,2289379,2985,"-"
"PstI.TP5909581","PstI.TP590958","Sobic.001G203700.1","Chr01",18562654,18566508,3855,"+"
"PstI.TP5909582","PstI.TP590958","Sobic.001G203800.1","Chr01",18569975,18572323,2349,"+"
"PstI.TP591413","PstI.TP591413","Sobic.006G047400.1","Chr06",32813279,32815507,2229,"+"
"PstI.TP597351","PstI.TP59735","Sobic.001G040600.2","Chr01",3025065,3035578,10514,"+"
"PstI.TP597352","PstI.TP59735","Sobic.001G040600.1","Chr01",3025065,3039737,14673,"+"
"PstI.TP597353","PstI.TP59735","Sobic.001G040600.3","Chr01",3025752,3039737,13986,"+"
"PstI.TP597354","PstI.TP59735","Sobic.001G040500.1","Chr01",3016610,3019552,2943,"-"
"PstI.TP597355","PstI.TP59735","Sobic.001G040500.3","Chr01",3017036,3019552,2517,"-"
"PstI.TP597356","PstI.TP59735","Sobic.001G040500.2","Chr01",3017621,3019552,1932,"-"
"PstI.TP597357","PstI.TP59735","Sobic.001G040701.1","Chr01",3036852,3038472,1621,"-"
"PstI.TP6049561","PstI.TP604956","Sobic.010G070200.1","Chr10",5633631,5635324,1694,"+"
"PstI.TP6049562","PstI.TP604956","Sobic.010G069900.1","Chr10",5619278,5621072,1795,"-"
"PstI.TP6049563","PstI.TP604956","Sobic.010G070000.1","Chr10",5623507,5625474,1968,"-"
"PstI.TP6049564","PstI.TP604956","Sobic.010G070100.1","Chr10",5627081,5630306,3226,"-"
"PstI.TP6049565","PstI.TP604956","Sobic.010G070100.2","Chr10",5627081,5630306,3226,"-"
"PstI.TP6055651","PstI.TP605565","Sobic.005G029400.1","Chr05",2609018,2613052,4035,"-"
"PstI.TP6055652","PstI.TP605565","Sobic.005G029500.1","Chr05",2614060,2615642,1583,"-"
"PstI.TP6055653","PstI.TP605565","Sobic.005G029600.1","Chr05",2618564,2621041,2478,"-"
"PstI.TP6076821","PstI.TP607682","Sobic.006G239200.1","Chr06",57989702,57990415,714,"+"
"PstI.TP6076822","PstI.TP607682","Sobic.006G239100.2","Chr06",57985251,57987615,2365,"-"
"PstI.TP6076823","PstI.TP607682","Sobic.006G239300.1","Chr06",57990555,57994242,3688,"-"
"PstI.TP6076824","PstI.TP607682","Sobic.006G239400.1","Chr06",57999332,58003116,3785,"-"
"PstI.TP6076825","PstI.TP607682","Sobic.006G239500.1","Chr06",58004806,58006738,1933,"-"
"PstI.TP61701","PstI.TP6170","Sobic.006G219801.5","Chr06",56699699,56709066,9368,"+"
"PstI.TP61702","PstI.TP6170","Sobic.006G219801.1","Chr06",56699715,56709047,9333,"+"
"PstI.TP61703","PstI.TP6170","Sobic.006G219801.6","Chr06",56699715,56709047,9333,"+"
"PstI.TP61704","PstI.TP6170","Sobic.006G219801.8","Chr06",56699715,56709047,9333,"+"
"PstI.TP61705","PstI.TP6170","Sobic.006G219801.3","Chr06",56699715,56709066,9352,"+"
"PstI.TP61706","PstI.TP6170","Sobic.006G219801.4","Chr06",56699715,56709275,9561,"+"
"PstI.TP61707","PstI.TP6170","Sobic.006G219801.7","Chr06",56699715,56709275,9561,"+"
"PstI.TP61708","PstI.TP6170","Sobic.006G219801.2","Chr06",56700574,56709047,8474,"+"
"PstI.TP61709","PstI.TP6170","Sobic.006G219700.1","Chr06",56695999,56696898,900,"-"
"PstI.TP617010","PstI.TP6170","Sobic.006G219900.1","Chr06",56710912,56714129,3218,"-"
"PstI.TP6173761","PstI.TP617376","Sobic.004G300500.1","Chr04",63929583,63933702,4120,"+"
"PstI.TP6173762","PstI.TP617376","Sobic.004G300500.2","Chr04",63929583,63933702,4120,"+"
"PstI.TP6173763","PstI.TP617376","Sobic.004G300500.3","Chr04",63930522,63933298,2777,"+"
"PstI.TP6173764","PstI.TP617376","Sobic.004G300600.1","Chr04",63937434,63940005,2572,"+"
"PstI.TP6197681","PstI.TP619768","Sobic.007G199500.1","Chr07",63040098,63042062,1965,"+"
"PstI.TP6197682","PstI.TP619768","Sobic.007G199550.1","Chr07",63046819,63047794,976,"+"
"PstI.TP6197683","PstI.TP619768","Sobic.007G199600.1","Chr07",63053317,63055029,1713,"+"
"PstI.TP6197684","PstI.TP619768","Sobic.007G199600.2","Chr07",63053317,63055029,1713,"+"
"PstI.TP6219941","PstI.TP621994","Sobic.003G446000.1","Chr03",74370958,74375275,4318,"+"
"PstI.TP6219942","PstI.TP621994","Sobic.003G446000.2","Chr03",74370958,74375275,4318,"+"
"PstI.TP6219943","PstI.TP621994","Sobic.003G446100.4","Chr03",74380851,74384221,3371,"-"
"PstI.TP6219944","PstI.TP621994","Sobic.003G446100.3","Chr03",74380851,74384236,3386,"-"
"PstI.TP6219945","PstI.TP621994","Sobic.003G446100.1","Chr03",74380851,74384257,3407,"-"
"PstI.TP6221761","PstI.TP622176","Sobic.003G324500.1","Chr03",65120997,65121530,534,"+"
"PstI.TP6221762","PstI.TP622176","Sobic.003G324700.1","Chr03",65137646,65140583,2938,"+"
"PstI.TP6221763","PstI.TP622176","Sobic.003G324600.1","Chr03",65124588,65129402,4815,"-"
"PstI.TP6262221","PstI.TP626222","Sobic.001G479850.1","Chr01",75163149,75164857,1709,"+"
"PstI.TP6262222","PstI.TP626222","Sobic.001G479800.2","Chr01",75151132,75156143,5012,"-"
"PstI.TP6262223","PstI.TP626222","Sobic.001G479800.1","Chr01",75151254,75156143,4890,"-"
"PstI.TP6262741","PstI.TP626274","Sobic.009G001200.1","Chr09",141247,145642,4396,"+"
"PstI.TP6262742","PstI.TP626274","Sobic.009G001400.1","Chr09",158520,161627,3108,"+"
"PstI.TP6262743","PstI.TP626274","Sobic.009G001300.1","Chr09",145958,153440,7483,"-"
"PstI.TP6262744","PstI.TP626274","Sobic.009G001300.4","Chr09",145958,153440,7483,"-"
"PstI.TP6262745","PstI.TP626274","Sobic.009G001300.5","Chr09",145958,153440,7483,"-"
"PstI.TP6262746","PstI.TP626274","Sobic.009G001300.2","Chr09",145958,153464,7507,"-"
"PstI.TP6262747","PstI.TP626274","Sobic.009G001300.3","Chr09",145958,153464,7507,"-"
"PstI.TP627931","PstI.TP62793","Sobic.001G292100.3","Chr01",56888776,56893740,4965,"+"
"PstI.TP627932","PstI.TP62793","Sobic.001G292100.8","Chr01",56888776,56893740,4965,"+"
"PstI.TP627933","PstI.TP62793","Sobic.001G292100.4","Chr01",56888785,56893740,4956,"+"
"PstI.TP627934","PstI.TP62793","Sobic.001G292100.9","Chr01",56888785,56893740,4956,"+"
"PstI.TP627935","PstI.TP62793","Sobic.001G292100.2","Chr01",56888785,56894324,5540,"+"
"PstI.TP627936","PstI.TP62793","Sobic.001G292100.5","Chr01",56889090,56893740,4651,"+"
"PstI.TP627937","PstI.TP62793","Sobic.001G292100.6","Chr01",56890776,56893740,2965,"+"
"PstI.TP627938","PstI.TP62793","Sobic.001G292100.7","Chr01",56890776,56893740,2965,"+"
"PstI.TP627939","PstI.TP62793","Sobic.001G292100.1","Chr01",56890776,56894324,3549,"+"
"PstI.TP6279310","PstI.TP62793","Sobic.001G292200.1","Chr01",56895689,56901944,6256,"+"
"PstI.TP6279311","PstI.TP62793","Sobic.001G292200.2","Chr01",56895709,56905451,9743,"+"
"PstI.TP6279312","PstI.TP62793","Sobic.001G292400.2","Chr01",56905779,56908841,3063,"+"
"PstI.TP6292591","PstI.TP629259","Sobic.001G056601.1","Chr01",4267205,4272781,5577,"+"
"PstI.TP6292592","PstI.TP629259","Sobic.001G056601.2","Chr01",4271015,4272781,1767,"+"
"PstI.TP6292593","PstI.TP629259","Sobic.001G056700.1","Chr01",4275459,4279430,3972,"+"
"PstI.TP6292594","PstI.TP629259","Sobic.001G056800.1","Chr01",4279716,4286604,6889,"-"
"PstI.TP6297861","PstI.TP629786","Sobic.003G362800.1","Chr03",68026375,68029439,3065,"+"
"PstI.TP6297862","PstI.TP629786","Sobic.003G363000.3","Chr03",68034064,68038469,4406,"+"
"PstI.TP6297863","PstI.TP629786","Sobic.003G363000.4","Chr03",68034064,68038562,4499,"+"
"PstI.TP6297864","PstI.TP629786","Sobic.003G363000.2","Chr03",68034300,68039620,5321,"+"
"PstI.TP6297865","PstI.TP629786","Sobic.003G363000.1","Chr03",68034370,68038559,4190,"+"
"PstI.TP6297866","PstI.TP629786","Sobic.003G362900.1","Chr03",68028967,68034450,5484,"-"
"PstI.TP6303241","PstI.TP630324","Sobic.001G359601.1","Chr01",64942811,64944057,1247,"+"
"PstI.TP6303242","PstI.TP630324","Sobic.001G359800.1","Chr01",64946911,64949156,2246,"+"
"PstI.TP6303243","PstI.TP630324","Sobic.001G359700.1","Chr01",64944686,64945267,582,"-"
"PstI.TP6303244","PstI.TP630324","Sobic.001G359900.2","Chr01",64949270,64953090,3821,"-"
