"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"2226",3629,"PstI.TP412177","Sobic.001G449600",1,72673321,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","GHW_50(1)","","","fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(4)","","","",0.06346,1.361,1,"Chr01",72665414,72666874,1461,"+",-7907,6447,37941721,"Sobic.001G449600","Sobic.001G449600.1","Sobic.001G449600.1.p","PF00042","PTHR22924","","","","GO:0020037,GO:0019825","AT2G16060.1","AHB1,ARATH GLB1,ATGLB1,GLB1,HB1,NSHB1","hemoglobin 1","LOC_Os03g12510.1",NA,"non-symbiotic hemoglobin 2, putative, expressed"
"2227",3630,"PstI.TP412177","Sobic.001G449700",1,72673321,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","GHW_50(1)","","","fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(4)","","","",0.06346,1.361,1,"Chr01",72675652,72677546,1895,"-",2331,-4225,37944663,"Sobic.001G449700","Sobic.001G449700.1","Sobic.001G449700.1.p","PF00067","PTHR24286,PTHR24286:SF50","","4.2.1.92","K01723","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G42650.1","AOS,CYP74A,DDE2","allene oxide synthase","LOC_Os03g12500.1",NA,"cytochrome P450, putative, expressed"
"2228",3632,"PstI.TP41440","Sobic.003G261200",3,59899767,2,"PS_N(2)","F116+3098(2)","","GHW_50(1)","FM_1(1)","","","","","","pLARmEB(2)",0.0733,0.0218,1,"Chr03",59899562,59904797,5236,"+",-205,-5030,37918835,"Sobic.003G261200","Sobic.003G261200.1","Sobic.003G261200.1.p","PF02911,PF00551","PTHR11138,PTHR11138:SF3","KOG3082","2.1.2.9","K00604","GO:0016742,GO:0009058","AT1G66520.1","pde194","formyltransferase, putative","LOC_Os01g49330.1",NA,"formyl transferase, putative, expressed"
"2230",3635,"PstI.TP41452","Sobic.004G223000",4,57358774,1,"PS_N(1)","F106+4185(1)","GHW_1(1)","","","","","","","","ISIS EM-BLASSO(1)",0.066,0.2956,1,"Chr04",57341288,57352855,11568,"-",-17486,5919,37931469,"Sobic.004G223000","Sobic.004G223000.1","Sobic.004G223000.1.p","PF04050,PF02854","PTHR12839","","","K14327","GO:0005515,GO:0003723","AT2G39260.1","","binding;RNA binding","LOC_Os02g42040.1",NA,"MIF4G domain containing protein, putative, expressed"
"2231",3636,"PstI.TP41452","Sobic.004G223100",4,57358774,1,"PS_N(1)","F106+4185(1)","GHW_1(1)","","","","","","","","ISIS EM-BLASSO(1)",0.066,0.2956,1,"Chr04",57358665,57360047,1383,"-",-109,-1273,37929971,"Sobic.004G223100","Sobic.004G223100.1","Sobic.004G223100.1.p","PF00072","PTHR26402,PTHR26402:SF566","","","K14492","GO:0000160","AT1G10470.1","ARR4,ATRR1,IBC7,MEE7","response regulator 4","LOC_Os02g42060.1",NA,"response regulator receiver domain containing protein, expressed"
"2232",3637,"PstI.TP41761","Sobic.006G108400",6,47799081,8,"PS_Y(8)","F116+36088im(8)","HW_1(1);GHW_1(2)","","GFW_1(2)","FD_50(1);FM_50(1)","fprind(1)","CMLM+SUPER(4)MLM+SUPER(4)","","","",0.2293,4.311,1,"Chr06",47785220,47789305,4086,"+",-13861,9776,37946812,"Sobic.006G108400","Sobic.006G108400.1","Sobic.006G108400.1.p","PF00244","PTHR18860,PTHR18860:SF36","KOG0841","","K06630","GO:0019904","AT3G02520.1","GF14 NU,GRF7","general regulatory factor 7","LOC_Os04g38870.4",NA,"14-3-3 protein, putative, expressed"
"2233",3638,"PstI.TP41761","Sobic.006G108500",6,47799081,8,"PS_Y(8)","F116+36088im(8)","HW_1(1);GHW_1(2)","","GFW_1(2)","FD_50(1);FM_50(1)","fprind(1)","CMLM+SUPER(4)MLM+SUPER(4)","","","",0.2293,4.311,1,"Chr06",47789710,47794098,4389,"-",-9371,4983,37947033,"Sobic.006G108500","Sobic.006G108500.1","Sobic.006G108500.1.p","PF01221","PTHR11886,PTHR11886:SF2","KOG3430","3.6.4.2","","GO:0007017,GO:0005875","AT1G23220.1","","Dynein light chain type 1 family protein","LOC_Os04g38880.1",NA,"dynein light chain type 1 domain containing protein, expressed"
"2234",3639,"PstI.TP41761","Sobic.006G108600",6,47799081,8,"PS_Y(8)","F116+36088im(8)","HW_1(1);GHW_1(2)","","GFW_1(2)","FD_50(1);FM_50(1)","fprind(1)","CMLM+SUPER(4)MLM+SUPER(4)","","","",0.2293,4.311,1,"Chr06",47798195,47799451,1257,"-",-886,-370,37947257,"Sobic.006G108600","Sobic.006G108600.1","Sobic.006G108600.1.p","PF01145","PTHR23222,PTHR23222:SF3","KOG3083","","K17080","GO:0016020","AT5G40770.1","ATPHB3,PHB3","prohibitin 3","LOC_Os02g37000.1",NA,"mitochondrial prohibitin complex protein 1, putative, expressed"
"2235",3640,"PstI.TP41761","Sobic.006G108700",6,47799081,8,"PS_Y(8)","F116+36088im(8)","HW_1(1);GHW_1(2)","","GFW_1(2)","FD_50(1);FM_50(1)","fprind(1)","CMLM+SUPER(4)MLM+SUPER(4)","","","",0.2293,4.311,1,"Chr06",47802023,47805004,2982,"-",2942,-5923,37945624,"Sobic.006G108700","Sobic.006G108700.1","Sobic.006G108700.1.p","PF08263,PF00069","PTHR27008,PTHR27008:SF45","KOG1187","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT1G48480.1","RKL1","receptor-like kinase 1","LOC_Os04g38910.1",NA,"atypical receptor-like kinase MARK, putative, expressed"
"2236",3642,"PstI.TP417854","Sobic.008G040300",8,3908674,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.0302,2.41e-07,1,"Chr08",3895866,3898700,2835,"+",-12808,9974,37926699,"Sobic.008G040300","Sobic.008G040300.1","Sobic.008G040300.1.p","PF01351","PTHR10954,PTHR10954:SF7","KOG2299","3.1.26.4","K10743","GO:0004523,GO:0003723","AT2G25100.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os11g05570.1",NA,"RNASEH2A - Putative ribonuclease H2 large subunit, expressed"
"2238",3644,"PstI.TP417854","Sobic.008G040600",8,3908674,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.0302,2.41e-07,1,"Chr08",3908362,3909816,1455,"+",-312,-1142,37928048,"Sobic.008G040600","Sobic.008G040600.1","Sobic.008G040600.1.p","PF00170","PTHR22952,PTHR22952:SF208","","","","GO:0043565,GO:0006355,GO:0003700","AT1G19490.1","","Basic-leucine zipper (bZIP) transcription factor family protein","LOC_Os11g05640.1",NA,"bZIP transcription factor domain containing protein, expressed"
"2241",3649,"PstI.TP418863","Sobic.006G265900",6,59970341,1,"PS_N(1)","F106+4185(1)","","HW_50(1)","","","","","FarmCPU(1)","","",0.08962,1.35,1,"Chr06",59968764,59971233,2470,"+",-1577,-892,37945902,"Sobic.006G265900","Sobic.006G265900.1","Sobic.006G265900.1.p","PF00085","PTHR10438,PTHR10438:SF270","KOG0910","1.8.1.8","K03671","GO:0045454,GO:0015035,GO:0006662","AT1G50320.1","ATHX,ATX,THX","thioredoxin X","LOC_Os04g57930.1",NA,"thioredoxin, putative, expressed"
"2242",3650,"PstI.TP418863","Sobic.006G266200",6,59970341,1,"PS_N(1)","F106+4185(1)","","HW_50(1)","","","","","FarmCPU(1)","","",0.08962,1.35,2,"Chr06",59975093,59980611,5519,"+",4752,-10270,37946748,"Sobic.006G266200","Sobic.006G266200.2","Sobic.006G266200.2.p","PF01180","PTHR11938","","1.3.5.2","K00254","GO:0055114,GO:0016627,GO:0005737","AT5G23300.1","PYRD","pyrimidine d","LOC_Os04g57950.1",NA,"dihydroorotate dihydrogenase protein, putative, expressed"
"2248",3657,"PstI.TP419952","Sobic.001G160600",1,13194145,1,"PS_N(1)","F116+3098(1)","","HW_50(1)","","","","","","","pLARmEB(1)",0.0431,4.23e-05,1,"Chr01",13195257,13196687,1431,"-",1112,-2542,37941433,"Sobic.001G160600","Sobic.001G160600.1","Sobic.001G160600.1.p","PF02881,PF02978,PF00448","PTHR11564,PTHR11564:SF5","","3.6.5.4","K03106","GO:0006614,GO:0005525,GO:0048500,GO:0008312","AT1G48900.1","","Signal recognition particle, SRP54 subunit protein","LOC_Os01g56600.1",NA,"signal recognition particle 54 kDa protein, putative, expressed"
"2254",3664,"PstI.TP426779","Sobic.006G002600",6,445806,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.131,0.3389,1,"Chr06",454825,458486,3662,"+",9019,-12680,37945347,"Sobic.006G002600","Sobic.006G002600.1","Sobic.006G002600.1.p","PF03360","PTHR10896,PTHR10896:SF33","KOG1476","2.4.2.24","","GO:0016020,GO:0015018","AT1G27600.2","I9H,IRX9-L","Nucleotide-diphospho-sugar transferases superfamily protein","LOC_Os04g01280.1",NA,"glycosyltransferase family 43 protein, putative, expressed"
"2256",3666,"PstI.TP427104","Sobic.002G161200",2,49743751,1,"PS_N(1)","F116+36088im(1)","","","","GFW_50(1)","","","FarmCPU(1)","","",0.1027,0.5369,1,"Chr02",49739519,49742628,3110,"+",-4232,1123,37950501,"Sobic.002G161200","Sobic.002G161200.1","Sobic.002G161200.1.p","PF05922,PF02225,PF00082","PTHR10795,PTHR10795:SF347","","3.4.21.25","","GO:0006508,GO:0004252","AT1G04110.1","SDD1","Subtilase family protein","LOC_Os04g47160.1",NA,"OsSub44 - Putative Subtilisin homologue, expressed"
"2259",3669,"PstI.TP428451","Sobic.006G121300",6,48787560,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.0474,0,1,"Chr06",48786842,48790770,3929,"+",-718,-3210,37946983,"Sobic.006G121300","Sobic.006G121300.1","Sobic.006G121300.1.p","PF00249,PF16495,PF04433","PTHR12802,PTHR12802:SF2","KOG1279","","K11649","GO:0005515","AT2G47620.1","ATSWI3A,CHB1,SWI3A","SWITCH/sucrose nonfermenting 3A","LOC_Os04g40420.1",NA,"SWIRM domain containing protein, expressed"
"2265",3683,"PstI.TP438189","Sobic.006G225500",6,57093743,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1022,0.03844,1,"Chr06",57096038,57097017,980,"+",2295,-3274,37945598,"Sobic.006G225500","Sobic.006G225500.1","Sobic.006G225500.1.p","PF02298","PTHR33021,PTHR33021:SF42","","","","GO:0009055","AT1G22480.1","","Cupredoxin superfamily protein","LOC_Os04g53710.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"2266",3684,"PstI.TP438189","Sobic.006G225400",6,57093743,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1022,0.03844,1,"Chr06",57089503,57093834,4332,"-",-4240,-91,37949095,"Sobic.006G225400","Sobic.006G225400.1","Sobic.006G225400.1.p","PF00856","PTHR12197,PTHR12197:SF75","KOG2084","2.1.1.43","","GO:0005515","AT3G21820.1","ATXR2,SDG36","histone-lysine N-methyltransferase ATXR2","LOC_Os04g53700.1",NA,"zinc finger protein, putative, expressed"
"2267",3685,"PstI.TP438189","Sobic.006G225600",6,57093743,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1022,0.03844,1,"Chr06",57100794,57104463,3670,"-",7051,-10720,37946897,"Sobic.006G225600","Sobic.006G225600.1","Sobic.006G225600.1.p","PF00481","PTHR13832,PTHR13832:SF314","KOG0698","3.1.3.16","K17506","GO:0003824,GO:0006470,GO:0004722","AT1G34750.1","","Protein phosphatase 2C family protein","LOC_Os04g37904.1",NA,"protein phosphatase 2C, putative, expressed"
"2273",3694,"PstI.TP441536","Sobic.001G037800",1,2816855,1,"PS_Y(1)","F116+3098(1)","","","","FW_50(1)","","","","","ISIS EM-BLASSO(1)",0.3793,1.371,2,"Chr01",2816533,2819327,2795,"-",-322,-2472,37940418,"Sobic.001G037800","Sobic.001G037800.2","Sobic.001G037800.2.p","PF01370","PTHR10366,PTHR10366:SF369","KOG1502","1.2.1.44","","GO:0050662,GO:0003824","AT5G58490.1","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os03g60380.1",NA,"cinnamoyl CoA reductase, putative, expressed"
"2274",3695,"PstI.TP441536","Sobic.001G037900",1,2816855,1,"PS_Y(1)","F116+3098(1)","","","","FW_50(1)","","","","","ISIS EM-BLASSO(1)",0.3793,1.371,1,"Chr01",2819328,2822168,2841,"-",2473,-5313,37938765,"Sobic.001G037900","Sobic.001G037900.1","Sobic.001G037900.1.p","PF01370","PTHR10366,PTHR10366:SF369","KOG1502","1.2.1.44","","GO:0050662,GO:0003824","AT5G58490.1","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os03g60380.1",NA,"cinnamoyl CoA reductase, putative, expressed"
"2275",3696,"PstI.TP441536","Sobic.001G038000",1,2816855,1,"PS_Y(1)","F116+3098(1)","","","","FW_50(1)","","","","","ISIS EM-BLASSO(1)",0.3793,1.371,2,"Chr01",2822265,2827550,5286,"-",5410,-10695,37944795,"Sobic.001G038000","Sobic.001G038000.2","Sobic.001G038000.2.p","PF00328","PTHR20963,PTHR20963:SF8","KOG1382","3.1.3.62","K03103","GO:0003993","AT1G09870.1","","histidine acid phosphatase family protein","LOC_Os03g60370.1",NA,"histidine acid phosphatase, putative, expressed"
"2289",3715,"PstI.TP44945","Sobic.002G055700",2,5312015,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","CMLM+SUPER(1)","","","",0.1241,4.165,1,"Chr02",5306080,5307672,1593,"+",-5935,4343,37949542,"Sobic.002G055700","Sobic.002G055700.1","Sobic.002G055700.1.p","PF00704","PTHR11177,PTHR11177:SF214","","3.2.1.14","K01183","GO:0005975,GO:0004553","AT5G24090.1","ATCHIA,CHIA","chitinase A","LOC_Os11g47580.1",NA,"glycosyl hydrolase, putative, expressed"
"2291",3720,"PstI.TP44945","Sobic.002G055900",2,5312015,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","CMLM+SUPER(1)","","","",0.1241,4.165,1,"Chr02",5321522,5322839,1318,"-",9507,-10824,37952978,"Sobic.002G055900","Sobic.002G055900.1","Sobic.002G055900.1.p","PF02309","PTHR31734,PTHR31734:SF8","","","K14484","GO:0006355,GO:0005634","AT1G04240.1","IAA3,SHY2","AUX/IAA transcriptional regulator family protein","LOC_Os07g08460.1",NA,"OsIAA24 - Auxin-responsive Aux/IAA gene family member, expressed"
"2293",3722,"PstI.TP450060","Sobic.007G072800",7,8209747,1,"PS_N(1)","F116+3098(1)","","","FM_1(1)","","","","","","pLARmEB(1)",0.0991,2.36e-06,1,"Chr07",8197382,8201385,4004,"-",-12365,8362,37934292,"Sobic.007G072800","Sobic.007G072800.1","Sobic.007G072800.1.p","PF00646","PTHR32212,PTHR32212:SF103","","","","GO:0005515","AT1G32020.1","","F-box family protein","LOC_Os08g09720.1",NA,"OsFBX272 - F-box domain containing protein, expressed"
"2297",3729,"PstI.TP457393","Sobic.001G313800",1,60097068,44,"PS_N(44)","F116+36088im(1);F106+4185(4);F116+3098(39)","HD_1(4);HW_1(4);GHW_1(2);HM_1(3)","HD_50(2);GHW_50(1);HW_50(3);HM_50(3)","FD_1(2);FW_1(2);GFW_1(2);FM_1(2)","FD_50(3);FW_50(2);FM_50(1)","fprinW(1);fprind(2);fprinGW(2);fprinM(3)","","FarmCPU(9)","mrMLM(7);FASTmrMLM(3);FASTmrEMMA(18)","ISIS EM-BLASSO(3);pLARmEB(4)",0.2105,17.58,1,"Chr01",60096593,60097417,825,"+",-475,-349,37938199,"Sobic.001G313800","Sobic.001G313800.1","Sobic.001G313800.1.p","PF02362","PTHR31140,PTHR31140:SF8","","","","GO:0003677","AT3G61970.1","NGA2","AP2/B3-like transcriptional factor family protein","LOC_Os10g39190.1",NA,"B3 DNA binding domain containing protein, expressed"
"2298",3732,"PstI.TP466257","Sobic.009G111000",9,44644886,2,"PS_Y(2)","F116+36088im(2)","","GHW_50(1)","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1355,2.527,3,"Chr09",44638293,44647142,8850,"-",-6593,-2256,37919433,"Sobic.009G111000","Sobic.009G111000.3","Sobic.009G111000.3.p","PF04043,PF01095","PTHR31707,PTHR31707:SF12","","3.1.1.11","K01051","GO:0004857,GO:0042545,GO:0030599,GO:0005618","AT4G02330.1","ATPMEPCRB","Plant invertase/pectin methylesterase inhibitor superfamily","LOC_Os05g29790.1",NA,"pectinesterase, putative, expressed"
"2304",3746,"PstI.TP470160","Sobic.002G021300",2,1964484,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.415,6.541,1,"Chr02",1972122,1972933,812,"+",7638,-8449,37950555,"Sobic.002G021300","Sobic.002G021300.1","Sobic.002G021300.1.p","PF00170","PTHR22952,PTHR22952:SF150","","","","GO:0043565,GO:0006355,GO:0003700","AT5G38800.1","AtbZIP43,bZIP43","basic leucine-zipper 43","LOC_Os07g03220.1",NA,"bZIP transcription factor domain containing protein, expressed"
"2305",3747,"PstI.TP470160","Sobic.002G021132",2,1964484,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.415,6.541,1,"Chr02",1956217,1957321,1105,"-",-8267,7163,37954927,"Sobic.002G021132","Sobic.002G021132.1","Sobic.002G021132.1.p","PF06404","PTHR33285,PTHR33285:SF5","","","","GO:0008283,GO:0008083,GO:0005576","AT3G49780.1","ATPSK3 (FORMER SYMBOL),ATPSK4,PSK4","phytosulfokine 4 precursor","LOC_Os03g12990.1",NA,"phytosulfokines precursor, putative, expressed"
"2306",3748,"PstI.TP470160","Sobic.002G021200",2,1964484,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.415,6.541,1,"Chr02",1957841,1964393,6553,"-",-6643,91,37949703,"Sobic.002G021200","Sobic.002G021200.1","Sobic.002G021200.1.p","PF04851,PF00271","PTHR10799,PTHR10799:SF606","KOG1002","3.6.4.12","K19001","GO:0016787,GO:0005524,GO:0003677","AT5G66750.1","ATDDM1,CHA1,CHR01,CHR1,DDM1,SOM1,SOM4","chromatin remodeling 1","LOC_Os09g27060.1",NA,"SNF2 family N-terminal domain containing protein, expressed"
"2319",3765,"PstI.TP477486","Sobic.002G240700",2,63077632,4,"PS_Y(4)","F116+36088im(4)","","","GFW_1(1)","FD_50(1)","fprind(1);fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3007,0.07144,1,"Chr02",63057100,63070344,13245,"+",-20532,7288,37955368,"Sobic.002G240700","Sobic.002G240700.1","Sobic.002G240700.1.p","PF05922,PF02225,PF00082","PTHR10795,PTHR10795:SF362","","3.4.21.25","","GO:0006508,GO:0004252","AT2G04160.1","AIR3","Subtilisin-like serine endopeptidase family protein","LOC_Os09g30250.1",NA,"OsSub58 - Putative Subtilisin homologue, expressed"
"2322",3768,"PstI.TP477486","Sobic.002G241100",2,63077632,4,"PS_Y(4)","F116+36088im(4)","","","GFW_1(1)","FD_50(1)","fprind(1);fprinGW(1)","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3007,0.07144,2,"Chr02",63083820,63087733,3914,"+",6188,-10101,37951158,"Sobic.002G241100","Sobic.002G241100.2","Sobic.002G241100.2.p","PF01501","PTHR32116,PTHR32116:SF21","","2.4.1.43","","GO:0016757,GO:0047262","AT5G47780.1","GAUT4","galacturonosyltransferase 4","LOC_Os09g30280.1",NA,"glycosyl transferase 8 domain containing protein, putative, expressed"
"2324",3771,"PstI.TP477722","Sobic.001G362601",1,65237049,7,"PS_N(6)PS_Y(1)","F116+36088im(7)","HD_1(1);GHW_1(1);HM_1(2)","","FD_1(1);FW_1(1)","","fprinM(1)","MLM+SUPER(1)","FarmCPU(6)","","",0.2336,6.602,1,"Chr01",65222522,65227792,5271,"+",-14527,9257,37939490,"Sobic.001G362601","Sobic.001G362601.1","Sobic.001G362601.1.p","PF07690","PTHR23500,PTHR23500:SF26","","","","GO:0055085,GO:0016021","AT2G48020.1","","Major facilitator superfamily protein","LOC_Os03g24860.1",NA,"transporter family protein, putative, expressed"
"2325",3772,"PstI.TP477722","Sobic.001G362701",1,65237049,7,"PS_N(6)PS_Y(1)","F116+36088im(7)","HD_1(1);GHW_1(1);HM_1(2)","","FD_1(1);FW_1(1)","","fprinM(1)","MLM+SUPER(1)","FarmCPU(6)","","",0.2336,6.602,1,"Chr01",65228233,65229662,1430,"+",-8816,7387,37938212,"Sobic.001G362701","Sobic.001G362701.1","Sobic.001G362701.1.p","PF00646","PTHR32133,PTHR32133:SF92","","","","GO:0005515","AT3G59610.1","","F-box family protein / jacalin lectin family protein","LOC_Os03g46140.1",NA,"OsFBX101 - F-box domain containing protein, expressed"
"2326",3773,"PstI.TP477722","Sobic.001G362900",1,65237049,7,"PS_N(6)PS_Y(1)","F116+36088im(7)","HD_1(1);GHW_1(1);HM_1(2)","","FD_1(1);FW_1(1)","","fprinM(1)","MLM+SUPER(1)","FarmCPU(6)","","",0.2336,6.602,1,"Chr01",65234966,65237598,2633,"+",-2083,-549,37939818,"Sobic.001G362900","Sobic.001G362900.1","Sobic.001G362900.1.p","PF00067","PTHR24298,PTHR24298:SF58","KOG0156","","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G26280.1","CYP71B4","cytochrome P450, family 71, subfamily B, polypeptide 4","LOC_Os10g30380.1",NA,"cytochrome P450, putative, expressed"
"2327",3774,"PstI.TP477722","Sobic.001G363100",1,65237049,7,"PS_N(6)PS_Y(1)","F116+36088im(7)","HD_1(1);GHW_1(1);HM_1(2)","","FD_1(1);FW_1(1)","","fprinM(1)","MLM+SUPER(1)","FarmCPU(6)","","",0.2336,6.602,1,"Chr01",65244565,65245928,1364,"+",7516,-8879,37940192,"Sobic.001G363100","Sobic.001G363100.1","Sobic.001G363100.1.p","PF00582","PTHR31964,PTHR31964:SF28","","","","GO:0006950","AT3G62550.1","","Adenine nucleotide alpha hydrolases-like superfamily protein","LOC_Os05g28740.1",NA,"universal stress protein domain containing protein, putative, expressed"
"2332",3780,"PstI.TP480160","Sobic.006G150100",6,51153057,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1)","FM_50(1)","","CMLM+SUPER(2)","","","",0.3948,0.1522,1,"Chr06",51145123,51147729,2607,"+",-7934,5328,37947498,"Sobic.006G150100","Sobic.006G150100.1","Sobic.006G150100.1.p","PF00230","PTHR19139,PTHR19139:SF137","KOG0223","","K09872","GO:0016020,GO:0006810,GO:0005215","AT2G37170.1","PIP2;2,PIP2B","plasma membrane intrinsic protein 2","LOC_Os02g41860.2",NA,"aquaporin protein, putative, expressed"
"2336",3784,"PstI.TP480160","Sobic.006G150600",6,51153057,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1)","FM_50(1)","","CMLM+SUPER(2)","","","",0.3948,0.1522,1,"Chr06",51159287,51162675,3389,"+",6230,-9618,37947164,"Sobic.006G150600","Sobic.006G150600.1","Sobic.006G150600.1.p","PF01546","PTHR11014,PTHR11014:SF103","","","K14664","GO:0016787,GO:0008152","AT5G54140.1","ILL3","IAA-leucine-resistant (ILR1)-like 3","LOC_Os04g44110.1",NA,"hydrolase, putative, expressed"
"2339",3788,"PstI.TP48338","Sobic.002G346800",2,71250737,18,"PS_Y(18)","F116+36088im(18)","GHW_1(2);HM_1(1)","GHW_50(2)","FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(8)MLM+SUPER(10)","","","",0.2314,0.6085,1,"Chr02",71256792,71258893,2102,"+",6055,-8156,37955156,"Sobic.002G346800","Sobic.002G346800.1","Sobic.002G346800.1.p","PF09011","PTHR31675","","","","GO:0007275","AT4G00180.1","YAB3","Plant-specific transcription factor YABBY family protein","LOC_Os07g38410.1",NA,"YABBY domain containing protein, putative, expressed"
"2341",3790,"PstI.TP48338","Sobic.002G346600",2,71250737,18,"PS_Y(18)","F116+36088im(18)","GHW_1(2);HM_1(1)","GHW_50(2)","FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(8)MLM+SUPER(10)","","","",0.2314,0.6085,3,"Chr02",71242663,71251130,8468,"-",-8074,-393,37953805,"Sobic.002G346600","Sobic.002G346600.3","Sobic.002G346600.3.p","PF07690","PTHR24064,PTHR24064:SF256","KOG0253","","","GO:0055085,GO:0016021","AT3G13050.1","","Major facilitator superfamily protein","LOC_Os07g38400.1",NA,"transporter family protein, putative, expressed"
"2343",3792,"PstI.TP48338","Sobic.002G346900",2,71250737,18,"PS_Y(18)","F116+36088im(18)","GHW_1(2);HM_1(1)","GHW_50(2)","FW_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(8)MLM+SUPER(10)","","","",0.2314,0.6085,2,"Chr02",71257943,71262584,4642,"-",7206,-11847,37953556,"Sobic.002G346900","Sobic.002G346900.2","Sobic.002G346900.2.p","PF08799,PF02840","PTHR13007,PTHR13007:SF19","KOG2808","","K12817","GO:0008380,GO:0005681","AT1G03140.1","","splicing factor Prp18 family protein","LOC_Os07g38420.1",NA,"pre-mRNA-splicing factor, putative, expressed"
"2349",3800,"PstI.TP487081","Sobic.003G027500",3,2424586,1,"PS_N(1)","F116+3098(1)","","","GFW_1(1)","","","","FarmCPU(1)","","",0.1379,1.656,1,"Chr03",2424271,2429022,4752,"+",-315,-4436,37915112,"Sobic.003G027500","Sobic.003G027500.1","Sobic.003G027500.1.p","PF07714","PTHR23257,PTHR23257:SF501","KOG0192","2.7.11.1","","GO:0006468,GO:0004672","AT5G58950.1","","Protein kinase superfamily protein","LOC_Os01g10450.2",NA,"protein kinase domain containing protein, expressed"
"2350",3802,"PstI.TP487081","Sobic.003G027600",3,2424586,1,"PS_N(1)","F116+3098(1)","","","GFW_1(1)","","","","FarmCPU(1)","","",0.1379,1.656,1,"Chr03",2429553,2431673,2121,"-",4967,-7087,37912868,"Sobic.003G027600","Sobic.003G027600.1","Sobic.003G027600.1.p","PF02485","PTHR19297,PTHR19297:SF75","KOG0799","","","GO:0016020,GO:0008375","AT3G15350.2","","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein","LOC_Os01g10440.1",NA,"xylosyltransferase, putative, expressed"
"2351",3803,"PstI.TP487745","Sobic.006G106400",6,47618306,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0236,0,1,"Chr06",47619157,47625037,5881,"+",851,-6731,37946696,"Sobic.006G106400","Sobic.006G106400.1","Sobic.006G106400.1.p","PF13180,PF13365","PTHR22939,PTHR22939:SF99","KOG1320","3.4.21.107","","GO:0005515","AT5G39830.1","DEG8,DEGP8","Trypsin family protein with PDZ domain","LOC_Os04g38640.1",NA,"OsDegp5 - Putative Deg protease homologue, expressed"
