,SNP,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
3901,PstI.TP537292,Sobic.001G514500.8,Chr01,78162706,78168598,5893,-,649,-6541
3902,PstI.TP537292,Sobic.001G514500.9,Chr01,78162706,78168598,5893,-,649,-6541
3903,PstI.TP537292,Sobic.001G514500.7,Chr01,78162706,78168624,5919,-,649,-6567
3904,PstI.TP537424,Sobic.003G201700.1,Chr03,53109856,53115116,5261,-,-4588,-672
3905,PstI.TP537424,Sobic.003G201750.1,Chr03,53123333,53143026,19694,-,8889,-28582
3906,PstI.TP537665,Sobic.001G078700.1,Chr01,6036955,6038097,1143,+,5149,-6291
3907,PstI.TP537665,Sobic.001G078600.1,Chr01,6020100,6024416,4317,-,-11706,7390
3910,PstI.TP539520,Sobic.001G526050.1,Chr01,79010667,79011508,842,+,4619,-5460
3911,PstI.TP539520,Sobic.001G526000.1,Chr01,79003916,79006904,2989,-,-2132,-856
3912,PstI.TP541575,Sobic.002G389000.1,Chr02,74267790,74269927,2138,+,-8518,6381
3913,PstI.TP541575,Sobic.002G389100.1,Chr02,74272656,74275244,2589,+,-3652,1064
3914,PstI.TP541575,Sobic.002G389200.3,Chr02,74275834,74281839,6006,+,-474,-5531
3915,PstI.TP541575,Sobic.002G389200.5,Chr02,74275834,74281852,6019,+,-474,-5544
3916,PstI.TP541575,Sobic.002G389200.2,Chr02,74275883,74281853,5971,+,-425,-5545
3917,PstI.TP541575,Sobic.002G389200.6,Chr02,74275883,74281853,5971,+,-425,-5545
3918,PstI.TP541575,Sobic.002G389200.4,Chr02,74275884,74281839,5956,+,-424,-5531
3919,PstI.TP541575,Sobic.002G389200.1,Chr02,74275928,74281144,5217,+,-380,-4836
3920,PstI.TP541575,Sobic.002G389301.1,Chr02,74281741,74284703,2963,-,5433,-8395
3922,PstI.TP543083,Sobic.007G068300.1,Chr07,7617494,7620027,2534,+,-2011,-522
3924,PstI.TP544110,Sobic.007G165000.1,Chr07,59985843,59988226,2384,+,-1155,-1228
3925,PstI.TP544110,Sobic.007G165100.1,Chr07,59994953,59996526,1574,+,7955,-9528
3926,PstI.TP544110,Sobic.007G164900.1,Chr07,59977348,59978348,1001,-,-9650,8650
3927,PstI.TP544110,Sobic.007G165200.1,Chr07,59996143,59998135,1993,-,9145,-11137
3928,PstI.TP545057,Sobic.003G214850.1,Chr03,54923188,54926309,3122,-,-10983,7862
3929,PstI.TP545057,Sobic.003G214900.1,Chr03,54928110,54933783,5674,-,-6061,388
3930,PstI.TP547023,Sobic.002G405800.1,Chr02,75554537,75564924,10388,-,-10236,-151
3931,PstI.TP547023,Sobic.002G405800.2,Chr02,75554537,75564924,10388,-,-10236,-151
3932,PstI.TP547023,Sobic.002G405900.1,Chr02,75568784,75572962,4179,-,4011,-8189
3933,PstI.TP547023,Sobic.002G405900.2,Chr02,75568784,75572962,4179,-,4011,-8189
3934,PstI.TP547023,Sobic.002G405900.3,Chr02,75568784,75572963,4180,-,4011,-8190
3935,PstI.TP547023,Sobic.002G406000.2,Chr02,75574179,75576235,2057,-,9406,-11462
3938,PstI.TP548709,Sobic.002G221400.2,Chr02,61333318,61336713,3396,+,-1748,-1647
3939,PstI.TP548709,Sobic.002G221400.1,Chr02,61333318,61337308,3991,+,-1748,-2242
3940,PstI.TP548709,Sobic.002G221450.1,Chr02,61337408,61339673,2266,+,2342,-4607
3941,PstI.TP548709,Sobic.002G221500.1,Chr02,61343147,61344844,1698,+,8081,-9778
3942,PstI.TP551551,Sobic.009G215500.3,Chr09,56019847,56028337,8491,+,-11866,3376
3943,PstI.TP551551,Sobic.009G215500.4,Chr09,56020413,56028337,7925,+,-11300,3376
3944,PstI.TP551551,Sobic.009G215700.1,Chr09,56036800,56038103,1304,+,5087,-6390
3945,PstI.TP551551,Sobic.009G215700.2,Chr09,56036800,56038103,1304,+,5087,-6390
3946,PstI.TP551551,Sobic.009G215600.1,Chr09,56030010,56031239,1230,-,-1703,474
3948,PstI.TP56482,Sobic.004G358800.2,Chr04,68537706,68539698,1993,+,-6519,4527
3950,PstI.TP568461,Sobic.003G445100.2,Chr03,74310197,74312158,1962,+,-5257,3296
3951,PstI.TP568461,Sobic.003G445100.1,Chr03,74310212,74312158,1947,+,-5242,3296
3952,PstI.TP568461,Sobic.003G445000.1,Chr03,74305821,74310057,4237,-,-9633,5397
3953,PstI.TP568461,Sobic.003G445000.2,Chr03,74305821,74310083,4263,-,-9633,5371
3954,PstI.TP568461,Sobic.003G445200.1,Chr03,74312442,74315689,3248,-,-3012,-235
3955,PstI.TP568461,Sobic.003G445300.2,Chr03,74316138,74319335,3198,-,684,-3881
3956,PstI.TP568461,Sobic.003G445400.3,Chr03,74320981,74326033,5053,-,5527,-10579
3957,PstI.TP568461,Sobic.003G445400.4,Chr03,74320981,74326033,5053,-,5527,-10579
3958,PstI.TP568461,Sobic.003G445400.1,Chr03,74320981,74326134,5154,-,5527,-10680
3959,PstI.TP569914,Sobic.005G013901.1,Chr05,1250208,1253844,3637,-,-12539,8903
3960,PstI.TP569914,Sobic.005G014000.1,Chr05,1261347,1263314,1968,-,-1400,-567
3961,PstI.TP570804,Sobic.004G053600.3,Chr04,4363597,4365472,1876,+,-1076,-799
3962,PstI.TP570804,Sobic.004G053600.1,Chr04,4363605,4365472,1868,+,-1068,-799
3963,PstI.TP570804,Sobic.004G053600.6,Chr04,4363605,4365472,1868,+,-1068,-799
3964,PstI.TP570804,Sobic.004G053600.4,Chr04,4363605,4365607,2003,+,-1068,-934
3965,PstI.TP570804,Sobic.004G053600.5,Chr04,4363605,4365607,2003,+,-1068,-934
3966,PstI.TP570804,Sobic.004G053600.2,Chr04,4363605,4366050,2446,+,-1068,-1377
3967,PstI.TP570804,Sobic.004G053500.1,Chr04,4351658,4361896,10239,-,-13015,2777
3968,PstI.TP570804,Sobic.004G053700.1,Chr04,4365616,4367727,2112,-,943,-3054
3969,PstI.TP572438,Sobic.003G404050.1,Chr03,71176384,71177662,1279,+,-2394,1116
3970,PstI.TP572438,Sobic.003G403900.2,Chr03,71164794,71170040,5247,-,-13984,8738
3971,PstI.TP572438,Sobic.003G403900.3,Chr03,71164794,71170040,5247,-,-13984,8738
3972,PstI.TP572438,Sobic.003G403900.1,Chr03,71164836,71170040,5205,-,-13942,8738
3973,PstI.TP572438,Sobic.003G404000.1,Chr03,71173869,71178692,4824,-,-4909,86
3974,PstI.TP572438,Sobic.003G404100.1,Chr03,71182266,71186959,4694,-,3488,-8181
3977,PstI.TP576366,Sobic.002G002700.1,Chr02,371186,376029,4844,+,-4164,-679
3978,PstI.TP576366,Sobic.002G002800.1,Chr02,379435,383958,4524,+,4085,-8608
3979,PstI.TP57930,Sobic.002G296800.3,Chr02,67338433,67340417,1985,+,-8185,6201
3980,PstI.TP57930,Sobic.002G296900.2,Chr02,67340633,67343377,2745,+,-5985,3241
3981,PstI.TP57930,Sobic.002G297000.1,Chr02,67346020,67348981,2962,+,-598,-2363
3982,PstI.TP57930,Sobic.002G297100.1,Chr02,67348662,67351083,2422,-,2044,-4465
3983,PstI.TP57930,Sobic.002G297200.1,Chr02,67351666,67356303,4638,-,5048,-9685
3984,PstI.TP57930,Sobic.002G297300.1,Chr02,67354394,67359353,4960,-,7776,-12735
3985,PstI.TP579760,Sobic.006G178000.1,Chr06,53256556,53258104,1549,+,-11224,9676
3986,PstI.TP579760,Sobic.006G178100.1,Chr06,53259612,53264159,4548,-,-8168,3621
3987,PstI.TP579760,Sobic.006G178200.1,Chr06,53265710,53267863,2154,-,-2070,-83
3988,PstI.TP579760,Sobic.006G178300.2,Chr06,53272301,53274151,1851,-,4521,-6371
3989,PstI.TP579760,Sobic.006G178400.1,Chr06,53275913,53280375,4463,-,8133,-12595
3990,PstI.TP581762,Sobic.004G284800.1,Chr04,62728015,62732816,4802,+,-13266,8465
3991,PstI.TP581762,Sobic.004G284800.2,Chr04,62728015,62732832,4818,+,-13266,8449
3992,PstI.TP581762,Sobic.004G284900.1,Chr04,62735352,62737899,2548,-,-5929,3382
3993,PstI.TP581762,Sobic.004G285000.1,Chr04,62738099,62742223,4125,-,-3182,-942
3995,PstI.TP582861,Sobic.003G342900.1,Chr03,66509511,66511995,2485,+,-3965,1481
3996,PstI.TP582861,Sobic.003G343200.1,Chr03,66518857,66523679,4823,+,5381,-10203
3997,PstI.TP582861,Sobic.003G342800.1,Chr03,66501733,66504155,2423,-,-11743,9321
3998,PstI.TP582861,Sobic.003G343000.1,Chr03,66513037,66513854,818,-,-439,-378
3999,PstI.TP582861,Sobic.003G343100.2,Chr03,66515714,66517073,1360,-,2238,-3597
4000,PstI.TP583331,Sobic.004G016800.1,Chr04,1321951,1328531,6581,-,-15924,9344
4001,PstI.TP583331,Sobic.004G016900.1,Chr04,1337266,1341010,3745,-,-609,-3135
4002,PstI.TP585913,Sobic.008G130000.1,Chr08,55570744,55574859,4116,+,-8789,4674
4003,PstI.TP585913,Sobic.008G130100.1,Chr08,55578940,55586253,7314,+,-593,-6720
4004,PstI.TP585913,Sobic.008G130200.1,Chr08,55589116,55589800,685,+,9583,-10267
4005,PstI.TP587376,Sobic.004G028600.1,Chr04,2276730,2279670,2941,+,-11967,9027
4006,PstI.TP587376,Sobic.004G028600.2,Chr04,2276730,2279670,2941,+,-11967,9027
4007,PstI.TP587376,Sobic.004G028600.3,Chr04,2276730,2279670,2941,+,-11967,9027
4008,PstI.TP587376,Sobic.004G028700.1,Chr04,2279703,2284345,4643,-,-8994,4352
4009,PstI.TP587376,Sobic.004G028700.2,Chr04,2279703,2284345,4643,-,-8994,4352
4010,PstI.TP587376,Sobic.004G028700.3,Chr04,2279703,2284345,4643,-,-8994,4352
4011,PstI.TP587376,Sobic.004G028700.4,Chr04,2279703,2284345,4643,-,-8994,4352
4012,PstI.TP587376,Sobic.004G028800.1,Chr04,2285658,2289368,3711,-,-3039,-671
4013,PstI.TP587376,Sobic.004G028800.2,Chr04,2286395,2289379,2985,-,-2302,-682
4017,PstI.TP590958,Sobic.001G203700.1,Chr01,18562654,18566508,3855,+,-8095,4241
4018,PstI.TP590958,Sobic.001G203800.1,Chr01,18569975,18572323,2349,+,-774,-1574
4020,PstI.TP591413,Sobic.006G047400.1,Chr06,32813279,32815507,2229,+,-184,-2044
4021,PstI.TP59735,Sobic.001G040600.2,Chr01,3025065,3035578,10514,+,-2565,-7948
4022,PstI.TP59735,Sobic.001G040600.1,Chr01,3025065,3039737,14673,+,-2565,-12107
4023,PstI.TP59735,Sobic.001G040600.3,Chr01,3025752,3039737,13986,+,-1878,-12107
4024,PstI.TP59735,Sobic.001G040500.1,Chr01,3016610,3019552,2943,-,-11020,8078
4025,PstI.TP59735,Sobic.001G040500.3,Chr01,3017036,3019552,2517,-,-10594,8078
4026,PstI.TP59735,Sobic.001G040500.2,Chr01,3017621,3019552,1932,-,-10009,8078
4027,PstI.TP59735,Sobic.001G040701.1,Chr01,3036852,3038472,1621,-,9222,-10842
4028,PstI.TP604956,Sobic.010G070200.1,Chr10,5633631,5635324,1694,+,4874,-6567
4029,PstI.TP604956,Sobic.010G069900.1,Chr10,5619278,5621072,1795,-,-9479,7685
4030,PstI.TP604956,Sobic.010G070000.1,Chr10,5623507,5625474,1968,-,-5250,3283
4031,PstI.TP604956,Sobic.010G070100.1,Chr10,5627081,5630306,3226,-,-1676,-1549
4032,PstI.TP604956,Sobic.010G070100.2,Chr10,5627081,5630306,3226,-,-1676,-1549
4033,PstI.TP605565,Sobic.005G029400.1,Chr05,2609018,2613052,4035,-,-10175,6141
4034,PstI.TP605565,Sobic.005G029500.1,Chr05,2614060,2615642,1583,-,-5133,3551
4035,PstI.TP605565,Sobic.005G029600.1,Chr05,2618564,2621041,2478,-,-629,-1848
4037,PstI.TP607682,Sobic.006G239200.1,Chr06,57989702,57990415,714,+,-5399,4686
4038,PstI.TP607682,Sobic.006G239100.2,Chr06,57985251,57987615,2365,-,-9850,7486
4039,PstI.TP607682,Sobic.006G239300.1,Chr06,57990555,57994242,3688,-,-4546,859
4040,PstI.TP607682,Sobic.006G239400.1,Chr06,57999332,58003116,3785,-,4231,-8015
4041,PstI.TP607682,Sobic.006G239500.1,Chr06,58004806,58006738,1933,-,9705,-11637
4044,PstI.TP6170,Sobic.006G219801.5,Chr06,56699699,56709066,9368,+,-3098,-6269
4045,PstI.TP6170,Sobic.006G219801.1,Chr06,56699715,56709047,9333,+,-3082,-6250
4046,PstI.TP6170,Sobic.006G219801.6,Chr06,56699715,56709047,9333,+,-3082,-6250
4047,PstI.TP6170,Sobic.006G219801.8,Chr06,56699715,56709047,9333,+,-3082,-6250
4048,PstI.TP6170,Sobic.006G219801.3,Chr06,56699715,56709066,9352,+,-3082,-6269
4049,PstI.TP6170,Sobic.006G219801.4,Chr06,56699715,56709275,9561,+,-3082,-6478
4050,PstI.TP6170,Sobic.006G219801.7,Chr06,56699715,56709275,9561,+,-3082,-6478
4051,PstI.TP6170,Sobic.006G219801.2,Chr06,56700574,56709047,8474,+,-2223,-6250
4052,PstI.TP6170,Sobic.006G219700.1,Chr06,56695999,56696898,900,-,-6798,5899
4053,PstI.TP6170,Sobic.006G219900.1,Chr06,56710912,56714129,3218,-,8115,-11332
4054,PstI.TP617376,Sobic.004G300500.1,Chr04,63929583,63933702,4120,+,-2368,-1751
4055,PstI.TP617376,Sobic.004G300500.2,Chr04,63929583,63933702,4120,+,-2368,-1751
4056,PstI.TP617376,Sobic.004G300500.3,Chr04,63930522,63933298,2777,+,-1429,-1347
4057,PstI.TP617376,Sobic.004G300600.1,Chr04,63937434,63940005,2572,+,5483,-8054
4059,PstI.TP619768,Sobic.007G199500.1,Chr07,63040098,63042062,1965,+,-8404,6440
4060,PstI.TP619768,Sobic.007G199550.1,Chr07,63046819,63047794,976,+,-1683,708
4061,PstI.TP619768,Sobic.007G199600.1,Chr07,63053317,63055029,1713,+,4815,-6527
4062,PstI.TP619768,Sobic.007G199600.2,Chr07,63053317,63055029,1713,+,4815,-6527
4065,PstI.TP621994,Sobic.003G446000.1,Chr03,74370958,74375275,4318,+,-12545,8228
4066,PstI.TP621994,Sobic.003G446000.2,Chr03,74370958,74375275,4318,+,-12545,8228
4067,PstI.TP621994,Sobic.003G446100.4,Chr03,74380851,74384221,3371,-,-2652,-718
4068,PstI.TP621994,Sobic.003G446100.3,Chr03,74380851,74384236,3386,-,-2652,-733
4069,PstI.TP621994,Sobic.003G446100.1,Chr03,74380851,74384257,3407,-,-2652,-754
4070,PstI.TP622176,Sobic.003G324500.1,Chr03,65120997,65121530,534,+,-8473,7940
4071,PstI.TP622176,Sobic.003G324700.1,Chr03,65137646,65140583,2938,+,8176,-11113
4072,PstI.TP622176,Sobic.003G324600.1,Chr03,65124588,65129402,4815,-,-4882,68
4073,PstI.TP626222,Sobic.001G479850.1,Chr01,75163149,75164857,1709,+,-332,-1376
4074,PstI.TP626222,Sobic.001G479800.2,Chr01,75151132,75156143,5012,-,-12349,7338
4075,PstI.TP626222,Sobic.001G479800.1,Chr01,75151254,75156143,4890,-,-12227,7338
4076,PstI.TP626274,Sobic.009G001200.1,Chr09,141247,145642,4396,+,-8481,4086
4077,PstI.TP626274,Sobic.009G001400.1,Chr09,158520,161627,3108,+,8792,-11899
4078,PstI.TP626274,Sobic.009G001300.1,Chr09,145958,153440,7483,-,-3770,-3712
4079,PstI.TP626274,Sobic.009G001300.4,Chr09,145958,153440,7483,-,-3770,-3712
4080,PstI.TP626274,Sobic.009G001300.5,Chr09,145958,153440,7483,-,-3770,-3712
4081,PstI.TP626274,Sobic.009G001300.2,Chr09,145958,153464,7507,-,-3770,-3736
4082,PstI.TP626274,Sobic.009G001300.3,Chr09,145958,153464,7507,-,-3770,-3736
4083,PstI.TP62793,Sobic.001G292100.3,Chr01,56888776,56893740,4965,+,-13656,8692
4084,PstI.TP62793,Sobic.001G292100.8,Chr01,56888776,56893740,4965,+,-13656,8692
4085,PstI.TP62793,Sobic.001G292100.4,Chr01,56888785,56893740,4956,+,-13647,8692
4086,PstI.TP62793,Sobic.001G292100.9,Chr01,56888785,56893740,4956,+,-13647,8692
4087,PstI.TP62793,Sobic.001G292100.2,Chr01,56888785,56894324,5540,+,-13647,8108
4088,PstI.TP62793,Sobic.001G292100.5,Chr01,56889090,56893740,4651,+,-13342,8692
4089,PstI.TP62793,Sobic.001G292100.6,Chr01,56890776,56893740,2965,+,-11656,8692
4090,PstI.TP62793,Sobic.001G292100.7,Chr01,56890776,56893740,2965,+,-11656,8692
4091,PstI.TP62793,Sobic.001G292100.1,Chr01,56890776,56894324,3549,+,-11656,8108
4092,PstI.TP62793,Sobic.001G292200.1,Chr01,56895689,56901944,6256,+,-6743,488
4093,PstI.TP62793,Sobic.001G292200.2,Chr01,56895709,56905451,9743,+,-6723,-3019
4094,PstI.TP62793,Sobic.001G292400.2,Chr01,56905779,56908841,3063,+,3347,-6409
4095,PstI.TP629259,Sobic.001G056601.1,Chr01,4267205,4272781,5577,+,-8822,3246
4096,PstI.TP629259,Sobic.001G056601.2,Chr01,4271015,4272781,1767,+,-5012,3246
4097,PstI.TP629259,Sobic.001G056700.1,Chr01,4275459,4279430,3972,+,-568,-3403
4098,PstI.TP629259,Sobic.001G056800.1,Chr01,4279716,4286604,6889,-,3689,-10577
4100,PstI.TP629786,Sobic.003G362800.1,Chr03,68026375,68029439,3065,+,-2842,-222
4101,PstI.TP629786,Sobic.003G363000.3,Chr03,68034064,68038469,4406,+,4847,-9252
4102,PstI.TP629786,Sobic.003G363000.4,Chr03,68034064,68038562,4499,+,4847,-9345
4103,PstI.TP629786,Sobic.003G363000.2,Chr03,68034300,68039620,5321,+,5083,-10403
4104,PstI.TP629786,Sobic.003G363000.1,Chr03,68034370,68038559,4190,+,5153,-9342
4105,PstI.TP629786,Sobic.003G362900.1,Chr03,68028967,68034450,5484,-,-250,-5233
4106,PstI.TP630324,Sobic.001G359601.1,Chr01,64942811,64944057,1247,+,-9517,8271
4107,PstI.TP630324,Sobic.001G359800.1,Chr01,64946911,64949156,2246,+,-5417,3172
4108,PstI.TP630324,Sobic.001G359700.1,Chr01,64944686,64945267,582,-,-7642,7061
4109,PstI.TP630324,Sobic.001G359900.2,Chr01,64949270,64953090,3821,-,-3058,-762
4110,PstI.TP630324,Sobic.001G359900.3,Chr01,64949270,64953090,3821,-,-3058,-762
4111,PstI.TP630324,Sobic.001G359900.4,Chr01,64949270,64953106,3837,-,-3058,-778
4112,PstI.TP630324,Sobic.001G359900.5,Chr01,64949270,64953111,3842,-,-3058,-783
4113,PstI.TP630324,Sobic.001G359900.1,Chr01,64949331,64953090,3760,-,-2997,-762
4114,PstI.TP630324,Sobic.001G360000.1,Chr01,64954088,64958710,4623,-,1760,-6382
4117,PstI.TP633054,Sobic.007G015700.1,Chr07,1379884,1382850,2967,+,-10270,7304
4118,PstI.TP633054,Sobic.007G015900.1,Chr07,1389078,1390379,1302,+,-1076,-225
4119,PstI.TP633054,Sobic.007G016000.1,Chr07,1391800,1396124,4325,+,1646,-5970
4120,PstI.TP633054,Sobic.007G016100.1,Chr07,1396782,1397491,710,+,6628,-7337
4121,PstI.TP633054,Sobic.007G015800.1,Chr07,1384691,1385439,749,-,-5463,4715
4123,PstI.TP637101,Sobic.001G045700.1,Chr01,3380803,3386682,5880,+,-9409,3530
4124,PstI.TP637101,Sobic.001G045900.1,Chr01,3396428,3397928,1501,+,6216,-7716
4125,PstI.TP637101,Sobic.001G045800.1,Chr01,3388624,3391471,2848,-,-1588,-1259
4126,PstI.TP637101,Sobic.001G046000.1,Chr01,3398302,3400360,2059,-,8090,-10148
4127,PstI.TP63807,Sobic.009G242501.1,Chr09,57908190,57909947,1758,-,-8903,7146
4128,PstI.TP63807,Sobic.009G242600.3,Chr09,57914633,57918493,3861,-,-2460,-1400
4129,PstI.TP63807,Sobic.009G242600.4,Chr09,57914633,57918493,3861,-,-2460,-1400
4130,PstI.TP63807,Sobic.009G242600.2,Chr09,57914633,57918884,4252,-,-2460,-1791
4131,PstI.TP63807,Sobic.009G242700.1,Chr09,57919723,57920642,920,-,2630,-3549
4132,PstI.TP63807,Sobic.009G242800.1,Chr09,57922001,57925947,3947,-,4908,-8854
4133,PstI.TP63816,Sobic.005G009100.2,Chr05,726918,738467,11550,+,-21543,9994
4134,PstI.TP63816,Sobic.005G009300.1,Chr05,736558,743856,7299,+,-11903,4605
4135,PstI.TP63816,Sobic.005G009400.1,Chr05,746842,748512,1671,+,-1619,-51
4136,PstI.TP63816,Sobic.005G009400.2,Chr05,746842,748512,1671,+,-1619,-51
4137,PstI.TP638471,Sobic.003G039000.1,Chr03,3666109,3671597,5489,+,-5155,-333
4138,PstI.TP638471,Sobic.003G039100.1,Chr03,3671913,3673182,1270,-,649,-1918
4139,PstI.TP638471,Sobic.003G039200.1,Chr03,3673463,3676015,2553,-,2199,-4751
4140,PstI.TP639463,Sobic.006G276300.1,Chr06,60722232,60723789,1558,+,4875,-6432
4141,PstI.TP639463,Sobic.006G276200.1,Chr06,60712561,60714098,1538,-,-4796,3259
4142,PstI.TP640478,Sobic.004G275000.1,Chr04,61839488,61844842,5355,+,3116,-8470
4143,PstI.TP640478,Sobic.004G274900.1,Chr04,61830537,61837108,6572,-,-5835,-736
4144,PstI.TP640478,Sobic.004G274900.3,Chr04,61830537,61837108,6572,-,-5835,-736
4145,PstI.TP640478,Sobic.004G274900.4,Chr04,61831316,61836633,5318,-,-5056,-261
4146,PstI.TP640478,Sobic.004G274900.2,Chr04,61831316,61837108,5793,-,-5056,-736
4147,PstI.TP640904,Sobic.003G344600.1,Chr03,66595635,66598918,3284,+,-7354,4071
4148,PstI.TP640904,Sobic.003G344700.2,Chr03,66599390,66602271,2882,-,-3599,718
4149,PstI.TP640904,Sobic.003G344700.1,Chr03,66600934,66602632,1699,-,-2055,357
4150,PstI.TP640904,Sobic.003G344800.1,Chr03,66602544,66606967,4424,-,-445,-3978
4151,PstI.TP640904,Sobic.003G344800.2,Chr03,66602544,66606974,4431,-,-445,-3985
4152,PstI.TP640904,Sobic.003G344900.1,Chr03,66609921,66613176,3256,-,6932,-10187
4153,PstI.TP640960,Sobic.001G539200.1,Chr01,80207821,80212107,4287,+,-1948,-2338
4154,PstI.TP641744,Sobic.002G225300.1,Chr02,61728112,61732631,4520,+,-10181,5662
4155,PstI.TP641744,Sobic.002G225400.1,Chr02,61737121,61740036,2916,-,-1172,-1743
4157,PstI.TP643290,Sobic.001G275500.2,Chr01,53454038,53457346,3309,+,-1524,-1784
4158,PstI.TP643290,Sobic.001G275500.1,Chr01,53454226,53457346,3121,+,-1336,-1784
4159,PstI.TP643551,Sobic.003G183850.1,Chr03,49017218,49018565,1348,+,-10142,8795
4160,PstI.TP643551,Sobic.003G183900.1,Chr03,49022336,49024163,1828,+,-5024,3197
4161,PstI.TP643551,Sobic.003G184000.1,Chr03,49027616,49031571,3956,+,256,-4211
4162,PstI.TP643551,Sobic.003G184100.1,Chr03,49035142,49039207,4066,-,7782,-11847
4163,PstI.TP643551,Sobic.003G184100.2,Chr03,49035142,49039228,4087,-,7782,-11868
4168,PstI.TP650369,Sobic.003G401200.1,Chr03,70974760,70977928,3169,+,-1502,-1666
4169,PstI.TP650369,Sobic.003G401300.1,Chr03,70978918,70980155,1238,+,2656,-3893
4170,PstI.TP650369,Sobic.003G401400.1,Chr03,70982034,70984335,2302,+,5772,-8073
4171,PstI.TP650369,Sobic.003G401500.1,Chr03,70986210,70987170,961,+,9948,-10908
4172,PstI.TP650369,Sobic.003G401100.1,Chr03,70964546,70969963,5418,-,-11716,6299
4173,PstI.TP650369,Sobic.003G401600.1,Chr03,70985162,71007055,21894,-,8900,-30793
4174,PstI.TP650956,Sobic.007G108400.1,Chr07,39082517,39087365,4849,+,-7744,2896
4175,PstI.TP650956,Sobic.007G108400.6,Chr07,39082518,39087365,4848,+,-7743,2896
4176,PstI.TP650956,Sobic.007G108400.2,Chr07,39082545,39087365,4821,+,-7716,2896
4177,PstI.TP650956,Sobic.007G108400.3,Chr07,39082545,39087365,4821,+,-7716,2896
4178,PstI.TP650956,Sobic.007G108400.4,Chr07,39082545,39087365,4821,+,-7716,2896
4179,PstI.TP650956,Sobic.007G108400.5,Chr07,39082545,39087365,4821,+,-7716,2896
4180,PstI.TP650956,Sobic.007G108500.1,Chr07,39089200,39093976,4777,+,-1061,-3715
4181,PstI.TP650956,Sobic.007G108600.1,Chr07,39092488,39092971,484,-,2227,-2710
4182,PstI.TP650956,Sobic.007G108700.1,Chr07,39094759,39095442,684,-,4498,-5181
4183,PstI.TP650956,Sobic.007G108800.1,Chr07,39096342,39097208,867,-,6081,-6947
4184,PstI.TP650956,Sobic.007G108800.2,Chr07,39096342,39097208,867,-,6081,-6947
4185,PstI.TP650956,Sobic.007G108800.3,Chr07,39096536,39097191,656,-,6275,-6930
4186,PstI.TP650956,Sobic.007G108900.1,Chr07,39097296,39102107,4812,-,7035,-11846
4188,PstI.TP654004,Sobic.009G026500.1,Chr09,2348224,2358729,10506,+,-9138,-1367
4189,PstI.TP654004,Sobic.009G026500.2,Chr09,2348224,2358729,10506,+,-9138,-1367
4190,PstI.TP654004,Sobic.009G026600.1,Chr09,2359969,2360166,198,-,2607,-2804
4192,PstI.TP65639,Sobic.002G318300.1,Chr02,69068162,69076442,8281,+,-7156,-1124
4193,PstI.TP65639,Sobic.002G318400.1,Chr02,69074406,69074780,375,+,-912,538
4194,PstI.TP65639,Sobic.002G318501.1,Chr02,69077968,69080574,2607,+,2650,-5256
4195,PstI.TP65639,Sobic.002G318600.1,Chr02,69083444,69088463,5020,+,8126,-13145
4196,PstI.TP661215,Sobic.003G209200.1,Chr03,54114156,54121612,7457,+,-15455,7999
4197,PstI.TP661215,Sobic.003G209200.2,Chr03,54114156,54121612,7457,+,-15455,7999
4198,PstI.TP661215,Sobic.003G209300.1,Chr03,54123487,54124582,1096,+,-6124,5029
4199,PstI.TP661215,Sobic.003G209400.1,Chr03,54128812,54132085,3274,+,-799,-2474
4200,PstI.TP661215,Sobic.003G209500.1,Chr03,54134152,54137018,2867,+,4541,-7407
4201,PstI.TP661215,Sobic.003G209600.1,Chr03,54136438,54138163,1726,-,6827,-8552
4202,PstI.TP661215,Sobic.003G209600.2,Chr03,54136438,54138163,1726,-,6827,-8552
4203,PstI.TP661829,Sobic.006G082400.1,Chr06,45141187,45144767,3581,+,-12547,8967
4204,PstI.TP661829,Sobic.006G082600.1,Chr06,45147719,45153345,5627,+,-6015,389
4205,PstI.TP661829,Sobic.006G082850.1,Chr06,45156492,45158024,1533,+,2758,-4290
4206,PstI.TP661829,Sobic.006G082800.1,Chr06,45157359,45164541,7183,+,3625,-10807
4207,PstI.TP661829,Sobic.006G082500.1,Chr06,45144934,45147282,2349,-,-8800,6452
4208,PstI.TP661829,Sobic.006G082700.2,Chr06,45153611,45154399,789,-,-123,-665
4211,PstI.TP663240,Sobic.006G223800.1,Chr06,56978000,56983293,5294,+,2640,-7933
4212,PstI.TP663240,Sobic.006G223800.2,Chr06,56978375,56983279,4905,+,3015,-7919
4213,PstI.TP663240,Sobic.006G223800.3,Chr06,56978730,56983279,4550,+,3370,-7919
4214,PstI.TP663240,Sobic.006G223850.1,Chr06,56983511,56986744,3234,+,8151,-11384
4215,PstI.TP663240,Sobic.006G223601.1,Chr06,56967241,56975460,8220,-,-8119,-100
4216,PstI.TP663240,Sobic.006G223700.1,Chr06,56976265,56976889,625,-,905,-1529
4217,PstI.TP666628,Sobic.010G003600.1,Chr10,305403,306270,868,+,-7519,6652
4218,PstI.TP666628,Sobic.010G003700.1,Chr10,312524,314071,1548,+,-398,-1149
4220,PstI.TP671098,Sobic.002G172600.1,Chr02,54577710,54581293,3584,+,-193,-3390
