"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"1201",2076,"PstI.TP1022814","Sobic.003G396900",3,70684115,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","GHW_50(1)","FM_1(1)","","","CMLM+SUPER(3)MLM+SUPER(2)","","","",0.4216,1.619,3,"Chr03",70684280,70690720,6441,"+",165,-6605,37914382,"Sobic.003G396900","Sobic.003G396900.3","Sobic.003G396900.3.p","","PTHR12112","","3.6.1.1","","","","","","LOC_Os01g68130.1",NA,"expressed protein"
"1227",2113,"PstI.TP1040925","Sobic.001G233800",1,23057306,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2858,0.9257,1,"Chr01",23056373,23058487,2115,"+",-933,-1181,37944890,"Sobic.001G233800","Sobic.001G233800.1","Sobic.001G233800.1.p","PF08879","PTHR34680","","","","","","","","LOC_Os10g30890.1",NA,"expressed protein"
"1228",2115,"PstI.TP1040925","Sobic.001G233900",1,23057306,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2858,0.9257,1,"Chr01",23062852,23064993,2142,"+",5546,-7687,37942813,"Sobic.001G233900","Sobic.001G233900.1","Sobic.001G233900.1.p","PF08879","PTHR34680","","","","","","","","LOC_Os10g30890.1",NA,"expressed protein"
"1229",2117,"PstI.TP1043924","Sobic.001G004300",1,365760,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","CMLM+SUPER(1)","","","",0.138,0.8907,3,"Chr01",375343,377471,2129,"+",9583,-11711,37943471,"Sobic.001G004300","Sobic.001G004300.3","Sobic.001G004300.3.p","","PTHR33306,PTHR33306:SF8","","","","","","","","LOC_Os03g64100.1",NA,"expressed protein"
"1238",2130,"PstI.TP1046316","Sobic.003G414000",3,72119163,4,"PS_N(4)","F96+4814(4)","","HM_50(1)","","FW_50(1);FM_50(1)","fprinW(1)","","FarmCPU(4)","","",0.09896,1.83,1,"Chr03",72112213,72113526,1314,"-",-6950,5637,37914999,"Sobic.003G414000","Sobic.003G414000.1","Sobic.003G414000.1.p","","PTHR32133,PTHR32133:SF154","","","","","","","","LOC_Os01g05880.1",NA,"OsFBX1 - F-box domain containing protein, expressed"
"1256",2162,"PstI.TP1057124","Sobic.009G073600",9,9148132,24,"PS_N(1)PS_Y(23)","F96+4814(3);F106+4185(2);F116+3098(19)","HD_1(2);HM_1(1)","HD_50(2);HW_50(1)","GFW_1(1)","FD_50(3);FW_50(3);GFW_50(4);FM_50(1)","fprinW(2);fprind(2);fprinGW(1);fprinM(1)","","FarmCPU(1)","mrMLM(8);FASTmrMLM(7)","ISIS EM-BLASSO(8)",0.3947,10.02,1,"Chr09",9146309,9146937,629,"+",-1823,1195,37919773,"Sobic.009G073600","Sobic.009G073600.1","Sobic.009G073600.1.p","","","","","","","","","","",NA,""
"1279",2205,"PstI.TP1072201","Sobic.007G046600",7,4673781,11,"PS_Y(11)","F116+36088im(11)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.3939,0.01665,1,"Chr07",4672603,4673441,839,"+",-1178,340,37936433,"Sobic.007G046600","Sobic.007G046600.1","Sobic.007G046600.1.p","","","","","","","","","","",NA,""
"1280",2206,"PstI.TP1072201","Sobic.007G046700",7,4673781,11,"PS_Y(11)","F116+36088im(11)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.3939,0.01665,1,"Chr07",4674328,4677416,3089,"+",547,-3635,37934355,"Sobic.007G046700","Sobic.007G046700.1","Sobic.007G046700.1.p","","","","","","","","","","",NA,""
"1281",2207,"PstI.TP1072201","Sobic.007G046800",7,4673781,11,"PS_Y(11)","F116+36088im(11)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.3939,0.01665,1,"Chr07",4683688,4684248,561,"+",9907,-10467,37935239,"Sobic.007G046800","Sobic.007G046800.1","Sobic.007G046800.1.p","","","","","","","","","","LOC_Os12g12230.1",NA,"DEFL43 - Defensin and Defensin-like DEFL family, expressed"
"1289",2228,"PstI.TP107814","Sobic.003G387200",3,69906793,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.08019,1.628,1,"Chr03",69899326,69900466,1141,"+",-7467,6327,37915432,"Sobic.003G387200","Sobic.003G387200.1","Sobic.003G387200.1.p","","","","","","","","","","",NA,""
"1291",2230,"PstI.TP107814","Sobic.003G387400",3,69906793,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.08019,1.628,1,"Chr03",69912329,69913457,1129,"+",5536,-6664,37917854,"Sobic.003G387400","Sobic.003G387400.1","Sobic.003G387400.1.p","","","","","","","","","","",NA,""
"1293",2233,"PstI.TP107881","Sobic.002G019600",2,1829534,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.08033,0.3206,2,"Chr02",1815163,1821204,6042,"-",-14371,8330,37952941,"Sobic.002G019600","Sobic.002G019600.2","Sobic.002G019600.2.p","PF00646","PTHR32133,PTHR32133:SF100","","","","GO:0005515","","","","LOC_Os07g23900.1",NA,"OsFBX234 - F-box domain containing protein, expressed"
"1294",2236,"PstI.TP107881","Sobic.002G019750",2,1829534,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.08033,0.3206,1,"Chr02",1822905,1824868,1964,"-",-6629,4666,37955186,"Sobic.002G019750","Sobic.002G019750.1","Sobic.002G019750.1.p","PF00646","PTHR32133,PTHR32133:SF131","","","","GO:0005515","","","","LOC_Os07g23900.1",NA,"OsFBX234 - F-box domain containing protein, expressed"
"1297",2239,"PstI.TP1079268","Sobic.004G286900",4,62919464,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1735,0.3065,1,"Chr04",62920504,62923636,3133,"-",1040,-4172,37933253,"Sobic.004G286900","Sobic.004G286900.1","Sobic.004G286900.1.p","","","","","","","","","","",NA,""
"1302",2245,"PstI.TP1080029","Sobic.006G189600",6,54377110,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(1)","","GFW_1(1)","FW_50(1);GFW_50(2);FM_50(1)","","CMLM+SUPER(2)MLM+SUPER(6)","","","",0.1016,0.4661,1,"Chr06",54382480,54383251,772,"-",5370,-6141,37947075,"Sobic.006G189600","Sobic.006G189600.1","Sobic.006G189600.1.p","","","","","","","","","","",NA,""
"1304",2247,"PstI.TP1080621","Sobic.003G038901",3,3657091,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(2)","","","FD_50(1)","fprind(1)","CMLM+SUPER(4)MLM+SUPER(2)","","","",0.3417,0.09424,1,"Chr03",3653247,3653959,713,"-",-3844,3132,37918714,"Sobic.003G038901","Sobic.003G038901.1","Sobic.003G038901.1.p","","","","","","","","","","",NA,""
"1313",2262,"PstI.TP1090311","Sobic.006G103000",6,47330022,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.07295,6.999,1,"Chr06",47328961,47330684,1724,"-",-1061,-662,37945602,"Sobic.006G103000","Sobic.006G103000.1","Sobic.006G103000.1.p","","PTHR35503,PTHR35503:SF1","","","","","","","","LOC_Os04g38320.1",NA,"expressed protein"
"1326",2277,"PstI.TP1100793","Sobic.001G065150",1,4939667,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2297,1.056,1,"Chr01",4934963,4944996,10034,"-",-4704,-5329,37944162,"Sobic.001G065150","Sobic.001G065150.1","Sobic.001G065150.1.p","","","","","","","","","","",NA,""
"1327",2278,"PstI.TP1100793","Sobic.001G065400",1,4939667,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2297,1.056,1,"Chr01",4944997,4945239,243,"-",5330,-5572,37939128,"Sobic.001G065400","Sobic.001G065400.1","Sobic.001G065400.1.p","","","","","","","","","","",NA,""
"1328",2279,"PstI.TP1100905","Sobic.003G436750",3,73743770,1,"PS_N(1)","F106+4185(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.0802,0,1,"Chr03",73750396,73751294,899,"+",6626,-7524,37918315,"Sobic.003G436750","Sobic.003G436750.1","Sobic.003G436750.1.p","","","","","","","","","","",NA,""
"1358",2333,"PstI.TP1122752","Sobic.002G181500",2,56295956,1,"PS_N(1)","F116+3098(1)","","HW_50(1)","","","","","","","pLARmEB(1)",0.2198,7e-04,1,"Chr02",56289532,56290641,1110,"+",-6424,5315,37952169,"Sobic.002G181500","Sobic.002G181500.1","Sobic.002G181500.1.p","","","","","","","","","","",NA,""
"1378",2360,"PstI.TP1126710","Sobic.001G202700",1,18437271,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.026,0,1,"Chr01",18434858,18435621,764,"+",-2413,1650,37938605,"Sobic.001G202700","Sobic.001G202700.1","Sobic.001G202700.1.p","","","","","","","","","","LOC_Os02g58000.1",NA,"expressed protein"
"1379",2361,"PstI.TP1126710","Sobic.001G202800",1,18437271,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.026,0,1,"Chr01",18436922,18438441,1520,"+",-349,-1170,37939686,"Sobic.001G202800","Sobic.001G202800.1","Sobic.001G202800.1.p","","","","","","","","","","",NA,""
"1386",2369,"PstI.TP112712","Sobic.008G188950",8,62314513,6,"PS_N(1)PS_Y(5)","F116+36088im(6)","","GHW_50(2);HM_50(1)","","FD_50(1);FM_50(1)","fprind(1)","CMLM+SUPER(2)MLM+SUPER(3)","FarmCPU(1)","","",0.346,2.074,1,"Chr08",62320383,62327080,6698,"-",5870,-12567,37926666,"Sobic.008G188950","Sobic.008G188950.1","Sobic.008G188950.1.p","","","","","","","","","","",NA,""
"1387",2370,"PstI.TP1128002","Sobic.002G205700",2,59726913,1,"PS_Y(1)","F116+36088im(1)","","GHW_50(1)","","","","MLM+SUPER(1)","","","",0.2516,2.435,1,"Chr02",59726662,59729516,2855,"+",-251,-2603,37951499,"Sobic.002G205700","Sobic.002G205700.1","Sobic.002G205700.1.p","","","","","","","","","","",NA,""
"1388",2371,"PstI.TP1128002","Sobic.002G205800",2,59726913,1,"PS_Y(1)","F116+36088im(1)","","GHW_50(1)","","","","MLM+SUPER(1)","","","",0.2516,2.435,1,"Chr02",59733862,59737525,3664,"+",6949,-10612,37950853,"Sobic.002G205800","Sobic.002G205800.1","Sobic.002G205800.1.p","","","","","","","","","","",NA,""
"1390",2375,"PstI.TP1128004","Sobic.002G205700",2,59726931,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2196,2.552,1,"Chr02",59726662,59729516,2855,"+",-269,-2585,37951499,"Sobic.002G205700","Sobic.002G205700.1","Sobic.002G205700.1.p","","","","","","","","","","",NA,""
"1391",2376,"PstI.TP1128004","Sobic.002G205800",2,59726931,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2196,2.552,1,"Chr02",59733862,59737525,3664,"+",6931,-10594,37950853,"Sobic.002G205800","Sobic.002G205800.1","Sobic.002G205800.1.p","","","","","","","","","","",NA,""
"1397",2386,"PstI.TP113313","Sobic.008G116700",8,52654110,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1275,2.568,2,"Chr08",52656486,52665574,9089,"+",2376,-11464,37927455,"Sobic.008G116700","Sobic.008G116700.2","Sobic.008G116700.2.p","","PTHR15117","","","","","","","","LOC_Os12g35060.1",NA,"expressed protein"
"1400",2389,"PstI.TP1133231","Sobic.002G123700",2,16502221,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07422,1.183,1,"Chr02",16491977,16493292,1316,"+",-10244,8929,37949526,"Sobic.002G123700","Sobic.002G123700.1","Sobic.002G123700.1.p","","","","","","","","","","",NA,""
"1402",2392,"PstI.TP1133231","Sobic.002G123750",2,16502221,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07422,1.183,1,"Chr02",16492274,16493106,833,"-",-9947,9115,37952137,"Sobic.002G123750","Sobic.002G123750.1","Sobic.002G123750.1.p","","","","","","","","","","",NA,""
"1403",2393,"PstI.TP1133231","Sobic.002G123800",2,16502221,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07422,1.183,1,"Chr02",16494071,16497429,3359,"-",-8150,4792,37949968,"Sobic.002G123800","Sobic.002G123800.1","Sobic.002G123800.1.p","","","","","","","","","","",NA,""
"1406",2398,"PstI.TP1135019","Sobic.006G115532",6,48321116,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.0858,0.591,1,"Chr06",48329436,48330177,742,"+",8320,-9061,37947072,"Sobic.006G115532","Sobic.006G115532.1","Sobic.006G115532.1.p","","","","","","","","","","",NA,""
"1413",2408,"PstI.TP1146105","Sobic.003G156300",3,17294985,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3806,2.175,1,"Chr03",17285036,17285944,909,"+",-9949,9041,37915096,"Sobic.003G156300","Sobic.003G156300.1","Sobic.003G156300.1.p","","","","","","","","","","LOC_Os01g23705.1",NA,"expressed protein"
"1422",2420,"PstI.TP1151078","Sobic.002G305300",2,68069588,2,"PS_Y(2)","F116+36088im(2)","","","","FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2905,0.8571,1,"Chr02",68059625,68060371,747,"+",-9963,9217,37950918,"Sobic.002G305300","Sobic.002G305300.1","Sobic.002G305300.1.p","PF11321","","","","","","","","","LOC_Os03g42500.1",NA,"expressed protein"
"1424",2422,"PstI.TP1151078","Sobic.002G305750",2,68069588,2,"PS_Y(2)","F116+36088im(2)","","","","FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2905,0.8571,1,"Chr02",68073601,68075954,2354,"+",4013,-6366,37954797,"Sobic.002G305750","Sobic.002G305750.1","Sobic.002G305750.1.p","","","","","","","","","","",NA,""
"1427",2425,"PstI.TP1151078","Sobic.002G305500",2,68069588,2,"PS_Y(2)","F116+36088im(2)","","","","FM_50(2)","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2905,0.8571,1,"Chr02",68064252,68066622,2371,"-",-5336,2966,37950737,"Sobic.002G305500","Sobic.002G305500.1","Sobic.002G305500.1.p","","","","","","","","","","",NA,""
"1437",2439,"PstI.TP1156625","Sobic.008G143200",8,57451842,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","CMLM+SUPER(1)","","","",0.1284,4.512,1,"Chr08",57454870,57455730,861,"-",3028,-3888,37928176,"Sobic.008G143200","Sobic.008G143200.1","Sobic.008G143200.1.p","","","","","","","","","","",NA,""
"1438",2440,"PstI.TP1156625","Sobic.008G143300",8,57451842,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","CMLM+SUPER(1)","","","",0.1284,4.512,1,"Chr08",57460178,57460894,717,"-",8336,-9052,37927496,"Sobic.008G143300","Sobic.008G143300.1","Sobic.008G143300.1.p","","","","","","","","","","",NA,""
"1447",2459,"PstI.TP1162288","Sobic.003G213600",3,54780033,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3711,2.129,1,"Chr03",54786879,54788290,1412,"+",6846,-8257,37915032,"Sobic.003G213600","Sobic.003G213600.1","Sobic.003G213600.1.p","","","","","","","","","","",NA,""
"1465",2484,"PstI.TP1169832","Sobic.004G215200",4,56534152,7,"PS_Y(7)","F116+36088im(7)","HM_1(1)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprind(1)","CMLM+SUPER(1)MLM+SUPER(6)","","","",0.2716,1.636,1,"Chr04",56524800,56528852,4053,"-",-9352,5300,37929904,"Sobic.004G215200","Sobic.004G215200.1","Sobic.004G215200.1.p","","","","","","","","","","LOC_Os02g40420.1",NA,"expressed protein"
"1470",2494,"PstI.TP1171678","Sobic.009G008400",9,784913,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.4418,0.549,1,"Chr09",792801,802001,9201,"+",7888,-17088,37921101,"Sobic.009G008400","Sobic.009G008400.1","Sobic.009G008400.1.p","","","","","","","","","","",NA,""
"1475",2505,"PstI.TP1175455","Sobic.006G136300",6,49891048,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.0365,0.0247,1,"Chr06",49892372,49892587,216,"+",1324,-1539,37948416,"Sobic.006G136300","Sobic.006G136300.1","Sobic.006G136300.1.p","","","","","","","","","","",NA,""
"1479",2514,"PstI.TP1177969","Sobic.001G413400",1,69551175,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2)","","FW_1(1);GFW_1(2)","","","CMLM+SUPER(3)MLM+SUPER(2)","","","",0.2768,0.07607,1,"Chr01",69543023,69543794,772,"+",-8152,7381,37939432,"Sobic.001G413400","Sobic.001G413400.1","Sobic.001G413400.1.p","","PTHR10894,PTHR10894:SF3","","","","","","","","LOC_Os08g01810.1",NA,"matrix attachment region binding protein, putative, expressed"
"1480",2515,"PstI.TP1177969","Sobic.001G413500",1,69551175,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2)","","FW_1(1);GFW_1(2)","","","CMLM+SUPER(3)MLM+SUPER(2)","","","",0.2768,0.07607,1,"Chr01",69550593,69556432,5840,"+",-582,-5257,37938799,"Sobic.001G413500","Sobic.001G413500.1","Sobic.001G413500.1.p","","PTHR20939,PTHR20939:SF11","","","","","","","","LOC_Os03g17410.1",NA,"expressed protein"
"1493",2530,"PstI.TP1182813","Sobic.004G077200",4,6372876,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07123,2.768,2,"Chr04",6374860,6375493,634,"+",1984,-2617,37931955,"Sobic.004G077200","Sobic.004G077200.2","Sobic.004G077200.2.p","","PTHR34996,PTHR34996:SF2","","","","","","","","LOC_Os02g10030.1",NA,"expressed protein"
"1505",2549,"PstI.TP119200","Sobic.003G214650",3,54894448,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4849,10.17,1,"Chr03",54886657,54888199,1543,"-",-7791,6249,37917137,"Sobic.003G214650","Sobic.003G214650.1","Sobic.003G214650.1.p","","","","","","","","","","",NA,""
"1513",2561,"PstI.TP1198766","Sobic.006G272700",6,60436257,7,"PS_Y(7)","F116+36088im(7)","","HD_50(1);GHW_50(1)","GFW_1(1)","FW_50(1);FM_50(1)","fprinW(1);fprinGW(1)","CMLM+SUPER(7)","","","",0.154,6.487,1,"Chr06",60429024,60430877,1854,"+",-7233,5380,37946321,"Sobic.006G272700","Sobic.006G272700.1","Sobic.006G272700.1.p","","PTHR23155,PTHR23155:SF509","","","","","","","","LOC_Os10g04380.1",NA,"expressed protein"
"1525",2575,"PstI.TP1218945","Sobic.008G149900",8,58295318,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(1);FM_1(1)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.4541,0.347,1,"Chr08",58296732,58297537,806,"+",1414,-2219,37926788,"Sobic.008G149900","Sobic.008G149900.1","Sobic.008G149900.1.p","","","","","","","","","","LOC_Os12g40180.1",NA,"expressed protein"
"1533",2585,"PstI.TP1226186","Sobic.003G084900",3,7342289,12,"PS_N(8)PS_Y(4)","F96+4814(11);F106+4185(1)","HD_1(1)","GHW_50(1);HW_50(2)","FW_1(1);GFW_1(1)","FD_50(2)","fprind(2);fprinGW(1);fprinM(1)","","","","ISIS EM-BLASSO(4);pLARmEB(8)",0.2969,7.48,1,"Chr03",7327589,7334315,6727,"+",-14700,7974,37914871,"Sobic.003G084900","Sobic.003G084900.1","Sobic.003G084900.1.p","PF07762","PTHR33086,PTHR33086:SF12","","","","","","","","LOC_Os03g14310.1",NA,"expressed protein"
"1534",2592,"PstI.TP1226186","Sobic.003G085100",3,7342289,12,"PS_N(8)PS_Y(4)","F96+4814(11);F106+4185(1)","HD_1(1)","GHW_50(1);HW_50(2)","FW_1(1);GFW_1(1)","FD_50(2)","fprind(2);fprinGW(1);fprinM(1)","","","","ISIS EM-BLASSO(4);pLARmEB(8)",0.2969,7.48,1,"Chr03",7340557,7343742,3186,"+",-1732,-1453,37915652,"Sobic.003G085100","Sobic.003G085100.1","Sobic.003G085100.1.p","PF11805","PTHR36891,PTHR36891:SF1","","","","","","","","LOC_Os01g03660.3",NA,"MYB family transcription factor, putative, expressed"
"1535",2593,"PstI.TP1226186","Sobic.003G085200",3,7342289,12,"PS_N(8)PS_Y(4)","F96+4814(11);F106+4185(1)","HD_1(1)","GHW_50(1);HW_50(2)","FW_1(1);GFW_1(1)","FD_50(2)","fprind(2);fprinGW(1);fprinM(1)","","","","ISIS EM-BLASSO(4);pLARmEB(8)",0.2969,7.48,1,"Chr03",7347834,7348661,828,"+",5545,-6372,37917586,"Sobic.003G085200","Sobic.003G085200.1","Sobic.003G085200.1.p","","","","","","","","","","LOC_Os01g04080.1",NA,"expressed protein"
"1536",2594,"PstI.TP1226186","Sobic.003G085300",3,7342289,12,"PS_N(8)PS_Y(4)","F96+4814(11);F106+4185(1)","HD_1(1)","GHW_50(1);HW_50(2)","FW_1(1);GFW_1(1)","FD_50(2)","fprind(2);fprinGW(1);fprinM(1)","","","","ISIS EM-BLASSO(4);pLARmEB(8)",0.2969,7.48,1,"Chr03",7351049,7351884,836,"+",8760,-9595,37913393,"Sobic.003G085300","Sobic.003G085300.1","Sobic.003G085300.1.p","","PTHR37378,PTHR37378:SF2","","","","","","","","LOC_Os01g04050.1",NA,"BBTI12 - Bowman-Birk type bran trypsin inhibitor precursor, expressed"
"1555",2623,"PstI.TP1235909","Sobic.004G303900",4,64295006,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.1486,0.5738,1,"Chr04",64302526,64303539,1014,"+",7520,-8533,37931107,"Sobic.004G303900","Sobic.004G303900.1","Sobic.004G303900.1.p","","","","","","","","","","",NA,""
"1574",2657,"PstI.TP1243155","Sobic.004G347000",4,67650452,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1829,0.9524,2,"Chr04",67646542,67646913,372,"+",-3910,3539,37932805,"Sobic.004G347000","Sobic.004G347000.2","Sobic.004G347000.2.p","","","","","","","","","","",NA,""
"1587",2677,"PstI.TP1254872","Sobic.007G137750",7,56573064,2,"PS_N(2)","F106+4185(1);F116+3098(1)","","","FW_1(1)","","fprinW(1)","","","","pLARmEB(2)",0.0819,0.0239,1,"Chr07",56573347,56575999,2653,"+",283,-2935,37935689,"Sobic.007G137750","Sobic.007G137750.1","Sobic.007G137750.1.p","","","","","","","","","","",NA,""
"1595",2694,"PstI.TP1264009","Sobic.003G029350",3,2578481,1,"PS_N(1)","F116+36088im(1)","","","","","fprinM(1)","","","FASTmrMLM(1)","",0.4569,0.3362,1,"Chr03",2584978,2585649,672,"-",6497,-7168,37917437,"Sobic.003G029350","Sobic.003G029350.1","Sobic.003G029350.1.p","","","","","","","","","","",NA,""
"1622",2729,"PstI.TP1284448","Sobic.002G132100",2,18810260,2,"PS_Y(2)","F116+36088im(2)","","","FM_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.07516,0.001951,1,"Chr02",18795902,18801581,5680,"+",-14358,8679,37950429,"Sobic.002G132100","Sobic.002G132100.1","Sobic.002G132100.1.p","","","","","","","","","","",NA,""
"1623",2730,"PstI.TP1284448","Sobic.002G132201",2,18810260,2,"PS_Y(2)","F116+36088im(2)","","","FM_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.07516,0.001951,1,"Chr02",18797718,18800286,2569,"-",-12542,9974,37950699,"Sobic.002G132201","Sobic.002G132201.1","Sobic.002G132201.1.p","","","","","","","","","","LOC_Os02g27840.1",NA,"expressed protein"
"1625",2733,"PstI.TP1288470","Sobic.003G125200",3,11375569,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.06892,1.348,1,"Chr03",11369280,11380487,11208,"+",-6289,-4918,37918629,"Sobic.003G125200","Sobic.003G125200.1","Sobic.003G125200.1.p","","","","","","","","","","",NA,""
"1626",2734,"PstI.TP1288470","Sobic.003G125266",3,11375569,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.06892,1.348,1,"Chr03",11369632,11370407,776,"-",-5937,5162,37915107,"Sobic.003G125266","Sobic.003G125266.1","Sobic.003G125266.1.p","","","","","","","","","","",NA,""
"1642",2761,"PstI.TP131472","Sobic.001G096450",1,7412958,3,"PS_N(3)","F116+36088im(3)","HD_1(1)","","GFW_1(1);FM_1(1)","","","","","FASTmrMLM(2)","pLARmEB(1)",0.0776,0.4326,1,"Chr01",7416888,7418794,1907,"+",3930,-5836,37944808,"Sobic.001G096450","Sobic.001G096450.1","Sobic.001G096450.1.p","","","","","","","","","","",NA,""
"1647",2769,"PstI.TP133700","Sobic.002G187350",2,57163911,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0283,0.0089,1,"Chr02",57159040,57161541,2502,"-",-4871,2370,37952338,"Sobic.002G187350","Sobic.002G187350.1","Sobic.002G187350.1.p","","","","","","","","","","",NA,""
"1656",2784,"PstI.TP135889","Sobic.001G460150",1,73564522,18,"PS_Y(18)","F116+36088im(18)","HD_1(1);HW_1(1)","GHW_50(2)","FD_1(2);GFW_1(1)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(9)MLM+SUPER(9)","","","",0.1255,9.514,1,"Chr01",73564921,73565763,843,"+",399,-1241,37943579,"Sobic.001G460150","Sobic.001G460150.1","Sobic.001G460150.1.p","","","","","","","","","","",NA,""
