"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"2574",4186,"PstI.TP650956","Sobic.007G108900",7,39090261,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.09872,4.461,1,"Chr07",39097296,39102107,4812,"-",7035,-11846,37936148,"Sobic.007G108900","Sobic.007G108900.1","Sobic.007G108900.1.p","PF11016","PTHR35551,PTHR35551:SF1","","","","","AT5G38660.1","APE1","acclimation of photosynthesis to  environment","LOC_Os08g27010.1",NA,"APE1, putative, expressed"
"2575",4188,"PstI.TP654004","Sobic.009G026500",9,2357362,1,"PS_N(1)","F116+3098(1)","","GHW_50(1)","","","","","","","pLARmEB(1)",0.1595,4e-04,1,"Chr09",2348224,2358729,10506,"+",-9138,-1367,37921853,"Sobic.009G026500","Sobic.009G026500.1","Sobic.009G026500.1.p","PF02037,PF02891","PTHR10782,PTHR10782:SF34","KOG2169","","","GO:0008270,GO:0031668,GO:0019789,GO:0016925,GO:0016049,GO:0005634","AT5G60410.5","ATSIZ1,SIZ1","DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain","LOC_Os05g03430.2",NA,"ATSIZ1/SIZ1, putative, expressed"
"2577",4192,"PstI.TP65639","Sobic.002G318300",2,69075318,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1988,0.4345,1,"Chr02",69068162,69076442,8281,"+",-7156,-1124,37954868,"Sobic.002G318300","Sobic.002G318300.1","Sobic.002G318300.1.p","PF01554","PTHR11206,PTHR11206:SF143","KOG1347","","K03327","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT3G21690.1","","MATE efflux family protein","LOC_Os07g33310.1",NA,"MATE efflux family protein, putative, expressed"
"2578",4193,"PstI.TP65639","Sobic.002G318400",2,69075318,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1988,0.4345,1,"Chr02",69074406,69074780,375,"+",-912,538,37952855,"Sobic.002G318400","Sobic.002G318400.1","Sobic.002G318400.1.p","","PTHR35687,PTHR35687:SF1","","","","","AT4G04745.1","","","LOC_Os07g33320.1",NA,"expressed protein"
"2579",4194,"PstI.TP65639","Sobic.002G318501",2,69075318,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1988,0.4345,1,"Chr02",69077968,69080574,2607,"+",2650,-5256,37954308,"Sobic.002G318501","Sobic.002G318501.1","Sobic.002G318501.1.p","","PTHR35687,PTHR35687:SF1","","","","","AT4G04745.1","","","LOC_Os07g33320.1",NA,"expressed protein"
"2580",4195,"PstI.TP65639","Sobic.002G318600",2,69075318,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1988,0.4345,1,"Chr02",69083444,69088463,5020,"+",8126,-13145,37953792,"Sobic.002G318600","Sobic.002G318600.1","Sobic.002G318600.1.p","PF00076","PTHR24012,PTHR24012:SF434","KOG0148","","","GO:0003676","AT1G11650.2","ATRBP45B,RBP45B","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os07g33330.1",NA,"RNA recognition motif containing protein, putative, expressed"
"2581",4196,"PstI.TP661215","Sobic.003G209200",3,54129611,17,"PS_N(8)PS_Y(9)","F116+36088im(17)","HD_1(2);HW_1(1);HM_1(1)","HD_50(1)","FD_1(2);FW_1(1);GFW_1(1);FM_1(1)","FW_50(1);GFW_50(1)","fprinW(1);fprind(2);fprinGW(1);fprinM(1)","","","mrMLM(1);FASTmrMLM(13)","ISIS EM-BLASSO(2);pLARmEB(1)",0.2198,18.91,1,"Chr03",54114156,54121612,7457,"+",-15455,7999,37917040,"Sobic.003G209200","Sobic.003G209200.1","Sobic.003G209200.1.p","","PTHR11871,PTHR11871:SF9","","","K04354","GO:0008601,GO:0000159","AT1G17720.1","ATB BETA","Protein phosphatase 2A, regulatory subunit PR55","LOC_Os01g41630.1",NA,"serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B, putative, expressed"
"2583",4199,"PstI.TP661215","Sobic.003G209400",3,54129611,17,"PS_N(8)PS_Y(9)","F116+36088im(17)","HD_1(2);HW_1(1);HM_1(1)","HD_50(1)","FD_1(2);FW_1(1);GFW_1(1);FM_1(1)","FW_50(1);GFW_50(1)","fprinW(1);fprind(2);fprinGW(1);fprinM(1)","","","mrMLM(1);FASTmrMLM(13)","ISIS EM-BLASSO(2);pLARmEB(1)",0.2198,18.91,1,"Chr03",54128812,54132085,3274,"+",-799,-2474,37912633,"Sobic.003G209400","Sobic.003G209400.1","Sobic.003G209400.1.p","","PTHR35505,PTHR35505:SF1","","","","","AT5G11780.1","","","LOC_Os01g41640.1",NA,"expressed protein"
"2585",4201,"PstI.TP661215","Sobic.003G209600",3,54129611,17,"PS_N(8)PS_Y(9)","F116+36088im(17)","HD_1(2);HW_1(1);HM_1(1)","HD_50(1)","FD_1(2);FW_1(1);GFW_1(1);FM_1(1)","FW_50(1);GFW_50(1)","fprinW(1);fprind(2);fprinGW(1);fprinM(1)","","","mrMLM(1);FASTmrMLM(13)","ISIS EM-BLASSO(2);pLARmEB(1)",0.2198,18.91,1,"Chr03",54136438,54138163,1726,"-",6827,-8552,37915797,"Sobic.003G209600","Sobic.003G209600.1","Sobic.003G209600.1.p","PF06888","PTHR20889,PTHR20889:SF3","KOG3120","3.6.1.1","K13248","GO:0016791,GO:0008152","AT4G29530.1","","Pyridoxal phosphate phosphatase-related protein","LOC_Os01g41660.1",NA,"phosphoethanolamine/phosphocholine phosphatase, putative, expressed"
"2586",4203,"PstI.TP661829","Sobic.006G082400",6,45153734,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07276,0.992,1,"Chr06",45141187,45144767,3581,"+",-12547,8967,37948149,"Sobic.006G082400","Sobic.006G082400.1","Sobic.006G082400.1.p","","PTHR36056","","","","","","","","LOC_Os04g35170.1",NA,"expressed protein"
"2587",4204,"PstI.TP661829","Sobic.006G082600",6,45153734,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07276,0.992,1,"Chr06",45147719,45153345,5627,"+",-6015,389,37946223,"Sobic.006G082600","Sobic.006G082600.1","Sobic.006G082600.1.p","PF12937","PTHR12874","KOG2997","","K10295","GO:0005515","AT1G21760.1","ATFBP7,FBP7","F-box protein 7","LOC_Os04g35190.1",NA,"OsFBX133 - F-box domain containing protein, expressed"
"2588",4205,"PstI.TP661829","Sobic.006G082850",6,45153734,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07276,0.992,1,"Chr06",45156492,45158024,1533,"+",2758,-4290,37946527,"Sobic.006G082850","Sobic.006G082850.1","Sobic.006G082850.1.p","","PTHR23155,PTHR23155:SF498","","","","","","","","LOC_Os08g39570.1",NA,"Leucine Rich Repeat family protein, expressed"
"2589",4206,"PstI.TP661829","Sobic.006G082800",6,45153734,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07276,0.992,1,"Chr06",45157359,45164541,7183,"+",3625,-10807,37948068,"Sobic.006G082800","Sobic.006G082800.1","Sobic.006G082800.1.p","","PTHR23155,PTHR23155:SF498","","","","","AT1G63350.1","","Disease resistance protein (CC-NBS-LRR class) family","LOC_Os08g39570.1",NA,"Leucine Rich Repeat family protein, expressed"
"2590",4207,"PstI.TP661829","Sobic.006G082500",6,45153734,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07276,0.992,1,"Chr06",45144934,45147282,2349,"-",-8800,6452,37945370,"Sobic.006G082500","Sobic.006G082500.1","Sobic.006G082500.1.p","PF01025","PTHR21237,PTHR21237:SF4","KOG3003","","","GO:0051087,GO:0042803,GO:0006457,GO:0000774","AT1G36390.1","","Co-chaperone GrpE family protein","LOC_Os04g35180.2",NA,"co-chaperone GrpE protein, putative, expressed"
"2591",4208,"PstI.TP661829","Sobic.006G082700",6,45153734,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07276,0.992,2,"Chr06",45153611,45154399,789,"-",-123,-665,37947041,"Sobic.006G082700","Sobic.006G082700.2","Sobic.006G082700.2.p","PF14542","PTHR31435","","","","","AT1G21770.1","","Acyl-CoA N-acyltransferases (NAT) superfamily protein","LOC_Os04g35200.1",NA,"expressed protein"
"2592",4211,"PstI.TP663240","Sobic.006G223800",6,56975360,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1115,2.209,1,"Chr06",56978000,56983293,5294,"+",2640,-7933,37947597,"Sobic.006G223800","Sobic.006G223800.1","Sobic.006G223800.1.p","PF12874","PTHR23067,PTHR23067:SF43","","","","","AT5G61190.1","","putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain","LOC_Os08g16940.1",NA,"ZOS8-01 - C2H2 zinc finger protein, expressed"
"2593",4214,"PstI.TP663240","Sobic.006G223850",6,56975360,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1115,2.209,1,"Chr06",56983511,56986744,3234,"+",8151,-11384,37946416,"Sobic.006G223850","Sobic.006G223850.1","Sobic.006G223850.1.p","","","","","","","","","","LOC_Os12g32480.1",NA,"expressed protein"
"2594",4215,"PstI.TP663240","Sobic.006G223601",6,56975360,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1115,2.209,1,"Chr06",56967241,56975460,8220,"-",-8119,-100,37946813,"Sobic.006G223601","Sobic.006G223601.1","Sobic.006G223601.1.p","PF00931","PTHR23155,PTHR23155:SF484","KOG4658","","","GO:0043531","AT1G50180.1","","NB-ARC domain-containing disease resistance protein","LOC_Os11g41540.3",NA,"disease resistance RPP8-like protein 3, putative, expressed"
"2595",4216,"PstI.TP663240","Sobic.006G223700",6,56975360,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1115,2.209,1,"Chr06",56976265,56976889,625,"-",905,-1529,37949207,"Sobic.006G223700","Sobic.006G223700.1","Sobic.006G223700.1.p","PF00005","PTHR24220,PTHR24220:SF508","","3.6.3.41","","GO:0016887,GO:0005524","AT1G63270.1","ATNAP10,NAP10","non-intrinsic ABC protein 10","LOC_Os04g53550.1",NA,"ABC transporter, ATP-binding protein, putative, expressed"
"2598",4220,"PstI.TP671098","Sobic.002G172600",2,54577903,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(2)","GHW_50(2)","","","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.4595,0.001376,1,"Chr02",54577710,54581293,3584,"+",-193,-3390,37951919,"Sobic.002G172600","Sobic.002G172600.1","Sobic.002G172600.1.p","PF00763,PF02882","PTHR10025,PTHR10025:SF43","KOG0089","3.5.4.9,1.5.1.5","","GO:0055114,GO:0009396,GO:0004488,GO:0003824","AT2G38660.3","","Amino acid dehydrogenase family protein","LOC_Os09g15810.1",NA,"bifunctional protein folD, putative, expressed"
"2599",4222,"PstI.TP671098","Sobic.002G172500",2,54577903,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(2)","GHW_50(2)","","","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.4595,0.001376,7,"Chr02",54564904,54570161,5258,"-",-12999,7742,37951078,"Sobic.002G172500","Sobic.002G172500.7","Sobic.002G172500.7.p","PF14432,PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF424","","","","","AT4G02750.1","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os09g15800.1",NA,"tetratricopeptide-like helical, putative, expressed"
"2600",4227,"PstI.TP671098","Sobic.002G172700",2,54577903,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(2)","GHW_50(2)","","","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.4595,0.001376,1,"Chr02",54581405,54584813,3409,"-",3502,-6910,37955146,"Sobic.002G172700","Sobic.002G172700.1","Sobic.002G172700.1.p","PF01263","PTHR11122,PTHR11122:SF12","KOG1594","5.1.3.15","K01792","GO:0016853,GO:0005975","AT5G66530.2","","Galactose mutarotase-like superfamily protein","LOC_Os09g15820.1",NA,"aldose 1-epimerase, putative, expressed"
"2601",4228,"PstI.TP671098","Sobic.002G172800",2,54577903,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(2)","GHW_50(2)","","","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.4595,0.001376,1,"Chr02",54587258,54588349,1092,"-",9355,-10446,37953573,"Sobic.002G172800","Sobic.002G172800.1","Sobic.002G172800.1.p","","PTHR33472,PTHR33472:SF4","","","","","AT1G75260.1","","oxidoreductases, acting on NADH or NADPH","LOC_Os09g15830.1",NA,"expressed protein"
"2602",4229,"PstI.TP675318","Sobic.004G263400",4,60844616,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.0216,0.1459,1,"Chr04",60832260,60837708,5449,"+",-12356,6908,37931126,"Sobic.004G263400","Sobic.004G263400.1","Sobic.004G263400.1.p","","PTHR35686,PTHR35686:SF1","","","","","AT1G02960.2","","","LOC_Os02g48116.1",NA,"expressed protein"
"2603",4231,"PstI.TP675318","Sobic.004G263500",4,60844616,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.0216,0.1459,1,"Chr04",60838256,60844705,6450,"-",-6360,-89,37932906,"Sobic.004G263500","Sobic.004G263500.1","Sobic.004G263500.1.p","PF00012","PTHR19375,PTHR19375:SF90","","","K09486","","AT4G16660.1","","heat shock protein 70 (Hsp 70) family protein","LOC_Os02g48110.1",NA,"DnaK family protein, putative, expressed"
"2604",4233,"PstI.TP675318","Sobic.004G263600",4,60844616,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.0216,0.1459,1,"Chr04",60846287,60855572,9286,"-",1671,-10956,37930499,"Sobic.004G263600","Sobic.004G263600.1","Sobic.004G263600.1.p","PF00270,PF00271","PTHR24031,PTHR24031:SF50","KOG0344","3.6.4.12","K03655","GO:0005524,GO:0003676","AT2G01440.1","","DEAD/DEAH box RNA helicase family protein ","LOC_Os02g48100.1",NA,"DEAD-box ATP-dependent RNA helicase, putative, expressed"
"2605",4235,"PstI.TP677745","Sobic.001G075400",1,5751851,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.2351,6.77,1,"Chr01",5750904,5754421,3518,"+",-947,-2570,37941778,"Sobic.001G075400","Sobic.001G075400.1","Sobic.001G075400.1.p","","PTHR37241","","","","","AT4G17000.1","","","LOC_Os03g56070.1",NA,"expressed protein"
"2608",4238,"PstI.TP679058","Sobic.003G327500",3,65318520,10,"PS_Y(10)","F116+36088im(10)","HM_1(1)","","GFW_1(1)","FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprinGW(1)","CMLM+SUPER(4)MLM+SUPER(6)","","","",0.05476,0.8634,1,"Chr03",65308098,65311355,3258,"-",-10422,7165,37913336,"Sobic.003G327500","Sobic.003G327500.1","Sobic.003G327500.1.p","PF03547","PTHR31752,PTHR31752:SF9","","","K13947","GO:0055085,GO:0016021","AT5G57090.1","AGR,AGR1,ATPIN2,EIR1,PIN2,WAV6","Auxin efflux carrier family protein","LOC_Os01g58860.1",NA,"auxin efflux carrier component, putative, expressed"
"2609",4239,"PstI.TP679058","Sobic.003G327600",3,65318520,10,"PS_Y(10)","F116+36088im(10)","HM_1(1)","","GFW_1(1)","FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprinGW(1)","CMLM+SUPER(4)MLM+SUPER(6)","","","",0.05476,0.8634,1,"Chr03",65317046,65319239,2194,"-",-1474,-719,37913730,"Sobic.003G327600","Sobic.003G327600.1","Sobic.003G327600.1.p","PF03151","PTHR11132,PTHR11132:SF82","KOG1441","","","","AT4G32390.1","","Nucleotide-sugar transporter family protein","LOC_Os05g41480.1",NA,"domain of unknown function, DUF250 domain containing protein, expressed"
"2610",4240,"PstI.TP681191","Sobic.006G148700",6,51040947,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07667,3.121,1,"Chr06",51028693,51033225,4533,"-",-12254,7722,37948620,"Sobic.006G148700","Sobic.006G148700.1","Sobic.006G148700.1.p","PF00294","PTHR10584,PTHR10584:SF198","","2.7.1.20","K00856","","AT5G03300.1","ADK2","adenosine kinase 2","LOC_Os04g43750.1",NA,"kinase, pfkB family, putative, expressed"
"2611",4241,"PstI.TP681191","Sobic.006G148800",6,51040947,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07667,3.121,1,"Chr06",51039816,51042905,3090,"-",-1131,-1958,37947310,"Sobic.006G148800","Sobic.006G148800.1","Sobic.006G148800.1.p","PF00221","PTHR10362,PTHR10362:SF11","","4.3.1.24","K13064","","AT2G37040.1","ATPAL1,PAL1","PHE ammonia lyase 1","LOC_Os04g43760.1",NA,"phenylalanine ammonia-lyase, putative, expressed"
"2612",4243,"PstI.TP682870","Sobic.009G024000",9,2146242,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.337,3.765,1,"Chr09",2132995,2138777,5783,"+",-13247,7465,37919682,"Sobic.009G024000","Sobic.009G024000.1","Sobic.009G024000.1.p","","PTHR13052,PTHR13052:SF0","KOG1927","","K11671","GO:0031011","AT3G45830.1","","","LOC_Os05g02680.1",NA,"nuclear factor related to kappa-B-binding protein, related, putative, expressed"
"2614",4246,"PstI.TP682870","Sobic.009G024166",9,2146242,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.337,3.765,1,"Chr09",2150080,2151836,1757,"+",3838,-5594,37921464,"Sobic.009G024166","Sobic.009G024166.1","Sobic.009G024166.1.p","","PTHR25952,PTHR25952:SF206","","","","","","","","LOC_Os06g46610.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"2615",4247,"PstI.TP682870","Sobic.009G024100",9,2146242,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.337,3.765,2,"Chr09",2139713,2146283,6571,"-",-6529,-41,37920486,"Sobic.009G024100","Sobic.009G024100.2","Sobic.009G024100.2.p","PF00225","PTHR24115,PTHR24115:SF515","","3.6.4.4","K10398","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT3G45850.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os05g02670.3",NA,"kinesin motor domain containing protein, putative, expressed"
"2616",4252,"PstI.TP688010","Sobic.004G056900",4,4574449,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1515,1.425,1,"Chr04",4564183,4565563,1381,"+",-10266,8886,37931660,"Sobic.004G056900","Sobic.004G056900.1","Sobic.004G056900.1.p","PF00504","PTHR21649,PTHR21649:SF7","","","K08907","GO:0016020,GO:0009765","AT3G54890.1","LHCA1","photosystem I light harvesting complex gene 1","LOC_Os06g21590.1",NA,"chlorophyll A-B binding protein, putative, expressed"
"2617",4253,"PstI.TP688010","Sobic.004G057000",4,4574449,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1515,1.425,2,"Chr04",4567264,4568241,978,"+",-7185,6208,37930296,"Sobic.004G057000","Sobic.004G057000.2","Sobic.004G057000.2.p","PF13639","PTHR14155,PTHR14155:SF181","","","","GO:0008270,GO:0005515","AT4G09100.1","","RING/U-box superfamily protein","LOC_Os05g11860.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"2618",4254,"PstI.TP688010","Sobic.004G057100",4,4574449,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1515,1.425,1,"Chr04",4571014,4575745,4732,"+",-3435,-1296,37929938,"Sobic.004G057100","Sobic.004G057100.1","Sobic.004G057100.1.p","PF01302","PTHR15140,PTHR15140:SF6","KOG2982","","","","AT1G71440.1","PFI,TFC E","tubulin folding cofactor E / Pfifferling (PFI)","LOC_Os05g01500.1",NA,"tubulin-specific chaperone E, putative, expressed"
"2619",4255,"PstI.TP688010","Sobic.004G057200",4,4574449,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1515,1.425,1,"Chr04",4576127,4578632,2506,"+",1678,-4183,37928852,"Sobic.004G057200","Sobic.004G057200.1","Sobic.004G057200.1.p","PF09835","PTHR35102","","","","","AT1G33490.1","","","LOC_Os05g01510.1",NA,"cytoplasmic membrane protein, putative, expressed"
"2620",4256,"PstI.TP688010","Sobic.004G057300",4,4574449,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1515,1.425,1,"Chr04",4582108,4585421,3314,"+",7659,-10972,37929321,"Sobic.004G057300","Sobic.004G057300.1","Sobic.004G057300.1.p","","PTHR34303,PTHR34303:SF1","","","","","","","","LOC_Os01g66670.1",NA,"expressed protein"
"2621",4257,"PstI.TP688032","Sobic.002G266800",2,65120135,1,"PS_N(1)","F96+4814(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0208,6.74e-05,1,"Chr02",65110728,65116132,5405,"+",-9407,4003,37954452,"Sobic.002G266800","Sobic.002G266800.1","Sobic.002G266800.1.p","PF10203","PTHR28627","KOG4114","","K18178","","AT1G10865.1","","","LOC_Os09g34310.3",NA,"expressed protein"
"2622",4259,"PstI.TP688032","Sobic.002G267000",2,65120135,1,"PS_N(1)","F96+4814(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0208,6.74e-05,1,"Chr02",65126280,65127377,1098,"+",6145,-7242,37952210,"Sobic.002G267000","Sobic.002G267000.1","Sobic.002G267000.1.p","PF00010","PTHR11514,PTHR11514:SF55","","","","GO:0046983","AT5G46760.1","","Basic helix-loop-helix (bHLH) DNA-binding family protein","LOC_Os09g34330.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"2623",4260,"PstI.TP688032","Sobic.002G266900",2,65120135,1,"PS_N(1)","F96+4814(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0208,6.74e-05,1,"Chr02",65118042,65120140,2099,"-",-2093,-5,37951889,"Sobic.002G266900","Sobic.002G266900.1","Sobic.002G266900.1.p","PF13578","PTHR37909:SF1,PTHR37909","","","","","AT1G01180.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os09g34320.1",NA,"expressed protein"
"2624",4263,"PstI.TP68903","Sobic.001G076600",1,5898727,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1053,0.04833,3,"Chr01",5886941,5890443,3503,"+",-11786,8284,37939041,"Sobic.001G076600","Sobic.001G076600.3","Sobic.001G076600.3.p","PF04765","PTHR12956,PTHR12956:SF34","","","","","AT5G42660.1","","Protein of unknown function (DUF616)","LOC_Os03g55920.1",NA,"hydrolase, acting on carbon-nitrogen, putative, expressed"
"2625",4266,"PstI.TP68903","Sobic.001G076700",1,5898727,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1053,0.04833,1,"Chr01",5896242,5902676,6435,"+",-2485,-3949,37939036,"Sobic.001G076700","Sobic.001G076700.1","Sobic.001G076700.1.p","PF14389,PF04784","PTHR23054,PTHR23054:SF18","","","","","AT2G23700.1","","Protein of unknown function, DUF547","LOC_Os03g55890.1",NA,"ternary complex factor MIP1, putative, expressed"
"2626",4268,"PstI.TP68903","Sobic.001G076800",1,5898727,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1053,0.04833,1,"Chr01",5905779,5906811,1033,"-",7052,-8084,37944042,"Sobic.001G076800","Sobic.001G076800.1","Sobic.001G076800.1.p","PF14009","PTHR33052,PTHR33052:SF17","","","","","AT1G76600.1","","","LOC_Os03g55880.1",NA,"expressed protein"
"2631",4278,"PstI.TP696676","Sobic.003G356700",3,67503814,1,"PS_Y(1)","F96+4814(1)","","HM_50(1)","","","","","","","ISIS EM-BLASSO(1)",0.2292,16.04,1,"Chr03",67501564,67502426,863,"+",-2250,1388,37917779,"Sobic.003G356700","Sobic.003G356700.1","Sobic.003G356700.1.p","PF11820","PTHR33128,PTHR33128:SF6","","","","","AT3G48660.1","","Protein of unknown function (DUF 3339)","LOC_Os05g01290.1",NA,"expressed protein"
"2632",4279,"PstI.TP696676","Sobic.003G356850",3,67503814,1,"PS_Y(1)","F96+4814(1)","","HM_50(1)","","","","","","","ISIS EM-BLASSO(1)",0.2292,16.04,1,"Chr03",67504498,67505498,1001,"+",684,-1684,37916308,"Sobic.003G356850","Sobic.003G356850.1","Sobic.003G356850.1.p","PF00280","PTHR33091","","","","GO:0009611,GO:0004867","AT2G38870.1","","Serine protease inhibitor, potato inhibitor I-type family protein","LOC_Os08g34258.1",NA,"inhibitor I family protein, putative, expressed"
"2633",4280,"PstI.TP696676","Sobic.003G356600",3,67503814,1,"PS_Y(1)","F96+4814(1)","","HM_50(1)","","","","","","","ISIS EM-BLASSO(1)",0.2292,16.04,1,"Chr03",67492758,67496854,4097,"-",-11056,6960,37915540,"Sobic.003G356600","Sobic.003G356600.1","Sobic.003G356600.1.p","PF03759","PTHR33101,PTHR33101:SF1","","","","GO:0005089","AT5G02010.1","ATROPGEF7,ROPGEF7","RHO guanyl-nucleotide exchange factor 7","LOC_Os01g62990.1",NA,"ATROPGEF7/ROPGEF7, putative, expressed"
"2634",4281,"PstI.TP696676","Sobic.003G356800",3,67503814,1,"PS_Y(1)","F96+4814(1)","","HM_50(1)","","","","","","","ISIS EM-BLASSO(1)",0.2292,16.04,1,"Chr03",67502613,67503880,1268,"-",-1201,-66,37914204,"Sobic.003G356800","Sobic.003G356800.1","Sobic.003G356800.1.p","PF00582","PTHR31964,PTHR31964:SF58","","","","GO:0006950","AT3G03270.2","","Adenine nucleotide alpha hydrolases-like superfamily protein","LOC_Os01g63010.1",NA,"universal stress protein domain containing protein, putative, expressed"
"2635",4282,"PstI.TP697323","Sobic.003G127500",3,11724725,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.2715,0.9181,1,"Chr03",11715429,11719235,3807,"+",-9296,5490,37913048,"Sobic.003G127500","Sobic.003G127500.1","Sobic.003G127500.1.p","","PTHR35489,PTHR35489:SF1","","","","","AT3G20070.2","TTN9","titan9","LOC_Os01g04600.1",NA,"expressed protein"
