"","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","chr","start","end","width","strand","dis_start.positon","dis_positon.end","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"14298","PstI.TP728172","Sobic.003G068200",3,5787468,3,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3554,0.3268,"Chr03",5783717,5787694,3978,"-",-3751,-226,"","","","","","","","","","",NA,""
"14304","PstI.TP728172","Sobic.003G068300",3,5787468,3,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3554,0.3268,"Chr03",5794307,5795971,1665,"-",6839,-8503,"","","","","","","","","","",NA,""
"14310","PstI.TP730477","NA",11,5034,2,"PS_Y","F116+36088im","HM_1","","GFW_1","","","MLM+SUPER","","","",0.1792,1.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14311","PstI.TP731358","Sobic.008G193200",8,62664658,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1709,0.7145,"Chr08",62664620,62665747,1128,"+",-38,-1089,"PF13483","PTHR36142,PTHR36142:SF2","","","","","AT1G29700","","Metallo-hydrolase/oxidoreductase superfamily protein","LOC_Os12g44370",NA,"expressed protein"
"14313","PstI.TP731358","Sobic.008G193300",8,62664658,4,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1709,0.7145,"Chr08",62665983,62671469,5487,"-",1325,-6811,"PF13483","PTHR36142,PTHR36142:SF2","","","","","AT1G29700","","Metallo-hydrolase/oxidoreductase superfamily protein","LOC_Os12g44370",NA,"expressed protein"
"14315","PstI.TP731882","Sobic.003G162200",3,19716780,10,"PS_NPS_Y","F116+36088im;F106+4185;F116+3098","GHW_1;HM_1","HW_50","GFW_1;FM_1","FW_50;GFW_50","fprinM","CMLM+SUPER;MLM+SUPER","FarmCPU","","pLARmEB",0.08824,16.02,"Chr03",19716137,19717243,1107,"-",-643,-463,"PF01715","PTHR11088","KOG1384","2.5.1.27","K10760","GO:0008033","AT3G63110","ATIPT3,IPT3","isopentenyltransferase 3","LOC_Os05g24660",NA,"IPP transferase, putative, expressed"
"14324","PstI.TP732481","Sobic.003G217500",3,55304067,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06863,1.222,"Chr03",55295937,55300874,4938,"-",-8130,3193,"","","","","","","","","","",NA,""
"14316","PstI.TP732481","Sobic.003G217566",3,55304067,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06863,1.222,"Chr03",55300595,55304303,3709,"+",-3472,-236,"","","","","","","","","","",NA,""
"14320","PstI.TP732481","Sobic.003G217632",3,55304067,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06863,1.222,"Chr03",55308084,55311807,3724,"+",4017,-7740,"","","","","","","","","","",NA,""
"14332","PstI.TP732481","Sobic.003G217700",3,55304067,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06863,1.222,"Chr03",55313794,55317689,3896,"-",9727,-13622,"","","","","","","","","","",NA,""
"14340","PstI.TP733510","NA",11,5059,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.2448,4.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14344","PstI.TP734017","Sobic.001G326900",1,61378048,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.06134,0.5541,"Chr01",61372602,61380996,8395,"+",-5446,-2948,"PF02896,PF00391,PF01326","PTHR22931,PTHR22931:SF9","","2.7.9.1","K01006","GO:0016772,GO:0016310,GO:0016301,GO:0005524,GO:0050242,GO:0006090","AT4G15530","PPDK","pyruvate orthophosphate dikinase","LOC_Os03g31750",NA,"pyruvate, phosphate dikinase, chloroplast precursor, putative, expressed"
"14353","PstI.TP734017","Sobic.001G327000",1,61378048,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.06134,0.5541,"Chr01",61382548,61383700,1153,"-",4500,-5652,"PF02896,PF00391,PF01326","PTHR22931,PTHR22931:SF9","","2.7.9.1","K01006","GO:0016772,GO:0016310,GO:0016301,GO:0005524,GO:0050242,GO:0006090","AT4G15530","PPDK","pyruvate orthophosphate dikinase","LOC_Os03g31750",NA,"pyruvate, phosphate dikinase, chloroplast precursor, putative, expressed"
"14356","PstI.TP734017","Sobic.001G327100",1,61378048,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.06134,0.5541,"Chr01",61386156,61387828,1673,"-",8108,-9780,"PF02896,PF00391,PF01326","PTHR22931,PTHR22931:SF9","","2.7.9.1","K01006","GO:0016772,GO:0016310,GO:0016301,GO:0005524,GO:0050242,GO:0006090","AT4G15530","PPDK","pyruvate orthophosphate dikinase","LOC_Os03g31750",NA,"pyruvate, phosphate dikinase, chloroplast precursor, putative, expressed"
"14374","PstI.TP734535","Sobic.008G163300",8,59703274,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.183,0.109,"Chr08",59686853,59694730,7878,"-",-16421,8544,"PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF754","","","","","AT4G02750","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os12g19260",NA,"tetratricopeptide-like helical, putative, expressed"
"14362","PstI.TP734535","Sobic.008G163400",8,59703274,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.183,0.109,"Chr08",59698769,59700969,2201,"+",-4505,2305,"PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF754","","","","","AT4G02750","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os12g19260",NA,"tetratricopeptide-like helical, putative, expressed"
"14366","PstI.TP734535","Sobic.008G163500",8,59703274,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.183,0.109,"Chr08",59703181,59709604,6424,"+",-93,-6330,"PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF754","","","","","AT4G02750","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os12g19260",NA,"tetratricopeptide-like helical, putative, expressed"
"14370","PstI.TP734535","Sobic.008G163600",8,59703274,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.183,0.109,"Chr08",59710220,59711023,804,"+",6946,-7749,"PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF754","","","","","AT4G02750","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os12g19260",NA,"tetratricopeptide-like helical, putative, expressed"
"14382","PstI.TP736465","NA",11,5084,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3431,13.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14383","PstI.TP737551","Sobic.006G235700",6,57757179,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.09364,1.282,"Chr06",57757224,57760331,3108,"+",45,-3152,"PF04194","PTHR12298","KOG2061","","K14801","GO:0005737","AT5G64830","","programmed cell death 2 C-terminal domain-containing protein","LOC_Os04g54820",NA,"programmed cell death 2 C-terminal domain-containing protein, putative, expressed"
"14391","PstI.TP737551","Sobic.006G235800",6,57757179,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.09364,1.282,"Chr06",57765129,57767421,2293,"+",7950,-10242,"PF04194","PTHR12298","KOG2061","","K14801","GO:0005737","AT5G64830","","programmed cell death 2 C-terminal domain-containing protein","LOC_Os04g54820",NA,"programmed cell death 2 C-terminal domain-containing protein, putative, expressed"
"14395","PstI.TP737551","Sobic.006G235801",6,57757179,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.09364,1.282,"Chr06",57759838,57762381,2544,"-",2659,-5202,"PF04194","PTHR12298","KOG2061","","K14801","GO:0005737","AT5G64830","","programmed cell death 2 C-terminal domain-containing protein","LOC_Os04g54820",NA,"programmed cell death 2 C-terminal domain-containing protein, putative, expressed"
"14387","PstI.TP737551","Sobic.006G235900",6,57757179,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.09364,1.282,"Chr06",57764954,57765085,132,"+",7775,-7906,"PF04194","PTHR12298","KOG2061","","K14801","GO:0005737","AT5G64830","","programmed cell death 2 C-terminal domain-containing protein","LOC_Os04g54820",NA,"programmed cell death 2 C-terminal domain-containing protein, putative, expressed"
"14407","PstI.TP737962","NA",11,5096,1,"PS_N","F96+4814","","","","FM_50","","","","","ISIS EM-BLASSO",0.4219,0.8083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14408","PstI.TP73847","NA",11,621,4,"PS_Y","F116+36088im","GHW_1;HM_1","","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1097,1.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14409","PstI.TP738688","NA",11,5098,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.06453,0.2573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14410","PstI.TP738881","Sobic.002G189100",2,57512325,2,"PS_N","F106+4185;F116+3098","","HW_50","FW_1","","","","","","pLARmEB",0.2123,0.0929,"Chr02",57517227,57520854,3628,"-",4902,-8529,"PF03639","PTHR31983,PTHR31983:SF0","","3.2.1.39","K01180","GO:0052862,GO:0052861,GO:0016998","AT5G15870","","glycosyl hydrolase family 81 protein","LOC_Os09g21210",NA,"beta-glucan-binding protein 4, putative, expressed"
"14414","PstI.TP73962","Sobic.008G057700",8,6017334,10,"PS_Y","F116+36088im","GHW_1","","GFW_1","FW_50;FM_50","fprinW;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4429,0.06432,"Chr08",6006851,6008734,1884,"-",-10483,8600,"PF00141","PTHR31356,PTHR31356:SF12","","1.11.1.11","K00434","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G08390","SAPX","stromal ascorbate peroxidase","LOC_Os12g07820",NA,"OsAPx6 - Stromal Ascorbate Peroxidase encoding gene 5,8, expressed"
"14417","PstI.TP73962","Sobic.008G057800",8,6017334,10,"PS_Y","F116+36088im","GHW_1","","GFW_1","FW_50;FM_50","fprinW;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4429,0.06432,"Chr08",6013467,6018006,4540,"-",-3867,-672,"PF00141","PTHR31356,PTHR31356:SF12","","1.11.1.11","K00434","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G08390","SAPX","stromal ascorbate peroxidase","LOC_Os12g07820",NA,"OsAPx6 - Stromal Ascorbate Peroxidase encoding gene 5,8, expressed"
"14411","PstI.TP73962","Sobic.008G057900",8,6017334,10,"PS_Y","F116+36088im","GHW_1","","GFW_1","FW_50;FM_50","fprinW;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4429,0.06432,"Chr08",6023320,6027434,4115,"+",5986,-10100,"PF00141","PTHR31356,PTHR31356:SF12","","1.11.1.11","K00434","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G08390","SAPX","stromal ascorbate peroxidase","LOC_Os12g07820",NA,"OsAPx6 - Stromal Ascorbate Peroxidase encoding gene 5,8, expressed"
"14420","PstI.TP740140","Sobic.009G016201",9,1528558,9,"PS_Y","F116+36088im","GHW_1","","GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.218,0.4907,"Chr09",1523034,1524775,1742,"-",-5524,3783,"PF03911","PTHR13509,PTHR13509:SF4","","","K09481","GO:0006886,GO:0005784","AT5G60460","","Preprotein translocase Sec, Sec61-beta subunit protein","LOC_Os11g01300",NA,"protein transport protein Sec61 subunit beta, putative, expressed"
"14423","PstI.TP740140","Sobic.009G016300",9,1528558,9,"PS_Y","F116+36088im","GHW_1","","GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.218,0.4907,"Chr09",1532031,1532648,618,"-",3473,-4090,"PF03911","PTHR13509,PTHR13509:SF4","","","K09481","GO:0006886,GO:0005784","AT5G60460","","Preprotein translocase Sec, Sec61-beta subunit protein","LOC_Os11g01300",NA,"protein transport protein Sec61 subunit beta, putative, expressed"
"14426","PstI.TP740140","Sobic.009G016400",9,1528558,9,"PS_Y","F116+36088im","GHW_1","","GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.218,0.4907,"Chr09",1537743,1541703,3961,"-",9185,-13145,"PF03911","PTHR13509,PTHR13509:SF4","","","K09481","GO:0006886,GO:0005784","AT5G60460","","Preprotein translocase Sec, Sec61-beta subunit protein","LOC_Os11g01300",NA,"protein transport protein Sec61 subunit beta, putative, expressed"
"14429","PstI.TP740179","Sobic.003G095700",3,8414014,2,"PS_N","F96+4814","","","FW_1;GFW_1","","","","","","pLARmEB",0.0417,0.0252,"Chr03",8404873,8408492,3620,"+",-9141,5522,"PF04577","PTHR20961,PTHR20961:SF17","KOG4698","2.4.1.255","","GO:0016757","AT3G18180","","Glycosyltransferase family 61 protein","LOC_Os01g02900",NA,"glycosyltransferase, putative, expressed"
"14432","PstI.TP740179","Sobic.003G095750",3,8414014,2,"PS_N","F96+4814","","","FW_1;GFW_1","","","","","","pLARmEB",0.0417,0.0252,"Chr03",8412532,8413370,839,"+",-1482,644,"PF04577","PTHR20961,PTHR20961:SF17","KOG4698","2.4.1.255","","GO:0016757","AT3G18180","","Glycosyltransferase family 61 protein","LOC_Os01g02900",NA,"glycosyltransferase, putative, expressed"
"14435","PstI.TP740179","Sobic.003G095800",3,8414014,2,"PS_N","F96+4814","","","FW_1;GFW_1","","","","","","pLARmEB",0.0417,0.0252,"Chr03",8416682,8423223,6542,"-",2668,-9209,"PF04577","PTHR20961,PTHR20961:SF17","KOG4698","2.4.1.255","","GO:0016757","AT3G18180","","Glycosyltransferase family 61 protein","LOC_Os01g02900",NA,"glycosyltransferase, putative, expressed"
"14438","PstI.TP740447","Sobic.007G131500",7,54863441,3,"PS_Y","F116+36088im","","","FW_1;GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2843,0.003995,"Chr07",54855675,54858171,2497,"+",-7766,5270,"","PTHR33063,PTHR33063:SF5","","","","","","","","LOC_Os06g13250",NA,"hypothetical protein"
"14441","PstI.TP740447","Sobic.007G131600",7,54863441,3,"PS_Y","F116+36088im","","","FW_1;GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2843,0.003995,"Chr07",54862978,54865463,2486,"-",-463,-2022,"","PTHR33063,PTHR33063:SF5","","","","","","","","LOC_Os06g13250",NA,"hypothetical protein"
"14444","PstI.TP740447","Sobic.007G131700",7,54863441,3,"PS_Y","F116+36088im","","","FW_1;GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2843,0.003995,"Chr07",54873115,54876933,3819,"-",9674,-13492,"","PTHR33063,PTHR33063:SF5","","","","","","","","LOC_Os06g13250",NA,"hypothetical protein"
"14447","PstI.TP742379","Sobic.002G247300",2,63540984,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3848,3.586,"Chr02",63528682,63539526,10845,"-",-12302,1458,"PF00170,PF14144","PTHR22952,PTHR22952:SF218","","","K14431","GO:0043565,GO:0006355,GO:0003700,GO:0006351","AT5G06839","bZIP65,TGA10","bZIP transcription factor family protein","LOC_Os09g31390",NA,"transcription factor, putative, expressed"
"14456","PstI.TP742379","Sobic.002G247401",2,63540984,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3848,3.586,"Chr02",63540457,63544301,3845,"-",-527,-3317,"PF00170,PF14144","PTHR22952,PTHR22952:SF218","","","K14431","GO:0043565,GO:0006355,GO:0003700,GO:0006351","AT5G06839","bZIP65,TGA10","bZIP transcription factor family protein","LOC_Os09g31390",NA,"transcription factor, putative, expressed"
"14465","PstI.TP742379","Sobic.002G247500",2,63540984,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3848,3.586,"Chr02",63544987,63550471,5485,"-",4003,-9487,"PF00170,PF14144","PTHR22952,PTHR22952:SF218","","","K14431","GO:0043565,GO:0006355,GO:0003700,GO:0006351","AT5G06839","bZIP65,TGA10","bZIP transcription factor family protein","LOC_Os09g31390",NA,"transcription factor, putative, expressed"
"14468","PstI.TP744262","Sobic.004G152300",4,48092727,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50","","CMLM+SUPER;MLM+SUPER","","","",0.1106,0.06725,"Chr04",48096694,48100012,3319,"+",3967,-7285,"PF07983","PTHR32227","","","","","AT4G13600","","Carbohydrate-binding X8 domain superfamily protein","LOC_Os02g29980",NA,"X8 domain containing protein, expressed"
"14470","PstI.TP744262","Sobic.004G152400",4,48092727,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50","","CMLM+SUPER;MLM+SUPER","","","",0.1106,0.06725,"Chr04",48100604,48103042,2439,"+",7877,-10315,"PF07983","PTHR32227","","","","","AT4G13600","","Carbohydrate-binding X8 domain superfamily protein","LOC_Os02g29980",NA,"X8 domain containing protein, expressed"
"14472","PstI.TP746004","NA",11,5153,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3131,9.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14473","PstI.TP747313","NA",2,53434843,6,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50","","CMLM+SUPER;MLM+SUPER","","","",0.45,5.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14474","PstI.TP747686","Sobic.005G002400",5,191126,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.08549,0.004295,"Chr05",190488,194282,3795,"+",-638,-3156,"","PTHR11638,PTHR11638:SF68","KOG1051","","","","AT2G29970","","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","LOC_Os11g01330",NA,"expressed protein"
"14475","PstI.TP748481","NA",11,5175,3,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4508,6.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14476","PstI.TP749093","Sobic.002G392000",2,74477521,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4121,0.7116,"Chr02",74467907,74469446,1540,"+",-9614,8075,"PF00141","PTHR31235,PTHR31235:SF52","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G33420","","Peroxidase superfamily protein","LOC_Os07g44550",NA,"peroxidase precursor, putative, expressed"
"14478","PstI.TP749093","Sobic.002G392100",2,74477521,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4121,0.7116,"Chr02",74473602,74475145,1544,"-",-3919,2376,"PF00141","PTHR31235,PTHR31235:SF52","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT4G33420","","Peroxidase superfamily protein","LOC_Os07g44550",NA,"peroxidase precursor, putative, expressed"
"14480","PstI.TP749310","Sobic.002G091200",2,9525754,1,"PS_N","F116+3098","","GHW_50","","","","","","","pLARmEB",0.2672,0,"Chr02",9520497,9521758,1262,"+",-5257,3996,"PF04043","PTHR31080,PTHR31080:SF21","","","","GO:0004857","AT3G47380","","Plant invertase/pectin methylesterase inhibitor superfamily protein","LOC_Os07g14340",NA,"retrotransposon protein, putative, unclassified, expressed"
"14484","PstI.TP749310","Sobic.002G091300",2,9525754,1,"PS_N","F116+3098","","GHW_50","","","","","","","pLARmEB",0.2672,0,"Chr02",9525195,9526587,1393,"+",-559,-833,"PF04043","PTHR31080,PTHR31080:SF21","","","","GO:0004857","AT3G47380","","Plant invertase/pectin methylesterase inhibitor superfamily protein","LOC_Os07g14340",NA,"retrotransposon protein, putative, unclassified, expressed"
"14492","PstI.TP749310","Sobic.002G091400",2,9525754,1,"PS_N","F116+3098","","GHW_50","","","","","","","pLARmEB",0.2672,0,"Chr02",9528682,9530773,2092,"-",2928,-5019,"PF04043","PTHR31080,PTHR31080:SF21","","","","GO:0004857","AT3G47380","","Plant invertase/pectin methylesterase inhibitor superfamily protein","LOC_Os07g14340",NA,"retrotransposon protein, putative, unclassified, expressed"
"14488","PstI.TP749310","Sobic.002G091500",2,9525754,1,"PS_N","F116+3098","","GHW_50","","","","","","","pLARmEB",0.2672,0,"Chr02",9530774,9532713,1940,"+",5020,-6959,"PF04043","PTHR31080,PTHR31080:SF21","","","","GO:0004857","AT3G47380","","Plant invertase/pectin methylesterase inhibitor superfamily protein","LOC_Os07g14340",NA,"retrotransposon protein, putative, unclassified, expressed"
"14496","PstI.TP750640","Sobic.003G128525",3,11819956,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.4614,0.2281,"Chr03",11819698,11820201,504,"-",-258,-245,"","","","","","","","","","",NA,""
"14497","PstI.TP752309","NA",11,5197,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3908,0.9423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14498","PstI.TP753697","Sobic.004G025000",4,2038364,1,"PS_N","F96+4814","HD_1","","","","","","","","pLARmEB",0.3698,0.00000155,"Chr04",2024674,2031337,6664,"+",-13690,7027,"PF13202,PF13499,PF14531","PTHR24349:SF137,PTHR24349","KOG0032","2.7.11.1","","GO:0005509","AT2G17890","CPK16","calcium-dependent protein kinase 16","LOC_Os02g03410",NA,"CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14516","PstI.TP753697","Sobic.004G025100",4,2038364,1,"PS_N","F96+4814","HD_1","","","","","","","","pLARmEB",0.3698,0.00000155,"Chr04",2031724,2033016,1293,"+",-6640,5348,"PF13202,PF13499,PF14531","PTHR24349:SF137,PTHR24349","KOG0032","2.7.11.1","","GO:0005509","AT2G17890","CPK16","calcium-dependent protein kinase 16","LOC_Os02g03410",NA,"CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14522","PstI.TP753697","Sobic.004G025200",4,2038364,1,"PS_N","F96+4814","HD_1","","","","","","","","pLARmEB",0.3698,0.00000155,"Chr04",2033788,2035719,1932,"+",-4576,2645,"PF13202,PF13499,PF14531","PTHR24349:SF137,PTHR24349","KOG0032","2.7.11.1","","GO:0005509","AT2G17890","CPK16","calcium-dependent protein kinase 16","LOC_Os02g03410",NA,"CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14528","PstI.TP753697","Sobic.004G025300",4,2038364,1,"PS_N","F96+4814","HD_1","","","","","","","","pLARmEB",0.3698,0.00000155,"Chr04",2037948,2039912,1965,"+",-416,-1548,"PF13202,PF13499,PF14531","PTHR24349:SF137,PTHR24349","KOG0032","2.7.11.1","","GO:0005509","AT2G17890","CPK16","calcium-dependent protein kinase 16","LOC_Os02g03410",NA,"CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14534","PstI.TP753697","Sobic.004G025400",4,2038364,1,"PS_N","F96+4814","HD_1","","","","","","","","pLARmEB",0.3698,0.00000155,"Chr04",2040338,2043948,3611,"-",1974,-5584,"PF13202,PF13499,PF14531","PTHR24349:SF137,PTHR24349","KOG0032","2.7.11.1","","GO:0005509","AT2G17890","CPK16","calcium-dependent protein kinase 16","LOC_Os02g03410",NA,"CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14540","PstI.TP753697","Sobic.004G025500",4,2038364,1,"PS_N","F96+4814","HD_1","","","","","","","","pLARmEB",0.3698,0.00000155,"Chr04",2047408,2048253,846,"-",9044,-9889,"PF13202,PF13499,PF14531","PTHR24349:SF137,PTHR24349","KOG0032","2.7.11.1","","GO:0005509","AT2G17890","CPK16","calcium-dependent protein kinase 16","LOC_Os02g03410",NA,"CAMK_CAMK_like.12 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14546","PstI.TP75401","NA",11,632,3,"PS_Y","F116+36088im","","","GFW_1;FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1364,0.1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14547","PstI.TP754021","NA",11,5204,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3597,0.3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14548","PstI.TP760074","NA",11,5247,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1352,3.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14552","PstI.TP760791","Sobic.009G225300",9,56736412,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1673,4.351,"Chr09",56724382,56727042,2661,"-",-12030,9370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14549","PstI.TP760791","Sobic.009G225500",9,56736412,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1673,4.351,"Chr09",56733784,56736681,2898,"+",-2628,-269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14555","PstI.TP760791","Sobic.009G225600",9,56736412,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1673,4.351,"Chr09",56745759,56747418,1660,"-",9347,-11006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14572","PstI.TP761879","Sobic.003G364950",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68180745,68181236,492,"-",-10395,9904,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
"14579","PstI.TP761879","Sobic.003G365000",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68181768,68183877,2110,"-",-9372,7263,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
