SNP,Chromosome,Position,Grand Total,PS,Ind.SNP,Heading_1,Heading_50,Flowering_1,Flowering_50,PCA,SUPER,FarmCPU,mrMLM.1,mrMLM.2,MAF,PVE
PstI.TP47535,11,404,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.0259,1.31E-06
PstI.TP476170,9,56238781,1,PS_N(1),F106+4185(1),,,FM_1(1),,,,FarmCPU(1),,,0.4575,3.19
PstI.TP476949,1,5536792,4,PS_N(4),F106+4185(2);F116+3098(2),,GHW_50(1),FW_1(1);FM_1(1),,fprind(1),,,,ISIS EM-BLASSO(1);pLARmEB(3),0.5,5.359
PstI.TP477486,2,63077632,4,PS_Y(4),F116+36088im(4),,,GFW_1(1),FD_50(1),fprind(1);fprinGW(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.3007,0.07144
PstI.TP477722,1,65237049,7,PS_N(6)PS_Y(1),F116+36088im(7),HD_1(1);GHW_1(1);HM_1(2),,FD_1(1);FW_1(1),,fprinM(1),MLM+SUPER(1),FarmCPU(6),,,0.2336,6.602
PstI.TP478241,11,3631,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05297,1.136
PstI.TP480160,6,51153057,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),FM_50(1),,CMLM+SUPER(2),,,,0.3948,0.1522
PstI.TP480563,11,3643,16,PS_Y(16),F116+36088im(16),GHW_1(2);HM_1(2),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(9),,,,0.1223,7.323
PstI.TP48338,2,71250737,18,PS_Y(18),F116+36088im(18),GHW_1(2);HM_1(1),GHW_50(2),FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(8)MLM+SUPER(10),,,,0.2314,0.6085
PstI.TP485114,9,57032697,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05955,0.3672
PstI.TP487081,3,2424586,1,PS_N(1),F116+3098(1),,,GFW_1(1),,,,FarmCPU(1),,,0.1379,1.656
PstI.TP487745,6,47618306,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0236,0
PstI.TP488800,6,58115358,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1443,0.2788
PstI.TP490102,11,3717,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2114,0.4371
PstI.TP490103,1,67018899,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2345,0.3689
PstI.TP490779,11,3725,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.0647,1.57E-05
PstI.TP491452,11,3731,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1981,0.1463
PstI.TP491926,3,62555932,5,PS_Y(5),F116+36088im(5),,,,FD_50(1);FM_50(2),fprind(1);fprinGW(1),CMLM+SUPER(2)MLM+SUPER(3),,,,0.4208,0.0299
PstI.TP492157,11,3737,3,PS_Y(3),F116+36088im(3),HM_1(1),,GFW_1(1),FM_50(1),,MLM+SUPER(3),,,,0.124,1.982
PstI.TP494123,10,4301743,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(1),FW_50(1);GFW_50(1),fprinW(1),CMLM+SUPER(2)MLM+SUPER(5),,,,0.2114,12.55
PstI.TP495406,10,8851249,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),GHW_50(1),,,fprinGW(1),CMLM+SUPER(1)MLM+SUPER(4),,,,0.07016,1.055
PstI.TP497572,11,3771,3,PS_N(3),F116+36088im(3),,HD_50(1),,FW_50(1),fprinGW(1),,,,pLARmEB(3),0.3103,4.589
PstI.TP498475,11,3780,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.3349,14.94
PstI.TP50012,11,424,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.1639,0.4103
PstI.TP502131,1,59426545,4,PS_N(4),F116+36088im(2);F116+3098(2),,GHW_50(1),FM_1(2),,fprinM(1),,,FASTmrMLM(2),pLARmEB(2),0.0216,0.0032
PstI.TP504045,11,3810,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1941,0.4656
PstI.TP507073,11,3830,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4937,1.859
PstI.TP51079,11,429,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.05827,1.228
PstI.TP512607,7,6804761,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.0474,0.0359
PstI.TP513010,9,53784174,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2975,0.9033
PstI.TP513949,3,61369495,9,PS_N(2)PS_Y(7),F116+36088im(9),HD_1(2);GHW_1(1),GHW_50(1);HM_50(1),FW_1(1),FD_50(2),fprinM(1),,,mrMLM(4);FASTmrMLM(1),pLARmEB(4),0.3448,10.8
PstI.TP515295,7,61776197,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2647,0.08733
PstI.TP515539,11,3884,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3809,1.785
PstI.TP51884,11,433,1,PS_Y(1),F116+36088im(1),HW_1(1),,,,,MLM+SUPER(1),,,,0.2744,2.062
PstI.TP51995,2,74836619,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.05229,3.799
PstI.TP52046,6,52358725,1,PS_Y(1),F116+36088im(1),,,,FM_50(1),,,,FASTmrMLM(1),,0.0991,1.574
PstI.TP521411,11,3897,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4748,9.873
PstI.TP522628,7,55214011,11,PS_Y(11),F116+36088im(11),HM_1(1),GHW_50(1);HW_50(1),GFW_1(2),FD_50(1);FW_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(5),,,,0.1882,0.01377
PstI.TP525648,11,3922,8,PS_Y(8),F116+36088im(8),,GHW_50(1),,FD_50(1);FW_50(1);GFW_50(1);FM_50(1),fprinW(1);fprind(1);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(2),,,,0.178,5.346
PstI.TP527171,11,3934,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0142,0
PstI.TP53013,9,59327122,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.07481,0.1786
PstI.TP530627,4,57907294,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(2)MLM+SUPER(1),,,,0.3784,1.156
PstI.TP530837,1,65836675,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0755,0.0852
PstI.TP532426,7,64966356,132,PS_N(96)PS_Y(36),F116+36088im(20);F96+4814(20);F106+4185(13);F116+3098(79),HD_1(7);HW_1(2);GHW_1(3);HM_1(4),HD_50(10);GHW_50(6);HW_50(7);HM_50(8),FD_1(9);FW_1(5);GFW_1(4);FM_1(3),FD_50(10);FW_50(9);GFW_50(6);FM_50(7),fprinW(8);fprind(10);fprinGW(7);fprinM(7),,FarmCPU(20),mrMLM(54);FASTmrMLM(8);FASTmrEMMA(1),ISIS EM-BLASSO(31);pLARmEB(18),0.4844,18.14
PstI.TP532669,4,3498516,54,PS_N(7)PS_Y(47),F96+4814(9);F106+4185(14);F116+3098(31),HD_1(2);GHW_1(1);HM_1(2),HD_50(2);GHW_50(3);HW_50(4),FW_1(1);GFW_1(2);FM_1(6),FD_50(3);FW_50(6);GFW_50(4);FM_50(6),fprinW(5);fprind(3);fprinGW(2);fprinM(2),,FarmCPU(1),mrMLM(13);FASTmrMLM(15),ISIS EM-BLASSO(19);pLARmEB(6),0.4741,15.25
PstI.TP537292,1,78162057,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.2457,0.3752
PstI.TP537424,3,53114444,1,PS_N(1),F106+4185(1),,,FD_1(1),,,,FarmCPU(1),,,0.3349,7.762
PstI.TP537665,1,6031806,1,PS_Y(1),F116+36088im(1),,,FD_1(1),,,MLM+SUPER(1),,,,0.1519,0.4874
PstI.TP538261,11,4009,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.3708,0.06072
PstI.TP539015,11,4010,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0283,0
PstI.TP539520,1,79006048,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.159,0.1718
PstI.TP541575,2,74276308,10,PS_N(10),F96+4814(3);F106+4185(6);F116+3098(1),HD_1(3);HW_1(1);GHW_1(1),HD_50(1);GHW_50(1);HW_50(1),GFW_1(1),GFW_50(1),,,,,ISIS EM-BLASSO(3);pLARmEB(7),0.0943,15.7
PstI.TP54210,11,451,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1166,0.2267
PstI.TP543083,7,7619505,13,PS_Y(13),F116+36088im(13),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(1);GFW_50(2);FM_50(2),fprinW(1);fprind(1),CMLM+SUPER(4)MLM+SUPER(9),,,,0.1866,0.9757
PstI.TP543485,11,4036,10,PS_Y(10),F116+36088im(10),GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);GFW_50(2);FM_50(1),fprinW(1),CMLM+SUPER(3)MLM+SUPER(7),,,,0.449,2.102
PstI.TP544110,7,59986998,4,PS_Y(4),F116+36088im(4),HM_1(1),,GFW_1(2),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(3),,,,0.243,0.00932
PstI.TP545057,3,54934171,12,PS_Y(12),F116+36088im(12),HW_1(1);GHW_1(2),GHW_50(2),FD_1(1),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(9),,,,0.192,2.34
PstI.TP547023,2,75564773,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1138,1.686
PstI.TP547988,11,4054,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3106,0.1767
PstI.TP54867,11,454,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2367,2.086
PstI.TP548709,2,61335066,23,PS_N(23),F96+4814(19);F106+4185(2);F116+3098(2),HD_1(1);GHW_1(1),HD_50(2);GHW_50(2);HW_50(1),FD_1(1);FW_1(2);FM_1(2),FD_50(2);FW_50(3);GFW_50(1);FM_50(1),fprinW(2);fprind(2),,FarmCPU(16),FASTmrMLM(4),pLARmEB(3),0.07292,20.76
PstI.TP551551,9,56031713,12,PS_Y(12),F116+36088im(12),HD_1(1);HW_1(1);GHW_1(2),,GFW_1(2),FW_50(1);GFW_50(2);FM_50(1),fprinW(1);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(6),,,,0.4807,13.38
PstI.TP552710,11,4086,1,PS_N(1),F116+3098(1),,,FM_1(1),,,,,,pLARmEB(1),0.0216,0
PstI.TP56482,4,68544225,12,PS_Y(12),F116+36088im(12),,,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(6),,,,0.1563,1.304
PstI.TP5684,11,34,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1505,7.75
PstI.TP568461,3,74315454,9,PS_N(9),F106+4185(2);F116+3098(7),GHW_1(1),GHW_50(1);HW_50(1),FW_1(1);GFW_1(1);FM_1(1),FM_50(1),fprinW(1);fprinGW(1),,,,ISIS EM-BLASSO(2);pLARmEB(7),0.0259,0.0239
PstI.TP569914,5,1262747,1,PS_N(1),F116+3098(1),,HW_50(1),,,,,,,pLARmEB(1),0.2672,5.00E-04
PstI.TP570804,4,4364673,62,PS_Y(62),F96+4814(31);F106+4185(7);F116+3098(24),HD_1(3);HW_1(3);HM_1(1),HD_50(4);GHW_50(3);HW_50(5);HM_50(2),FD_1(3);GFW_1(2);FM_1(2),FD_50(7);FW_50(6);GFW_50(3);FM_50(2),fprinW(5);fprind(7);fprinGW(3);fprinM(1),CMLM+SUPER(2)MLM+SUPER(2),,mrMLM(8);FASTmrMLM(14);FASTmrEMMA(6),ISIS EM-BLASSO(30),0.3777,9.818
PstI.TP572438,3,71178778,3,PS_N(2)PS_Y(1),F116+36088im(3),,HD_50(1);GHW_50(1),,,fprind(1),,,mrMLM(2);FASTmrMLM(1),,0.1272,8.397
PstI.TP573755,11,4123,13,PS_Y(13),F116+36088im(13),HW_1(1);GHW_1(2);HM_1(1),,FD_1(1);GFW_1(2),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(5)MLM+SUPER(8),,,,0.1943,0.2911
PstI.TP574024,11,4130,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4296,2.023
PstI.TP576366,2,375350,11,PS_N(11),F96+4814(8);F106+4185(1);F116+3098(2),HD_1(1);GHW_1(1),HD_50(1);HW_50(1),FD_1(1);FW_1(3);FM_1(1),,fprind(1);fprinM(1),,FarmCPU(7),,ISIS EM-BLASSO(2);pLARmEB(2),0.0521,7.816
PstI.TP57930,2,67346618,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05146,1.082
PstI.TP579760,6,53267780,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.08832,4.598
PstI.TP581762,4,62741281,9,PS_Y(9),F116+36088im(9),GHW_1(2);HM_1(2),,GFW_1(2);FM_1(1),FW_50(1);GFW_50(1),,CMLM+SUPER(5)MLM+SUPER(4),,,,0.1415,0.4724
PstI.TP582448,11,4183,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0472,0.0117
PstI.TP582861,3,66513476,2,PS_N(2),F96+4814(2),,,FW_1(1);GFW_1(1),,,,,,pLARmEB(2),0.0625,0.048
PstI.TP583331,4,1337875,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2424,0.03846
PstI.TP585913,8,55579533,1,PS_N(1),F96+4814(1),,GHW_50(1),,,,,FarmCPU(1),,,0.1823,2.931
PstI.TP587376,4,2288697,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2965,6.728
PstI.TP588220,11,4211,2,PS_Y(2),F116+36088im(2),,,,FM_50(2),,,,FASTmrMLM(1),ISIS EM-BLASSO(1),0.2457,4.254
PstI.TP588590,11,4212,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1386,10.33
PstI.TP588782,11,4213,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(1),,fprinW(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.1045,1.558
PstI.TP590958,1,18570749,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3383,0.2836
PstI.TP591101,11,4220,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.2374,2.854
PstI.TP591413,6,32813463,5,PS_Y(5),F116+36088im(5),HM_1(1),,GFW_1(1);FM_1(2),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(4),,,,0.2776,0.03716
PstI.TP59735,1,3027630,1,PS_Y(1),F116+36088im(1),,GHW_50(1),,,,CMLM+SUPER(1),,,,0.3946,4.186
PstI.TP604956,10,5628757,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(1),FD_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(5),,,,0.3948,0.2656
PstI.TP605565,5,2619193,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1412,0.5225
PstI.TP605931,11,4284,6,PS_Y(6),F116+36088im(6),GHW_1(2),,GFW_1(2),FW_50(1);GFW_50(1),,CMLM+SUPER(2)MLM+SUPER(4),,,,0.1321,0.09172
PstI.TP607682,6,57995101,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.1814,0.00939
PstI.TP607810,11,4293,4,PS_N(1)PS_Y(3),F116+36088im(4),GHW_1(1),HD_50(1),,FD_50(1);FM_50(1),,,,FASTmrMLM(3),pLARmEB(1),0.1422,7.028
PstI.TP609049,11,4301,3,PS_Y(3),F116+36088im(3),,GHW_50(1),,FW_50(1),fprinW(1),CMLM+SUPER(3),,,,0.05328,6.347
PstI.TP6170,6,56702797,26,PS_Y(26),F116+36088im(26),HD_1(2);HW_1(2);GHW_1(2);HM_1(1),,FD_1(2);FW_1(2);GFW_1(2);FM_1(1),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(12)MLM+SUPER(14),,,,0.3503,2.255
PstI.TP617376,4,63931951,1,PS_Y(1),F116+36088im(1),,,FD_1(1),,,CMLM+SUPER(1),,,,0.2679,0.6148
PstI.TP619468,11,4343,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1053,0.3616
PstI.TP619768,7,63048502,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2437,4.237
PstI.TP620357,11,4354,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.163,9.916
PstI.TP621310,11,4360,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4401,0.2927
PstI.TP621994,3,74383503,3,PS_N(3),F116+36088im(3),HW_1(1),,FM_1(1),,fprinM(1),,,FASTmrMLM(3),,0.0129,0
PstI.TP622176,3,65129470,18,PS_N(18),F116+36088im(18),HD_1(2);HM_1(1),HD_50(2);HW_50(1);HM_50(1),FW_1(1);GFW_1(1),FD_50(2);FW_50(1);GFW_50(2),fprinW(1);fprind(1);fprinGW(1);fprinM(1),,,mrMLM(14);FASTmrMLM(3),ISIS EM-BLASSO(1),0.3772,27.81
PstI.TP626222,1,75163481,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2554,0.1081
PstI.TP626274,9,149728,10,PS_Y(10),F116+36088im(10),,GHW_50(2),GFW_1(1),FD_50(1);FW_50(2);GFW_50(1),fprinW(1);fprind(1);fprinGW(1),CMLM+SUPER(4)MLM+SUPER(6),,,,0.2289,1.288
PstI.TP62793,1,56902432,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.3349,1.204
PstI.TP629259,1,4276027,3,PS_N(3),F116+3098(3),,GHW_50(1);HW_50(1),FM_1(1),,,,,mrMLM(1),pLARmEB(2),0.3772,9.993
PstI.TP629726,11,4421,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.05541,0.3299
PstI.TP629786,3,68029217,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.06421,0.4632
PstI.TP630324,1,64952328,2,PS_Y(2),F116+36088im(2),,,GFW_1(1);FM_1(1),,,CMLM+SUPER(2),,,,0.1025,0.151
PstI.TP631982,11,4439,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05019,0.00198
PstI.TP632245,11,4440,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(2),HD_50(2),GFW_1(1),,,CMLM+SUPER(3)MLM+SUPER(4),,,,0.2045,1.382
PstI.TP633054,7,1390154,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(2),,GFW_1(2),,,CMLM+SUPER(3)MLM+SUPER(3),,,,0.1155,0.1803
PstI.TP636784,11,4475,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2276,1.167
PstI.TP637101,1,3390212,3,PS_Y(3),F116+36088im(3),HM_1(1),,GFW_1(1),FM_50(1),,MLM+SUPER(3),,,,0.4896,8.1
PstI.TP63807,9,57917093,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.228,2.954
PstI.TP63816,5,748461,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4656,0.1822
PstI.TP638471,3,3671264,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.377,0.5987
PstI.TP639463,6,60717357,7,PS_Y(7),F96+4814(6);F116+3098(1),HD_1(1);HW_1(1);GHW_1(1),GHW_50(1);HW_50(1);HM_50(1),FW_1(1),,,,,,ISIS EM-BLASSO(6);pKWmEB(1),0.1771,22.73
PstI.TP640478,4,61836372,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2146,2.471
PstI.TP640904,3,66602989,15,PS_Y(15),F116+36088im(15),GHW_1(2);HM_1(1),,FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(8),,,,0.1244,0.3885
PstI.TP640960,1,80209769,5,PS_N(4)PS_Y(1),F116+36088im(5),HW_1(2),,FM_1(1),,fprinGW(1);fprinM(1),,,FASTmrMLM(4),pLARmEB(1),0.0388,0.044
PstI.TP641744,2,61738293,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.2371,8.18E-05
PstI.TP642281,11,4513,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1092,0.354
PstI.TP643290,1,53455562,4,PS_Y(4),F116+36088im(4),HD_1(1);HW_1(1),,FM_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.3907,5.134
PstI.TP643551,3,49027360,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.389,0.9104
PstI.TP643842,11,4529,4,PS_Y(4),F116+36088im(4),HM_1(1),,GFW_1(1),FD_50(1),fprind(1),MLM+SUPER(4),,,,0.4963,14.8
PstI.TP64429,11,538,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.0998,6.174
PstI.TP644437,11,4532,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.4126,2.257
PstI.TP648569,11,4574,5,PS_Y(5),F116+36088im(5),GHW_1(2),,GFW_1(2);FM_1(1),,,CMLM+SUPER(3)MLM+SUPER(2),,,,0.1546,0.3001
PstI.TP650369,3,70976262,1,PS_Y(1),F116+36088im(1),,GHW_50(1),,,,MLM+SUPER(1),,,,0.07834,0.04455
PstI.TP650956,7,39090261,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.09872,4.461
PstI.TP652759,11,4604,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4308,2.981
PstI.TP654004,9,2357362,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.1595,4.00E-04
PstI.TP65497,11,546,3,PS_N(3),F106+4185(1);F116+3098(2),,HW_50(1),FW_1(1);FM_1(1),,,,,,pLARmEB(3),0.0302,5.00E-04
PstI.TP65639,2,69075318,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1988,0.4345
PstI.TP661215,3,54129611,17,PS_N(8)PS_Y(9),F116+36088im(17),HD_1(2);HW_1(1);HM_1(1),HD_50(1),FD_1(2);FW_1(1);GFW_1(1);FM_1(1),FW_50(1);GFW_50(1),fprinW(1);fprind(2);fprinGW(1);fprinM(1),,,mrMLM(1);FASTmrMLM(13),ISIS EM-BLASSO(2);pLARmEB(1),0.2198,18.91
PstI.TP661829,6,45153734,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07276,0.992
PstI.TP662789,11,4624,3,PS_Y(3),F116+36088im(3),HM_1(1),,GFW_1(1),FM_50(1),,MLM+SUPER(3),,,,0.4673,13.78
PstI.TP663014,11,4629,3,PS_Y(3),F116+36088im(3),GHW_1(2),,FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(1),,,,0.3195,0.02981
PstI.TP663240,6,56975360,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1115,2.209
PstI.TP666628,10,312922,1,PS_N(1),F116+36088im(1),,,,FM_50(1),,,FarmCPU(1),,,0.3725,0.3937
PstI.TP666982,11,4643,1,PS_Y(1),F116+36088im(1),,,FD_1(1),,,CMLM+SUPER(1),,,,0.1643,2.1
PstI.TP671098,2,54577903,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(2),GHW_50(2),,,,CMLM+SUPER(3)MLM+SUPER(3),,,,0.4595,0.001376
PstI.TP675318,4,60844616,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.0216,0.1459
PstI.TP677745,1,5751851,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2351,6.77
PstI.TP679058,3,65318520,10,PS_Y(10),F116+36088im(10),HM_1(1),,GFW_1(1),FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprinGW(1),CMLM+SUPER(4)MLM+SUPER(6),,,,0.05476,0.8634
PstI.TP681191,6,51040947,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07667,3.121
PstI.TP681216,11,4720,4,PS_Y(4),F116+36088im(4),HW_1(1),,GFW_1(2);FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.1693,0.2297
PstI.TP682870,9,2146242,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.337,3.765
PstI.TP684381,11,4732,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4432,3.568
PstI.TP685319,11,4739,23,PS_Y(23),F116+36088im(23),HD_1(2);HW_1(2);GHW_1(2);HM_1(1),GHW_50(1),FD_1(1);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(8)MLM+SUPER(15),,,,0.2662,1.948
