"","SNP","Chromosome","Position","P.value","MAF","Ind.SNP","PS","Software","Method","Trait.name","PVE","maf","P.value.1","MAF.1"
"12303","PstI.TP135889",1,73564522,5.56867001444334e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_50",8.59020856798938,0.12546799330754,6e-05,NA
"12304","PstI.TP135889",1,73564522,8.7243991523565e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",7.66213084622285,0.12546799330754,9e-05,NA
"12305","PstI.TP136362",11,1134,2.14520265747229e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.649034445180809,0.353038132234195,2e-05,NA
"12306","PstI.TP136422",3,60253262,0.00030457969382165,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",3.49131618169179,0.234345132464857,3e-04,NA
"12307","PstI.TP136422",3,60253262,0.000384092252115745,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",3.45459835300438,0.234345132464857,4e-04,NA
"12308","PstI.TP136422",3,60253262,0.000651864751463785,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.67146684186595,0.234345132464857,7e-04,NA
"12309","PstI.TP138495",5,8332076,0.000283878489795158,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.04122411521331,0.142558507963339,3e-04,NA
"12310","PstI.TP138495",5,8332076,0.000752193463209962,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.657282974348024,0.142558507963339,8e-04,NA
"12311","PstI.TP138953",11,1147,0.000243301062276778,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.000460819102662431,0.234574708742211,2e-04,NA
"12312","PstI.TP138953",11,1147,5.72791076754557e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.00266767351213762,0.234574708742211,6e-05,NA
"12314","PstI.TP139250",11,1151,0.000548396243520806,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.22210850223339,0.0765492376525633,5e-04,NA
"12315","PstI.TP139250",11,1151,0.00028164583545067,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.60951725389054,0.0765492376525633,3e-04,NA
"12316","PstI.TP140756",11,1171,0.00117821823132708,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.000960248301548322,0.258108131560138,0.001,NA
"12318","PstI.TP141528",2,61974919,0.000152174503828607,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",4.64943505655502,0.296810841379607,2e-04,NA
"12319","PstI.TP141528",2,61974919,0.00030891673975429,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",4.92860293327693,0.296810841379607,3e-04,NA
"12320","PstI.TP141528",2,61974919,0.000336286934776372,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",4.78349893447474,0.296810841379607,3e-04,NA
"12321","PstI.TP141528",2,61974919,0.000253462130732577,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",4.80912416225677,0.296810841379607,3e-04,NA
"12323","PstI.TP142395",1,71238859,0.000864738829155622,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.137564263656002,0.493431703038139,9e-04,NA
"12324","PstI.TP143189",10,4870950,0.000903983379894769,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",3.84844667870485,0.371241938108173,9e-04,NA
"12325","PstI.TP144181",11,1219,0.00108369506105037,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.59860857723084,0.412137737679059,0.001,NA
"12327","PstI.TP14467",10,3103147,1.99908683181892e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.875850979304512,0.366898611747841,2e-06,NA
"12328","PstI.TP14467",10,3103147,8.46676099885305e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.841512009787582,0.366898611747841,8e-06,NA
"12329","PstI.TP14467",10,3103147,1.4889622484565e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_1",1.05006860719087,0.366898611747841,1e-05,NA
"12330","PstI.TP14467",10,3103147,1.64698721323927e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.958646646364565,0.366898611747841,2e-05,NA
"12331","PstI.TP14467",10,3103147,1.26039269358499e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.898763969433364,0.366898611747841,1e-05,NA
"12332","PstI.TP14467",10,3103147,6.30841201544073e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinGW",0.990377243444781,0.366898611747841,6e-05,NA
"12333","PstI.TP14467",10,3103147,2.658939242119e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.925575728302924,0.366898611747841,3e-05,NA
"12334","PstI.TP14467",10,3103147,3.40304580674789e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.858281121517011,0.366898611747841,3e-06,NA
"12335","PstI.TP14467",10,3103147,3.95049712129855e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.932667867129476,0.366898611747841,4e-05,NA
"12336","PstI.TP14467",10,3103147,5.00697029697374e-07,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.79970907069103,0.366898611747841,5e-07,NA
"12337","PstI.TP14467",10,3103147,2.74019106016315e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",1.05667512926969,0.366898611747841,3e-05,NA
"12338","PstI.TP14467",10,3103147,3.91068342991953e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.994667807150368,0.366898611747841,4e-05,NA
"12339","PstI.TP14467",10,3103147,8.78131391430861e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",1.03098425917335,0.366898611747841,9e-06,NA
"12340","PstI.TP14467",10,3103147,2.12291646973456e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_50",0.977468428507487,0.366898611747841,2e-05,NA
"12341","PstI.TP14467",10,3103147,0.000224322454850133,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.23054897090063,0.366898611747841,2e-04,NA
"12342","PstI.TP14467",10,3103147,2.15207518753528e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",1.07861435157597,0.366898611747841,2e-06,NA
"12343","PstI.TP150197",1,30650620,0.000401378122573087,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.414277097097805,0.410210296027345,4e-04,NA
"12344","PstI.TP150197",1,30650620,6.37335639978028e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_50",0.190628918896788,0.410210296027345,6e-05,NA
"12345","PstI.TP150197",1,30650620,0.000320078917851682,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.418635646302398,0.410210296027345,3e-04,NA
"12346","PstI.TP152556",2,67340962,0.000746654978551096,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.02578777945464,0.0882352941176471,7e-04,NA
"12348","PstI.TP153865",6,48713292,0.00142624435620811,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0724762660038099,0.17620284335917,0.001,NA
"12349","PstI.TP15431",3,64515813,0.000639868190439569,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.296661575418877,0.0883885865359534,6e-04,NA
"12350","PstI.TP15431",3,64515813,0.000347889937808602,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0780468979871911,0.0883885865359534,3e-04,NA
"12352","PstI.TP154510",11,1273,8.91384174605149e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",7.58157053685943e-08,0.174791799165323,9e-05,NA
"12353","PstI.TP154510",11,1273,0.000297092273350308,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.000328089348154166,0.174791799165323,3e-04,NA
"12354","PstI.TP154924",4,66870962,0.000671605494836152,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.699683199854985,0.335118446024571,7e-04,NA
"12355","PstI.TP158011",11,1295,0.000129797145717198,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",6.3513320973648,0.203021353043492,1e-04,NA
"12356","PstI.TP158011",11,1295,0.000447440119234122,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",6.08420645585383,0.203021353043492,4e-04,NA
"12357","PstI.TP158011",11,1295,0.00126937789139025,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",5.45522815698342,0.203021353043492,0.001,NA
"12358","PstI.TP159372",11,1308,2.43360939357646e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.0132877831433047,0.0894290368541155,2e-05,NA
"12359","PstI.TP159372",11,1308,6.88625114423791e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.0178481665416815,0.0894290368541155,7e-05,NA
"12360","PstI.TP159372",11,1308,0.000268064205213472,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.0182739778581167,0.0894290368541155,3e-04,NA
"12361","PstI.TP159372",11,1308,6.52296317199619e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.0193538743482606,0.0894290368541155,7e-05,NA
"12362","PstI.TP159372",11,1308,0.000111724131187808,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.0046749022170506,0.0894290368541155,1e-04,NA
"12363","PstI.TP159372",11,1308,1.83161510244496e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.00239058548303847,0.0894290368541155,2e-05,NA
"12364","PstI.TP159372",11,1308,0.000234860755867678,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.00248982314185887,0.0894290368541155,2e-04,NA
"12365","PstI.TP159372",11,1308,0.000285822735454569,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.000809139915018106,0.0894290368541155,3e-04,NA
"12366","PstI.TP159372",11,1308,0.00016397970799304,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.000316425326894914,0.0894290368541155,2e-04,NA
"12367","PstI.TP159372",11,1308,5.04844526071895e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",0.0289599999902879,0.0894290368541155,5e-05,NA
"12368","PstI.TP159372",11,1308,1.665486244233e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.00775783652210653,0.0894290368541155,2e-05,NA
"12370","PstI.TP161537",4,745375,0.000160818840530176,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",2.68356965873748,0.0931025028793141,2e-04,NA
"12371","PstI.TP161537",4,745375,0.000171759578339765,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",2.6352359370673,0.0931025028793141,2e-04,NA
"12372","PstI.TP163131",2,76497375,0.00043451526835056,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.74354547935099,0.419701658582666,4e-04,NA
"12373","PstI.TP163131",2,76497375,0.00115877576578393,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.61965878073884,0.419701658582666,0.001,NA
"12374","PstI.TP163131",2,76497375,0.000642534482291277,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.67642401484678,0.419701658582666,6e-04,NA
"12375","PstI.TP163618",2,73163982,0.000740794535706195,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.013876662815845,0.0526866041710109,7e-04,NA
"12376","PstI.TP163618",2,73163982,0.000917104333968589,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0421378866086219,0.0526866041710109,9e-04,NA
"12378","PstI.TP166018",11,1363,0.000901063175410547,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.484007261456265,0.250372405399277,9e-04,NA
"12379","PstI.TP166135",8,57118094,6.81970893220675e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.0329040067655933,0.235294117647059,7e-05,NA
"12380","PstI.TP166135",8,57118094,0.00012325267032898,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.011462800316501,0.235294117647059,1e-04,NA
"12381","PstI.TP166135",8,57118094,6.52413396439727e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.0325382942079642,0.235294117647059,7e-05,NA
"12382","PstI.TP166135",8,57118094,6.12348461479548e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.0332669156742804,0.235294117647059,6e-05,NA
"12383","PstI.TP166135",8,57118094,0.00017418075150028,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.025422427748381,0.235294117647059,2e-04,NA
"12384","PstI.TP166135",8,57118094,0.00113522742716947,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0746613328755405,0.235294117647059,0.001,NA
"12385","PstI.TP166135",8,57118094,0.00019711642003837,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.0395609918432602,0.235294117647059,2e-04,NA
"12386","PstI.TP166135",8,57118094,0.000865749546716732,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0593339849638704,0.235294117647059,9e-04,NA
"12387","PstI.TP166748",3,7900736,0.000362593627470428,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.142615494903414,0.381582266517917,4e-04,NA
"12388","PstI.TP166748",3,7900736,9.17329366108527e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.108210020852022,0.381582266517917,9e-05,NA
"12389","PstI.TP166748",3,7900736,2.1100933611326e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.0379907406945677,0.381582266517917,2e-05,NA
"12390","PstI.TP166748",3,7900736,8.88616378769952e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.136409852223066,0.381582266517917,9e-05,NA
"12391","PstI.TP166748",3,7900736,0.000206750248019047,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0433893291774597,0.381582266517917,2e-04,NA
"12392","PstI.TP166748",3,7900736,3.24356656398308e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0230526080710319,0.381582266517917,3e-05,NA
"12393","PstI.TP166900",1,12024794,0.000406813579931632,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.479395393035873,0.124183006535948,4e-04,NA
"12394","PstI.TP168319",11,1380,0.000674645198549917,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.0141139613032761,0.109042913606956,7e-04,NA
"12395","PstI.TP168319",11,1380,0.000408862513864496,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.0161465152435486,0.109042913606956,4e-04,NA
"12396","PstI.TP168553",3,69628062,0.000248885685235389,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",4.26358822708383,0.220969788600921,2e-04,NA
"12397","PstI.TP17148",4,58030737,0.00018485629015301,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",3.05914536367265,0.217802858503256,2e-04,NA
"12398","PstI.TP17148",4,58030737,0.000356007085008218,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.53810307964998,0.217802858503256,4e-04,NA
"12399","PstI.TP17148",4,58030737,8.57880122867745e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",2.12849077622481,0.217802858503256,9e-05,NA
"12400","PstI.TP173114",11,1419,0.000101702710594297,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.634358325531199,0.11182248987023,1e-04,NA
"12401","PstI.TP173114",11,1419,0.000453869051928084,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.728702307496564,0.11182248987023,5e-04,NA
"12402","PstI.TP173114",11,1419,0.000209655529348243,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.362699374503341,0.11182248987023,2e-04,NA
"12403","PstI.TP174387",10,3977294,0.00101881586888914,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.733371842406235,0.100422221538134,0.001,NA
"12404","PstI.TP175125",5,55044735,0.000222548879388436,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",8.90652729642529,0.0953395601597375,2e-04,NA
"12405","PstI.TP175125",5,55044735,0.000212480171163345,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",8.79481291783732,0.0953395601597375,2e-04,NA
"12406","PstI.TP175125",5,55044735,0.000617270321227761,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",8.38660732784338,0.0953395601597375,6e-04,NA
"12407","PstI.TP175125",5,55044735,3.5320535789601e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",8.29411295403399,0.0953395601597375,4e-05,NA
"12408","PstI.TP175653",4,64445662,0.000595574733498385,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.27994329112453,0.121944324034553,6e-04,NA
"12409","PstI.TP175806",11,1446,2.22213277921276e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.133765424544745,0.380806360497827,2e-05,NA
"12410","PstI.TP175806",11,1446,7.36716902442216e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.120105676379523,0.380806360497827,7e-05,NA
"12411","PstI.TP175806",11,1446,6.81154522473627e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.118596864396313,0.380806360497827,7e-05,NA
"12412","PstI.TP175806",11,1446,0.000151499545245982,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.108804481038471,0.380806360497827,2e-04,NA
"12413","PstI.TP175806",11,1446,5.39538379194526e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.124818172464692,0.380806360497827,5e-05,NA
"12414","PstI.TP175806",11,1446,0.000268903118447716,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.117549537941598,0.380806360497827,3e-04,NA
"12415","PstI.TP175806",11,1446,0.000285226053647557,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.171863566422754,0.380806360497827,3e-04,NA
"12416","PstI.TP175806",11,1446,5.99477077747311e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.148033640113797,0.380806360497827,6e-05,NA
"12417","PstI.TP175806",11,1446,2.689209435576e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",0.105866902727188,0.380806360497827,3e-05,NA
"12418","PstI.TP175806",11,1446,0.000414990519047268,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.151900659210566,0.380806360497827,4e-04,NA
"12419","PstI.TP175806",11,1446,2.81114328296806e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.107535036950078,0.380806360497827,3e-05,NA
"12420","PstI.TP176663",10,1133877,0.000727446030259336,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.284411660505263,0.135181304189176,7e-04,NA
"12421","PstI.TP177807",2,68900132,0.000490464473752171,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.81134003981177,0.457695441929731,5e-04,NA
"12422","PstI.TP177807",2,68900132,0.000266784292701336,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.55751711347085,0.457695441929731,3e-04,NA
"12423","PstI.TP178455",8,50346825,0.000274055271995117,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",1.51048847622731,0.058956295049222,3e-04,NA
"12424","PstI.TP178455",8,50346825,3.93138539872318e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.943959676765028,0.058956295049222,4e-05,NA
"12425","PstI.TP178455",8,50346825,0.000228201925943605,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.26612350541948,0.058956295049222,2e-04,NA
"12427","PstI.TP178720",1,58289912,9.87890372620996e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",3.53397187003895,0.0588235294117647,1e-05,NA
"12428","PstI.TP180465",1,73062507,0.000994145782443486,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",3.46505212473281,0.128223154282729,0.001,NA
"12429","PstI.TP182059",11,1497,5.15922936435932e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.000948757172295755,0.47162251746584,5e-05,NA
"12430","PstI.TP182059",11,1497,7.5865365894293e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.122007743585317,0.47162251746584,8e-05,NA
"12431","PstI.TP182752",4,55853968,0.000364233720153462,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.769838853275584,0.142994178053959,4e-04,NA
"12432","PstI.TP182752",4,55853968,0.000280669644938861,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.440730093058046,0.142994178053959,3e-04,NA
"12433","PstI.TP182752",4,55853968,0.00133315205239513,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.74228755405172,0.142994178053959,0.001,NA
"12434","PstI.TP184836",9,57455010,0.000595961965936139,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",4.35821066141099,0.112424397572388,6e-04,NA
"12435","PstI.TP189070",11,1540,0.000661305179723063,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",2.76663116678984,0.407215596368533,7e-04,NA
"12436","PstI.TP189070",11,1540,0.000213243982604637,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",2.56579107522115,0.407215596368533,2e-04,NA
"12437","PstI.TP189668",6,60778232,0.000268209242926259,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.989033991689103,0.37280364620959,3e-04,NA
"12438","PstI.TP189668",6,60778232,0.000352395048110765,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.05109152871525,0.37280364620959,4e-04,NA
"12439","PstI.TP191473",11,1566,0.00104445804099859,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.93250398416926,0.199744297154065,0.001,NA
"12440","PstI.TP192620",11,1575,0.000180711368998567,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",6.96912780452799,0.171574713106774,2e-04,NA
"12441","PstI.TP192620",11,1575,0.000127720431049549,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",6.53453798769045,0.171574713106774,1e-04,NA
"12442","PstI.TP192620",11,1575,0.000957305014658291,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",6.38078243602105,0.171574713106774,0.001,NA
"12443","PstI.TP192620",11,1575,0.000205555326883711,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",7.52134788151865,0.171574713106774,2e-04,NA
"12444","PstI.TP195038",1,72903432,0.00100564422795674,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",4.20440450611448,0.3478040108113,0.001,NA
"12445","PstI.TP195822",7,60945564,0.000344076663170797,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",1.79257762631624,0.370536665495066,3e-04,NA
"12446","PstI.TP195926",10,51681294,2.92551529529383e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_1",0.231441555308291,0.38724578144861,3e-05,NA
"12447","PstI.TP195926",10,51681294,1.23056965658934e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FD_50",0.169896373128933,0.38724578144861,1e-05,NA
"12448","PstI.TP195926",10,51681294,3.37384358774354e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_1",0.325918911237691,0.38724578144861,3e-05,NA
"12449","PstI.TP195926",10,51681294,1.48841923115516e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FM_50",0.184537561594938,0.38724578144861,1e-05,NA
"12450","PstI.TP195926",10,51681294,1.46935078034552e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprind",0.179742799907139,0.38724578144861,1e-05,NA
"12451","PstI.TP195926",10,51681294,2.37645703368984e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinGW",0.186520078418773,0.38724578144861,2e-05,NA
"12452","PstI.TP195926",10,51681294,8.18180086663518e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","fprinW",0.19544017922617,0.38724578144861,8e-06,NA
"12453","PstI.TP195926",10,51681294,3.90224650413151e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_1",0.239623668805147,0.38724578144861,4e-05,NA
"12454","PstI.TP195926",10,51681294,1.48744167068905e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","FW_50",0.185888410849899,0.38724578144861,1e-05,NA
"12455","PstI.TP195926",10,51681294,1.7485743793749e-06,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_1",0.228665999935589,0.38724578144861,2e-06,NA
"12456","PstI.TP195926",10,51681294,1.96517182891798e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GFW_50",0.133934408208972,0.38724578144861,2e-05,NA
"12457","PstI.TP195926",10,51681294,0.000148223899221117,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",0.208037146043781,0.38724578144861,1e-04,NA
"12458","PstI.TP195926",10,51681294,0.000112392918178915,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_50",0.207350310526215,0.38724578144861,1e-04,NA
"12459","PstI.TP195926",10,51681294,8.4742499998832e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HD_1",0.203943658298539,0.38724578144861,8e-05,NA
"12460","PstI.TP195926",10,51681294,0.000734729768685149,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.210502335804623,0.38724578144861,7e-04,NA
"12461","PstI.TP195926",10,51681294,1.95385587571144e-05,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HW_1",0.211000343325359,0.38724578144861,2e-05,NA
"12462","PstI.TP197088",3,62192090,0.000626859480533876,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","GHW_1",1.17689301748775,0.150326797385621,6e-04,NA
"12463","PstI.TP197088",3,62192090,0.000146957189497092,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",1.27431694500603,0.150326797385621,1e-04,NA
"12464","PstI.TP199606",1,9270277,0.000794868578202083,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.749416684098874,0.0653635282511532,8e-04,NA
"12466","PstI.TP20145",4,2594879,0.00132608655703746,NA,"F116+36088im","PS_Y","GAPIT","MLM+SUPER","HM_1",0.07035898755205,0.222058378040029,0.001,NA
