"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"176",257,"PstI.TP1172225","Sobic.006G021900","OWA19.57",6,3890042,1.79e-16,0.0147,0.0026,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr06",3876047,3890735,14689,"+",-13995,-693,37947978,"Sobic.006G021900","Sobic.006G021900.1","Sobic.006G021900.1.p","PF00005,PF00664","PTHR24223,PTHR24223:SF230","","3.6.3.44","K05665","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT2G47800.1","ATMRP4,EST3,MRP4","multidrug resistance-associated protein 4","LOC_Os04g13220.1",NA,"ABC transporter family protein, putative, expressed"
"177",259,"PstI.TP1172225","Sobic.006G022000","OWA19.57",6,3890042,1.79e-16,0.0147,0.0026,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",2,"Chr06",3894788,3898513,3726,"-",4746,-8471,37948019,"Sobic.006G022000","Sobic.006G022000.2","Sobic.006G022000.2.p","PF02362","PTHR31674,PTHR31674:SF4","","","","GO:0003677","AT4G00260.1","MEE45","Transcriptional factor B3 family protein","LOC_Os04g27960.1",NA,"B3 DNA binding domain containing protein, expressed"
"178",263,"PstI.TP1200270","Sobic.002G111000","OWA19.58",2,13518060,7.76e-05,0.1125,13.32959188,"OWA19","PCA=3(1);PS_N(1);PS_Y(4)","O122+2646(6)","FarmCPU(2)","mrMLM(1);FASTmrMLM(1);pLARmEB(1)","rrBLUP(1)",1,"Chr02",13510967,13526982,16016,"-",-7093,-8922,37953260,"Sobic.002G111000","Sobic.002G111000.1","Sobic.002G111000.1.p","PF01546","PTHR12147,PTHR12147:SF22","KOG2194","","","GO:0016787,GO:0008152","AT1G67420.1","","Zn-dependent exopeptidases superfamily protein","LOC_Os07g19530.1",NA,"peptidase, putative, expressed"
"179",264,"PstI.TP1200270","Sobic.002G110800","OWA19.58",2,13518060,7.76e-05,0.1125,13.32959188,"OWA19","PCA=3(1);PS_N(1);PS_Y(4)","O122+2646(6)","FarmCPU(2)","mrMLM(1);FASTmrMLM(1);pLARmEB(1)","rrBLUP(1)",1,"Chr02",13503243,13510743,7501,"+",-14817,7317,37951664,"Sobic.002G110800","Sobic.002G110800.1","Sobic.002G110800.1.p","PF00153","PTHR24089,PTHR24089:SF306","KOG0768","","K15111","","AT4G39460.2","SAMC1,SAMT1","S-adenosylmethionine carrier 1","LOC_Os07g19460.1",NA,"mitochondrial carrier protein, putative, expressed"
"180",265,"PstI.TP1220022","Sobic.005G126800","OWA19.59",5,55219391,0.000100415,0.1189,4.81e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr05",55216868,55220999,4132,"-",-2523,-1608,37925864,"Sobic.005G126800","Sobic.005G126800.1","Sobic.005G126800.1.p","PF00155","PTHR13693,PTHR13693:SF62","","2.3.1.50","K00654","GO:0030170,GO:0009058","AT5G23670.1","LCB2","long chain base2","LOC_Os11g31640.1",NA,"serine palmitoyltransferase 2, putative, expressed"
"181",266,"PstI.TP1220022","Sobic.005G126701","OWA19.59",5,55219391,0.000100415,0.1189,4.81e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr05",55204080,55213706,9627,"-",-15311,5685,37925036,"Sobic.005G126701","Sobic.005G126701.1","Sobic.005G126701.1.p","PF00155","PTHR13693,PTHR13693:SF62","","2.3.1.50","","GO:0030170,GO:0009058","AT5G23670.1","LCB2","long chain base2","LOC_Os11g31640.1",NA,"serine palmitoyltransferase 2, putative, expressed"
"182",267,"PstI.TP1220022","Sobic.005G126900","OWA19.59",5,55219391,0.000100415,0.1189,4.81e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr05",55227575,55229721,2147,"+",8184,-10330,37925491,"Sobic.005G126900","Sobic.005G126900.1","Sobic.005G126900.1.p","","","","","","","","","","",NA,""
"186",271,"PstI.TP124945","Sobic.005G113300","OWA19.61",5,41255313,0.000126882,0.1373,16.38446814,"OWA19","PS_N(1);PS_Y(2)","O102+4322(3)","FarmCPU(2)","pLARmEB(1)","",1,"Chr05",41252790,41257286,4497,"+",-2523,-1973,37925340,"Sobic.005G113300","Sobic.005G113300.1","Sobic.005G113300.1.p","PF00464","PTHR11680,PTHR11680:SF11","","2.1.2.1","K00600","GO:0016740","AT4G13930.1","SHM4","serine hydroxymethyltransferase 4","LOC_Os12g22030.1",NA,"serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed"
"187",273,"PstI.TP1257104","Sobic.003G031700","OWA18.17",3,2916484,1.16e-05,0.2336,3.5612,"OWA18","PS_N(1)","O122+2646(1)","","pLARmEB(1)","",1,"Chr03",2914465,2921309,6845,"+",-2019,-4825,37918617,"Sobic.003G031700","Sobic.003G031700.1","Sobic.003G031700.1.p","PF07714","PTHR27001,PTHR27001:SF141","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT5G56890.1","","Protein kinase superfamily protein","LOC_Os01g09860.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"188",274,"PstI.TP1257104","Sobic.003G031750","OWA18.17",3,2916484,1.16e-05,0.2336,3.5612,"OWA18","PS_N(1)","O122+2646(1)","","pLARmEB(1)","",1,"Chr03",2923619,2924591,973,"-",7135,-8107,37917015,"Sobic.003G031750","Sobic.003G031750.1","Sobic.003G031750.1.p","","PTHR32212,PTHR32212:SF87","","","","","AT2G39415.1","","F-box family protein","LOC_Os07g12560.1",NA,"OsFBX224 - F-box domain containing protein, expressed"
"189",278,"PstI.TP141051","Sobic.003G212600","OWA19.64",3,54726050,2.1e-11,0.0134,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",3,"Chr03",54717268,54720670,3403,"+",-8782,5380,37913392,"Sobic.003G212600","Sobic.003G212600.3","Sobic.003G212600.3.p","PF00179","PTHR24067,PTHR24067:SF59","","6.3.2.19","","","AT3G24515.1","UBC37","ubiquitin-conjugating enzyme 37","LOC_Os01g42040.1",NA,"ubiquitin-conjugating enzyme, putative, expressed"
"190",279,"PstI.TP141051","Sobic.003G212900","OWA19.64",3,54726050,2.1e-11,0.0134,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",54733763,54738699,4937,"+",7713,-12649,37918336,"Sobic.003G212900","Sobic.003G212900.1","Sobic.003G212900.1.p","PF07967","PTHR15835,PTHR15835:SF2","KOG4765","","","GO:0008270,GO:0005634","AT1G48950.1","","C3HC zinc finger-like ","LOC_Os01g42080.1",NA,"zinc ion binding protein, putative, expressed"
"191",280,"PstI.TP141051","Sobic.003G212800","OWA19.64",3,54726050,2.1e-11,0.0134,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",54724620,54729268,4649,"-",-1430,-3218,37912966,"Sobic.003G212800","Sobic.003G212800.1","Sobic.003G212800.1.p","PF00225","PTHR24115,PTHR24115:SF372","KOG0242","3.6.4.4","K10401","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT1G18550.1","","ATP binding microtubule motor family protein","LOC_Os01g42070.1",NA,"kinesin motor domain containing protein, putative, expressed"
"192",282,"PstI.TP141051","Sobic.003G212700","OWA19.64",3,54726050,2.1e-11,0.0134,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr03",54721337,54724902,3566,"+",-4713,1148,37913139,"Sobic.003G212700","Sobic.003G212700.1","Sobic.003G212700.1.p","","PTHR37253","","","","","AT5G16020.1","GEX3","gamete-expressed 3","LOC_Os01g42060.1",NA,"expressed protein"
"193",284,"PstI.TP166492","Sobic.006G014700","OWA19.66",6,2200069,3.02e-14,0.125,31.2797,"OWA19","PS_N(6);PS_Y(8)","O102+4322(2);O112+3450(2);O122+2646(10)","FarmCPU(2)","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(2);pLARmEB(3)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr06",2192523,2194215,1693,"+",-7546,5854,37945557,"Sobic.006G014700","Sobic.006G014700.1","Sobic.006G014700.1.p","PF00107,PF08240","PTHR11695,PTHR11695:SF556","KOG0023","","K00083","GO:0055114,GO:0016491,GO:0008270","AT4G39330.1","ATCAD9,CAD9","cinnamyl alcohol dehydrogenase 9","LOC_Os04g15920.1",NA,"dehydrogenase, putative, expressed"
"194",285,"PstI.TP166492","Sobic.006G014800","OWA19.66",6,2200069,3.02e-14,0.125,31.2797,"OWA19","PS_N(6);PS_Y(8)","O102+4322(2);O112+3450(2);O122+2646(10)","FarmCPU(2)","mrMLM(3);FASTmrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(2);pLARmEB(3)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr06",2195405,2200776,5372,"-",-4664,-707,37947217,"Sobic.006G014800","Sobic.006G014800.1","Sobic.006G014800.1.p","PF09818,PF00005,PF00664","PTHR24221,PTHR24221:SF265","","3.6.3.44","K05658","GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810","AT3G28860.1","ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19","ATP binding cassette subfamily B19","LOC_Os03g08380.1",NA,"ABC transporter, ATP-binding protein, putative, expressed"
"195",286,"PstI.TP181967","Sobic.002G243100","OWA19.67",2,63225229,2.66e-09,0.0451,0.0223,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",63220532,63220885,354,"-",-4697,4344,37951163,"Sobic.002G243100","Sobic.002G243100.1","Sobic.002G243100.1.p","PF10714","PTHR33922,PTHR33922:SF4","","","","","AT2G33690.1","","Late embryogenesis abundant protein, group 6","LOC_Os09g30438.2",NA,"expressed protein"
"196",287,"PstI.TP181967","Sobic.002G243200","OWA19.67",2,63225229,2.66e-09,0.0451,0.0223,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",63222508,63226117,3610,"-",-2721,-888,37954339,"Sobic.002G243200","Sobic.002G243200.1","Sobic.002G243200.1.p","PF02518,PF00183","PTHR11528,PTHR11528:SF49","","","K04079","GO:0051082,GO:0006950,GO:0006457,GO:0005524","AT5G56000.1","AtHsp90.4,Hsp81.4","HEAT SHOCK PROTEIN 81.4","LOC_Os09g30412.1",NA,"heat shock protein, putative, expressed"
"197",288,"PstI.TP181967","Sobic.002G243000","OWA19.67",2,63225229,2.66e-09,0.0451,0.0223,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",63217117,63220383,3267,"+",-8112,4846,37950559,"Sobic.002G243000","Sobic.002G243000.1","Sobic.002G243000.1.p","PF00026","PTHR13683,PTHR13683:SF378","KOG1339","3.4.23.12","","GO:0006508,GO:0004190","AT5G10770.1","","Eukaryotic aspartyl protease family protein","LOC_Os09g30414.1",NA,"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
"198",289,"PstI.TP198015","Sobic.003G361300","OWA19.68",3,67910785,4.28e-06,0.0625,1.263074733,"OWA19","PS_N(2)","O112+3450(2)","FarmCPU(1)","pLARmEB(1)","",1,"Chr03",67909773,67916798,7026,"+",-1012,-6013,37916072,"Sobic.003G361300","Sobic.003G361300.1","Sobic.003G361300.1.p","PF01490","PTHR22950,PTHR22950:SF256","KOG1303","","K13946","","AT2G38120.1","AUX1,MAP1,PIR1,WAV5","Transmembrane amino acid transporter family protein","LOC_Os01g63770.1",NA,"transmembrane amino acid transporter protein, putative, expressed"
"199",290,"PstI.TP198015","Sobic.003G361400","OWA19.68",3,67910785,4.28e-06,0.0625,1.263074733,"OWA19","PS_N(2)","O112+3450(2)","FarmCPU(1)","pLARmEB(1)","",1,"Chr03",67920312,67926521,6210,"-",9527,-15736,37914459,"Sobic.003G361400","Sobic.003G361400.1","Sobic.003G361400.1.p","PF05064","PTHR12084:SF0,PTHR12084","KOG2196","","K14306","GO:0005643,GO:0017056","","","","LOC_Os01g63780.1",NA,"nsp1-like C-terminal region family protein, expressed"
"200",292,"PstI.TP234382","Sobic.001G393200","OWA18.19",1,67947376,0.000163757,0.425,12.582,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",67936807,67937472,666,"-",-10569,9904,37944955,"Sobic.001G393200","Sobic.001G393200.1","Sobic.001G393200.1.p","","PTHR33124,PTHR33124:SF12","","","","","AT3G17100.1","","sequence-specific DNA binding transcription factors","LOC_Os03g19780.1",NA,"expressed protein"
"201",293,"PstI.TP234382","Sobic.001G393300","OWA18.19",1,67947376,0.000163757,0.425,12.582,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",67949101,67978699,29599,"-",1725,-31323,37941417,"Sobic.001G393300","Sobic.001G393300.1","Sobic.001G393300.1.p","PF13905,PF13419,PF01436","PTHR13833,PTHR13833:SF49","KOG2914","","","GO:0005515","AT1G56500.1","","haloacid dehalogenase-like hydrolase family protein","LOC_Os03g19760.1",NA,"HAD-superfamily hydrolase, subfamily IA, variant 3 containing protein, expressed"
"202",295,"PstI.TP268085","Sobic.002G256700","OWA19.70",2,64265265,2.43e-09,0.053278689,55.2399,"OWA19","PS_N(3);PS_Y(4)","O102+4322(1);O122+2646(6)","FarmCPU(2)","mrMLM(2);FASTmrMLM(1)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr02",64259830,64266440,6611,"-",-5435,-1175,37951661,"Sobic.002G256700","Sobic.002G256700.1","Sobic.002G256700.1.p","PF02148,PF13423","PTHR24006,PTHR24006:SF345","KOG1873","3.4.19.12","K11844","GO:0008270","AT1G04860.1","ATUBP2,UBP2","ubiquitin-specific protease 2","LOC_Os09g32740.1",NA,"ubiquitin carboxyl-terminal hydrolase family protein, expressed"
"203",296,"PstI.TP268085","Sobic.002G256601","OWA19.70",2,64265265,2.43e-09,0.053278689,55.2399,"OWA19","PS_N(3);PS_Y(4)","O102+4322(1);O122+2646(6)","FarmCPU(2)","mrMLM(2);FASTmrMLM(1)","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr02",64255169,64258774,3606,"-",-10096,6491,37949755,"Sobic.002G256601","Sobic.002G256601.1","Sobic.002G256601.1.p","PF13920","PTHR12183,PTHR12183:SF17","KOG4172","","","","AT3G25030.1","","RING/U-box superfamily protein","LOC_Os09g32730.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"204",297,"PstI.TP268085","Sobic.002G256800","OWA19.70",2,64265265,2.43e-09,0.053278689,55.2399,"OWA19","PS_N(3);PS_Y(4)","O102+4322(1);O122+2646(6)","FarmCPU(2)","mrMLM(2);FASTmrMLM(1)","CMLM+SUPER(1);MLM+SUPER(1)",2,"Chr02",64271392,64274865,3474,"-",6127,-9600,37950676,"Sobic.002G256800","Sobic.002G256800.2","Sobic.002G256800.2.p","PF01643","PTHR31727,PTHR31727:SF6","","3.1.2.14","K10782","GO:0016790,GO:0006633","AT3G25110.1","AtFaTA,FaTA","fatA acyl-ACP thioesterase","LOC_Os09g32760.1",NA,"acyl-ACP thioesterase, putative, expressed"
"207",303,"PstI.TP288641","Sobic.001G251400","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",6,"Chr01",27152151,27157196,5046,"+",-6022,977,37944108,"Sobic.001G251400","Sobic.001G251400.6","Sobic.001G251400.6.p","","","","","","","AT1G10417.1","","","LOC_Os10g27180.1",NA,"expressed protein"
"208",309,"PstI.TP288641","Sobic.001G251200","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr01",27132607,27148315,15709,"+",-25566,9858,37940443,"Sobic.001G251200","Sobic.001G251200.1","Sobic.001G251200.1.p","PF00122,PF12710,PF16209,PF16212","PTHR24092,PTHR24092:SF85","","3.6.3.1","K14802","GO:0046872,GO:0000166,GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287","AT1G59820.1","ALA3","aminophospholipid ATPase 3","LOC_Os05g01030.1",NA,"phospholipid-transporting ATPase, putative, expressed"
"209",310,"PstI.TP288641","Sobic.001G251500","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr01",27157607,27161128,3522,"-",-566,-2955,37938515,"Sobic.001G251500","Sobic.001G251500.1","Sobic.001G251500.1.p","","PTHR31250,PTHR31250:SF11","","","","","AT3G58480.1","","calmodulin-binding family protein","LOC_Os10g27170.1",NA,"calmodulin-binding protein, putative, expressed"
"210",311,"PstI.TP288641","Sobic.001G251300","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr01",27148880,27150295,1416,"-",-9293,7878,37942712,"Sobic.001G251300","Sobic.001G251300.1","Sobic.001G251300.1.p","PF02458","PTHR31896,PTHR31896:SF8","","","","GO:0016747","AT5G42830.1","","HXXXD-type acyl-transferase family protein","LOC_Os07g04970.1",NA,"transferase family protein, putative, expressed"
"211",312,"PstI.TP288641","Sobic.001G251600","OWA19.72",1,27158173,9.07e-06,0.0492,4.1e-05,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",6,"Chr01",27167214,27174003,6790,"+",9041,-15830,37938540,"Sobic.001G251600","Sobic.001G251600.6","Sobic.001G251600.6.p","","PTHR12197,PTHR12197:SF145","","2.1.1.43","","","AT5G06620.1","ATXR4,SDG38","SET domain protein 38","LOC_Os10g27060.2",NA,"SET domain protein 123, putative, expressed"
"212",318,"PstI.TP298201","Sobic.006G009200","OWA19.73",6,1375822,2.34e-05,0.098039216,12.02327353,"OWA19","PCA=3(2);PS_N(3);PS_Y(1)","O102+4322(1);O112+3450(4);O122+2646(1)","FarmCPU(3)","pLARmEB(1)","rrBLUP(2)",1,"Chr06",1374025,1379411,5387,"-",-1797,-3589,37948781,"Sobic.006G009200","Sobic.006G009200.1","Sobic.006G009200.1.p","","PTHR33115,PTHR33115:SF2","","","","","AT5G18980.1","","ARM repeat superfamily protein","LOC_Os01g34010.1",NA,"expressed protein"
"213",319,"PstI.TP298201","Sobic.006G009100","OWA19.73",6,1375822,2.34e-05,0.098039216,12.02327353,"OWA19","PCA=3(2);PS_N(3);PS_Y(1)","O102+4322(1);O112+3450(4);O122+2646(1)","FarmCPU(3)","pLARmEB(1)","rrBLUP(2)",1,"Chr06",1370536,1373307,2772,"+",-5286,2515,37945341,"Sobic.006G009100","Sobic.006G009100.1","Sobic.006G009100.1.p","PF07676","PTHR32161,PTHR32161:SF6","","","","","AT1G21680.1","","DPP6 N-terminal domain-like protein","LOC_Os03g28980.1",NA,"WD40-like Beta Propeller Repeat family protein, expressed"
"214",320,"PstI.TP312639","Sobic.002G040550","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",2,"Chr02",3912164,3913536,1373,"+",694,-2066,37949721,"Sobic.002G040550","Sobic.002G040550.2","Sobic.002G040550.2.p","","","","","","","","","","",NA,""
"215",321,"PstI.TP312639","Sobic.002G040400","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",3900660,3902719,2060,"-",-10810,8751,37954787,"Sobic.002G040400","Sobic.002G040400.1","Sobic.002G040400.1.p","PF00067","PTHR24298,PTHR24298:SF139","KOG0156","1.14.13.21","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G07990.1","CYP75B1,D501,TT7","Cytochrome P450 superfamily protein","LOC_Os03g44740.1",NA,"cytochrome P450, putative, expressed"
"216",323,"PstI.TP312639","Sobic.002G040500","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",3910722,3912341,1620,"-",-748,-871,37952867,"Sobic.002G040500","Sobic.002G040500.1","Sobic.002G040500.1.p","PF00067","PTHR24298,PTHR24298:SF139","KOG0156","1.14.13.21","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G07990.1","CYP75B1,D501,TT7","Cytochrome P450 superfamily protein","LOC_Os03g44740.1",NA,"cytochrome P450, putative, expressed"
"217",324,"PstI.TP312639","Sobic.002G040600","OWA18.21",2,3911470,0.000101205,0.1148,3.88e-07,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr02",3916146,3918931,2786,"-",4676,-7461,37954560,"Sobic.002G040600","Sobic.002G040600.1","Sobic.002G040600.1.p","PF13639","PTHR22763,PTHR22763:SF45","KOG1493","6.3.2.19","K19043","GO:0008270,GO:0005515","AT5G22000.2","RHF2A","RING-H2 group F2A","LOC_Os03g57500.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"218",325,"PstI.TP33096","Sobic.006G018701","OWA19.74",6,3180162,3.1e-05,0.1071,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",3168053,3170465,2413,"+",-12109,9697,37946129,"Sobic.006G018701","Sobic.006G018701.1","Sobic.006G018701.1.p","","PTHR11260,PTHR11260:SF248","","2.5.1.18","","","AT3G47680.1","","DNA binding","LOC_Os06g42890.1",NA,"DNA binding protein, putative, expressed"
"219",326,"PstI.TP33096","Sobic.006G018800","OWA19.74",6,3180162,3.1e-05,0.1071,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",3178404,3183167,4764,"+",-1758,-3005,37946635,"Sobic.006G018800","Sobic.006G018800.1","Sobic.006G018800.1.p","PF01590,PF00072","PTHR24423,PTHR24423:SF530","KOG0519","2.7.11.1","K14509","GO:0005515,GO:0000160","AT3G04580.1","EIN4","Signal transduction histidine kinase, hybrid-type, ethylene sensor","LOC_Os04g08740.2",NA,"ethylene receptor, putative, expressed"
"220",327,"PstI.TP33096","Sobic.006G018751","OWA19.74",6,3180162,3.1e-05,0.1071,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",3171979,3172293,315,"-",-8183,7869,37945790,"Sobic.006G018751","Sobic.006G018751.1","Sobic.006G018751.1.p","","","","","","","","","","",NA,""
"221",330,"PstI.TP349355","Sobic.004G167200","OWA18.22",4,51739537,6.98e-08,0.0833,5.3993,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr04",51726006,51731422,5417,"+",-13531,8115,37930956,"Sobic.004G167200","Sobic.004G167200.1","Sobic.004G167200.1.p","PF06258","PTHR33986,PTHR33986:SF4","","","","","AT5G22350.1","ELM1","Protein of unknown function (DUF1022)","LOC_Os02g33230.1",NA,"nucleoside-diphosphate-sugar epimerase, putative, expressed"
"222",331,"PstI.TP349355","Sobic.004G167300","OWA18.22",4,51739537,6.98e-08,0.0833,5.3993,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr04",51736984,51738388,1405,"-",-2553,1149,37930011,"Sobic.004G167300","Sobic.004G167300.1","Sobic.004G167300.1.p","","PTHR33736,PTHR33736:SF4","","","","","AT2G36090.1","","F-box family protein","LOC_Os02g33240.1",NA,"OsFBX51 - F-box domain containing protein, expressed"
"223",333,"PstI.TP383939","Sobic.002G185000","OWA19.78",2,56907410,0.00012428,0.0588,7e-04,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",56915523,56916080,558,"+",8113,-8670,37954231,"Sobic.002G185000","Sobic.002G185000.1","Sobic.002G185000.1.p","PF01428","PTHR14677,PTHR14677:SF2","","","","GO:0008270","AT3G28210.1","PMZ,SAP12","zinc finger (AN1-like) family protein","LOC_Os09g21710.1",NA,"AN1-like zinc finger domain containing protein, expressed"
"224",334,"PstI.TP383939","Sobic.002G184800","OWA19.78",2,56907410,0.00012428,0.0588,7e-04,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",56904377,56906040,1664,"+",-3033,1370,37949814,"Sobic.002G184800","Sobic.002G184800.1","Sobic.002G184800.1.p","","PTHR33448,PTHR33448:SF3","","","","","AT1G78110.1","","","LOC_Os09g20420.1",NA,"expressed protein"
"225",335,"PstI.TP383939","Sobic.002G184900","OWA19.78",2,56907410,0.00012428,0.0588,7e-04,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",56906953,56911402,4450,"-",-457,-3992,37951643,"Sobic.002G184900","Sobic.002G184900.1","Sobic.002G184900.1.p","PF02630","PTHR12151,PTHR12151:SF1","KOG2792","","K07152","","AT4G39740.1","","Thioredoxin superfamily protein","LOC_Os09g20430.1",NA,"SCO1 protein homolog, mitochondrial precursor, putative, expressed"
"226",336,"PstI.TP383939","Sobic.002G185100","OWA19.78",2,56907410,0.00012428,0.0588,7e-04,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",2,"Chr02",56916507,56917448,942,"-",9097,-10038,37953377,"Sobic.002G185100","Sobic.002G185100.2","Sobic.002G185100.2.p","PF13534,PF13085","PTHR11921,PTHR11921:SF23","KOG3049","1.3.5.1","K00235","GO:0051536,GO:0009055","AT5G65165.1","SDH2-3","succinate dehydrogenase 2-3","LOC_Os09g20440.1",NA,"succinate dehydrogenase and fumarate reductase iron-sulfur protein, expressed"
"227",337,"PstI.TP392482","Sobic.001G195932","OWA18.23",1,17611146,1.91e-05,0.0245,10.9578,"OWA18","PS_N(2);PS_Y(1)","O102+4322(2);O112+3450(1)","","FASTmrEMMA(3)","",1,"Chr01",17597021,17603561,6541,"+",-14125,7585,37942490,"Sobic.001G195932","Sobic.001G195932.1","Sobic.001G195932.1.p","","","","","","","","","","",NA,""
"228",338,"PstI.TP392482","Sobic.001G196000","OWA18.23",1,17611146,1.91e-05,0.0245,10.9578,"OWA18","PS_N(2);PS_Y(1)","O102+4322(2);O112+3450(1)","","FASTmrEMMA(3)","",1,"Chr01",17610486,17622072,11587,"+",-660,-10926,37940312,"Sobic.001G196000","Sobic.001G196000.1","Sobic.001G196000.1.p","PF13920,PF00225","PTHR24115,PTHR24115:SF386","KOG0242","3.6.4.4","K11498","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT4G39050.1","","Kinesin motor family protein","LOC_Os10g36880.1",NA,"kinesin motor domain containing protein, putative, expressed"
"229",345,"PstI.TP404885","Sobic.006G151001","OWA19.80",6,51199851,2.93e-05,0.0357,6.08e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr06",51188493,51192814,4322,"+",-11358,7037,37948409,"Sobic.006G151001","Sobic.006G151001.1","Sobic.006G151001.1.p","PF05757","PTHR33399,PTHR33399:SF4","","","","GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509","AT3G01440.1","PQL1,PQL2","PsbQ-like 1","LOC_Os04g44190.1",NA,"expressed protein"
