"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"272",410,"PstI.TP65061","Sobic.002G373800","OWA18.26",2,73159281,0.000193731,0.3566,2.6315,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","pLARmEB(2)","",1,"Chr02",73167726,73170579,2854,"-",8445,-11298,37954570,"Sobic.002G373800","Sobic.002G373800.1","Sobic.002G373800.1.p","PF00736","PTHR11595,PTHR11595:SF27","KOG1668","","K03232","GO:0006414,GO:0005853,GO:0003746","AT2G18110.1","","Translation elongation  factor EF1B/ribosomal protein S6 family protein","LOC_Os07g42300.1",NA,"elongation factor protein, putative, expressed"
"273",411,"PstI.TP65271","Sobic.003G029900","OWA19.92",3,2656013,0.00024278,0.135245902,7.484550434,"OWA19","PS_N(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr03",2655907,2661093,5187,"+",-106,-5080,37912825,"Sobic.003G029900","Sobic.003G029900.1","Sobic.003G029900.1.p","PF01565,PF09265","PTHR13878,PTHR13878:SF14","KOG1231","1.5.99.12","K00279","GO:0055114,GO:0050660,GO:0016491,GO:0019139,GO:0009690","AT1G75450.1","ATCKX5,ATCKX6,CKX5","cytokinin oxidase 5","LOC_Os01g10110.1",NA,"cytokinin dehydrogenase precursor, putative, expressed"
"274",412,"PstI.TP678255","Sobic.001G390900","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67737977,67743372,5396,"+",-7970,2575,37944161,"Sobic.001G390900","Sobic.001G390900.1","Sobic.001G390900.1.p","PF00479,PF02781","PTHR23429,PTHR23429:SF4","","1.1.1.49","K00036","GO:0055114,GO:0050661,GO:0006006,GO:0004345","AT1G09420.1","G6PD4","glucose-6-phosphate dehydrogenase 4","LOC_Os03g20300.1",NA,"glucose-6-phosphate 1-dehydrogenase, chloroplast precursor, putative, expressed"
"276",415,"PstI.TP678255","Sobic.001G391200","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67750627,67754227,3601,"-",4680,-8280,37939884,"Sobic.001G391200","Sobic.001G391200.1","Sobic.001G391200.1.p","PF00005","PTHR12847,PTHR12847:SF5","KOG2355","3.6.3.36","K12608","GO:0016887,GO:0005524","AT5G02270.1","ATNAP9,NAP9","non-intrinsic ABC protein 9","LOC_Os03g20170.1",NA,"ABC transporter, ATP-binding protein, putative, expressed"
"277",416,"PstI.TP678255","Sobic.001G391000","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67743703,67746828,3126,"-",-2244,-881,37939195,"Sobic.001G391000","Sobic.001G391000.1","Sobic.001G391000.1.p","PF00026","PTHR13683,PTHR13683:SF297","KOG1339","3.4.23.12","","GO:0006508,GO:0004190","AT2G03200.1","","Eukaryotic aspartyl protease family protein","LOC_Os03g20210.1",NA,"aspartic proteinase nepenthesin precursor, putative, expressed"
"278",418,"PstI.TP727705","Sobic.004G034900","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2812176,2823116,10941,"+",-16460,5520,37929917,"Sobic.004G034900","Sobic.004G034900.1","Sobic.004G034900.1.p","PF00569,PF02135,PF08214","PTHR13808","KOG1778","2.3.1.48","K04498","GO:0008270,GO:0006355,GO:0005634,GO:0004402,GO:0003712,GO:0016573","AT1G16710.1","HAC12","histone acetyltransferase of the CBP family 12","LOC_Os02g04490.1",NA,"histone acetyltransferase HAC1, putative, expressed"
"279",419,"PstI.TP727705","Sobic.004G035000","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2825467,2828762,3296,"+",-3169,-126,37932760,"Sobic.004G035000","Sobic.004G035000.1","Sobic.004G035000.1.p","PF01795","PTHR11265:SF0,PTHR11265","KOG2782","2.1.1.199","","GO:0008168","AT5G10910.1","","mraW methylase family protein","LOC_Os02g04500.1",NA,"S-adenosyl-L-methionine-dependent methyltransferase mraW, putative, expressed"
"281",421,"PstI.TP727705","Sobic.004G035200","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2837130,2841378,4249,"+",8494,-12742,37932591,"Sobic.004G035200","Sobic.004G035200.1","Sobic.004G035200.1.p","PF00631","PTHR35129,PTHR35129:SF1","","","","GO:0007186,GO:0005834,GO:0004871","AT3G63420.2","AGG1,ATAGG1,GG1","Ggamma-subunit 1","LOC_Os02g04520.1",NA,"AGG2, putative, expressed"
"282",422,"PstI.TP729855","Sobic.003G324500","OWA19.94",3,65126133,1.07e-10,0.035,12.6417,"OWA19","PS_N(7);PS_Y(9)","O102+4322(7);O112+3450(9)","","mrMLM(4);FASTmrMLM(3);FASTmrEMMA(2);ISIS EM-BLASSO(3);pLARmEB(4)","",1,"Chr03",65120997,65121530,534,"+",-5136,4603,37916828,"Sobic.003G324500","Sobic.003G324500.1","Sobic.003G324500.1.p","PF00847","PTHR31677,PTHR31677:SF25","","","","GO:0006355,GO:0003700","AT1G28360.1","ATERF12,ERF12","ERF domain protein 12","LOC_Os05g41760.1",NA,"AP2 domain containing protein, expressed"
"286",426,"PstI.TP774948","Sobic.009G003000","OWA19.96",9,243415,6.23e-05,0.071428571,3.899962586,"OWA19","PS_N(1);PS_Y(1)","O112+3450(2)","FarmCPU(1)","pLARmEB(1)","",1,"Chr09",232447,243556,11110,"-",-10968,-141,37922716,"Sobic.009G003000","Sobic.009G003000.1","Sobic.009G003000.1.p","PF12847,PF00155","PTHR11751,PTHR11751:SF133","","2.1.1.12","K08247","GO:0030170,GO:0009058","AT5G49810.1","MMT","methionine S-methyltransferase","LOC_Os05g01470.1",NA,"methionine S-methyltransferase, putative, expressed"
"287",428,"PstI.TP775725","Sobic.001G012600","OWA19.97",1,1175417,3.27e-06,0.067,4.27e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",1173739,1176242,2504,"-",-1678,-825,37940756,"Sobic.001G012600","Sobic.001G012600.1","Sobic.001G012600.1.p","PF01554","PTHR11206,PTHR11206:SF143","KOG1347","","K03327","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT3G21690.1","","MATE efflux family protein","LOC_Os03g37490.1",NA,"MATE efflux family protein, putative, expressed"
"288",429,"PstI.TP775725","Sobic.001G012500","OWA19.97",1,1175417,3.27e-06,0.067,4.27e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",1169607,1171117,1511,"-",-5810,4300,37944026,"Sobic.001G012500","Sobic.001G012500.1","Sobic.001G012500.1.p","PF00043,PF02798","PTHR11260,PTHR11260:SF262","KOG0867","2.5.1.18","","GO:0005515","AT3G62760.1","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g55830.1",NA,"glutathione S-transferase, putative, expressed"
"291",434,"PstI.TP775845","Sobic.001G163800","OWA19.98",1,13537099,3.63e-05,0.0268,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",13533536,13536173,2638,"-",-3563,926,37943672,"Sobic.001G163800","Sobic.001G163800.1","Sobic.001G163800.1.p","PF02365","PTHR31744,PTHR31744:SF3","","","","GO:0006355,GO:0003677","AT3G18400.1","anac058,NAC058","NAC domain containing protein 58","LOC_Os03g42630.1",NA,"No apical meristem protein, putative, expressed"
"293",437,"PstI.TP789647","Sobic.003G379500","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",3,"Chr03",69335724,69347208,11485,"+",-18823,7339,37914221,"Sobic.003G379500","Sobic.003G379500.3","Sobic.003G379500.3.p","PF03171,PF14226","PTHR10209,PTHR10209:SF129","KOG0143","","","GO:0055114,GO:0016491","AT4G25420.1","AT2301,ATGA20OX1,GA20OX1,GA5","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os01g66100.1",NA,"gibberellin 20 oxidase 2, putative, expressed"
"294",439,"PstI.TP789647","Sobic.003G379800","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",69362960,69366951,3992,"+",8413,-12404,37912520,"Sobic.003G379800","Sobic.003G379800.1","Sobic.003G379800.1.p","PF04564,PF00514","PTHR23315,PTHR23315:SF117","","6.3.2.19","","GO:0016567,GO:0004842,GO:0005515","AT2G23140.1","","RING/U-box superfamily protein with ARM repeat domain","LOC_Os01g66130.1",NA,"armadillo/beta-catenin repeat family protein, putative, expressed"
"295",440,"PstI.TP789647","Sobic.003G379600","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",69338902,69344550,5649,"-",-15645,9997,37915511,"Sobic.003G379600","Sobic.003G379600.1","Sobic.003G379600.1.p","PF03141","PTHR10108,PTHR10108:SF926","","","","GO:0008168","AT5G64030.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os01g66110.1",NA,"methyltransferase, putative, expressed"
"296",441,"PstI.TP789647","Sobic.003G379700","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",69351545,69356137,4593,"-",-3002,-1590,37914611,"Sobic.003G379700","Sobic.003G379700.1","Sobic.003G379700.1.p","PF02365","PTHR31719,PTHR31719:SF3","","","","GO:0006355,GO:0003677","AT1G01720.1","ANAC002,ATAF1","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os01g66120.1",NA,"No apical meristem protein, putative, expressed"
"297",443,"PstI.TP790069","Sobic.002G007300","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",690751,695119,4369,"-",-8922,4554,37952302,"Sobic.002G007300","Sobic.002G007300.1","Sobic.002G007300.1.p","PF00400","PTHR19861,PTHR19861:SF3","KOG1446","","K14962","GO:0005515","AT5G66240.2","","Transducin/WD40 repeat-like superfamily protein","LOC_Os07g40030.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"299",445,"PstI.TP790069","Sobic.002G007500","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",703524,704987,1464,"+",3851,-5314,37954947,"Sobic.002G007500","Sobic.002G007500.1","Sobic.002G007500.1.p","PF01612","PTHR13620,PTHR13620:SF8","","3.6.4.12","","GO:0008408,GO:0006139,GO:0003676","AT2G36110.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os07g02180.1",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"300",446,"PstI.TP790069","Sobic.002G007400","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",698947,700577,1631,"-",-726,-904,37954518,"Sobic.002G007400","Sobic.002G007400.1","Sobic.002G007400.1.p","PF00657","PTHR22835,PTHR22835:SF173","","","","GO:0016788","AT5G03610.1","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os04g55660.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"307",455,"PstI.TP881184","Sobic.002G418500","OWA19.102",2,76620224,6.16e-08,0.0938,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",76629585,76632298,2714,"-",9361,-12074,37952128,"Sobic.002G418500","Sobic.002G418500.1","Sobic.002G418500.1.p","PF03106","PTHR31282,PTHR31282:SF19","","","","GO:0043565,GO:0006355,GO:0003700","AT2G46400.1","ATWRKY46,WRKY46","WRKY DNA-binding protein 46","LOC_Os07g48260.1",NA,"WRKY47, expressed"
"309",457,"PstI.TP947087","Sobic.002G111900","OWA19.103",2,13610693,0.000153285,0.308,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",13606990,13611602,4613,"-",-3703,-909,37954281,"Sobic.002G111900","Sobic.002G111900.1","Sobic.002G111900.1.p","PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF84","KOG1187","2.7.11.1","","GO:0048544,GO:0006468,GO:0004672","AT4G21380.1","ARK3,RK3","receptor kinase 3","LOC_Os07g36544.2",NA,"serine/threonine-protein kinase receptor precursor, putative, expressed"
"310",459,"PstI.TP980214","Sobic.001G135500","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10677948,10687148,9201,"+",-9840,640,37941763,"Sobic.001G135500","Sobic.001G135500.1","Sobic.001G135500.1.p","PF00632","PTHR11254","","6.3.2.19","K10588","GO:0004842","AT3G53090.1","UPL7","ubiquitin-protein ligase 7","LOC_Os03g47949.1",NA,"HECT-domain domain containing protein, expressed"
"311",460,"PstI.TP980214","Sobic.001G135600","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10687166,10691438,4273,"-",-622,-3650,37937639,"Sobic.001G135600","Sobic.001G135600.1","Sobic.001G135600.1.p","PF00657","PTHR22835:SF146,PTHR22835","","3.1.1.3","","GO:0016788","AT5G03820.1","","GDSL-like Lipase/Acylhydrolase family protein","LOC_Os03g47940.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"317",468,"PstI.TP982139","Sobic.004G141200","OWA19.106",4,41445278,2.7e-06,0.058035714,3.175772857,"OWA19","PS_N(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr04",41444148,41445740,1593,"+",-1130,-462,37931423,"Sobic.004G141200","Sobic.004G141200.1","Sobic.004G141200.1.p","PF00067","PTHR24298,PTHR24298:SF149","KOG0156","1.14.13.11","K00487","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G30490.1","ATC4H,C4H,CYP73A5,REF3","cinnamate-4-hydroxylase","LOC_Os02g26810.1",NA,"cytochrome P450, putative, expressed"
