TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2825740	AT1G45474	AT1G45474.1	protein_coding	Encodes a component of the light harvesting complex of photosystem I.	LHCA5; PHOTOSYSTEM I LIGHT HARVESTING COMPLEX GENE 5	 chloroplast, chloroplast thylakoid membrane, vascular leaf, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chlorophyll binding, chloroplast, chloroplast thylakoid membrane, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, petal, petal differentiation and expansion stage, petiole, photosynthesis, light harvesting in photosystem I, photosystem I antenna complex, pigment binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein homodimerization activity, protein-chromophore linkage, response to cold, response to high light intensity, response to light stimulus, response to low light intensity stimulus, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1005714951	AT2G21660	AT2G21660.2	protein_coding	Encodes a small glycine-rich RNA binding protein that is part of a negative-feedback loop through which AtGRP7 regulates the circadian oscillations of its own transcript.  Gene expression is induced by cold. GRP7 appears to promote stomatal opening and reduce tolerance under salt and dehydration stress conditions, but, promotes stomatal closing and thereby increases stress tolerance under conditions of cold tolerance. Loss of function mutations have increased susceptibility to pathogens suggesting a role in mediating innate immune response. Mutants are also late flowering in a non-photoperiodic manner and are responsive to vernalization suggesting an interaction with the autonomous flowering pathway.   There is a reduction of mRNA export from the nucleus in grp7 mutants. GRP7:GFP fusion proteins can be found in the cytosol and nucleus.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase).	"COLD, CIRCADIAN RHYTHM, AND RNA BINDING 2"; ATGRP7; CCR2; GLYCINE RICH PROTEIN 7; GLYCINE-RICH RNA-BINDING PROTEIN 7; GR-RBP7; GRP7; RBGA3; RNA-BINDING GLYCINE-RICH PROTEIN A3	 chloroplast, cytosol, peroxisome, plasmodesma, response to cadmium ion, fruit, root, vascular leaf, juvenile vascular leaf, cultured plant cell, seedling development stage, DNA duplex unwinding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, RNA secondary structure unwinding, alternative mRNA splicing, via spliceosome, carpel, cauline leaf, chloroplast, circadian rhythm, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, double-stranded DNA binding, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, innate immune response, juvenile vascular leaf, leaf apex, leaf lamina base, mRNA binding, mRNA export from nucleus, mRNA processing, mature plant embryo stage, nucleus, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, protein binding, regulation of stomatal movement, response to cadmium ion, response to cold, response to osmotic stress, response to salt stress, response to water deprivation, response to zinc ion, ribonucleoprotein complex, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, trichome, vacuole, vascular leaf, vascular leaf senescent stage, vegetative to reproductive phase transition of meristem	true
Gene:1006229026	AT4G34710	AT4G34710.2	protein_coding	Encodes a arginine decarboxylase (ADC), a rate-limiting enzyme that catalyzes the first step of polyamine (PA) biosynthesis via ADC pathway in Arabidopsis thaliana. Arabidopsis genome has two ADC paralogs, ADC1 and ADC2. ADC2 is stress-inducible (osmotic stress). Double mutant analysis showed that ADC genes are essential for the production of PA, and are required for normal seed development. Overexpression causes phenotypes similar to GA-deficient plants and these plants show reduced levels of GA due to lower expression levels of AtGA20ox1, AtGA3ox3 and AtGA3ox1.	ADC2; ARGININE DECARBOXYLASE 2; ATADC2; SPE2	 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, arginine catabolic process, arginine decarboxylase activity, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytosol, endosperm, flower, flower pedicel, flowering stage, fruit, funicle, guard cell, hypocotyl, inflorescence, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo development stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, polyamine biosynthetic process, protein binding, protein homodimerization activity, putrescine biosynthetic process, putrescine biosynthetic process from arginine, response to abscisic acid, response to cold, response to jasmonic acid, response to karrikin, response to osmotic stress, response to oxidative stress, response to salt stress, response to wounding, root, rosette leaf, seed, seed development, seed maturation stage, sepal, shoot apex, shoot system, spermidine biosynthetic process, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1009022842	ATCG00120	ATCG00120.1	protein_coding	Encodes the ATPase alpha subunit, which is a subunit of ATP synthase and part of the CF1 portion which catalyzes the conversion of ADP to ATP using the proton motive force. This complex is located in the thylakoid membrane of the chloroplast.	ATP SYNTHASE SUBUNIT ALPHA; ATPA	 chloroplast, thylakoid, chloroplast thylakoid, chloroplast thylakoid membrane, defense response to bacterium, cotyledon, vascular leaf, juvenile vascular leaf, thylakoid lumen, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast ATP synthase complex, chloroplast thylakoid, chloroplast thylakoid membrane, collective leaf structure, cotyledon, cytosol, dATP biosynthetic process from ADP, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, plastoglobule, pollen, proton-transporting ATP synthase complex, catalytic core F(1), proton-transporting ATPase activity, rotational mechanism, response to cold, root, rosette leaf, seed, seed development stage, sepal, shoot apex, shoot system, stamen, stem, stromule, thylakoid, thylakoid lumen, vascular leaf, vascular leaf senescent stage, zinc ion binding	false
Gene:4515101381	AT3G06510	AT3G06510.2	protein_coding	Encodes a protein with beta-glucosidase and galactosyltransferase activity, mutants show increased sensitivity to freezing.  Though it is classified as a family I glycosyl hydrolase, it has no hydrolase activity in vitro.	SENSITIVE TO FREEZING 2; SFR2	 chloroplast, plasma membrane, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT hydrolase activity, acting on glycosyl bonds, beta,beta digalactosyldiacylglycerol galactosyltransferase activity, beta-glucosidase activity, carbohydrate metabolic process, carpel, cauline leaf, cellobiose glucosidase activity, chloroplast, chloroplast envelope, chloroplast outer membrane, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, galactolipid galactosyltransferase activity, galactosyltransferase activity, guard cell, hypocotyl, inflorescence meristem, integral component of chloroplast outer membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, pollen tube cell, response to cold, response to freezing, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, transferase activity, transferring glycosyl groups, vascular leaf, vascular leaf senescent stage	true
Gene:6530296573	AT1G74960	AT1G74960.3	protein_coding	Encodes a plastidic beta-ketoacyl-ACP synthase II, involved in fatty acid elongation from 16:0-ACP to 18:0-ACP. Homozygous knock-out mutants are embryo lethal, indicating early embryo development is sensitive to elevated 16:0.	FAB1; FATTY ACID BIOSYNTHESIS 1	 chloroplast, 3-oxoacyl-[acyl-carrier-protein] synthase activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chloroplast, chloroplast stroma, cold acclimation, collective leaf structure, cotyledon, cytosol, embryo development ending in seed dormancy, fatty acid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, unsaturated fatty acid biosynthetic process, vascular leaf, vascular leaf senescent stage	true
Gene:6532559704	AT1G01060	AT1G01060.7	protein_coding	LHY encodes a myb-related putative transcription factor involved in circadian rhythm along with another myb transcription factor CCA1		 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, circadian rhythm, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, long-day photoperiodism, flowering, mature plant embryo stage, negative regulation of DNA-binding transcription factor activity, negative regulation of circadian rhythm, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, regulation of circadian rhythm, regulation of transcription, DNA-templated, response to abscisic acid, response to auxin, response to cadmium ion, response to cold, response to ethylene, response to gibberellin, response to jasmonic acid, response to salicylic acid, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:2018737	AT1G28520	AT1G28520.1	protein_coding	VOZ transcription factor which acts as positive regulator of several salt-responsive genes. Functionally redundant in salt stress with VOZ2.	ATVOZ1; VASCULAR PLANT ONE ZINC FINGER PROTEIN; VOZ1	 LP.04 four leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, incompatible interaction, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, long-day photoperiodism, flowering, mature plant embryo stage, metal ion binding, nucleus, petal, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of long-day photoperiodism, flowering, positive regulation of transcription, DNA-templated, protein binding, red, far-red light phototransduction, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2031259	AT1G25450	AT1G25450.1	protein_coding	Encodes KCS5, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).	3-KETOACYL-COA SYNTHASE 5; CER60; ECERIFERUM 60; KCS5	 chloroplast, vascular leaf, 3-oxo-arachidoyl-CoA synthase activity, 3-oxo-cerotoyl-CoA synthase activity, 3-oxo-lignoceronyl-CoA synthase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cuticle development, endoplasmic reticulum, fatty acid biosynthetic process, fatty acid elongase activity, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, non-hair root epidermal cell, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube development, response to cold, response to light stimulus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, very long-chain fatty acid metabolic process, very-long-chain 3-ketoacyl-CoA synthase activity	true
Gene:2094552	AT3G23000	AT3G23000.1	protein_coding	Encodes a serine/threonine protein kinase with similarities to CBL-interacting protein kinases, SNF1 and SOS2. The mRNA is cell-to-cell mobile.	ATSR2; ATSRPK1; CBL-INTERACTING PROTEIN KINASE 7; CIPK7; PKS7; SNF1-RELATED PROTEIN KINASE 3.10; SNRK3.10	 nucleus, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, leaf vascular system, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo axis, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, root, root vascular system, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, stigma vascular system, vascular leaf, vascular leaf senescent stage	true
Gene:2154118	AT5G62470	AT5G62470.1	protein_coding	Encodes a R2R3 type Myb transcription factor whose expression is strongly induced by abscisic acid. Mediates abscisic acid signaling during drought stress response.	ATMYB96; MYB DOMAIN PROTEIN 96; MYB96; MYBCOV1	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, carpel, cauline leaf, cell differentiation, collective leaf structure, cotyledon, defense response, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, lateral root tip, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, positive regulation of transcription, DNA-templated, positive regulation of wax biosynthetic process, regulation of abscisic acid biosynthetic process, regulation of abscisic acid-activated signaling pathway, regulation of gene expression, regulation of seed dormancy process, regulation of transcription, DNA-templated, response to abscisic acid, response to auxin, response to cold, response to ethylene, response to gibberellin, response to salicylic acid, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage, wax biosynthetic process	true
Gene:2184386	AT5G04530	AT5G04530.1	protein_coding	Encodes KCS19, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).	3-KETOACYL-COA SYNTHASE 19; KCS19	 chloroplast, 3-oxo-arachidoyl-CoA synthase activity, 3-oxo-cerotoyl-CoA synthase activity, 3-oxo-lignoceronyl-CoA synthase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, chloroplast, collective leaf structure, cotyledon, fatty acid biosynthetic process, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, response to cold, response to light stimulus, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage, very-long-chain 3-ketoacyl-CoA synthase activity	true
Gene:2176005	AT5G17690	AT5G17690.1	protein_coding	Regulates the meristem response to light signals and the maintenance of inflorescence meristem identity. Influences developmental processes controlled by APETALA1. TFL2 silences specific  genes within euchromatin but not genes positioned in heterochromatin. TFL2 protein localized preferentially to euchromatic  regions and not to heterochromatic chromocenters. Involved in euchromatin organization. Required for epigenetic maintenance of the vernalized state.	ATLHP1; LHP1; LIKE HETEROCHROMATIN PROTEIN 1; TERMINAL FLOWER 2; TFL2	 nucleus, DNA binding, GTP cyclohydrolase II activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT 3,4-dihydroxy-2-butanone-4-phosphate synthase activity, NOT root development, carpel, cauline leaf, cell differentiation, chloroplast, chromatin binding, chromatin organization, chromatin silencing, collective leaf structure, cotyledon, euchromatin, flower, flower development, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, methylated histone binding, multidimensional cell growth, negative regulation of flower development, negative regulation of gene expression, epigenetic, negative regulation of molecular function, epigenetic, negative regulation of transcription, DNA-templated, nuclear heterochromatin, nucleus, petal, petal differentiation and expansion stage, petiole, photoperiodism, photoperiodism, flowering, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, shoot system morphogenesis, stamen, stem, vascular leaf, vascular leaf senescent stage, vernalization response	true
Gene:1005714649	AT3G61950	AT3G61950.2	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 67; MYC67	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, floral organ, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:1005715158	AT1G68530	AT1G68530.2	protein_coding	Encodes KCS6, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).	3-KETOACYL-COA SYNTHASE 6; ATCER6; ATCUT1; CER6; CUT1; CUTICULAR 1; ECERIFERUM 6; G2; KCS6; POLLEN-PISTIL INCOMPATIBILITY 1; POP1	 3-oxo-arachidoyl-CoA synthase activity, 3-oxo-cerotoyl-CoA synthase activity, 3-oxo-lignoceronyl-CoA synthase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, anther, carpel, cauline leaf, collective leaf structure, cotyledon, cuticle development, cytoplasm, endoplasmic reticulum, endoplasmic reticulum membrane, fatty acid biosynthetic process, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, leaf trichome, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to light stimulus, root, rosette leaf, seed, sepal, shoot apex, shoot apical meristem, shoot system, stamen, stem, stigma, unidimensional cell growth, vascular leaf, vascular leaf senescent stage, very long-chain fatty acid metabolic process, very-long-chain 3-ketoacyl-CoA synthase activity, wax biosynthetic process	true
Gene:1005715162	AT1G01060	AT1G01060.2	protein_coding	LHY encodes a myb-related putative transcription factor involved in circadian rhythm along with another myb transcription factor CCA1	LATE ELONGATED HYPOCOTYL; LATE ELONGATED HYPOCOTYL 1; LHY; LHY1	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, circadian rhythm, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, long-day photoperiodism, flowering, mature plant embryo stage, negative regulation of DNA-binding transcription factor activity, negative regulation of circadian rhythm, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, regulation of circadian rhythm, regulation of transcription, DNA-templated, response to abscisic acid, response to auxin, response to cadmium ion, response to cold, response to ethylene, response to gibberellin, response to jasmonic acid, response to salicylic acid, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:1005715163	AT1G01140	AT1G01140.3	protein_coding	Encodes a CBL-interacting protein kinase with similarity to SOS2	CBL-INTERACTING PROTEIN KINASE 9; CIPK9; PKS6; PROTEIN KINASE 6	 ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to potassium ion starvation, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, potassium ion homeostasis, protein binding, protein phosphorylation, protein serine/threonine kinase activity, regulation of potassium ion transport, response to cold, response to mannitol, response to salt stress, response to wounding, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2018634	AT1G43160	AT1G43160.1	protein_coding	encodes a member of the ERF (ethylene response factor) subfamily B-4 of ERF/AP2 transcription factor family (RAP2.6). The protein contains one AP2 domain. There are 7 members in this subfamily.	RAP2.6; RELATED TO AP2 6	 nucleus, DNA binding, DNA-binding transcription factor activity, cellular response to heat, chloroplast organization, defense response, ethylene-activated signaling pathway, flower, flowering stage, guard cell, leaf apex, nucleus, petal differentiation and expansion stage, positive regulation of transcription, DNA-templated, regulation of transcription, DNA-templated, response to abscisic acid, response to cold, response to jasmonic acid, response to osmotic stress, response to salicylic acid, response to salt stress, response to water deprivation, response to wounding, root, stamen	true
Gene:2080786	AT3G11410	AT3G11410.1	protein_coding	Encodes protein phosphatase 2C. Negative regulator of ABA signalling. Expressed in seeds during germination. mRNA up-regulated by drought and ABA.	ABA-HYPERSENSITIVE GERMINATION 3; AHG3; ARABIDOPSIS THALIANA PROTEIN PHOSPHATASE 2CA; ATPP2CA; PP2CA; PROTEIN PHOSPHATASE 2CA	 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, abscisic acid-activated signaling pathway, apical meristem, carpel, cauline leaf, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase binding, leaf apex, leaf lamina base, magnesium-dependent protein serine/threonine phosphatase activity, mature plant embryo stage, metal ion binding, negative regulation of abscisic acid-activated signaling pathway, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatase activity, phosphoprotein phosphatase activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, protein dephosphorylation, protein serine/threonine phosphatase activity, regulation of stomatal movement, response to abscisic acid, response to cold, response to water deprivation, root, root meristem, seed, seed germination stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2084318	AT3G06510	AT3G06510.1	protein_coding	Encodes a protein with beta-glucosidase and galactosyltransferase activity, mutants show increased sensitivity to freezing.  Though it is classified as a family I glycosyl hydrolase, it has no hydrolase activity in vitro.	ATSFR2; SENSITIVE TO FREEZING 2; SFR2	 chloroplast, chloroplast envelope, plant callus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT hydrolase activity, acting on glycosyl bonds, beta,beta digalactosyldiacylglycerol galactosyltransferase activity, beta-glucosidase activity, carbohydrate metabolic process, carpel, cauline leaf, cellobiose glucosidase activity, chloroplast, chloroplast envelope, chloroplast outer membrane, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, galactolipid galactosyltransferase activity, galactosyltransferase activity, guard cell, hypocotyl, inflorescence meristem, integral component of chloroplast outer membrane, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, pollen tube cell, response to cold, response to freezing, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, transferase activity, transferring glycosyl groups, vascular leaf, vascular leaf senescent stage	true
Gene:2158620	AT5G67590	AT5G67590.1	protein_coding	Mutant leaves have a reduced capacity for cold acclimation, appear water-soaked, leak electrolytes, and accumulate reactive oxygen species constitutively. Encode a protein with high similarity to the 18-kD Fe-S subunit of complex I (NADH dehydrogenase, EC 1.6.5.3) in the mitochondrial electron transfer chain. The mRNA is cell-to-cell mobile.	FRO1; FROSTBITE1; NADH:UBIQUINONE OXIDOREDUCTASE FE-S PROTEIN4; NDUFS4	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NADH dehydrogenase (ubiquinone) activity, carpel, cauline leaf, cell-to-cell mobile RNA, cobalt ion binding, cold acclimation, collective leaf structure, cotyledon, electron transport chain, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial respiratory chain complex I, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to osmotic stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2178066	AT5G40010	AT5G40010.1	protein_coding	Encodes a mitochondrial ATPase involved in seed and silique development.	AAA-ATPASE 1; AATP1; ASD; ATPASE-IN-SEED-DEVELOPMENT	 nucleus, ATP binding, ATPase activity, endoplasmic reticulum, flower, flowering stage, fruit development, fruit development stage, inflorescence meristem, integral component of membrane, mitochondrial membrane, mitochondrion, nucleus, petal differentiation and expansion stage, plant embryo, response to abscisic acid, response to cold, response to salt stress, response to water deprivation, root, seed maturation, stamen, stem	false
Gene:3434712	AT1G42700	AT1G42700.1	protein_coding	hypothetical protein;(source:Araport11)		 nucleus, molecular function unknown, nucleus, response to cold	false
