"","X.2","X","SNP","Chromosome","Position","P.value","MAF","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE","X.1","Method2","QTN.effect","LOD.score","Genotype..for.code.1","Var_Error","Var_phen..total.","P.value.1","MAF.1","PVE.1"
"10379",10379,724,"NsiI.TP267317",1,63808055,0.000171944385748681,0.4605,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","mrMLM","OWA",16.059,NA,NA,-0.1478,3.0652,"C",0.0439,0.093,2e-04,"0.4605",16.1
"10380",10380,725,"NsiI.TP403662",1,3957731,5.08270612353012e-07,0.114,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","mrMLM","OWA",35.0477,NA,NA,0.2398,5.4793,"A",NA,NA,5e-07,"0.1140",35
"10381",10381,726,"PstI.TP727705",4,2828636,3.46711302878453e-06,0.2149,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","mrMLM","OWA",6.7911,NA,NA,0.1901,4.6773,"C",NA,NA,3e-06,"0.2149",6.79
"10382",10382,727,"NsiI.TP440500",9,59299455,0.000143050704179894,0.0746,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","mrMLM","OWA",0,NA,NA,-0.2919,3.1404,"C",NA,NA,1e-04,"0.0746",0
"10383",10383,728,"NsiI.TP403662",1,3957731,3.11817151590146e-07,0.1164,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrMLM","OWA",29.4644,NA,NA,0.2248,5.6841,"A",0.0541,0.093,3e-07,"0.1164",29.5
"10384",10384,729,"NsiI.TP267317",1,63808055,1.25747685436766e-05,0.4569,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrMLM","OWA",14.3311,NA,NA,-0.1427,4.142,"C",NA,NA,1e-05,"0.4569",14.3
"10385",10385,730,"PstI.TP727705",4,2828636,2.245432477984e-07,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrMLM","OWA",6.6188,NA,NA,0.1918,5.8218,"C",NA,NA,2e-07,"0.2198",6.62
"10386",10386,731,"NsiI.TP403662",1,3957731,1.64740355943575e-07,0.1164,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrEMMA","OWA",11.7795,NA,NA,0.4208,5.9518,"A",0.042,0.093,2e-07,"0.1164",11.8
"10387",10387,732,"NsiI.TP267317",1,63808055,9.12220861791043e-06,0.4569,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrEMMA","OWA",8.7676,NA,NA,-0.2775,4.2751,"C",NA,NA,9e-06,"0.4569",8.77
"10388",10388,733,"PstI.TP727705",4,2828636,3.35351304450561e-07,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrEMMA","OWA",10.5373,NA,NA,0.3348,5.6535,"C",NA,NA,3e-07,"0.2198",10.5
"10389",10389,734,"NsiI.TP624872",4,60455775,2.22946161791639e-06,0.0302,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrEMMA","OWA",6.4424,NA,NA,-0.6502,4.8613,"G",NA,NA,2e-06,"0.0302",6.44
"10390",10390,735,"NsiI.TP440500",9,59299455,2.28034207200042e-05,0.0733,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","FASTmrEMMA","OWA",9.0547,NA,NA,-0.519,3.8956,"C",NA,NA,2e-05,"0.0733",9.05
"10391",10391,736,"NsiI.TP403662",1,3957731,3.11817151590146e-07,0.1164,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","pLARmEB","OWA",25.4112,NA,NA,0.2247,5.6841,"A",0.054,0.093,3e-07,"0.1164",25.4
"10392",10392,737,"NsiI.TP267317",1,63808055,1.25747685436766e-05,0.4569,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","pLARmEB","OWA",12.3638,NA,NA,-0.1427,4.142,"C",NA,NA,1e-05,"0.4569",12.4
"10393",10393,738,"PstI.TP727705",4,2828636,2.245432477984e-07,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","pLARmEB","OWA",5.7083,NA,NA,0.1918,5.8218,"C",NA,NA,2e-07,"0.2198",5.71
"10394",10394,739,"NsiI.TP403662",1,3957731,7.38924387034474e-05,0.1164,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",29.463,NA,NA,0.2247,3.4112,"A",0.0541,0.093,7e-05,"0.1164",29.5
"10395",10395,740,"NsiI.TP267317",1,63808055,3.98657556040578e-05,0.4569,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",14.3141,NA,NA,-0.1426,3.6651,"C",NA,NA,4e-05,"0.4569",14.3
"10396",10396,741,"PstI.TP727705",4,2828636,2.30993628017319e-07,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",6.6179,NA,NA,0.1917,5.8099,"C",NA,NA,2e-07,"0.2198",6.62
"10397",10397,742,"PstI.TP461927",1,9014162,3.88498190198355e-08,0.125,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","mrMLM","OWA",53.4476,NA,NA,0.309,6.5594,"A",0.0547,0.091,4e-08,"0.1250",53.4
"10398",10398,743,"NsiI.TP83928",6,48792860,0.000153151410167196,0.2742,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","mrMLM","OWA",5.2666,NA,NA,-0.1423,3.1125,"G",NA,NA,2e-04,"0.2742",5.27
"10399",10399,744,"NsiI.TP440500",9,59299455,5.61982769214428e-05,0.0726,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","mrMLM","OWA",0,NA,NA,-0.3607,3.5237,"C",NA,NA,6e-05,"0.0726",0
"10400",10400,745,"PstI.TP461927",1,9014162,7.60676500766227e-08,0.123,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","FASTmrMLM","OWA",28.9463,NA,NA,0.2537,6.2766,"A",0.0494,0.091,8e-08,"0.1230",28.9
"10401",10401,746,"PstI.TP90936",11,768,3.7222025301785e-06,0.0675,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","FASTmrMLM","OWA",15.7893,NA,NA,0.2492,4.6477,"A",NA,NA,4e-06,"0.0675",15.8
"10402",10402,747,"NsiI.TP506280",11,15342,0.000115904420522272,0.123,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","FASTmrMLM","OWA",11.3969,NA,NA,-0.1592,3.2265,"A",NA,NA,1e-04,"0.1230",11.4
"10403",10403,748,"NsiI.TP440500",9,59299455,1.56242795227649e-06,0.0714,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","FASTmrEMMA","OWA",17.5845,NA,NA,-0.7228,5.0097,"C",0.069,0.091,2e-06,"0.0714",17.6
"10404",10404,749,"PstI.TP461927",1,9014162,5.31985750917065e-09,0.123,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","pLARmEB","OWA",30.2937,NA,NA,0.2928,7.3982,"A",0.0675,0.091,5e-09,"0.1230",30.3
"10405",10405,750,"NsiI.TP83928",6,48792860,0.000192663745952408,0.2698,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","pLARmEB","OWA",1.6875,NA,NA,-0.1014,3.0187,"G",NA,NA,2e-04,"0.2698",1.69
"10406",10406,751,"NsiI.TP506280",11,15342,5.18322426417061e-05,0.123,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","pLARmEB","OWA",8.0722e-06,NA,NA,-2e-04,3.557,"A",NA,NA,5e-05,"0.1230",8.07e-06
"10407",10407,752,"PstI.TP461927",1,9014162,1.71553664772835e-05,0.123,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",37.7704,NA,NA,0.2757,4.0134,"A",0.0657,0.091,2e-05,"0.1230",37.8
"10408",10408,753,"NsiI.TP506280",11,15342,8.01862677837201e-05,0.123,NA,NA,NA,NA,NA,NA,"O126+3659","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",18.236,NA,NA,-0.1916,3.3776,"A",NA,NA,8e-05,"0.1230",18.2
"10409",10409,754,"NsiI.TP403662",1,3957731,0.000157212835235109,0.1015,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","mrMLM","OWA",26.3183,NA,NA,0.257,3.1018,"A",0.063,0.096,2e-04,"0.1015",26.3
"10410",10410,755,"PstI.TP1140972",3,3019093,4.62157494400156e-05,0.2218,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","mrMLM","OWA",27.7604,NA,NA,-0.2034,3.6042,"A",NA,NA,5e-05,"0.2218",27.8
"10411",10411,756,"NsiI.TP440500",9,59299455,5.28846945122353e-06,0.0752,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","mrMLM","OWA",2.9929,NA,NA,-0.3864,4.5016,"C",NA,NA,5e-06,"0.0752",2.99
"10412",10412,757,"PstI.TP461927",1,9014162,5.09565480608115e-06,0.1185,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","FASTmrMLM","OWA",22.048,NA,NA,0.2295,4.517,"A",0.0606,0.096,5e-06,"0.1185",22
"10413",10413,758,"PstI.TP1140972",3,3019093,0.000138547916756672,0.2185,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","FASTmrMLM","OWA",11.1886,NA,NA,-0.1402,3.1535,"A",NA,NA,1e-04,"0.2185",11.2
"10414",10414,759,"PstI.TP90936",11,768,2.13697774824524e-07,0.0704,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","FASTmrMLM","OWA",25.5769,NA,NA,0.3168,5.8426,"A",NA,NA,2e-07,"0.0704",25.6
"10415",10415,760,"NsiI.TP440500",9,59299455,2.12666948723583e-06,0.0741,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","FASTmrEMMA","OWA",16.7287,NA,NA,-0.6751,4.881,"C",0.0766,0.096,2e-06,"0.0741",16.7
"10416",10416,761,"PstI.TP461927",1,9014162,0.00016764862660739,0.1185,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","pLARmEB","OWA",18.041,NA,NA,0.2753,3.0755,"A",0.0635,0.096,2e-04,"0.1185",18
"10417",10417,762,"PstI.TP90936",11,768,2.45188445380951e-05,0.0704,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","pLARmEB","OWA",12.5558,NA,NA,0.2943,3.8657,"A",NA,NA,2e-05,"0.0704",12.6
"10418",10418,763,"PstI.TP461927",1,9014162,8.21674860976434e-06,0.1185,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",31.7334,NA,NA,0.2754,4.3185,"A",0.0635,0.096,8e-06,"0.1185",31.7
"10419",10419,764,"PstI.TP90936",11,768,7.56832895020974e-06,0.0704,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",22.061,NA,NA,0.2943,4.3526,"A",NA,NA,8e-06,"0.0704",22.1
"10420",10420,765,"NsiI.TP506280",11,15342,0.000128144508594579,0.1148,NA,NA,NA,NA,NA,NA,"O135+2855","PS_Y","mrMLMM","ISIS EM-BLASSO","OWA",9.47,NA,NA,-0.1521,3.1854,"A",NA,NA,1e-04,"0.1148",9.47
"11261",11261,838,"NsiI.TP474215",1,77512901,4.66102036003426e-05,0.3214,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",2.3625,NA,NA,-0.0716,3.6007,"A",0.0294,0.091,5e-05,"0.3214",2.36
"11262",11262,839,"PstI.TP911466",1,4343935,9.49283648118306e-06,0.0821,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",2.5698,NA,NA,-0.1333,4.2586,"C",NA,NA,9e-06,"0.0821",2.57
"11263",11263,840,"PstI.TP133988",1,74849338,6.46150969072671e-10,0.1143,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",13.4286,NA,NA,-0.1577,8.2903,"A",NA,NA,6e-10,"0.1143",13.4
"11264",11264,841,"NsiI.TP694083",2,14769883,6.21033460433945e-06,0.2,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",6.2217,NA,NA,0.101,4.4348,"A",NA,NA,6e-06,"0.2000",6.22
"11265",11265,842,"NsiI.TP357145",2,76370252,0.000139017028117845,0.2429,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",3.0014,NA,NA,0.0731,3.1521,"C",NA,NA,1e-04,"0.2429",3
"11266",11266,843,"NsiI.TP217705",3,52086855,1.33701413907717e-07,0.1607,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",3.584,NA,NA,-0.133,6.0395,"C",NA,NA,1e-07,"0.1607",3.58
"11267",11267,844,"PstI.TP998558",4,57766875,2.15383286744143e-14,0.0893,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",26.6812,NA,NA,0.2212,12.6786,"A",NA,NA,2e-14,"0.0893",26.7
"11268",11268,845,"PstI.TP847211",7,64315939,3.61179423117918e-05,0.4179,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",3.4441,NA,NA,-0.0791,3.7058,"A",NA,NA,4e-05,"0.4179",3.44
"11269",11269,846,"NsiI.TP438615",11,14236,3.98230024040792e-09,0.0179,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","mrMLM","OWA",20.7915,NA,NA,0.5011,7.5206,"A",NA,NA,4e-09,"0.0179",20.8
"11270",11270,847,"PstI.TP911466",1,4343935,5.26744488331907e-09,0.081,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",2.2482,NA,NA,-0.094,7.4024,"C",0.0444,0.091,5e-09,"0.0810",2.25
"11271",11271,848,"NsiI.TP474215",1,77512901,6.25604695964002e-08,0.3169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",8.6282,NA,NA,-0.1031,6.3588,"A",NA,NA,6e-08,"0.3169",8.63
"11272",11272,849,"PstI.TP681685",2,68785398,3.80189396320561e-07,0.2958,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",6.6875,NA,NA,0.098,5.6009,"C",NA,NA,4e-07,"0.2958",6.69
"11273",11273,850,"NsiI.TP357145",2,76370252,2.72646545852901e-05,0.2394,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",1.2694,NA,NA,0.0359,3.8218,"C",NA,NA,3e-05,"0.2394",1.27
"11274",11274,851,"PstI.TP998558",4,57766875,6.75616115084154e-05,0.088,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",10.9009,NA,NA,0.1066,3.448,"A",NA,NA,7e-05,"0.0880",10.9
"11275",11275,852,"PstI.TP1044893",4,61384104,1.43383771605581e-07,0.169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",2.8419,NA,NA,0.1006,6.0101,"C",NA,NA,1e-07,"0.1690",2.84
"11276",11276,853,"PstI.TP754277",5,1988689,0.000172544054887747,0.412,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",0.5461,NA,NA,-0.0612,3.0638,"A",NA,NA,2e-04,"0.4120",0.546
"11277",11277,854,"NsiI.TP816614",11,19141,1.91205332460453e-05,0.3662,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","FASTmrMLM","OWA",5e-04,NA,NA,7e-04,3.9685,"A",NA,NA,2e-05,"0.3662",5e-04
"11278",11278,855,"NsiI.TP426850",1,73788816,6.73286644859685e-05,0.0599,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","pLARmEB","OWA",8.343e-07,NA,NA,-8.6379e-05,3.4494,"C",0.0463,0.091,7e-05,"0.0599",8.34e-07
"11279",11279,856,"NsiI.TP474215",1,77512901,1.22546242640942e-05,0.3169,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","pLARmEB","OWA",8.4389,NA,NA,-0.1045,4.1527,"A",NA,NA,1e-05,"0.3169",8.44
"11280",11280,857,"PstI.TP681685",2,68785398,3.44587881444335e-09,0.2958,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","pLARmEB","OWA",6.1796,NA,NA,0.0965,7.5818,"C",NA,NA,3e-09,"0.2958",6.18
"11281",11281,858,"NsiI.TP506550",10,47749845,9.6316346402398e-06,0.2641,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","pLARmEB","OWA",4.4095,NA,NA,0.0657,4.2526,"A",NA,NA,1e-05,"0.2641",4.41
"11282",11282,859,"PstI.TP399247",11,3112,1.14524920770789e-05,0.2535,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","pLARmEB","OWA",8.0782,NA,NA,-0.1103,4.1808,"C",NA,NA,1e-05,"0.2535",8.08
"11283",11283,860,"NsiI.TP48279",11,9712,0.000106291858327569,0.0634,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","pLARmEB","OWA",8.6219,NA,NA,0.1029,3.262,"A",NA,NA,1e-04,"0.0634",8.62
"11284",11284,861,"PstI.TP375640",1,77251518,2.02488330653056e-07,0.1972,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",6.3218,NA,NA,0.1051,5.8652,"A",0.0488,0.091,2e-07,"0.1972",6.32
"11285",11285,862,"PstI.TP681685",2,68785398,4.16965382244989e-06,0.2958,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",4.7168,NA,NA,0.0815,4.6005,"C",NA,NA,4e-06,"0.2958",4.72
"11286",11286,863,"NsiI.TP217705",3,52086855,6.23017147429063e-09,0.162,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",5.7706,NA,NA,-0.126,7.3315,"C",NA,NA,6e-09,"0.1620",5.77
"11287",11287,864,"NsiI.TP421648",4,62016412,0.000137372562657799,0.1197,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",4.0885e-07,NA,NA,4.4683e-05,3.157,"A",NA,NA,1e-04,"0.1197",4.09e-07
"11288",11288,865,"PstI.TP399247",11,3112,2.8661571574642e-07,0.2535,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",8.5017,NA,NA,-0.1094,5.7194,"C",NA,NA,3e-07,"0.2535",8.5
"11289",11289,866,"NsiI.TP697010",11,17706,1.34214673738349e-05,0.2218,NA,NA,NA,NA,NA,NA,"143+35256im","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",4.2641,NA,NA,0.0848,4.115,"A",NA,NA,1e-05,"0.2218",4.26
"11290",11290,867,"NsiI.TP267317",1,63808055,3.66295008013825e-05,0.4615,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","mrMLM","OWA",16.163,NA,NA,-0.158,3.7,"C",0.0583,0.0961,4e-05,"0.4615",16.2
"11291",11291,868,"NsiI.TP165213",4,51172928,0.000101181473564243,0.1298,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","mrMLM","OWA",22.3361,NA,NA,0.1957,3.2822,"A",NA,NA,1e-04,"0.1298",22.3
"11292",11292,869,"NsiI.TP38744",7,63536657,3.89228829301147e-07,0.3125,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","mrMLM","OWA",12.9989,NA,NA,0.1703,5.5911,"A",NA,NA,4e-07,"0.3125",13
"11293",11293,870,"PstI.TP931840",6,60969038,6.89922009844047e-05,0.1557,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","FASTmrEMMA","OWA",2.191e-08,NA,NA,1.7048e-05,3.4393,"A",0.0786,0.0961,7e-05,"0.1557",2.19e-08
"11294",11294,871,"NsiI.TP267317",1,63808055,4.28548520397439e-07,0.4575,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","pLARmEB","OWA",15.872,NA,NA,-0.1401,5.5508,"C",0.0556,0.0961,4e-07,"0.4575",15.9
"11295",11295,872,"PstI.TP1248423",5,1988487,2.05731124551436e-06,0.2972,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","pLARmEB","OWA",5.2184,NA,NA,-0.127,4.8948,"C",NA,NA,2e-06,"0.2972",5.22
"11296",11296,873,"PstI.TP350272",11,2756,1.21898959892487e-05,0.3538,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","pLARmEB","OWA",5.277,NA,NA,-0.0995,4.1549,"C",NA,NA,1e-05,"0.3538",5.28
"11297",11297,874,"NsiI.TP151943",11,10810,1.55739938908086e-06,0.1604,NA,NA,NA,NA,NA,NA,"O106+4834","PS_N","mrMLMM","pLARmEB","OWA",10.0748,NA,NA,-0.1129,5.011,"A",NA,NA,2e-06,"0.1604",10.1
"11298",11298,875,"NsiI.TP403662",1,3957731,4.07851439992237e-05,0.114,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","mrMLM","OWA",33.3851,NA,NA,0.2326,3.6557,"A",0.0619,0.093,4e-05,"0.1140",33.4
"11299",11299,876,"PstI.TP994295",1,15000089,3.56567700269368e-05,0.2588,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","mrMLM","OWA",0,NA,NA,-0.2312,3.7111,"C",NA,NA,4e-05,"0.2588",0
"11300",11300,877,"PstI.TP727705",4,2828636,6.20586037196798e-06,0.2149,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","mrMLM","OWA",6.5304,NA,NA,0.1852,4.4351,"C",NA,NA,6e-06,"0.2149",6.53
"11301",11301,878,"NsiI.TP403662",1,3957731,1.75549662962123e-05,0.1164,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrMLM","OWA",3.9253,NA,NA,0.0758,4.0038,"A",0.0587,0.093,2e-05,"0.1164",3.93
"11302",11302,879,"PstI.TP994295",1,15000089,2.2745736305362e-05,0.2586,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrMLM","OWA",0,NA,NA,-0.1231,3.8967,"C",NA,NA,2e-05,"0.2586",0
"11303",11303,880,"PstI.TP727705",4,2828636,4.58564045367465e-07,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrMLM","OWA",3.185,NA,NA,0.1229,5.5224,"C",NA,NA,5e-07,"0.2198",3.19
"11304",11304,881,"NsiI.TP83928",6,48792860,6.11504982517029e-06,0.2759,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrMLM","OWA",2.4973,NA,NA,-0.0823,4.4412,"G",NA,NA,6e-06,"0.2759",2.5
"11305",11305,882,"NsiI.TP403662",1,3957731,8.15267256224039e-08,0.1164,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrEMMA","OWA",11.9244,NA,NA,0.4234,6.2474,"A",0.0596,0.093,8e-08,"0.1164",11.9
"11306",11306,883,"NsiI.TP624872",4,60455775,9.67163726650019e-05,0.0302,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrEMMA","OWA",2.9933,NA,NA,-0.4432,3.3007,"G",NA,NA,1e-04,"0.0302",2.99
"11307",11307,884,"PstI.TP699168",8,2542291,4.05601917989914e-05,0.0345,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","FASTmrEMMA","OWA",8.7784,NA,NA,-0.7132,3.6579,"C",NA,NA,4e-05,"0.0345",8.78
"11308",11308,885,"PstI.TP1083210",2,74137420,9.1201083935591e-05,0.3966,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","pLARmEB","OWA",1.7541e-07,NA,NA,-4.6437e-05,3.3248,"A",0.0527,0.093,9e-05,"0.3966",1.75e-07
"11309",11309,886,"PstI.TP727705",4,2828636,1.30226689357798e-07,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","pLARmEB","OWA",2.6218,NA,NA,0.1287,6.0506,"C",NA,NA,1e-07,"0.2198",2.62
"11310",11310,887,"NsiI.TP83928",6,48792860,5.34441285574394e-07,0.2759,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","pLARmEB","OWA",3.2473,NA,NA,-0.1082,5.4583,"G",NA,NA,5e-07,"0.2759",3.25
"11311",11311,888,"PstI.TP350272",11,2756,7.82167920475605e-05,0.375,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","pLARmEB","OWA",6.0045,NA,NA,-0.1165,3.3878,"C",NA,NA,8e-05,"0.3750",6
"11312",11312,889,"PstI.TP525810",11,3923,1.34555049393243e-05,0.1336,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","pLARmEB","OWA",17.7498,NA,NA,0.1712,4.114,"A",NA,NA,1e-05,"0.1336",17.7
"11313",11313,890,"NsiI.TP267317",1,63808055,6.76861792919746e-05,0.4569,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",19.1649,NA,NA,-0.1535,3.4472,"C",0.0695,0.093,7e-05,"0.4569",19.2
"11314",11314,891,"PstI.TP727705",4,2828636,2.72019476198437e-08,0.2198,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",1.1254,NA,NA,0.0736,6.7096,"C",NA,NA,3e-08,"0.2198",1.13
"11315",11315,892,"NsiI.TP83928",6,48792860,7.40968933913698e-06,0.2759,NA,NA,NA,NA,NA,NA,"O116+4232","PS_N","mrMLMM","ISIS EM-BLASSO","OWA",3.7257,NA,NA,-0.1012,4.3614,"G",NA,NA,7e-06,"0.2759",3.73
"11316",11316,893,"PstI.TP461927",1,9014162,2.99473225346103e-07,0.125,NA,NA,NA,NA,NA,NA,"O126+3659","PS_N","mrMLMM","mrMLM","OWA",46.7201,NA,NA,0.3036,5.701,"A",0.0695,0.091,3e-07,"0.1250",46.7
"11317",11317,894,"NsiI.TP83928",6,48792860,5.21707403743051e-05,0.2742,NA,NA,NA,NA,NA,NA,"O126+3659","PS_N","mrMLMM","mrMLM","OWA",5.7738,NA,NA,-0.1566,3.5543,"G",NA,NA,5e-05,"0.2742",5.77
"11318",11318,895,"NsiI.TP83928",6,48792860,3.15791182863225e-05,0.2698,NA,NA,NA,NA,NA,NA,"O126+3659","PS_N","mrMLMM","FASTmrMLM","OWA",3.4898,NA,NA,-0.1086,3.7612,"G",0.0688,0.091,3e-05,"0.2698",3.49
