TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532546009	AT1G06960	AT1G06960.6	protein_coding	Similar to U2B'. Functions in  cold stress induced alternative splicing.	U2B"-LIKE; U2BL	 nucleus, Cajal body, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, U2 snRNP, carpel, cauline leaf, cold acclimation, collective leaf structure, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA splicing, via spliceosome, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, root, seed, sepal, shoot apex, shoot system, spliceosomal complex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2050094	AT2G21490	AT2G21490.1	protein_coding	dehydrin LEA;(source:Araport11)	DEHYDRIN LEA; LEA	 nucleus, cold acclimation, collective leaf structure, cytosol, flower, flowering stage, guard cell, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, response to abscisic acid, response to water deprivation, sepal	true
Gene:2041503	AT2G42540	AT2G42540.1	protein_coding	A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA). Protects chloroplast membranes during freezing.	ATCOR15A; COLD-REGULATED 15A; COR15; COR15A	 chloroplast, chloroplast stroma, chloroplast envelope, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT chaperone-mediated protein folding, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, circadian rhythm, cold acclimation, collective leaf structure, cotyledon, cytosol, drought recovery, flower, flower pedicel, flowering stage, galactose binding, guard cell, heat acclimation, inflorescence meristem, leaf apex, leaf lamina base, leaf senescence, lipid binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid inner membrane organization, pollen, portion of vascular tissue, protein complex oligomerization, protein homooligomerization, protein stabilization, red or far-red light signaling pathway, response to abscisic acid, response to cold, response to freezing, response to high light intensity, response to light stimulus, response to osmotic stress, response to salt stress, response to water deprivation, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532552224	AT3G14080	AT3G14080.3	protein_coding	Small nuclear ribonucleoprotein family protein;(source:Araport11)		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, Lsm1-7-Pat1 complex, P-body, RNA binding, RNA cap binding, RNA metabolic process, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, deadenylation-dependent decapping of nuclear-transcribed mRNA, flower, flower pedicel, flowering stage, guard cell, hyperosmotic salinity response, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA processing, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2018737	AT1G28520	AT1G28520.1	protein_coding	VOZ transcription factor which acts as positive regulator of several salt-responsive genes. Functionally redundant in salt stress with VOZ2.	ATVOZ1; VASCULAR PLANT ONE ZINC FINGER PROTEIN; VOZ1	 LP.04 four leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, incompatible interaction, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, long-day photoperiodism, flowering, mature plant embryo stage, metal ion binding, nucleus, petal, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of long-day photoperiodism, flowering, positive regulation of transcription, DNA-templated, protein binding, red, far-red light phototransduction, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2157412	AT5G50950	AT5G50950.1	protein_coding	Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth. Inhibition of fumarate accumulation results in an overall shift in the cold response of leaves, with a complete inhibition of cold acclimation of photosynthesis.	FUM2; FUMARASE 2	 root, L mature pollen stage, M germinated pollen stage, chloroplast, cold acclimation, cytosol, fumarate hydratase activity, fumarate metabolic process, guard cell, malate metabolic process, mitochondrion, nitrate assimilation, plastid, pollen, pollen tube cell, protein binding, protein tetramerization, regulation of photosynthesis, root, rosette leaf, tricarboxylic acid cycle, tricarboxylic acid cycle enzyme complex	true
Gene:6532552279	AT5G54590	AT5G54590.3	protein_coding	Splice variant At5g54590.2 encodes CRLK1 (440-amino acid in length) calcium/calmodulin-regulated receptor-like kinase crucial for cold tolerance. CRLK1 is Primarily localized in the plasma membrane.		 ATP binding, calmodulin binding, cold acclimation, collective leaf structure, endosome membrane, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, integral component of membrane, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, seed, sepal, shoot apex, shoot system, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:2204734	AT1G77490	AT1G77490.1	protein_coding	Encodes a chloroplastic thylakoid ascorbate peroxidase tAPX.  Ascorbate peroxidases are enzymes that scavenge hydrogen peroxide in plant cells.  Eight types of APX have been described for Arabidopsis: three cytosolic (APX1, APX2, APX6), two chloroplastic types (stromal sAPX, thylakoid tAPX), and three microsomal (APX3, APX4, APX5) isoforms.	TAPX; THYLAKOIDAL ASCORBATE PEROXIDASE	 chloroplast, thylakoid, chloroplast thylakoid, chloroplast thylakoid membrane, L-ascorbate peroxidase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular response to oxidative stress, chloroplast, chloroplast thylakoid, chloroplast thylakoid membrane, chloroplast-nucleus signaling pathway, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, heme binding, hydrogen peroxide catabolic process, hydrogen peroxide mediated signaling pathway, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, mitochondrion, oxidation-reduction process, peroxidase activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to reactive oxygen species, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, thylakoid, vascular leaf, vascular leaf senescent stage	true
Gene:6532548516	AT3G07020	AT3G07020.3	protein_coding	encodes a 3beta-hydroxy sterol UDP-glucosyltransferase. ugt80a2 mutant plants have reduced steryl glycoside and acyl steryl glycoside levels and reduced seed size. ugt80a2/b1 double mutants have normal levels of celluose and normal cold stress tolerance.		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cellulose biosynthetic process, NOT cold acclimation, beta-sitosterol UDP-glucosyltransferase activity, brassicasterol glucosyltransferase activity, carpel, cauline leaf, cholesterol allpha-glucosyltransferase activity, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid glycosylation, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, root, rosette leaf, seed, seed development, sepal, shoot apex, shoot system, soladodine glucosyltransferase activity, stamen, stem, sterol 3-beta-glucosyltransferase activity, sterol biosynthetic process, sterol metabolic process, transferase activity, transferring glycosyl groups, vascular leaf, vascular leaf senescent stage	true
Gene:6532546007	AT1G06960	AT1G06960.4	protein_coding	Similar to U2B'. Functions in  cold stress induced alternative splicing.	U2B"-LIKE; U2BL	 nucleus, Cajal body, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, U2 snRNP, carpel, cauline leaf, cold acclimation, collective leaf structure, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA splicing, via spliceosome, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, root, seed, sepal, shoot apex, shoot system, spliceosomal complex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532555855	AT1G10760	AT1G10760.3	protein_coding	Encodes an &#945;-glucan, water dikinase required for starch degradation. Involved  in cold-induced freezing tolerance. Mutations that eliminate the GWD protein or affect the dikinase domain of the enzyme dramatically reduce both the amount of phosphate in the amylopectin and the rate of starch degradation. Mature leaves of these mutants accumulate amounts of starch up to seven times greater than those in wild-type leaves. NMR analysis of the mutants, suggests that the gene is specifically involved in the phosphorylation of the glucosyl residues of starch at the C6 position.		 chloroplast, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, alpha-glucan, water dikinase activity, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast stroma, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, maltodextrin water dikinase, mature plant embryo stage, metal ion binding, mitochondrion, petal, petal differentiation and expansion stage, petiole, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, response to symbiotic fungus, response to trehalose, root, seed, sepal, shoot apex, shoot system, stamen, starch catabolic process, starch, H2O dikinase activity, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2123908	AT4G29810	AT4G29810.1	protein_coding	encodes a MAP kinase kinase 2 that regulates MPK6 and MPK4 in response to cold and salt stresses. Co-expression with MEKK1 in protoplasts activated MKK2 activity, suggesting that MEKK1 may be a regulator of MKK2.	ATMKK2; MAP KINASE KINASE 1; MAP KINASE KINASE 2; MK1; MKK2	 plasma membrane, protein phosphorylation, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase activity, MAPK cascade, activation of MAPK activity, activation of protein kinase activity, auxin transport, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cotyledon vascular system, cytoplasm, defense response, incompatible interaction, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, response to salt stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, signal transduction by protein phosphorylation, stamen, stem, vascular leaf, vascular leaf senescent stage, xylem and phloem pattern formation	true
Gene:6532559300	AT1G28520	AT1G28520.3	protein_coding	VOZ transcription factor which acts as positive regulator of several salt-responsive genes. Functionally redundant in salt stress with VOZ2.		 LP.04 four leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, incompatible interaction, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, long-day photoperiodism, flowering, mature plant embryo stage, metal ion binding, nucleus, petal, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of long-day photoperiodism, flowering, positive regulation of transcription, DNA-templated, protein binding, red, far-red light phototransduction, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1005714649	AT3G61950	AT3G61950.2	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 67; MYC67	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, floral organ, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:6530296573	AT1G74960	AT1G74960.3	protein_coding	Encodes a plastidic beta-ketoacyl-ACP synthase II, involved in fatty acid elongation from 16:0-ACP to 18:0-ACP. Homozygous knock-out mutants are embryo lethal, indicating early embryo development is sensitive to elevated 16:0.	FAB1; FATTY ACID BIOSYNTHESIS 1	 chloroplast, 3-oxoacyl-[acyl-carrier-protein] synthase activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chloroplast, chloroplast stroma, cold acclimation, collective leaf structure, cotyledon, cytosol, embryo development ending in seed dormancy, fatty acid biosynthetic process, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, unsaturated fatty acid biosynthetic process, vascular leaf, vascular leaf senescent stage	true
Gene:3687037	AT1G29395	AT1G29395.1	protein_coding	Integral membrane protein in the inner  envelope of chloroplasts. Provide  freezing tolerance. Expression is induced by short-term cold-treatment, water deprivation, and abscisic acid treatment.	COLD REGULATED 314 INNER MEMBRANE 1; COLD REGULATED 314 THYLAKOID MEMBRANE 1; COLD REGULATED 414 THYLAKOID MEMBRANE 1; COR413-TM1; COR413IM1; COR414-TM1	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular response to cold, cellular response to water deprivation, chloroplast, chloroplast envelope, chloroplast thylakoid membrane, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of chloroplast inner membrane, leaf apex, leaf lamina base, mature plant embryo stage, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo globular stage, pollen, response to abscisic acid, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2044386	AT2G46810	AT2G46810.1	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 70; MYC70	 nucleus, DNA binding, DNA-binding transcription factor activity, cold acclimation, floral organ, guard cell, nucleus, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf	false
Gene:2135382	AT4G04920	AT4G04920.1	protein_coding	Encodes a nuclear targeted protein that plays a role in the CBF pathway -downstream of CBF translation. Mutants have impaired cold responses, reduced levels of cold induced RNA transcripts, are sensitive to osmotic stress. Required for expression of CBF-controlled cold-upregulated genes and some, but not all, other cold up-regulated genes. Required for recruitment of the Mediator complex and RNA polymerase II to CBF-controlled cold-responsive genes. Required for expression of some dark-upregulated genes. SFR6 was isolated as a suppressor of cell wall defects in cob6 mutant background.	ATSFR6; GLASSY HAIR 2; GLH2; IEN1; INSENSITIVE TO EXOGENOUS NAD+ 1; MED16; MEDIATOR 16; SENSITIVE TO FREEZING 6; SFR6; YELLOW AND SENSITIVE TO IRON-DEFICIENCY 1; YID1	 nucleus, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, carpel, circadian regulation of gene expression, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf lamina base, mature plant embryo stage, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, positive regulation of systemic acquired resistance, regulation of cell wall pectin metabolic process, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of long-day photoperiodism, flowering, regulation of plant-type cell wall cellulose biosynthetic process, regulation of transcription, DNA-templated, response to osmotic stress, root, root development, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2146046	AT5G15960	AT5G15960.1	protein_coding	cold and ABA inducible protein kin1, possibly functions as an anti-freeze protein. Transcript level of this gene is induced by cold, ABA, dehydration and osmoticum (mannitol). However, protein activity of GUS fused to the promoter of this gene is inhibited by cold treatment, suggesting an inhibition of the protein by increased transcript level.	KIN1	 cold acclimation, cytosol, guard cell, molecular function unknown, red or far-red light signaling pathway, response to abscisic acid, response to cold, response to osmotic stress, response to water deprivation, rosette leaf	true
Gene:4010711861	AT1G28520	AT1G28520.2	protein_coding	VOZ transcription factor which acts as positive regulator of several salt-responsive genes. Functionally redundant in salt stress with VOZ2.	VASCULAR PLANT ONE ZINC FINGER PROTEIN; VOZ1	 LP.04 four leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, incompatible interaction, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, long-day photoperiodism, flowering, mature plant embryo stage, metal ion binding, nucleus, petal, petal differentiation and expansion stage, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of long-day photoperiodism, flowering, positive regulation of transcription, DNA-templated, protein binding, red, far-red light phototransduction, response to heat, response to salt stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530296310	AT1G36160	AT1G36160.2	protein_coding	Encodes acetyl-CoA carboxylase. Mutant displays uncoordinated cell divisions which are enhanced by cytokinins. Mutant also has aberrant organization of the apical region in the embryo and abnormal root and shoot development and is deficient in freezing tolerance after cold acclimation. Essential for very long chain fatty acid elongation. The mRNA is cell-to-cell mobile.	ACC1; ACETYL-COA CARBOXYLASE 1; AT-ACC1; EMB22; EMBRYO DEFECTIVE 22; GK; GLOSSYHEAD 1; GSD1; GURKE; PAS3; PASTICCINO 3; SENSITIVE TO FREEZING 3; SFR3	 cytoplasm, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, acetyl-CoA carboxylase activity, biotin carboxylase activity, carpel, cauline leaf, cell-to-cell mobile RNA, cold acclimation, collective leaf structure, cotyledon, cytoplasm, cytosol, embryo development ending in seed dormancy, fatty acid elongation, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, malonyl-CoA biosynthetic process, mature plant embryo stage, meristem structural organization, metal ion binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, primary shoot apical meristem specification, response to cytokinin, root, root development, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, shoot system development, stamen, stem, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:3715825	SFR7	SFR7	unknown	Mutants show changes in fatty acid composition after (and only after) cold acclimation.	SENSITIVE TO FREEZING 7; SFR7	 cellular component unknown, molecular function unknown, cold acclimation, cellular component unknown, cold acclimation, molecular function unknown	false
Gene:6532547449	AT3G61950	AT3G61950.3	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 67; MYC67	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, floral organ, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:6532547728	AT1G56070	AT1G56070.2	protein_coding	encodes a translation elongation factor 2-like protein that is involved in cold-induced translation. Mutations in this gene specifically blocks low temperature-induced transcription of cold-responsive genes but induces the expression of CBF genes and mutants carrying the recessive mutations fail to acclimate to cold and is freezing sensitive.		 cytoplasm, GTP binding, GTPase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, carpel, cauline leaf, chloroplast, cold acclimation, collective leaf structure, copper ion binding, cotyledon, cultured plant cell, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, response to cold, ribonucleoprotein complex, ribosome binding, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, translation elongation factor activity, translational elongation, trichome, vacuolar membrane, vascular bundle, vascular leaf, vascular leaf senescent stage	true
Gene:6532560383	AT1G56070	AT1G56070.3	protein_coding	encodes a translation elongation factor 2-like protein that is involved in cold-induced translation. Mutations in this gene specifically blocks low temperature-induced transcription of cold-responsive genes but induces the expression of CBF genes and mutants carrying the recessive mutations fail to acclimate to cold and is freezing sensitive.		 cytoplasm, GTP binding, GTPase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, carpel, cauline leaf, chloroplast, cold acclimation, collective leaf structure, copper ion binding, cotyledon, cultured plant cell, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, response to cold, ribonucleoprotein complex, ribosome binding, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, translation elongation factor activity, translational elongation, trichome, vacuolar membrane, vascular bundle, vascular leaf, vascular leaf senescent stage	true
Gene:1005027725	AT5G54590	AT5G54590.2	protein_coding	Splice variant At5g54590.2 encodes CRLK1 (440-amino acid in length) calcium/calmodulin-regulated receptor-like kinase crucial for cold tolerance. CRLK1 is Primarily localized in the plasma membrane.	CALCIUM/CALMODULIN-REGULATED RECEPTOR-LIKE KINASE 1; CRLK1	 plasma membrane, calmodulin binding, protein serine/threonine kinase activity, response to cold, ATP binding, calmodulin binding, cold acclimation, collective leaf structure, endosome membrane, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, integral component of membrane, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, seed, sepal, shoot apex, shoot system, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:6532547453	AT3G61950	AT3G61950.6	protein_coding	MYC-type transcription factor which interacts with ICE1 and negatively regulates cold-responsive genes and cold tolerance.	MYC-TYPE TRANSCRIPTION FACTOR 67; MYC67	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, floral organ, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, protein homodimerization activity, regulation of transcription, DNA-templated, rosette leaf, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:4515101969	AT4G29810	AT4G29810.3	protein_coding	encodes a MAP kinase kinase 2 that regulates MPK6 and MPK4 in response to cold and salt stresses. Co-expression with MEKK1 in protoplasts activated MKK2 activity, suggesting that MEKK1 may be a regulator of MKK2.	ATMKK2; MAP KINASE KINASE 1; MAP KINASE KINASE 2; MK1; MKK2	 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase activity, MAPK cascade, activation of MAPK activity, activation of protein kinase activity, auxin transport, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cotyledon vascular system, cytoplasm, defense response, incompatible interaction, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, protein serine/threonine kinase activity, response to cold, response to salt stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, signal transduction by protein phosphorylation, stamen, stem, vascular leaf, vascular leaf senescent stage, xylem and phloem pattern formation	true
